아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용
안녕난요정,상위 15%,24.12.04,아이보리(세미크롭긴팔-피치기모),F(44~66),정사이즈예요,보통이에요,화면과 비슷해요,152cm,50kg,상의 55,"적당히 널널하고 기모도 두툼하고 넘 맘에드네요 
세미 크롭으로 했는데 길이 적ㄱ당히 괜창ㅎ은거깉아요 
근데 오버핏 맹투맨이나 맨트맨 레이어드할꺼면 크롭 말고 
오리지널 길이가 나을꺼같아용 
소매는 조금 기네요ㅠ 
기모재질이라서 보플은 잘 날꺼같아요"
고땡큐,상위 5%,24.12.02,브릭(세미크롭-반팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,60kg,상의 66,"-모달 버전으로 블랙이랑 화이트 구매했었는데 너무 잘 입고 다녀서 가을에는 포인트 주기 좋은 색인 거 같아서 브릭으로 또 구매했어요! 확실히 모달 버전이랑은 소재가 다른 느낌인데 확 느껴져요. 모달보다는 통풍이 덜 되는 느낌? 한여름에는 한 장만 입었지만 덥다고 느껴질 수도 있을 거 같아요!

-핏 감이 너무 맘에 들고 티셔츠 소재도 오랫동안 입을 수 있는 소재 같은 느낌이라 너무 맘에 들어요! 
66사이즈에 어깨는 40~41 정도고 흉통 넓은 체형인데 부담스럽지 않고 딱 좋은 사이즈예요!
요즘 너무 딱 붙는 티셔츠들만 나와서 적당한 핏 감의 기본 티셔츠 찾기가 힘들었는데 너무 맘에들어서 브릭으로 재구매 한 겁니다😊

-땀나면 약간 민망해지는 색이긴 하지만,, 그래서 최대한 실내 활동이 많은 날에만 입었습니다!! 
역시 후기가 많은 데에는 이유가 있네요~ 내년 여름에는 다른 컬러로 구매해서 입고 싶어요😁"
빌리발리볼,상위 10%,24.12.02,아이보리(세미크롭-긴팔ver.),F(44~66),정사이즈예요,보통이에요,화면과 비슷해요,156cm,55kg,상의 66,"겨울철 가디건이나 니트 이너로 입으려고 구매했어요. 
두께는 손이 안비칠 정도로 두께감이 좀 있구요!
꺼끌한 재질도 아니고 기장도 가디건입을 때 바지안으로 정리 안해도 되킄 세미크롭기장이라 맘에듭니다!"
XNnYaxAY,상위 10%,24.11.28,크림(반팔-피치기모ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,156cm,53kg,상의 55,"주문을 너무 급하게 했는지 긴팔을 시켰어야 했는데 반팔을 시켜버렸지 뭡니까 ㅜㅜ
하지만 받아보고나서 원단느낌이 너무 좋고 따뜻한 느낌이라 신기하고 좋았어요 
원래같았으면 반품하고 긴팔로 다시 주문했을텐데 
이 옷은 원단이 너무 좋아서 추가해서 구매하는게 더 좋겠다 싶어서 장바구니에 다시 담아놨어요 ㅎㅎ
사이즈는 크지도 작지도 마른분한텐 널널하게
통통하면 적당한핏으로 입을 수 있을 것 같아요ㅎㅎ"
rk99Anfn,상위 30%,24.11.09,아이보리(세미크롭-긴팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,151cm,42kg,상의 44,"리얼코코 기본티는 벌써 몇 번째 주문하고 있어요 ㅎㅎ 
목 늘어남 없이 쫀쫀해서 기본으로 쟁여둬야할 필수 아이템입니다!! 그동안 면100%만 있다가 스판기 있는 건 처음 구매해봤는데, 이너로 입기 너무 좋아요. 
목도 크게 파지지 않아서 맨투맨이나 니트 안에 레이어드해 입기 좋습니다. 박음질도 꼼꼼하고 세탁후 보풀도 없어서 가성비 넘 만족스러워요."
GeVcJcMJ,상위 5%,24.11.01,블랙(20수-긴팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,170cm,58kg,상의 77,"옷 탄탄하고 좋아요!! 완전 기본!! 기본!! 기본 중의 기본을 찾고 계시다면 여기입니다!! 옷이 아주 튼튼하구요!! 근데 살짝 두꺼운 감이 있어서 늦여름이나 초가을은 살짝 더울 것 같긴해요. 그!래!도! 옷이 넘 탄탄하고 좋습니다,, 바지 안에 넣어입어도 삐져나오지 않을 정도 길이라서 이너티 기본 중의 기본! 완전 추천이용~"
GeVcJcMJ,상위 5%,24.11.01,아이보리(세미크롭-긴팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,170cm,58kg,상의 77,"세미크롭 기장 안부담스럽고 넘 좋네요. 이너티로 입을 기본티가 필요했는데 원단 튼튼하고 팔 길이도 좋고 짱.. 운동해서 어깨짱넓어여성인데 오호? 제 어깨를 기꺼이 버티고 있어요.
그냥 긴팔티랑 비교하면 저정도 차이 나네용."
릴팀,탑리뷰어,24.10.26,블랙(세미크롭-반팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,57kg,상의 66,"크롭 기장으로 주문했는데, 편하게 기본티로 걸치기 너무×2 좋네요! 정면 측면 모두 핏이 이뻐요~ 옷 촉감은 시원 부들하면서 적당히 도톰해서 봄 가을이랑 겨울에 이너로도 너무 좋을 것 같아요🤍 퀄리티가 좋으니 깔별로 갈수 밖에.. 🙊😚"
릴팀,탑리뷰어,24.10.26,아이보리(세미크롭-반팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,57kg,상의 66,"저는 크롭 기장으로 긴팔 반팔 다 주문했는데, 편하게 기본티로 걸치기 너무×2 좋네요! 정면 측면 모두 핏이 이뻐요~ 옷 촉감은 시원 부들하면서 적당히 도톰해서 봄 가을이랑 겨울에 이너로도 너무 좋을 것 같아요🤍 반팔은 팔을 한번 접어 입어도 이쁘구여〰️ 퀄리티가 좋으니 깔별로 갈수 밖에.. 🙊😚"
릴팀,탑리뷰어,24.10.26,블랙(세미크롭-긴팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,57kg,상의 66,"크롭 기장으로 주문했는데, 편하게 기본티로 걸치기 너무×2 좋네요! 정면 측면 모두 핏이 이뻐요~ 옷 촉감은 시원 부들하면서 적당히 도톰해서 봄 가을이랑 겨울에 이너로도 너무 좋을 것 같아요🤍 퀄리티가 좋으니 깔별로 갈수 밖에.. 🙊😚"
릴팀,탑리뷰어,24.10.26,아이보리(세미크롭-긴팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,57kg,상의 66,"크롭 기장으로 주문했는데, 편하게 기본티로 걸치기 너무×2 좋네요! 정면 측면 모두 핏이 이뻐요~ 옷 촉감은 시원 부들하면서 적당히 도톰해서 봄 가을이랑 겨울에 이너로도 너무 좋을 것 같아요🤍 퀄리티가 좋으니 깔별로 갈수 밖에.. 🙊😚"
릴팀,탑리뷰어,24.10.26,먹카키(세미크롭-긴팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,57kg,상의 66,"크롭 기장으로 주문했는데, 편하게 기본티로 걸치기 너무×2 좋네요! 정면 측면 모두 핏이 이뻐요~ 참고로 저는 165/57입니다. 옷 촉감은 시원 부들하면서 적당히 도톰해서 봄 가을이랑 겨울에 이너로도 너무 좋을 것 같아요🤍 이것도 깔별로 갑니다 ㅎㅎ"
hMUZeZ0R,상위 15%,24.10.24,아이보리(20수-반팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,152cm,52kg,상의 55,"엄청 쫀쫀하고 비침도 거의 없고 진짜 단독으로 입어도 될 정도로 너무 좋아요. 앞으로 기본 반팔티는 여기서 사려구요. 흰티 원래 한철인데 잘 세탁하면 3년은 입을 수 있을 것 같네요. 키 작은 편인데도 넣입, 빼입 둘다 가능한 길이고 신축성도 너무 좋아요 👍"
mhmh***,상위 10%,24.10.23,브릭(20수-긴팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,57kg,상의 66,"이 가격에 이 퀄리티? 외않사 템입니다 진짜로 다른 색상 더 필요해지면 여기로 달려와서 사려고요.

고급스럽다! 이런 건 아니지만 마음에 안 드는 부분이 없는 무난 기본템입니다. 색상과 여러 옵션 많아서 더 좋아요.

피부가 예민해서 조금만 까칠해도 못 입는데 이건 부들편안까진 아니어도 입기 불편함 없어 좋았어요.

이런 색상 쳐다도 안 보다가 올가을 들어 갑자기 끌려서 샀는데 좋은 선택이었어요. 예쁩니당"
GOOd3lBQ,상위 20%,23.08.21,아이보리(세미크롭-30수ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,64kg,상의 66,"항상 오버핏만 입다가 너무 크지도 작지도 않은 적당히 핏되는 티셔츠를 찾고있었는데 대만족입니다! 핏이 진짜 너무너무 예뻐요 세미크롭이라 배는 안보이고 딱 적당히 짧은 기장이여서 다리도 길어보이고 훨씬 슬림해보이는 효과가 있어요! 또 면도 부드럽고 탄탄해서 가격대비 퀄리티 좋은 느낌..?? 엄청 더운 소재는 아니였어요! 다만 아쉬운 건 제가 좀 예민한 피부인지 목 뒷부분에 텍이 좀 따끔거렸고 빨래 후 구김이 좀 있었습니다,,, 그치만 재구매 의사 있어요 👍"
EMgOK2pK,상위 15%,25.01.06,아이보리(긴팔-피치기모ver.),F(44~66),생각보다 커요,보통이에요,화면과 비슷해요,165cm,59kg,상의 66,"사진에 잘 안보이지만 기모가 겉에 있고 안에는 없어요^-^;; 따뜻하려고 샀는데 입었더니 차가운 느낌이라 별 하나 뺏습니다. 안에도 피치기모 있는 줄 알았거든요~ 

 길이는 165키에 엉덩이 반쯤 가리는 길이라 뱃살족들은 뱃살 가리기 용으로 탁월해 보여요~ 

 팔부분 가슴부분 전체적으로 낙낙한 사이즈라 이너로 편하게 입겠어요(끼는거 매우 싫어하는 타입)"
대램이,상위 5%,24.11.12,버터크림(세미크롭-긴팔ver.),F(44~66),정사이즈예요,보통이에요,화면과 비슷해요,170cm,65kg,상의 66,"제가 입어서 핏이 좀 구리지만... 옷자체는 예쁘고 맘에 들어용! 은은한 버터색이라 웜톤이신 분들이 입기 좋을거같구요. 170기준으로 하이웨스트 하의랑 입으면 티셔츠를 하의안에 넣어입어야 괜찮구요, 일반적인 하의는 빼서 입어도 괜찮을거같아요!"
뭉고,상위 25%,24.10.16,아이보리(세미크롭-긴팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,60kg,,"이너로 입을 짱짱한 무지티가 필요했어요
어떤 옷은 팔에 너무 끼고 어떤 옷은 후즐근해보여서 리뷰 꼼꼼히 찾아보고 산건데 대만족입니다!
팔뚝살도 가려주고 엄마도 보시더니 색깔별로 사시겠다하네요~ 기분좋아용^^"
똥띠똥띠,상위 5%,24.10.16,블랙(세미크롭-긴팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,166cm,63kg,상의 66,"시보리도 탄탄하고 길이는 세미크롭으로 주문했는데 
길이가 딱 바지에 살짝 찝어입기 좋는 길이에요 
오히려 긴 기장은 너무 길어보일수있을것 같아요 
목이나 팔부분 마감도 군더더기 없어요 굿"
zizea,상위 10%,24.10.09,버터크림(세미크롭-긴팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,40kg,상의 44,"긴팔 세미크롭은 크림이 없어서 버터크림으로 구매했는데 
노란 기가 있는 파스텔 색상이에요 ㅎㅎ 
생각보다 퀄리티랑 두께가 너무 얇지 않고 좋아서 맘에 들어요 ! 
너무 하얀게 부담스러우시다면 요 색상 추천"
h7HOgtw7,탑리뷰어,24.10.07,아이보리(20수-긴팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,167cm,57kg,상의 55,"저번에 반팔티를 샀다가 퀄리티에 너무 만족을 해서 이번엔 긴팔티로 구매했습니다. 가격대비 얇지도 않고 옷 자체가 주름 없이 탄탄한 느낌이 들어서 오래 입을 수 있을 것 같아요.
사이즈는 너무 크지 않고 정사이즈에 가까운데, 그렇다고 제 체형이 부각되는 느낌은 아니라서 너무 만족스럽습니다.
넣어입기에도 좋고, 빼서 입어도 괜찮은 길이감이에요.
169cm 체형에게도 팔이 짧지 않고 딱 맞네요!
다른 색깔로도 구매해야겠습니다 :)"
똥띠똥띠,상위 5%,24.10.07,아이보리(세미크롭-긴팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,166cm,63kg,상의 66,"목 시보리 부분도 짱짱하고 
팔이랑 안감 마감도 좋아요! 
그리고 약간 스판기가 있어서 쉽게 늘어나서 헤지지 않는 재질이라 좋은것 같고 
어정쩡하게 길거나 , 크롭이라고 짧지도 않아서 
딱 바지에 살짝 찝어서 입기 좋아요 
굿굿"
직진흰둥이,상위 30%,24.09.26,아이보리(세미크롭-반팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,48kg,,흰 티 하나에 퀄리티가 이렇게 좋을 일인가요 꼭 사세요 빨아 입어도 사이즈 줄어들거나 변하는것도 없고 무엇보다 팔이 낙낙하여 움직이기도 편하고 목도 조임이 없어서 편하게 입기 좋습니다. 휘뚜루 마뚜루 여름교복~~
75FuQl6E,상위 10%,24.09.26,아이보리(20수-긴팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,48kg,상의 44,긴팔 확인하시라고 올려요. 반팔은 크림으로 긴팔은 아이보리로 시켰어요. 안에 받쳐입을 용도라. 라운드를 사실 좋아하지 않는데 핏 예뻐요. 소매도 살짝 길어 여성스러워 보이고. 그런데 옷 자체 두께는 반팔이 더 두꺼워요. 색에 따른 원단 차이일 수 있지만. 받자마자 망에넣어 세탁기 돌리고 자연건조 시켰는데 목이나 소매. 원단 틀어짐 없어 좋네요.
75FuQl6E,상위 10%,24.09.26,크림(20수-반팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,48kg,상의 44,"약간 넉넉하게 오버핏으로 입으려고 샀는데 딱 예상했던 핏이었어요. 생각보다 원단 두꺼워 지금입기 좋아요.
사진 찍고 바로 세탁기 돌렸는데 구김은 어쩔 수 없이 가서 다림질 했어요(이건 예상했던바) 다행히 목 늘어짐 없고 원단도 많이 변형되지 않았어요. 소매랑 목 부분 디테일 참고하시라고 올려요"
xRfoL63G,상위 15%,24.09.23,크림(20수-긴팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,164cm,50kg,상의 55,"색감은 따스한 아이보리 색이네요. 팔길이 보통 체형인데 손등을 약간 덮어서 마음에 들어요. 
남자들 티셔츠 처럼 막 도톰한 천은 아니고 얇지도 않아서 어깨 봉제선이 살짝 살아있는 정도 입니다. 입고 사진 찍고 활동 하고나니 면이라 그런지 팔꿈치에 주름이 생기네요. 
전반적으론 기본 긴팔티로 길이나 모양 질감 마음에 들어서 다음에도 구매할것 같아요^^"
뚜기,상위 10%,24.09.22,버터크림(세미크롭-긴팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,167cm,60kg,상의 55,"넥 라인 짱짱해서 좋고
색상 너무 누렇지않은 이쁜 버터크림색이라
데일리로 짱! 청바지 아무색이랑도 찰떡이에요
167기준 길이 딱좋고, 팔은 살짝 짧은감이있는데 나뿌지않아요~ 어깨라인 딱맞아서 맘에들어요!!!"
H5FjJRUU,상위 30%,24.09.20,버터크림(세미크롭-반팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,171cm,56kg,상의 55,휘뚜루마뚜루 입을 기본템으로 구매했는데 진짜 그냥 기본 그 자체예요. 키 171 기준 배꼽 훨씬 밑으로 떨어지는 기장이라 그렇게 크롭은 아닌듯..? 꽤 탄탄한 소재라 여러번 빨아도 괜찮을것같아요. 색깔도 딱 생각한 상아색 느낌!
리뷰하는몬땃,상위 25%,24.09.14,브릭(세미크롭-반팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면보다 밝아요,167cm,52kg,상의 55,"브릭 색 옷은 잘 받지 않아서 좀 반신반의하며 샀는데, 결과적으론 만족입니다! 실패 없는 체크남방 데님하고 같이 매치해주니 무리 없이 소화 가능하고, 흰 바지하고도 잘 어울릴 거 같아요! 
티셔츠 길이 참고하시라고 남방 푸른 사진도 같이 올립니다 바지에 넣어 입기보단 빼서 입기 좋은 길이라고 생각하심 좋을 거 같아요

면 퀄리티는 훌륭합니다! 오래 입어도 늘어지거나 하지 않을 거 같이 짱짱하고 좋아요 :)

앞으로도 자주 애용할게요!"
llilllIlIi,상위 10%,24.09.12,아이보리(20수-긴팔ver.),F(44~66),생각보다 커요,아주 만족해요,화면과 비슷해요,162cm,47kg,,일단 소매 긴 거 넘나 좋았구요 재질이 진짜.. 완전 굿이었어요 전 무지 흰티는 가능한 싸게 사는게 좋다 파였어서 뭐 이렇게 비싸지 싶었는데! 이정도면 진짜 갑성비입니다. 재질 부드럽고 짱짱해요!! 162~163 기준 엉덩이 쬐애끔 덮는 기장이었어요
dhi294XY,,24.09.09,아이보리(20수-반팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,58kg,상의 55,"탄탄한 소재라서 좋네요. 늘어나지도 않을거같고,, 색상은 그냥 일반적으로 생각하는 흰색? 옷가게에서 흰색으로 파는 옷의 색인것같아요!! 딱붙는 핏도 오버핏도 지겨워서 사봤는데 좋네요!!"
opQ6dtqv,상위 5%,24.09.05,스카이블루(세미크롭-반팔ver.),F(44~66),정사이즈예요,보통이에요,화면과 비슷해요,156cm,60kg,상의 66,"조금 늘어남이 있긴하지만 퀄리티는 좋아보이네요 구김만 빼고요
색상이 제가 좋아하는 색상이라서 다른 색상으로 또 사고 싶더라고요 총 기장도 애매하지않고 딱 적당한 길이예요 데일리로 가까운거리에 입고다녀도 그렇게 덥지않아서 좋아요"
w1T0gKsd,,24.08.27,블랙(세미크롭-반팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,151cm,46kg,상의 55,"가격대비 질 정말 괜찮아요!! 면같은 느낌은 아닌데 그걸 기대했던거라 맘에 들었어요
잠깐 운동 갈때나 마실 나갈때 입으려 했는데 예쁘네욥! 
쪼끔 아쉬운고는 제가 키가 너무 작아서 크롭기장이 될수가 없다는거.. 그건 키작은 제잘못이죠허허
배송은 시킨지 하루만에 와서 깜짝놀랐어요.. 지그재그에서 옷 두번째로 사보는건데 항상 성공하네요 히히"
리보리16,상위 20%,24.08.26,스카이블루(세미크롭-반팔ver.),F(44~66),정사이즈예요,보통이에요,화면과 비슷해요,166cm,65kg,상의 77,"상세정보에 올려져있는 색상과 같아서 맘에들고요 
더운여름에입기에도 많이 두꺼운편은 아니어서 좋아요. 
차콜도 고급진색이라 좋고 하늘색은 하늘색러버인 저한텐 너무 예쁘네요~ 재구매의사 있어요 
내년에도 판매했으면좋겠내요 
세미크롭도 레드색상있으면 좋겠어요"
0VmsUsll,,24.08.21,아이보리(세미크롭ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,154cm,53kg,상의 55,팔뚝살이랑 뱃살이 많아서 늘 펑퍼짐한 옷만 입었는데 이렇게 예쁘게 붙는 옷이 있었다뇨!! 단독으로 입어도 팔뚝 잘 가려주규 어깨선도 어깨보다 좀 안쪽에 있어서 어깨도 안 넓어보여 넘넘 좋습니다! 무엇보다 길이가 딱 넣어입기도 편하고 빼도 예쁜 길이라 너무 좋아요! 재질도 쫀쫀해서 요즘 교복처럼 입네요!! 다른 색상도 구매하려구요 잘 입겠습니다!
SQTAcvcY,상위 25%,24.08.10,민트(20수ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,171cm,52kg,상의 55,"와 재질 모에오ㅠㅠ 기본 티 여기저기서 사봤지만 재질이 약해서 세탁 자주하면 망가질까봐 잘 입지 못했는데 이건 그럴걱정없을 것 같네요! 후기에 건조기돌려도 똑같다고 봤는데 정말 그랄 것 같아요! 색상도 너무 마음에
듭니다 굳굳굳❤️"
QFcO6WSs,,24.08.09,아이보리(세미크롭ver.),F(44~66),생각보다 커요,아주 만족해요,화면과 비슷해요,160cm,63kg,상의 77,"161/63 후기 입니다.
출산 후라 흉통이 99, 팔뚝 30정도 입니다
사진으론 좀 작아보일지 몰라도 입었을 때 꽤 넉넉하고
편했어요.
질도 유니클로 티셔츠 같은 재질?!
핏 때문에 상세사이즈표 비교해보면서 엄청 고민했는데 잘 산 것 같아요!!! 버터크림 색상 추가주문 하러갑니다!!"
jwCtVx5x,상위 10%,24.08.09,아이보리(세미크롭ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,50kg,상의 55,쿨버전 구매해보고 맘에들어서 흰티 구매할려니 쿨버전 흰티는 좀 비친다는 후기보고 세미크롭 버전으로 구매했습니당! 퀄좋고 탄탄한면이에용 저는 그래도 핏은 쿨버전이 조금 더 맘에들긴 하는거같아요 ㅎㅎ여튼 둘다 이쁩니다
zYaj5Af6,상위 25%,24.07.22,크림(쿨ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,167cm,60kg,상의 66,"쿨링이라서 그런지 옷 소재가 너무 좋은것 같아요 🤍
나시원피스랑 레이어드 해서 입을려고 했는데 그냥 입어도 좋은것 같아요
레이어드해서 입어도 😀
다음에 다른색도 구매해서 포인트처럼 입어도 좋을것 같네용 👍
만족합니다아
(제 리뷰 사진보다 핏은 예쁘게 나와요..ㅠㅠ
사진이 너무 못나왔네요 🥲)"
jNWdU7kd,,24.04.18,아이보리(20수ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,50kg,상의 55,기본티들은 다 목늘어남있고 흰티는 비침있어서 기대안하고 딱 리뷰많은거 주문했는데 와.. 다른색상 더 구매하고싶어져요 ㅋㅋㅋㅋ 이너로 입으려고 주문했는데 비침없고 목도 잘 안늘어날거같아요 퀄리티 진짜 좋습니다 그냥입어도 너무 이쁠거같아요 핏은 기본 스텐다드핏인거같아요 팔길이 딱 좋고 몸통에 달라붙는느낌 아니고 널널해서 오히려 좋네요~ 사진은 퍼져보이는데 입으면 딱 보기좋은정도? 기본티나 이너용으로 활용하기 좋을거같아요~
jLM1P4KK,,24.12.11,아이보리(20수-긴팔ver.),F(44~66),정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,49kg,상의 55,지금까지 두번세번정도 빨았는데 목 안늘어나고 튼튼하네요! 158기준 엉덩이 조금 안덮어요! 오버핏니트에 레이어드하니 잘 안보이긴 합니다만 뭐.. 그래듀 재질은 좋은듯!
