아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용
7RAUbMRo,상위 30%,24.11.26,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,155cm,49kg,상의 44,옷 예쁩니다. 생각보다 핏되게 몸에 맞아서몸매 보완을 완전 잘 해주는건 아니지만 조금은 늘씬해 보여요! 색감은 뽀용한 핑크색이에요. 너~무 예뿐데 은근 하의랑 매치하기가 까다로워용...
6nV0Jcp4,상위 15%,24.11.23,스퍼그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,166cm,51kg,상의 55,"기본 이너템 찾으러 엄청 열심히 찾았었는데 왜 후기 좋았는지 알거같아요! 생각보다 넥라인이 탄탄 이런 느낌은 아닌거같았는데 입으니까 이쁘게 딱 맞아 떨어집니다.
제가 팔도 긴 편인데 다 덮는 길이의 이너를 찾다니,, 그릭 색감도 딱 엄청 흰색이 아니라서 어디에도 부담 없이 받혀입기 좋을거같아요!!"
ange******,상위 10%,24.11.05,블랙,FREE,정사이즈예요,보통이에요,화면과 비슷해요,158cm,57kg,상의 66,"목부분이 답답한거보다 넓은걸 원해서 구매했는데 생각보다 더 파져있는거 같긴함... 근데 머리내리고 입으면 괜츈하고 팔뚝 부자인데 단독으로 입어도 부담스럽지 않고 팔 기장도 길어서 사진만큼 내려옴!!
재질은 부들부들보다는 탄탄인데 그래서 핏 잡아주는 느낌이라 날씬해보임!!!"
유진과유진,상위 5%,24.10.29,아이보리,FREE,작아요,보통이에요,화면과 비슷해요,160cm,50kg,상의 44,".핏: 제가 입으니까 모델핏처럼 넥라인이 트여 보이진 않더라구요! 그래도 과하게 붙지 않고 핏하고 소매 길이도 마음에 들어요.

. 색상: 두번째 사진 가장 아래 색상입니다. 부드러운 화이트는 아니고 노란기 없는 생화이트에요!

. 착용감: 까슬거림 없고 부드럽고 잘 늘어나서 편해요!"
yejimong,상위 5%,24.10.28,네이비,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,50kg,상의 55,"❕제가 좋아하는 어두운 네이비 컬러라 좋아요
❕3번 정도 빨았는데 보풀없고 목늘어짐 없습니다 가격대비 너무 좋아요
❕피부 예민한데 까슬거리는거 없어요
❕너무 핏하지 않아서 군살 정도는 커버해주는거같아요

⭐️⭐️⭐️⭐️ 만족합니다"
5eodcJdc,상위 1%,24.10.26,크림,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,55kg,상의 55,"실밥은 좀 있지먼 옷 소매나 옷 부분 박음질이 깔끔하게 되어 있어 이너티 또 단독으로 다양하게 입기 좋아요 

쪼꼼 주의할점이라면 목파임이 좀 있는 옷이예요. 목파임때문에 옷을 안쪽으로 땡겨 입으면 목이 늘어난 옷 처럼도 보일 수 있어서 잘 펴서, 땡겨서 입어야될거 같아요 (3번째 4번째 사진이 안 펴서 입은거, 펴서 입은 사진입니다)

네이비, 크림 구매했는데 
크림은 버터색(살짝 노란끼 가미된 컬러)이라고 생각하고 구매하시면 더 좋을거 같아요 또 크림은 흰 속옷이 좀 비치는 편입니다. (다른색상 속옷은 비치는지 모르겠네요) 하지만 찌찌가리려고 찌지가리개 착용하고 위에 옷 입어서 가렸는데 또 가릴 필요가 있나 싶어서 그냥 입고 있어요
네이비는 그냥 진한 네이비입니다. 

총장은 허리까지와서 넣어입기도 빼입기도 괜찮고 옷 소매도 손등 살짝 덮는 정도여서 마음에 들어요
팔 걷어 올릴때 막 흘러내리지 않는 붙음이라 마음에 들어요"
5eodcJdc,상위 1%,24.10.26,네이비,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,55kg,상의 55,"실밥은 좀 있지먼 옷 소매나 옷 부분 박음질이 깔끔하게 되어 있어 이너티 또 단독으로 다양하게 입기 좋아요 

쪼꼼 주의할점이라면 목파임이 좀 있는 옷이예요. 목파임때문에 옷을 안쪽으로 땡겨 입으면 목이 늘어난 옷 처럼도 보일 수 있어서 잘 펴서, 땡겨서 입어야될거 같아요 (3번째 4번째 사진이 안 펴서 입은거, 펴서 입은 사진입니다)

네이비, 크림 구매했는데 
크림은 버터색(살짝 노란끼 가미된 컬러)이라고 생각하고 구매하시면 더 좋을거 같아요 또 크림은 흰 속옷이 좀 비치는 편입니다. (다른색상 속옷은 비치는지 모르겠네요) 하지만 찌찌가리려고 찌지가리개 착용하고 위에 옷 입어서 가렸는데 또 가릴 필요가 있나 싶어서 그냥 입고 있어요
네이비는 그냥 진한 네이비입니다. 

총장은 허리까지와서 넣어입기도 빼입기도 괜찮고 옷 소매도 손등 살짝 덮는 정도여서 마음에 들어요
팔 걷어 올릴때 막 흘러내리지 않는 붙음이라 마음에 들어요"
쑥쑤기,상위 5%,24.10.26,소라,FREE,생각보다 커요,보통이에요,화면과 비슷해요,156cm,45kg,상의 55,"아이보리 소라 2가지 구매했는데,
아이보리는 괜찮았는데 소라는 넥라인 마감선이 너무 잘 보여서,, 조금 저렴한 옷 같아보여요,,
실제로 가성비좋게 사긴했는데 요점은 조금 아쉬운,,?!
소재탄탄하고 색감도 예뻐서 다른건 다 좋습니당"
쑥쑤기,상위 5%,24.10.26,아이보리,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,156cm,45kg,상의 55,"긴팔 기본티가 좀 필요해서 샀어요 !
팔이 좀 많이 길긴한데 이너로 입을 용도라 괜찮아요ㅎ
색감이나 넥라인도 맘에 들고
무난하고 깔끔해서 자주입을것 같아요 !!
생각보다 탄탄한 느낌 ~ 
새 옷 냄새가 너무 나서 세탁은 바로 했어요,,"
NV1Xakon,상위 5%,24.10.17,크림,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,52kg,상의 55,"크림보다는 버터에 가까운 노란색이에요. 쿨톤이라 아이보리를 했어야했는데 잘못 시키긴 했지만 너무 예쁜 색상이라 품으려고요! 역시나 내복같은 느낌 없이, 모델분들은 마르셔서 넥이 더 깊어보이는데 현실체형이 입으니 적당한 파임이라 더 맘에 들어요. 촉감 부드러우면서도 소재가 탄탄해서 정말 맘에 들어요."
NV1Xakon,상위 5%,24.10.17,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,52kg,상의 55,간절기 이너로 구매했는데 어깨가 넓어서 넓은 유넥 찾고있었어요. 유넥 잘못사면 내복같은데 이건 탄탄하고 핏도 적당히 붙으면서 여리여리해보여서 대만족입니다! 이너로 입어도 단독으로 입어도 예뻐요. 골지인데도 안쪽면이 부드러워서 입으면서 놀랐어요. 유튜버 추천으로 사봤는데 깔별로 다 사고싶네요!
t7gjG6GO,상위 25%,23.12.15,크림,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,52kg,상의 55,"아이보리 시킨다는 걸 크림으로 잘못시켰어용 ㅜㅜ
교환신청 하려다가 생각보다 너무 너무 괜찮아서 품고 아이보리를 하나 더 구매하려고요!!!!
한 철 입고 말 옷일줄 알았는데 면이 꽤 탄탄한 것 같아요 팔뚝살이 많고 이 티셔츠가 쫙 붙는 스타일인데도 팔뚝살 부각이 크게 안되어서 조아요 아이보리랑 블랙 구매하러 갑니다 ㅋㅋ"
6ib8uYYY,,23.12.04,크림,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,54kg,상의 55,"실물로 보니 크림색보다는 연노랑색에 더 가까운 컬러에요! 그래도 예뻐서 손이 자주 갈 것 같네용! 지금은 겨울이라 추워서 이너용이나 레이어드로 입어야 할 것 같습니다 :)
가격대비 퀄리티가 좋아서 나중에 다른 색도 구매할까 고민중이에요!"
I3y6B8yV,상위 10%,24.11.20,블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,60kg,상의 66,"생각보다 원단이 더 좋은 것 같아요!
어깨가 40cm 이상이라 조금 걱정했는데 잘 맞네요!
상체 덩치가 있어서 팔뚝 부각은 어쩔 수 없지만 그래도 만족합니다 ㅎㅎ 이너로 잘 입고 다닐게요!!"
미재이,상위 5%,24.10.07,아이보리,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,47kg,,길이랑 핏도 적당해서 예쁘고 재질도 나름 짱짱해서 다른 컬러는 단독으로 입기 좋을 것 같은데 아이보리는 속옷 라인 비침이 좀 있어요 ((접힌 주름은 뜯고 바로 입어본 거라 생긴 거예요)) 리뷰들처럼 겨드랑이가 약간 조이고 끼는 감이 있지만 막 신경 쓰일 정도로 불편한 건 아니에요 저런 겉옷들이랑 휘뚤마뚤 매칭하려고 샀는데 넉넉한 외투보다는 가디건 같은 옷 안에 입는 게 더 잘 어울릴 것 같아요!!
obN7hzH9,상위 20%,24.10.03,그레이,FREE,정사이즈예요,보통이에요,화면과 비슷해요,168cm,55kg,상의 55,저는 이너티로 입을 것 같아요. 제 체형에는 조금 붙어서 겨드랑이 쪽에 주름이 생기더라고요. 박음질은 별로입니다. 도착하고 열어보니 팔목 쪽 실이 풀려있네요. 적당히 가격 값 하는 것 같습니다
밀려온다,상위 15%,24.09.25,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,153cm,50kg,상의 55,"2년 전에 레몬? 색상 사서 교복처럼 입고 다니다가 한 달 만에 넥라인 실밥이 냅다 터져버려서… ㅋ ㅋ ㅋ 안 사..!! 했다가 이만한 핏,, 이만한 넥라인을 못 찾아서 다시 돌아왔습니다… 컴백(?) 기념으로 아이보리&베이비 핑크 구매했어요 한쪽 넥라인이 살짝 울 때가 있긴 한데 하필 오버롤이랑 매치해서,,, 걍 그렁가부다 했어요

골지 조아! 사람이라 리빌 티 못잊고 돌아왘ㅅ는데 이번엔 오래오래 입어서 정착할 수 있엇으면 좋겠어요,,"
hQjWDfxk,,24.04.18,아이보리,FREE,정사이즈예요,보통이에요,화면과 비슷해요,158cm,56kg,상의 55,"아무래도 가격이 싸다보니 넥라인이 살짝 울어있더라구요 하지만 소재 자체는 탄탄하고 너무 부담스럽게 붙지 않아서 좋아요 넥라인 운 거는 어깨쪽으로 살짝씩 당기면 운 거 티 별로 안 나요 검정색도 샀는데 검정색은 넥라인 짱짱해요 그래도 예민한 분들은 추천 안 합니당 그리고 목 짧은 분들 사세요,, 목 길어보여요"
BY5fFpxi,상위 15%,24.12.16,아이보리,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,55kg,상의 55,저한테 딱붙는 정도인데 탄탄한 소재라 내복같은 느낌은 전혀 안들어서 좋아요 날씬해 보여요. 겨드랑이가 끼는데 장점이더많아서 괜찮아요.
Ev5w3U34,상위 10%,24.12.05,아이보리,FREE,정사이즈예요,보통이에요,화면과 비슷해요,170cm,63kg,상의 66,"소재도 탄탄하고 사이즈도 만족해요 ! 기본티로 입으려고 샀는데 단독으로 입기도 좋고 니트나 가디건 안에 입기에도 딱이에요 ! 겨울엔 이너로, 봄가을엔 단독으로 추천 !"
Ev5w3U34,상위 10%,24.12.05,블랙,FREE,정사이즈예요,보통이에요,화면과 비슷해요,170cm,63kg,상의 66,"소재도 탄탄하고 사이즈도 만족해요 ! 기본티로 입으려고 샀는데 단독으로 입기도 좋고 니트나 가디건 안에 입기에도 딱이에요 ! 겨울엔 이너로, 봄가을엔 단독으로 추천 !"
G4NrqKi0,상위 25%,24.10.28,그레이,FREE,정사이즈예요,보통이에요,화면과 비슷해요,164cm,48kg,상의 44,소매기장은 넉넉하진 않고 적당해서 손등은 덮지못해요 두꺼운 니트말고 도톰한 골지티 찾고있는데 단종됐나요 ㅠㅠ 작년에 샀엇는데 어떤모델인지 모르겠어요 엄청 이쁜데ㅜㅜ
soi7****,,24.05.31,그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,51kg,상의 55,세일해서 저렴한 가격에 탄탄하고 예쁜 티 얻어서 기분 좋아요 ㅎㅎㅎ 몸에 적당히 붙어서 여리여리하고 팔뚝살도 과장되거나 부각되진 않네요! 쇄골라인도 예쁘게파여서 매우 만족스러워용 두께는 좀 있어서 초봄까진 안정적으로 입을 수 있을 것 같고 그이후엔 겨터파크 인증 조심하면서 저녁에 춥지않게 입기 좋겠어요 ㅎㅎㅎ
chas******,상위 15%,24.05.23,그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,43kg,상의 44,진짜 예뻐요! 하얀색 너무 잘 입어서 회색도 샀어요 넥라인 적당하게 파여있고 딱 달라붙는 듯 안 달라붙어서 덥지 않게 입을 수 있어요...! 부들부들 하고 여리해보여서 짱♡ 그렇게 어둡지 않은 회색이고 이너 / 단독 다 잘 입고 다녔어요~!!
fNkPIWCg,,24.05.19,아이보리,FREE,작아요,보통이에요,화면보다 밝아요,161cm,55kg,상의 55,"색은 아이보리라는 이름에 딱 맞는 색이었고, 유넥이 딱 적당하게 파여서 목도 시원해보는데 노출이 심해보이지 않아서 좋았어요. 휘뚜루마뚜루 어디에든 입어도 좋은 활용도 높은 기본템을 저렴하게 구매해서 좋아요. 대신 암홀이 조금 끼어서 팔뚝살을 좀 빼서 입으면 훨씬 더 편할 것 같아용"
Im7NThDX,,24.05.12,아이보리,FREE,정사이즈예요,보통이에요,화면과 비슷해요,163cm,49kg,상의 55,"기본티 유목민이라 유투브 서치하고 리뷰 엄청 찾아보고 구매했어요
구매했을때부터 살짝 넥라인이 우글한 느낌이 있었는데
그래도 입을만한 정도라 휘뚜루마뚜루 잘입다가
세탁하고 나니 더 심해져버렸네요 ㅠㅠ
총기장 소매기장 핏감 목파임 다 너무 마음에 드는데
저 넥라인 우글자글한 것만 개선되면 좋겠어요 ㅠ
아 넘 좋은데 딱 원하던 핏감인데 하필 넥라인이 ㅠㅠㅠㅠ
재구매는 대고민해볼게요 싸긴해서.."
추블리,,24.04.23,아이보리,FREE,정사이즈예요,별로예요,화면과 비슷해요,174cm,59kg,상의 55,"❌블랙 이염❌ (마지막사진 약혐 주의)

블랙과 화이트 주문 후, 블랙은 배송온 그대로 입고 다녔었습니다. 그리고 그 결과 상체 온몸에 이염되었습니다.
하루종일 입고 집에오니 등에 너무 간지러웠는데, 옷때문일거라고 생각못하고 동생한테 등에 뭐가 난 것 같다고 확인해 달라고 했더니.. 등이 파랗게 물들어있다고 하더라구요ㅋㅋㅋ 두번째 사진은 등과 팔을 휴지로 닦아보니 저렇게 이염된게 묻어나온 모습입니다^^*
더 심한건 뭔지 아시나요.. 등 모공쪽이 이염이 되어서 세번째 사진처럼 검은색 점박이들이 등에 생겼어요. 모공각화 처럼요…(열불남)
오일로 박박 문질러도 완전히 지워지지 않았고, 등에 여드름? 처럼 알러지 반응이 올라와서 너무 간지러웠어요.
정말 너무너무 스트레스 받았습니다.

옷이 오자마자 세탁하지 않고 입은 제 잘못도 있으리라 생각하다가…. 아무리 생각해도 품질을 고려했을 때 이건 너무 심한 것 같아서 리뷰를 씁니다. 저와 같은 피해가 나타나지 않길 바라는 마음에요. 

✅ 난 강철 피부장벽을 가져서 웬만한 화학물질에 닿아도 괜찮다!
✅ 해당 옷을 단독세탁만 해서 입어야해도 괜찮다!
✅ 속옷이 이염되어도 괜찮다!
가 아니시라면 신중히 사실 것을 조심스레 권고드립니다.
저는 그냥 앞으로… 돈 더 주고 더 좋은 원단에 더 좋은 퀼리티의 옷을 사려구요.."
wG9LznPy,상위 10%,24.04.16,네이비,FREE,정사이즈예요,보통이에요,화면과 비슷해요,160cm,48kg,상의 33 이하,"고개 숙이면 진짜 안이 훤히 보여서 나시 입고 입으셔야함. 근데 나시랑 레이어드하면 배로 예뻐서 좋은게 좋은거지 마인드로 넘어가기로 함.
근데 재봉이 잘 안돼서 목 부분이 울어있어요. 근데 그냥 유니크한 디자인이라 생각하고 입겟음"
imjs****,,24.04.15,블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,58kg,상의 55,"흰색사고 맘이 들어서 블랙도 샀습니당
말라보이고 꾸안꾸 삽가능
소매길이도 적당하고 넥라인이 적당히 파여있어서 좋아여

물빠짐 너무 심해서 무조건 어두운 색 속옷 입으시구 단독세탁하세요!! 불화자 하나 버렸습니다..ㅎ"
eheh****,상위 5%,24.04.13,블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,53kg,상의 55,"가격대가 낮은 가성비 제품임에도 불구하고
포장이 너무 이쁘게 왔더라고요!??
택도 잘 달려있고 기분좋았어요
너무 기본티지만 ..! 이너로 딱 좋아요
안 까끌거리고 파임도 적당하고 좋아요"
dioh***,상위 5%,24.04.08,아이보리,FREE,정사이즈예요,보통이에요,화면과 비슷해요,161cm,45kg,상의 44,"낫배드! 근데 자꾸 넥라인이 울어용... 꾸깃해지구.. 다려도 ...흠 저부분 때문에 약간 없어보이는 너낌..! 그래도 한 철 입기 좋아요
소재는 탄탄하고 잘 늘어날 거 같은 소재는 아닙니다. 넥라인이 깊게 파여서 이너로 활용하기 좋아용.

그리구 옷 처음 받았을 때 너무너무 시큼한 냄새가 났어요ㅠㅜ"
펭귄냥이,상위 10%,24.04.07,아이보리,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,164cm,48kg,상의 55,"넥 파임이 너무 자연스럽게 예쁜 기본 티셔츠에요! 
소재도 부드럽고 편안하며 몸에 예쁘게 착 붙는 핏이라서 더 예쁜거 같아요ㅎㅎ
웜하지 않은 시원한 화이트 색상이라 얼굴도 깨끗해보이고 전체적으로 맘에 듭니다
누적 판매량이 왜 많은지 알겠네요 : )"
5450***,,24.04.06,블랙,FREE,정사이즈예요,보통이에요,화면과 비슷해요,158cm,54kg,상의 55,"아이보리 구매하고 넘 잘입어서 검정으로도 시켜봤어요. 검정색도 아이보리색이랑 똑같이 맘에 들어요! 개인적으로는 아이보리를 더 자주 입어서 아이보리로 하나 더 구매할거같긴합니다. 하나쯤 있으면 좋은 검정 기본 티입니다. 검정은 일반배송이라서 아이보리보다 늦게 왔지만, 그렇게 급하게 입으려서 산게 아니여서 그닥 느리다고 생각 안들었습니다."
imjs****,,24.04.05,아이보리,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,58kg,상의 55,"왜 리뷰와 판매수가 많은지 납득 완..
아이보리에 누런끼 없어서 좋규
어깡이라 어깨라인 민감한데 너무 떨어져 있지 않구 
팔 원숭이라 소매 긴거 찾기 힘들었는데 이건 손등 반 정도 덮습니다..
소재 은근 톡톡하구 이너티나 기본티로 딱이에여
팔뚝에 살이 좀 있어서 다 가려주진 못하지만 말라버여어... 고민하지말구 사시길..."
CGCBSBp3,,24.04.04,아이보리,FREE,정사이즈예요,보통이에요,화면과 비슷해요,163cm,51kg,상의 55,"핏이 너무 좋아서 날씬해 보이고
넥라인이 겉옷 안에 받쳐입기 좋아요.
겨드랑이 라인이 딱 맞아서 날씬해보이지만
불편함이 좀 있고 골지 특성상 메리야스(?)같은 느낌이
조금 들어요. 그래도 장점이 많아서 깔별로 사고싶네요."
0312***,상위 15%,24.04.03,그레이,FREE,정사이즈예요,보통이에요,화면과 비슷해요,156cm,53kg,상의 55,생각보다 목이 더 파여있는 느낌이라 살짝 뒤로 넘겨서 입어야할거같아요 그래도 너무 달라붙지않고 편해서 좋아요 전체 길이는 적당한데 제가 팔이 짧아서 소매는 조금 길어요 넥라인이 살짝 비뚤어져있긴한데 입었을 때 티는 별로 안 나요
r8AliyDm,,24.03.31,아이보리,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"옷 재질이 생각보다 덜 얇고 전체적으로 퀄리티가 좋아요 그래도 안에 속옷은 살짝 비치는 것 같아요🥲
제가 어깨랑 팔뚝살이 좀 있는 편이라 팔쪽은 조금 끼는 느낌이 들었어요 기장은 적당하고 허리라인이 잡혀잇어서 예뻐요!"
Meb7JkHr,,24.03.31,아이보리,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,157cm,51kg,상의 55,"처음에 입고 나서 다른 제품이 온줄 알았어요 모델이랑 핏이 너무 달라서요ㅠㅎㅎ
소매 길이 참고하시라고 사진찍어봤어요 저는 팔뚝살이랑 부유방이 많은 편입니다..ㅎㅎ 참고해주세용
겨드랑이부분 끼는 건 정말 맞는거같아요 근데 겨드랑이가 딱 맞으니까 뭔가 말라보이는? 느낌이 좀 드는거같아서 저는 괜찮아요
유넥이 예쁘게 파여있어서 날씬해보이는 거 같고 다른 후기들 찾아보니까 허리에 라인이 들어가서 예쁘다고 하더라구요 그 내용읽고나서 거울을 다시 보니까 허리라인이 그래도 잡혀있어서 괜찮은거같아요
그레이색도 같이 주문했는데 아이보리만 먼저 왔더라구용 하나라도 먼저 보내주셔서 감사해요!!"
ckkhtBzm,,24.03.30,크림,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,64kg,상의 44,핏이 넘 예뻐요! 대박~ 제가 키도 크고 팔도 긴 편인데 총장도 적당하고 팔길이도 길어서 좋아요ㅎㅎ 넘 딱맞지 않아서 날씬해보이고 넥라인도 적당히 파여서 좋네용 다만 제가 색상을 잘못주문했는데 이것도 예뻐서 그냥 사려던 컬러도 하나 더 주문하려고 합니다ㅎㅎ
wocnaerok,상위 5%,24.03.27,네이비,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,167cm,57kg,상의 44,"아이보리 구매했었는데 다른 컬러도 구매한거면.. 말 다했죠 
기본티는 이걸로 정착할게요. 다른 컬러 모두 소장하고싶네요ㅠㅠ 팔 긴거 딱 좋고, 기장도 딱이고.. 적당히 붙는 핏인데 내복같지않고.. 기본티의 모든 요소를 갖추었습니다 !"
mlAlh6K5,,24.03.21,아이보리,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,50kg,상의 55,"어깨넓은 저에겐 약간 어깨선이 안 맞네요😅
그리고 생각보다 애매한 길이라 바지에 넣으면 삐져나오고 해서 약간 불편하긴 해요
그래도 옷 주름? 모양?이 세로로 있어서 부해보이지 않고 기본템으로 좋아요!"
arch****,,24.03.20,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,174cm,65kg,상의 55,"너무 파지지도 않고 너무 짧지도 않고 핏 짱 예뻐요 .
너무 딱 붙지도 않고 허리 살짝 여유있게 방방해서 더 날씬해보이는 것 같아요
기본티 필요할 때 다른 색도 계속 살 것 같아용
딸기우유 같은 색감이라 귀엽습니다"
