아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용
,,,,,,,,,,,
경경이,상위 1%,25.01.07,블랙,S(롱ver.),정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,48kg,상의 44,"예쁜 기본티 찾다가 넘 예쁜 티 발견하고 바로 구매했어요:)
🎀 체형 🎀
전 168에 48kg 팔길이는 어깨 끝에서부터 손목까지 53cm입니다
전 가슴이 없는 편이라 가슴이 조금 떠서 신경 쓰면서 입어야 하고 소매는 손목이 보이는 살짝 올라간 느낌이 들었어요
저랑 같은 체형이시면 참고해 주세요!

🎀 디자인, 소재, 색상 🎀
스퀘어넥이라 너무 예쁘고 진짜 핏 되게 너무 이뻐요
부드러워서 맨살에 입기 너무 좋고
탄탄한 조직으로 만들어져서 쫀쫀 그자체,,~~
색상은 화면과 같은 블랙이에요!"
Victoria,탑리뷰어,24.12.30,아이보리,S(롱ver.),정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,51kg,상의 44,"🤍기본 이너 티셔츠로 추천드려용🤍 

아이보리 색상으로 어떤 스타일에 매치해도 깔끔하게 착용 가능해요. 저는 슬랙스랑 매치했는데 깔끔해서 자켓 하나 걸치고 나갔답니당 

이 제품은 보통 얇은 티들보다 좀 더 탄탄한 소재로 아이보리 색상인데 비침없이 입을 수 있더라구요 ㅎㅎ 무난하게 입으실 수 있을 거 같아요 

몸에 적당히 핏되어 체형을 보완해주고, 부드럽고 편안한 면 소재라서 피부에 자극없이 착용할 수 있었어요. 

전체적으로 가격 대비 소재가 괜찮아서 기본 아이템으로 추천드릴게요!!
지그재그 체험단 이벤트로 상품을 무료로 제공받아 작성한 리뷰입니다."
UxGZ0FQu,상위 5%,24.12.30,그레이,M,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,53kg,상의 55,"기본 이너로 너무 딱이예요 !
스퀘어넥이라서 어깨라인도 더 예뻐 보이구요
바스트쪽 면이 팔보다 더 짱짱해서 속옷도 안비치고 단독으류 입기도 너무 좋아요 !!
약간 크롭한 기장이라 와이드 팬츠랑 입을 때 넘 예뻐요♥"
나우리,탑리뷰어,24.12.30,아이보리,M,정사이즈예요,아주 만족해요,화면과 비슷해요,157cm,50kg,상의 55,"겨울 뿐만 아니라 봄, 여름, 가을 다 가능할 듯.. 아 여름은 좀 더울 수 있으려나..? 

여름에도 괜찮다고 생각한 이유가 브라 라인이랑 컬러가 안 보여서 진짜 기본템으로 짱이에요 ㅜㅜ 이날 블랙 브라를 입었는데 앞면에 두장으로 덧대어져있어서 하나도 안 비쳐요.

어깨는 부담스럽지 않은 직각 어깨 느낌이라 승모근, 어깨, 팔뚝 등 상체 라인을 아주 굿으로 만들어줘요.
목 부분은 스퀘어넥이라서 동그란 얼굴도 커버 해줘요..!

첫번째 사진에 살짝 운 핏은 마음이 짝짝이라.. 하하
지그재그 체험단 이벤트로 상품을 무료로 제공받아 작성한 리뷰입니다."
ZE27Njys,상위 1%,24.12.29,아이보리,M(롱ver.),정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,60kg,,"진짜 미친 물건…❣️평소에 스퀘어넥 입어본적도 없고 노출 0의 인생을 살아온 사람인데요 이거 입고 갑자기 새로운 인생이 열림 ㅇㅇ ㄹㅇ 그정도로 최고👍

일단 너무 과하게 파여있지 않아서 가슴골까진 안 보이는데(이건 제가 그냥 골이 없어서 그런걸지도…) 그래서 그런지 어른들이 보기에도 너무 선정적이지 않아보이는 듯<<엄마가 일단 예쁘다고 잘샀다고 엄청 좋아하심💕 재질도 완전 부들부들 쫀쫀해서 몸에 찹챱 감기는게 기분이 좋숩니다

앞면은 두겹 뒷면은 한겹인데 다들 리뷰에서 색상 차이 많이 난다해서 걱정했거든요ㅠ 근데 그렇게 ‘엥 저사람 옷 왜저래…?’ 할 정도는 아님 ㅇㅇ 그냥 크게 신경 안 쓰여요 뒷부분 부라좌 살툭튀, 팔뚝살 부각도 크게 없는것 같습니다 왕맘에 들어서 다른 색도 살까 고민하고 있으여🫶🏻🌿"
OQOZ,탑리뷰어,24.12.29,아이보리,S(롱ver.),정사이즈예요,아주 만족해요,화면과 비슷해요,153cm,42kg,상의 44,"153/42

기본티 찾고 있었는데 요즘 너무 잘 입고 있는 티셔츠예요. 우선 색상도 딱 예쁜 화이트 색상입니다. 노란기, 푸른기 없는 깔끔한 화이트 색상이라 마음에 들었어요. 

그리고 전 넥라인이 조금 파여있어야 답답해보이지 않는데 요게 딱 적당히 파여있으면서 과하지 않은 정도라서 좋았습니다. 핏도 날씬해보여서 날 풀리면 얼른 단독으로 입고 다니고 싶어요.

두께감도 적당해서 집업이나 가디건과 레이어드 해주기도 좋고..요.. 사실 은근 기본티 고르기가 힘든데 이거는 자주 손이 가는 티셔츠라 추천드려요!
지그재그 체험단 이벤트로 상품을 무료로 제공받아 작성한 리뷰입니다."
azoo,탑리뷰어,24.12.28,아이보리,M,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"스퀘어넥인데 파임도 부담스럽지 않게 적당하고 목 길어보이는게 특히 좋아요! 소재는 스판기가 많아서 편안하게 착용가능하며 앞판이 덧대어져 있다고 해서 그런지 속옷 비침도 거의 없었어요! 근데 또 착용했을 때 그게 티가 나는 편은 아니라 첨엔 몰랐는데 리뷰들 보고 알았네요ㅎㅎ
비침이 덜하지만 이너로 스킨톤 입어주면 더 자연스러울 것 같습니다
또 총장도 적당해서 넣어서 착용하지 않아도 예쁜 기장감이었어요 아이보리라 오염만 안 생기면 편하게 자주 손이 갈 것 같은 옷이에요! 🖤
지그재그 체험단 이벤트로 상품을 무료로 제공받아 작성한 리뷰입니다."
ggAuOtbn,상위 10%,24.12.27,아이보리,M(롱ver.),정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,54kg,상의 55,"숏ver. 사서 잘입다가 이번엔 롱ver.으로 구매했어요. 자켓 , 가디건 이너템으로 최고에요. 검정색도 잘 입고 있고 겨울에는 니트안에도 입고 문신템처럼 같이 하고 있어요ㅎㅎ 제일 좋은 것은 넥라인이 파여있어 목짧은 저에겐 이런 스탈이 최고입니다😄"
몽그으으을,탑리뷰어,24.12.25,아이보리,M(롱ver.),정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,58kg,상의 66,"이너티로 입기 좋은 제품이에요! 저는 스트레이트 체형에 목이 짧은 편이라 조금이라도 목이 올라와 있으면 답답 해 보이는데, 확실히 스퀘어넥이라 시원 해 보이고 체형 보완이 되어서 좋았어요 :)

재질은 부들부들해서 느낌 좋습니다 !!!! 그런데 앞면만 이중으로 되어 있어서 뒤에 속옷 비침이 살짝 있었어요 🥲 

아무래도 스퀘어넥이다보니 속옷을 좀 신경써서 입어야할 것 같고 생각보다 넥라인이 많이 파인 편이에요!

단독으로 입기보다는 이너티로 추천드립니당 핏은 정말 예뻐요 👍🏻👍🏻
지그재그 체험단 이벤트로 상품을 무료로 제공받아 작성한 리뷰입니다."
