아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용
jjhy****,상위 15%,24.12.04,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,,,,"슬앤 기본 반팔티 세탁 건조 다 돌려도 목 안늘어나서 
올 여름 너무 잘입었어서 긴팔티도 믿고 사봤어요 
괜찮으면 깔별로 쟁일거에요!"
MHmeq1g7,상위 25%,24.12.02,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"딱 하얀색 기본티구요 휘뚜루 마뚜루 입기 좋아요
이곳저곳 레이어드 하면 좋은데 길이가 엄청 긴 건 아니라 겉에 오버핏 입으면 밑단은 안보여요"
KzfG3RuI,상위 25%,24.12.01,아이보리,,생각보다 커요,보통이에요,화면과 비슷해요,156cm,50kg,상의 55,반팔 버전 블랙을 잘 입어서 긴팔 버전 아이보리도 구매했어요! 생각보다 살짝 노란기가 돌고 실밥 처리는 아쉽지만 무난하게 잘 입어볼게요
QQUD9I8N,,24.11.29,아이보리,,생각보다 커요,아주 만족해요,화면과 비슷해요,165cm,55kg,상의 55,"건조기 돌려도 된다해서 바로 구매 해봤어요!!
널널한 정핏에 편하게 입기 너무 좋을거 같아요
재질도 좋고 보풀 없는 소재라 완전 추천드려용"
p9N9Si6N,상위 30%,24.11.28,아이보리,,생각보다 커요,보통이에요,화면과 비슷해요,159cm,50kg,상의 55,"예상한 것보다 널널하고 좋아요
근데 재질이 몇 번 빨면 ... 공기 중으로 사라져버릴 듯한.. 느낌?!
너무 약해보여서 조심하게 돼요
그치만 기본 이너로는 괜찮"
p9N9Si6N,상위 30%,24.11.28,블랙,,생각보다 커요,보통이에요,화면과 비슷해요,159cm,50kg,상의 55,"예상한 것보다 널널하고 좋아요
근데 재질이 몇 번 빨면 ... 공기 중으로 사라져버릴 듯한.. 느낌?!
너무 약해보여서 조심하게 돼요
그치만 기본 이너로는 괜찮"
ZSnohRq8,상위 10%,24.11.27,아이보리,,생각보다 커요,아주 만족해요,화면과 비슷해요,155cm,52kg,상의 66,"아이보리 샀는데 입었을때 너무 편해 하나 더 구입했어요
활동할때도 너무 편하고 이뻐요
팔뚝살이 많아 도드라질끼 걱정했는데 걱정할필요없네요~"
oszkSb3l,상위 25%,24.11.27,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,164cm,56kg,상의 66,이 라인의 반팔티를 만족해서 긴팔티도 구매했어요 확실히 얇긴 얇아요 안에가 많이 비치긴 하지만 이 가격에 늘어남이 일도 없는 소재라 오래 입을 것 같아요!
ZmOtwKwi,상위 20%,24.11.24,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,65kg,상의 66,다른 밝은색도 부해보이지 않고 충분히 예쁜 핏인데 검은 티는 더더욱 예쁘네요. 실제 착용했을 때 단점 커버가 잘돼요. 옷을 진짜 잘 만드시네... 쇼핑몰 이름 기억해둘게요.
P0IcnXPb,상위 15%,24.11.23,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,60kg,상의 66,"목도 안늘어나고 기본티로 잘 입을거같아오
팔뚝 굵은데 널널하니 핏 이쁩니당
봄가을에 기본티로 입기 딱 좋을거같아요
다른 색도 구매할게용"
bcnQ6RQg,,24.11.21,매트베이지,,정사이즈예요,아주 만족해요,화면과 비슷해요,164cm,58kg,상의 55,"다른 색의 기본티가 필요해서 주문했는데 맘에 들어요!
스판끼가 전혀 없어서 조금 놀라긴 했는데 핏은 좋더라구요.. 재질도 탄탄해서 괜찮아요!"
U5klFPMh,상위 15%,24.11.19,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,50kg,상의 55,"일반 면 재질이 아니고 조금 특이한 소재 같아요. 그래서 탄탄하고 잘 안늘어나서 좋습니다. 옛날에 차콜색 사고 너무 잘입어서 이너, 단독용으로 또 구매했어요!"
yPGEzfTO,상위 25%,24.11.18,매트베이지,,정사이즈예요,보통이에요,화면과 비슷해요,160cm,54kg,상의 66,"슬로우앤드 기본티 이즈 뭔들
진짜 기본티 치고 가성비 갑이에요
재질도 탄탄하니 부드럽고 뚱뚱해보이지도 않구요
슬로우앤드 기본티 사랑합니다"
rOv8VoYg,상위 5%,24.11.15,매트베이지,,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,50kg,상의 55,건조기에서도 살아남는 옷은 이 티셔츠밖에 없습니다. 여름버전도 전부 소장했고 긴팔도 하나씩 사고 있어요 진짜 질 좋고 편한 최고의 티셔츠에요!
IdxS9FMD,상위 15%,24.11.15,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,160cm,50kg,상의 55,늘어나는 재질 아니고 딱 떨어지는 핏으로 입을수 있어서 조아요 목 넓이도 괜찮고 이너티로 너무 잘 입을것 같아요 깔별로 구매해도 좋을듯
VfWFUpbY,상위 25%,24.11.15,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,156cm,,,면이 평범한 일반 재질의 면이 아니라 살짝 스포츠 면티 같은 재질이에요! 질도 좋고 예쁘네요 ㅎㅎ 어깨선은 제가 어깨 넓은 편인데도 딱 맞는 핏이 아닌 좀 오버핏이에요
JSk4ufAl,상위 25%,24.11.15,매트베이지,,생각보다 커요,보통이에요,화면과 비슷해요,170cm,50kg,상의 55,"제일걱정한게 내복같으면 어쩌지 싶은거였는데, 생각보다 좋아요.^^ 받자마자 흰색살까고민중입니다. 흰색을 사고싶었는데 흰색 이너가 항상 제일어렵더라구요. 너무 너무 비치지않을까 내복같지않을까 ㅎ...밑단도 크게 거슬리는거없이 바깥에 보여도 괜찮을것같습니당."
B4qkSkXF,상위 15%,24.11.14,포그블루,,생각보다 커요,보통이에요,화면보다 어두워요,154cm,49kg,상의 55,흰티를 사고 나서 색상이 맘에 들어 주문했는데 색상이 예상보다 어둡네요.. 팔길이도 길고.. 기분탓인지 흰티보다 크게 느껴져요 목부분 파임 정도는 맘에 들어요
devw5ZHm,상위 20%,24.11.14,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,169cm,53kg,상의 55,"목라인 이상하다는 후기봐서 망설여졌는데 
걍 이너로 입을려고 샀는데 괜찬았어요!!
키가큰데 팔길이도 괜찮아요! 일반 면 느낌이랑은 좀 다른데 부드럽습니다"
bI009orM,,24.11.13,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,166cm,52kg,상의 55,"기본에 충실항 기본 티셔츠에요!
탄탄허고 길이감도 좋습니다.
단 냄새가 조금 나서 헹구고 입는 게 좋늘 것 같아요! 이너나 단품 둘 다 활용좋아료"
SlBlVbwX,상위 25%,24.11.11,아이보리,,생각보다 커요,보통이에요,화면과 비슷해요,160cm,50kg,상의 55,목둘레가 조금 넓어서 그게 아쉬워요. 옷은 건조기 돌려도 변향 없을것처럼 탄탄해요. 근데 제가 생각한 재질은 아니네요. 약간 운동복같은 재질이에요.
tXHIv3CO,,24.11.11,매트베이지,,생각보다 커요,아주 만족해요,화면과 비슷해요,160cm,51kg,상의 55,사이즈는 생각보다는 조금 크긴 해요 퀄리티는 좋습니다! 목부분은 안 답답하게 적당히 파여있고 지금까지 두 번 빨았는데 안 늘어나서 좋아요!
B4qkSkXF,상위 15%,24.11.07,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,154cm,49kg,상의 55,"깨끗한 무지 아이보리 이너티를 찾아서 헤매다 구입완!
목선 파임이 적당해서 만족해요! 품도 소매길이도 만족스러워요! 다만 스포츠용티 재질처럼 보이고 얇은게 좀 걸려요"
idea***,상위 20%,24.11.07,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,상의 66,,,"재질이랑 핏 좋아요 다른 색깔도 구매예정
부드러운 소재로 착용감이 좋고, 디자인도 심플해 데일리로 활용하기 좋다. 여유 있는 핏으로 편안하다."
Jlss6HgL,상위 20%,24.11.07,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,52kg,상의 55,가디건이나 자켓 안에 이너로 입기 딱좋은 티예요. 목이 많이 올라오면 답답해 보이고 좀 웃긴데 이건 딱 예쁜 높이에 있고 면도 부드러워서 여러장 쟁여두려구요!
fZPiGJx1,,24.11.07,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,153cm,50kg,상의 55,요즘 기본 긴소매티 이것저것 사봤는데 그 중에 가장 마음에 들어요. 소재도 부드럽고 핏도 나쁘지 않고 기장감도 마음에 듭니다 다른 색도 사려고요
agjWvhLR,상위 5%,24.11.07,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,158cm,51kg,상의 55,스탠다드 핏의 기본 티라서 컬러 별로 소장해두면 좋을 거 같아요ㅎㅎ 가을에 이너티로 입기 좋고 겨울에는 레이어드해서 입으면 될 거 같아요!
ZOO,상위 15%,24.11.06,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,156cm,42kg,상의 44,넥라인이 탄탄하게 잡혀있어서 늘어남 없을 것 같아요. 검정색 이너 비치긴 하는데 생각보다 비침 적어요. 기장도 적당하고 잘 입을 것 같아요.
ZOO,상위 15%,24.11.06,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,156cm,42kg,상의 44,넥라인이 탄탄하게 잡혀있어서 늘어남 없을 것 같아요. 여름 제외한 계절엔 이너로 입기 좋은 두께입니다. 기장도 적당하고 잘 입을 것 같아요.
f4hgnB1D,상위 30%,24.11.03,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,152cm,56kg,상의 66,"너무 몸에 붙지 않고 심플단정하게 입기 너무너무 좋아요
정장안에 이너로 받쳐입기 너무 좋아서 만족!! 다른 컬러 더 구매해야겠어요!!"
WBbJWSX3,상위 15%,24.11.01,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,54kg,상의 55,세번째 구매에요 원단이 세탁기 건조기에 막 돌리기 가능해서 좋아요 목 늘어남 걱정 전혀 없고 이너로 입기 적당하고 좋아요 다음에 또 구매할것같아요
Rig7HY2M,상위 15%,24.10.31,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,60kg,상의 66,같은 제품으로 하얀색 먼저 샀었는데 너무 잘 입고 있어서 블랙도 추가 구매 햇어요 배송도 빠르고 휘뚜루마뚜루 입을 수 있어서 좋아요
rkwj*****,,24.10.30,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,50kg,상의 55,딱 요즘 입기 좋은 교복 같은 일상복 이에요~~ 편하게 자주 잘 입어져서 좋네요 고밍은 하덜덜 말고 언능 주문하세뇸😎 짱짱 쉽게 안늘어나는 재질이라 좋음
iYyYM08m,상위 25%,24.10.29,브릭레드,,정사이즈예요,보통이에요,화면과 비슷해요,170cm,58kg,상의 55,"화면이랑 색감똑같아요! 단독으로 입어도 되고, 이너도 입기도 좋을 것 같아요!
빨아봐야 알겠지만 빨면 목 늘어날 것 같은 느낌은 아니긴해요..!"
QR86M5w1,,24.10.28,아이보리,,생각보다 커요,아주 만족해요,화면과 비슷해요,165cm,53kg,상의 55,딱 제가 바라던 이너티에요. 너무 얇지도 두껍지도 않고 이너로 입기 좋아요. 색도 누런 아이보리가 아니라 화이트라 제 톤에도 맞네요.
aShvJk8A,상위 15%,24.10.27,연브라운,,정사이즈예요,아주 만족해요,화면과 비슷해요,157cm,50kg,상의 55,색감이 다양해서 여러 벌 구매했는데요. 받자마자 퀄리티가 좋아서 여러 벌 사길 잘했다고 생각했어요. 면직이 튼튼해보여서 보풀이 잘 일어나지 않을 것 같아요. 이너로 잘 입겠습니다!
NSXX1UP7,상위 30%,24.10.27,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,161cm,58kg,상의 55,"기본티로 입으려고 구매했어요^^
라벨쪽 박음질이 좀 아쉽네요.
기본티로 입기 좋고 길이감도 적당해서 넣어입거나 빼입기 좋아요."
dT531okf,상위 25%,24.10.27,매트베이지,,정사이즈예요,보통이에요,화면과 비슷해요,,,,제일 마음에드는 색상으로 베이지톤에 회끼가 섞인 듯해서 스킨톤처럼 이너로 입기 너무 좋은 색감이에요 쿨톤분들의 가을겨울느낌이 낭낭합니다
cQj8Y7JG,,24.10.26,매트베이지,,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,사진에는 색이 잘 안나오네요. 질도 좋고 길이도 적당합니다. 제가 팔이 짧아서 그런가 팔 기장은 좀 긴 느낌이에요 ㅎㅎ 그거 빼고는 다 만족합니다 !!
jaj27jFT,상위 10%,24.10.25,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"반팔티 구매 후 긴팔도 사봤어요
흰색이라 비침 있고 내의같은 느낌도 있는데
흰색이라 그런거 같아요
부드러워서 좋았고
여기저가 활용도 있을것 같아요"
쿨톤코덕,상위 15%,24.10.25,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,167cm,60kg,상의 55,"질 좋은 기본 면티에요~!!
안에 이너처럼 입기 편해요!
목 늘어짐도 없고 면이라서 가볍고 편해요^.^
데일리로 입기 좋아서 다른 컬러로 재구매 하고싶어요!"
X65JjGjp,,24.10.25,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,52kg,상의 55,목부분 마감 처리 맘에 들고 부들부들하니 소재도 괜찮네요~! 다른 색도 쟁여야겠네요~! 기본티 필요해서 배송비 맞추려고 샀는데 생각보다 더 맘에 들어요~
IcjK5dme,,24.10.25,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,57kg,상의 66,정핏에 살짝 여유있는정도로 이너로 입기 딱이에요 약간 목이 넓긴한데 늘어나는 재질은 아닌거같고 매끈해요 기장은 생각보다 짧은데 요즘 니트들도 길진않아서 괜찮을거같아요
치다,,24.10.24,브릭레드,,정사이즈예요,보통이에요,화면과 비슷해요,162cm,52kg,상의 55,재질이 확실히 좋네요~ 색상은 생각했던것보더 빨간색이네요 지금 입고다니기 딱 좋을것 같아요 딱맞지도 않고 어느정도 여유있는 사이즈에요
aCm1KvD8,상위 10%,24.10.24,브릭레드,,정사이즈예요,아주 만족해요,화면보다 밝아요,158cm,60kg,상의 66,검정색이랑 같이 샀어요. 재질 신기하고 좋아요. 벽돌색 같은데 보기에 넘 가을가을하고 예쁘지만 저한테 안어울리는 색깔이네요ㅠㅠ 아쉽...
aCm1KvD8,상위 10%,24.10.24,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,60kg,상의 66,재질이 신기해요. 세탁건조로 변형없을꺼라해서 설마했는데 진짜 그럴꺼같아서 신기해요. 약한 골지모양인 티셔츠라 무난하게 입을수있는 이너티가 될꺼같아요.
Bek9Rlsb,상위 20%,24.10.24,매트베이지,,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,54kg,상의 55,"그냥 생각없이 산 티셔츠인데 옷이 너무 탄탄해요.
목쪽으로 걱정없고요 색도 예쁩니다.
너무 슬림한 디자인이 부담스럽던 와중에
딱 좋은 티셔츠 찾았어요 ㅎㅎ"
U3lmECNc,상위 30%,24.10.23,아이보리,,생각보다 커요,보통이에요,화면과 비슷해요,162cm,56kg,상의 66,생각보다커요 안에 입긴 괜찮을거같아요~얇은긴팔이 필했는데 괜찮습니다 배송도 다음날 바로오고 좋습니다 ~세탁후 안 늘어나면 좋겠네요
2woWQl9E,상위 15%,24.10.23,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,50kg,상의 55,"저번에 구입했다가 퀄리티 너무 좋아서
재구매입니다 적당한 핏과 길이 때문에
어디에 입어도 잘어울려요 요새 제
교복템 됐어요!"
RGUFTfW3,상위 10%,24.10.22,블랙,,생각보다 커요,아주 만족해요,화면과 비슷해요,161cm,53kg,상의 55,가격이 저렴한데 튼튼하고 생각보다 넉넉하고 좋은 것 같아요 셔츠안에 입기도 좋을 것 같고 슬로우 메이드라 더 탄탄하고 좋은 것 같습니당
3iz7sVtI,상위 20%,24.10.22,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,160cm,48kg,상의 55,슬로우앤드 기본티 좋아요~그냥 무난무난한 기본템인데 목이 늘어나지 않게 탄탄하게 되어있어요. 그리고 답답해보이지 않는 넥이에요. 만족합니다.
iYyYM08m,상위 25%,24.10.22,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,170cm,58kg,상의 55,"화면이랑 색감똑같아요! 단독으로 입어도 되고, 이너도 입기도 좋을 것 같아요!
빨아봐야 알겠지만 빨면 목 늘어날 것 같은 느낌은 아니긴해요..!"
EKbXAkwT,상위 20%,24.10.22,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,이너안에 기본티로 입을 흰색티 필요해서 하나 샀어요! 일단 길이도 너무 좋고 목부분이 짱짱해서 늘어날 걱정 안해도 될것같아요 검정으로 하나 더 살려고요!!
rTiHN4WU,상위 10%,24.10.22,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,53kg,상의 55,"이너로 입으려고 주문했는데 탄탄하니 맘에 들어요. 소매가 좀길어서 접어서 입으려고요.
건조기 사용하다고 해서 받아보니 옷 질이 진짜 좋네요"
dubl******,,24.10.22,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,158cm,63kg,상의 66,탄탄한 소재에 잘 늘어나지 않은 딱 기본티 입니다. 아우터 두꺼운거 입을때 입으면 좋은 것 같아요. 건조기에도 잘 안 줄어들 것 같아요
Zrcy3aSL,상위 30%,24.10.21,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,54kg,상의 66,배송도 너무 빠르고 재질도 너무 좋고 지금 딱 입기 좋을 거 같아요. 속 안에 받쳐 입기 좋은 옷 같아요. 다음에는 다른 색상도 구입할게요
8rkW5j8O,상위 25%,24.10.20,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,51kg,상의 66,"일할 때 편하게 입으려고 샀는데 대만족해서 또 샀어요ㅎ
세탁해도 목 늘어짐 보이지 않고 옷감이 탄탄해서 좋습니다. 산티나보이지 않아서 휘뚜루마뚜루 입기 좋아요"
A6KO6iiA,상위 25%,24.10.17,챠콜,,정사이즈예요,보통이에요,화면과 비슷해요,,,,"셔츠 안에 입으려고 구매했는데 편하고 좋습니다.
소매가 깡똥하니 짧지 않아서 맘에 드네요.
재질이 부드러운 느낌은 없지만 그래서 늘어나거나 금방 낡진 않을것 같아요."
tnwj*****,상위 25%,24.10.17,포그블루,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,51kg,상의 55,재질이나 색은 매우 퀄리티가 좋습니다! 제가 어깨 가 넓은데 그걸 커버해주지 못하는 것 같아 아쉽습니다🥲 그래도 제품은 좋은 제품이라 주변에 추천해주고 싶네요!
r8IECgoI,상위 20%,24.09.29,연브라운,,정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,59kg,상의 66,완전 기본템인데 편하고 색깔도 이뻐요! 완전 가을템입니다👍👍 치마에 입어도 이쁘고 청바지에 입어도 예쁠거같아요!
aUZpICz6,,24.09.12,매트베이지,,정사이즈예요,아주 만족해요,화면과 비슷해요,164cm,63kg,,"색상은 화면과 똑같고, 원단이 좋고 목 부분 안늘어날 것 같아서 좋네요. 팔이 저한테는 조금 길어요. 한철 잘 입을 것 같아요."
c6**,,24.05.06,아이보리,,생각보다 커요,보통이에요,화면과 비슷해요,161cm,48kg,상의 55,얇지만 탄탄하게 만들어진 듯 합니다. 비침은 있어서 이너 신경써야합니다. 상체 마른편이고 많이 낙낙합니다. 개인적으로 목이 좀 더 올라오면? 좋았겠다 싶습니다. 마른 사람으로써 너무 파여있으면 휑해보여서 ㅎㅎ
6oUgCXus,상위 10%,24.10.23,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,48kg,상의 55,"깔별로 길이별류 쟁이는 중이라 
리뷰쓸게 너무 많네요 
너덜너덜해지면 또 구매할 예정이라 좋아요 하트도 채워뒀어요 
여름되면 반팔 또 사야죠"
빠앙,상위 30%,24.09.10,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,48kg,상의 44,빨고 바로 사진을 찍은터라 사진상으로는 조금 이상할 수 있는데 반팔 기본템을 여름 내내 너무 잘 입었기 때문에 믿고 긴팔템도 구매했어요 ㅎ.ㅎ 가을 자켓 안에 잘 입을게요 감사합니당 💕💕
rbGUTgUH,,24.07.08,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,169cm,55kg,상의 66,적당히 어디서든 무난하게 입을 수 있는 제품인 것 같습니다:) 색감도 다양하게 나와있고 실물도 사진과 비슷해서 만족스럽게 입고 있습니다! 소재가 한여름다는 초여름이나 봄 혹은 가을로 접어드는 늦여름에 입으면 적당할 것 같습니다! 착용감이나 디자인 모두 스타일에 구애받지 않고 착용 가능할 듯 합니다!
rbGUTgUH,,24.07.08,매트베이지,,정사이즈예요,아주 만족해요,화면과 비슷해요,169cm,55kg,상의 66,적당히 어디서든 무난하게 입을 수 있는 제품인 것 같습니다:) 색감도 다양하게 나와있고 실물도 사진과 비슷해서 만족스럽게 입고 있습니다! 소재가 한여름다는 초여름이나 봄 혹은 가을로 접어드는 늦여름에 입으면 적당할 것 같습니다! 착용감이나 디자인 모두 스타일에 구애받지 않고 착용 가능할 듯 합니다!
텅텅,상위 10%,24.06.12,매트베이지,,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,48kg,상의 55,"슬로우앤드 사랑해요
제 리뷰사진은 좀 어둡게 나왔어요 모델사진이랑 색 비슷하고 상상했던 색이었어요 흔하진 않지만 고급스러운 색 마음에 들어요 재질도 부들부들 좋아요 출근할때 입기도 편하고 마실룩으로 휘뚜루 입기도 좋아요 가을되면 다른색도 구매예정"
HhkURlu4,상위 15%,24.05.14,매트베이지,,정사이즈예요,보통이에요,화면과 비슷해요,200cm 이상,30kg 이하,상의 33 이하,"반팔 입어보고 만족해서 긴팔도 주문했어요
색상 고민 많이 했는데 아이보리는 있고 기본색상 필요해서 매트베이지로 선택했구요
베이지에 갯벌색 좀 섞인 느낌이에요 어찌보면 내복색 같기도? 편하게 입기 좋고 소재 좋고 핏 길이 다 좋아요"
UwX9xryM,상위 20%,24.05.11,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,166cm,46kg,상의 55,오 소재가 처음 접해보는 소재이네요. 늘어남은 없을듯... 그리고 배송이 일단 빨라서 좋았고 핏도 나름 괜찮아요. 구매하자마자 세일 가격 들어가서 슬프지만.. 만족합니다.. 다만 목들어가는부분이 너무 작아여 ㅠㅠ
평범한20대직장러,상위 20%,24.12.19,매트베이지,,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,50kg,상의 55,슬로우앤두 반팔티 깔별로 구매했는데 여름 내내잘 입어서 가을 겨울에 입을 긴팔티도 주문했어요! 시보리가 없어서 목늘어남이 없고 색깔도 속옷이 비춰지지않눈 색상이라 휘뚤마뚤 입을 수 있습니다!
rteNSxTG,,24.12.15,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,48kg,상의 55,"넥라인 안 늘어날 거 같은 재질에 소매 길이도 적당합니다! 이너티로 너무 잘 입을 거 같아요><
고민하고 계신 분들은 구매하셔도 후회 안하실 겁니다!!"
LVGlqRF5,상위 5%,24.12.13,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,60kg,상의 66,여름에 산 반팔을 잘 입어서 이너로 입을 생각으로 주문했어요 ~ 목이 안 늘어난다는 장점 하나만으로 이미 충분한데 핏도 예쁘고 보드라워서 더 마음에 들었던 제품입니다 ! 하나 아쉬운 점은 길이가 좀 짧다고 느껴진다는 점 ? 하지만 장점이 너무 뛰어나 신경이 쓰이지 않습니다 ~ 색상은 하얀 백색은 아니고 이름처럼 아이보리에요 근데 약간의 햇살을 받는 흰색 ? 흰 티라고 해도 무방합니당 ~
NO057p4l,상위 30%,24.12.11,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,157cm,53kg,,목부분이 진짜 짱짱해요~ 신축성이 없어서 입고 벗을때 약간 불편하긴 한데 그래서 목늘어짐은 없을 것 같아요~ 이너로 입으려고 주문했는데 괜찮아요!
99DsZVWV,,24.12.03,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,158cm,65kg,상의 77,안 늘어날 것 같은 재질이에요. 탄탄하네요. 하얀색으로 하나 더 사고 싶어요. 이너티로 딱입니다. 겨울에는 안에 껴입을라구요.
eo3NEKzn,상위 15%,24.12.03,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,153cm,49kg,상의 55,"얇은데 편하게 여기저기 잘 입을 수 있는 흰 긴팔티 찾고있었는데 넥도 적당히 답답하지않게 되어있고 너무 달라붙지않아서 좋아요!
정말 잘산것같아요"
K8uW6qc9,상위 30%,24.12.02,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,168cm,46kg,상의 44,"그냥저냥 무난핑입니다. 퀄리티는 좋아요. 옷은 좀 얇른 편이고 핏은 애매쓰,, 무난하게 입기 좋아요 단독으로는 별로일 것 같고 , 이너로 입거나 자켓안에 입으면 좋을 것 같아요"
HlD6GUmC,상위 20%,24.12.01,매트베이지,,정사이즈예요,보통이에요,화면과 비슷해요,,,,편하게 입을 수 있어요. 요즘 추워서 이너티로 너무 편하게 입을 수 있어요 사이즈도 넉넉하고 쉽게 늘어나지 않을 것 같아요 색도 좋아요
HlD6GUmC,상위 20%,24.12.01,챠콜,,정사이즈예요,보통이에요,화면과 비슷해요,,,,편하게 입을 수 있어요. 요즘 추워서 이너티로 너무 편하게 입을 수 있어요 사이즈도 넉넉하고 쉽게 늘어나지 않을 것 같아요 색도 좋아요.
HlD6GUmC,상위 20%,24.12.01,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,,,,편하게 입을 수 있어요. 요즘 추워서 이너티로 너무 편하게 입을 수 있어요 사이즈도 넉넉하고 쉽게 늘어나지 않을 것 같아요 색도 좋아요
Py7j6mjZ,상위 25%,24.11.28,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,170cm,58kg,상의 55,17900원 밖에 안하구 배송비도 안받아서 싸서 의심했는데 괜한 의심이었어요 촉감도 부드러워서 봄가을겨울에 잘 입을 수 있을것 같고 건조기 돌려봤는데 변함도 없고 구김도 잘 없는 소재라 잘 입을 것 같아요 ! 그래서 재구매 했습니다 왕 좋아요
Kr7WKU85,,24.11.27,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,58kg,상의 66,니트 안에 입을 티를 사고싶었는데 입어보니 촉감도 좋고 쾌적한 느낌이에요. 정말 좋아서 아이보리로 하나 더 쟁일까 합니다. 오래오래 팔아주세요!!!
24XbN9vn,,24.11.27,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,66kg,상의 66,"가디건에 레이어드 해서 입었어요
면 너무 좋고 입었을때 기본티로 딱이에요
하나 더 사서 입어도 될거같아서 만족해요!
무엇보다 팔 길이가 마음에 들어요
조금 더 길어도 좋을거같아요"
I948mgBO,,24.11.24,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,71kg,상의 77,더헉... 넘맘에들어여 제가 퉁퉁이라 팔뚝은 딱맞긴한데 나머지부분은 다 여유있음 그리고 팔길이는 딱 맞음 길진않음 마감은얙간아쉽긴한데그냥내가정리하면됨 굿
7nrKOBMn,상위 20%,24.11.24,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,160cm,49kg,상의 66,심플하고 어떤 옷에도 맞는 것 같아요. 계속 쓰다 보면 노란색으로 변할까봐 걱정이긴 한데 많이 예뻐요. 다른 색깔도 궁금하게 됐어요.
9mokUXDm,,24.11.20,매트베이지,,정사이즈예요,보통이에요,화면과 비슷해요,156cm,55kg,상의 55,여름빼고 그 외에 계절에 이너나 단독으로 입으면 좋을 것 같아요. 모델 분 처럼 청바지에 매치하면 예쁠 것 같아요. 활용도 높은 아이템이 될 것 같습니다.
