아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
pmj1******,상위 10%,24.05.23,아이보리,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,160.0,58,66,검정색 사고 너무 마음에 들어서 바로 흰색 사러 다시 왔어요. 저는 그냥 통통이인데 이 티만 입으면 뭔가.. 건강한 ? 통통이가 되는 느낌이라 좋습니다ㅎㅎ 재질도 너무 좋구요! 나중에 또 남색을 사러 와야겠어요,Free
kimh******,,24.05.22,블랙,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,163.0,55,55,팔뚝살이 좀 있는 편이라서 리뷰 정독하고 구매했습니다! 다른 분들 리뷰에서도 입으면 팔뚝쪽이 슬림해 보여서 좋다고 하셨는데 실제로 입어보니 원래 팔뚝살보다 살이 더 안 보여서 좋아요!ㅎㅎ 소재도 탄탄한 면소재에요! 조금 두꺼운 소재이긴 한데 입어도 덥거나 그렇지는 않았어요ㅎㅎ,Free
pmj1******,상위 10%,24.05.17,블랙,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,160.0,58,66,최근 짧은 기장의 반팔이 너무 귀여워 보여서 샀어요. 약간 도톰하고 짱짱한 재질이라서 마음에 들어요. 모델 분 처럼 헐렁 하진 않지만 그래도 통통한 편인데 여유있는 느낌으로 맞아서 맘에 드네요!,Free
x5kpZRzJ,상위 15%,24.11.29,그레이,one size,정사이즈예요,보통이에요,화면과 비슷해요,157.0,53,55,여름에 구매해서 입고 있는데 너무 만족스러워서 추가로 하사 더 구매했어요 핏 자체가 어깨라인에서 팔뚝까지 떨어지는 핏이 날씬해보이고 멋스러워보여서 티에 민소매원피스나 니트조끼 입어도 예쁘게 연출되는거같아요. 티셔츠들이 빨고나면 모양이 바뀌는 경우가 많아 항상 아쉬웠는데 이티셔츠는 여러번 빨아도 모양이 변하지 않아 너무 좋아요,Free
옷이없어..,상위 5%,24.09.11,아이보리,one size,정사이즈예요,보통이에요,화면과 비슷해요,157.0,43,44,"신축성 좋고 부드럽고 팔뚝살 부각없어요!
다만 제가 아쉬운점은..
1 목구멍이 좁다. 답답해보이고 승모근이 좀 부각돼보임. 
2 보풀이 날것같다. 이런 면폴리스판? 비슷한 기본티가 집에 있는데 걔도 몇개월만에 보풀나더라구요ㅜ
그리고 이건 키나 체형따라 다르겠지만 기장감이 더 짧았으면 핏이 더 예쁠것 같아요. 티는 무난하나 재구매는 없을것 같아요🙂",Free
하지,상위 5%,24.09.04,그레이,one size,작아요,보통이에요,화면과 비슷해요,158.0,57,66,"2달 동안 여기저기 많이 입어보고 적는 후기!!

단독으로 입어도 이너로 입기도 괜찮아요
생각보다 원단이 두꺼워서 한여름에 30도 넘어가는 한여름에 입기에는 좀 더웠어요 게다가 제가 산 컬러가 회색이라 땀자국 날까 걱정이 많이 되었던 ㅜㅜ

제가 2달 동안 증말 여기저기 많이 입고 여름이라 세탁도 많이 해봤는데 늘어남이나 보풀없이 잘 입고 있어요 원단이 많이 쫀쫀해서 몸무게 변동이 있어도 문제없이 잘맞아서 좋아요

아쉬웠던 점은 저한테는 목부분이 너무 파이지 않아서 더 부해보였어요 가슴이 한참 아래있어 보이는 효과..ㅎㅎ 뭔가 답답해보이는 느낌…
그리고 팔뚝부각 없음?은 잘 모르겠네요 이정도 팔뚝은 사실 살을 빼야지 옷으로 효과를 바라면 안될거같긴 해요 ㅋㅋ쿠
팔부분이 짧은데 어깨선 폭도 짧은거같아요, 제 어깨에는 좀 좁았습니다, 어깨를 완전히 피면 팔이 어 짧아지는 기분이에요
저보다 덩치가 작은 분들에게는 정말 좋은 기본티일 것 같습니다!!",Free
hhin******,상위 30%,24.09.02,아이보리,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,166.0,56,66,"이틀 전에 회색사고 너무 이뻐서 아이보리색으로 한개 더 샀어요. 옷도 편안하고 핏도 예쁘네요.
여기에 조끼를 입어도 예쁠 것 같아요.
저는 청바지랑 입었는데 역시 예쁘네요
검은색도 탐나요ㅋ 곧 하나 장만해야겠어요
재질도 좋고 불편하지않고 입으면 편안하네요",Free
혀니지니맘,,24.08.26,아이보리,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,164.0,61,66,"쫀쫀하게 딱 붙는 듯 하면서도 통통한 몸매가 많이 부담스러워보이지 않는 그런 반팔티에요 
가볍고 부드럽고 여름 데일리로 진짜 매일 입고싶은 손이 많이 가게되는 그런 반팔티에요! 흰색 두장 검정 한장 샀는데 이렇게 사길 정말 잘했어요!!",Free
K9R1ydku,,24.08.05,아이보리,one size,정사이즈예요,보통이에요,화면과 비슷해요,162.0,49,44,"약간 보들?한 면이라 조-금 더울수도 있을 것 같긴한데 아직 입고 나가보진 않아서 모르겠고 그래도 얇아서 괜찮+속옷라인 다 들어남 팔뚝커버는 되는듯
쌩화이트랑 비교하면 아이보리끼가 살짝 있는듯 하지만 그래도 하얀편",Free
ktnK44aM,,24.07.24,아이보리,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,163.0,48,44,여기저기 휘뚜루마뚜루 받쳐입기 편해요 안에 나시 입지 않고 어두운 속옷을 입으면 살짝 비쳐서 스킨색 속옷이나 아니면 나시를 받쳐입는 게 좋을 것 같아요 이번 여름 교복 될거같아요 🦫,Free
3Ja1jh4q,상위 15%,24.11.25,아이보리,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,161.0,50,44,"기모있는 기모티 찾고 있었는데 너무 좋아요!
탄탄하고 따뜻해요💗 
목이 쉽게 늘어날 것 같지도 않고 기본 이너티로 쉽게 착용할 수 있을 디자인이에요 ㅎㅎ",Free
0QtXVwgT,상위 30%,24.07.30,그레이,one size,정사이즈예요,보통이에요,화면과 비슷해요,160.0,63,55,"여름 교복 인정따리 인정따 했습니다
땀나도 그렇게 티도 많이 안나고
부들부들하면서 쫀쫀해요
미친듯이 잡아주는 건 아니지만 오히려 그래서 자연스럽게 예쁩니다.
옷없어보일까봐 맨날입고 싶은거 꾹참고 격주로 입어줘요^^..*",Free
syle*****,상위 10%,24.07.16,블랙,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,165.0,54,55,"이거 생각보다 재질이 더울것 같더라고요
근데 그래도 핏이 진짜 이쁘고 팔뚝살이 몸에 비해 좀 있는 편인데도 잘 잡아줘서 팔뚝살이 없어보이게 만들어줘서 너무 조아요
슬림핏인듯 아닌듯한 핏이 맘에들어요",Free
제발그만사,탑리뷰어,24.07.08,그레이,one size,정사이즈예요,아주 만족해요,화면보다 어두워요,158.0,47,44,"많이 짧지 않은 기본 슬림핏 반팔입니다 팔부분은 약간 짧고 좀 솟아있긴 한데 이건 입다보면 나아질 것 같아요
은근 몸에 달라붙는 핏인데다가 재질이 너무 부들부들 좋긴한데 부드럽다못해 살짝 따뜻...?하기까지 해서 좀 더워요
회색이라 여름에 단독으로 입으려면 겨땀관리를 아주 잘 하고 입어야 할것 같지만 만족합니다",Free
dlgm*****,상위 20%,24.07.05,그레이,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,159.0,43,44,"생각보다 많이 얇지는 않아요! 근데 쫀쫀하고 길이도 요즘은 너무 짧은게 많이 나오는데 적당해서 좋아요 ㅎㅎ 색상3가지 구매했어요 !
근데 왜 그레이색에만 택이 없죠? ㅠ^ㅠ 좀 찝찝하긴 하디만 세탁해서 입겠습니다",Free
_______학부생,탑리뷰어,24.07.01,아이보리,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,164.0,55,66,"반팔티 잘못 사면 가슴에서부터 일직선으로 떨어져서 허리 라인이 안 보이다보니 오히려 부해보이는 경우가 많은데 이건 라인이 슬림하게 잡혀서 허리 라인이 잘 잡혀요. 그렇다고 부담스럽게 달라붙는 편도 아니고 딱 적당히 날씬해보일 정도로만 붙어서 만족스럽습니다.
 슬림핏 반팔 사면 소매가 너무 짧아서 팔뚝살 커버가 안 되거나 겨드랑이 부분이 너무 좁아서 불편한 경우가 있는데 소매 길이도 적당했습니다.
 흰색에 가까운 아이보리라서 어느 바지에 입어도 잘 어울리고 예뻐요. 세탁도 몇번 해봤는데 목 늘어남 없이 튼튼했습니다. 사실 받아서 쭉쭉 늘려보기만 해도 소재 쫀쫀한 건 잘 느껴져요. 실수로 두 장 주문했는데 질이 좋아서 그냥 두 장 다 입으려구요.",Free
sS9bX0YL,탑리뷰어,24.06.28,그레이,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"인기도 많고 후기도 많아서 블프 기간이니까 두 컬러 구매해 봤어요! 길이도 넣입•빼입 다 가능하게 적당하고, 엄청 쫀득하고 핏한데 옥죄이지는 않는 핏이라 이름 그대로 쫀득이 찰랑 스판 티 같아요! 근데 다만 아쉬웠던 점이 그레이 색이랑 아이보리 색이 원단 두께가 다른 것 같아요. 비침이 없는 아이보리라 좋은데, 그레이보다 약간 더 두꺼워서 두께감이 있는 편이라 여름 티인데 약간 덥다고 느꼈어요. 그레이는 두껍지도 않고 핏도 예뻐서 아이보리보다 더 마음에 들었습니다!",Free
sS9bX0YL,탑리뷰어,24.06.28,아이보리,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"인기도 많고 후기도 많아서 블프 기간이니까 두 컬러 구매해 봤어요! 길이도 넣입•빼입 다 가능하게 적당하고, 엄청 쫀득하고 핏한데 옥죄이지는 않는 핏이라 이름 그대로 쫀득이 찰랑 스판 티 같아요! 근데 다만 아쉬웠던 점이 그레이 색이랑 아이보리 색이 원단 두께가 다른 것 같아요. 비침이 없는 아이보리라 좋은데, 그레이보다 약간 더 두꺼워서 두께감이 있는 편이라 여름 티인데 꽤 덥다고 느꼈어요. 이름도 봉투도 다르게 와서 다른 티가 온 건 아닌가 했습니다! 아이보리 사실 분들은 참고하세요!",Free
U6z0U6Ll,상위 15%,24.06.26,블랙,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,160.0,52,44,생각보다 팔뚝살이 많이 부각되는 핏이에요! 덩치가 조~금 있어 보이긴 합니다 그래도 길이가 배를 온전히 다 덮어주는 적당한 기장이라 부담스럽지 않아요 옷 재질이 탄탄해서 맘에 듭니다 ! 기본 티로 아주 적합합니다 ~~~ 제가 팔뚝 살만 빼면 되겠네요 ^^..,Free
X4hr1aNx,,24.06.26,아이보리,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,158.0,51,44,"아주아주아주아주 만족합니다 ,,,, 
너무 붙지도 않고 너무 펑퍼짐하지도 않고 슬림하게 만들어주ㅓ서 너무 좋아요 ㅠㅠ 근데 핏보다 질이 좋은 것 같아서 검정색 하나 더 사고 싶네요,, 후후",Free
t7gjG6GO,상위 25%,24.06.25,아이보리,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,158.0,48,55,진심;; 요물입니다 퀄리티 짱 쫀득티셔츠 그잡채 근데 핏 개이쁘고요 여름에 기본 티샤쓰 많으면 많을 수록 좋아서 몇장 더 사려고요 레이어드 해입기도 너무 좋아요ㅜㅜ 많이버세요 진짜로.,Free
2xEg2PSr,,24.06.15,블랙,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,160.0,51,44,정핏의 기본 검정티 찾고 있었는데 너무 짧지 않아서 마음에 들어요! 저는 팔뚝살이 많아서 날씬해보이는 효과는 모르겠지만 소매 디자인 덕분에 옷이 심심해보이지 않는 것 같아요 옷도 튼튼하고요 다만 다른 분들 말씀처럼 한여름에 입기엔 덥겠네요 ㅎㅎ,Free
gksk******,,24.06.15,그레이,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,158.0,49,44,"최근 입었던 기본티 중 젤 맘에 들어요🥹
핏도 깔끔하게 떨어지고, 넉넉하게 달라붙는 게 여성 상체 라인에서 딱 장점만 부각시켜주는 듯. 팔뚝 군살 커버가 된다는 게 팔뚝이 100% 보완되는 건 아니지만 날개형이라 시선이 어느정도 분산되서 날씬해보이는 효과는 있음.
근데 소재가 얇지는 않은 편이라 단독으로 입기는 괜찮을 것 같은데 이너나 레이어드용으로 다른 옷이랑 겹쳐 입기는 조금 더울 수 있을 것 같아요! 참고바람",Free
x5kpZRzJ,상위 15%,24.06.11,그레이,one size,작아요,아주 만족해요,화면과 비슷해요,157.0,53,55,"가까이서 보면 흰색이 살짝 들어가있어서 회색이어도 피부톤이 밝아지는 느낌이 드는 색상이에요 무엇보다 엄청 쫀쫀해서 착용했을때 몸에 핏이 딱 됩니다 소매도 너무 길지 않아서 좀더 귀엽운 핏으로 잘 입을거같아요
가격에 비해 퀄리티가 좋아요",Free
A64eI9wn,,24.06.07,블랙,one size,작아요,보통이에요,화면과 비슷해요,161.0,44,55,"✅추천하는 체형 
- 상체 마르고 허리 얇은 체형 
- 어깨 좁고 상체 작은 체형 

⛔️ 비추천하는 체형 
- 어깨 넓은 체형 
- 다 상체로 살가는 상체 부한 체형

글쓴이 스펙 : 162/50 상체 부한 체형, 어깨 넓음 
제가 입으려고 산 옷이였는데 평소 그렇게 통통한 편이 아니였음에도 이 옷 입으니깐 정말 너무 부해보이더라구요 
상체 부한분들, 어깨 넓으신 분들 절대 사지 마세요,.
그리고 옷 자체가 작은 편이라 목 부분도 답답하더라구요
재질은 먼지 잘붙는 조금 스판기 잇는 면재질 
근데 언니한테 줬더니 잘만 입고 다니더라구요
옷이 문제가 아닌거 같긴 합니다 ㅎㅎ,,!",Free
cYWH8Tzd,상위 15%,24.06.05,그레이,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"이거 진짜 레전드입니다..직진배송해서 다음날 새벽에 도착했어요 재질도 너무 좋고 핏도 딱 제가 원하던 핏이에요!!
심지어 가격도 너무너무 착합니다!! 당장 사세용
다른 색도 장바구니 얼른 넣어야겠어욥",Free
