아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
lwMi8PqF,상위 10%,24.11.19,Ivory,Free,작아요,아주 만족해요,화면과 비슷해요,162,46,44,"배송 관련 문의 했는데 빠르고 친절하게 답변해주시고,
배송도 빨리왔어요 감사합니다💛 소재 탄탄하고 슬림핏이에요. 단독으로 입어도 내복같지 않고 쉐입이 예쁘게 떨어져요. 가을 겨울에 아우터 안에 이너로도 좋을것같아요!",Free
PCpwfShF,상위 5%,24.11.18,Ivory,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,160,56,55,아이보리보다 화이트스러운 느낌이에여!! 그레이사고 너무 만족해서 아이보리도 샀습니다 ㅎ ㅎ 얇은 넥라인에 탄탄하고 좋아요!! 후기를 늦게 남기지만 여름에 이너로 잘 입었고 요즘도 니트 안에 이너로 입어요 ㅋㅋㅋ 가슴이 있는 편이라 사진에서 오히려 일자? 같고 뚱뚱해보이는데 실제로 보면 뚱뚱해보이는 느낌 아닙니다!!,Free
지니쿵야,상위 1%,24.10.30,Ivory,Free,작아요,아주 만족해요,화면과 비슷해요,157,60,55,"🌿구매한 이유-가을에 겉옷 안에 입을 이너티가 필요했어영! 🌿착용감-쫀쫀해서 낑기는 느낌보다는 겨 부분이 끼는 느낌은 있어요! 근데 그렇게 크게 신경 쓰이는 부분은 아니라 괜찮아요!

🌿소재-튼튼한 면소재에요! 조금 낑기는데 제 몸에 맞게 자주 입으면 잘 늘어날거 같아요!

🌿핏/체형-저는 부유방이 조금 있는 편이라ㅜ 부해보이는 느낌이 있어서 단독으로는 안 입고 이너로 입을거 같아요!
🌿길이감-크롭기장인데 그렇게 짧은 느낌 보다는 하이웨스트랑 입으면 깔끔하게 떨어지는 길이감이에요!
체형이 마르신분들은 더더욱 이쁘게 입으실거 같아욤!",Free
Uq2zZDfd,상위 15%,24.10.22,Gray,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,163,57,55,안에 받쳐입으려고 샀는데 그레이컬러다 보니까 정말 손이 많이 가고 처음엔 너무 탄탄해서 오히려 조금 작나? 했는데 몸에 잘 맞아지더라고요 !! 가격이 이렇게 저렴한데 목부분이나 소재 진짜 좋아요 .. 레드 컬러 다시 내주세여 ㅠㅡㅠ,Free
ZM6XCbj4,상위 20%,24.10.19,Gray,Free,정사이즈예요,보통이에요,화면과 비슷해요,,,,"밝은 그레이라 입기 좋아요
접힌 넥 부분이 톡 튀어나와있어 다른 반팔티들은 어떤가 싶었는데 유독 나와있는 제품이더라고요
근데 입었을때는 어깨선에 딱 위치해 있어 전혀 신경쓰이진 않아서 만족합니다",Free
Waytowork,상위 15%,24.10.16,Black,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,157,44,44,"원단이 톡톡하고, 두께감이 조금 있는 편이라! 딱 이너로 입기 좋습니다 ! 니트원피스 안에 입으려고 주문했는데 딱 잘어울려요 :) 핏도 예쁘고 ! 다른 색상도 사고 싶을 정도예요!!🤍🖤",Free
DIIggu4e,상위 30%,24.10.13,Gray,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,161,47,44,저는 왜 이 티셔츠를 여름 다 지나고야 알았을까요 ㅠㅠ 길이부터 팔 라인까지 너무 예쁘게 떨어져서 요즘 이너로도 너무 잘 입고 있어요. 소재도 탄탄해서 오래 입을 것 같아요. 내년에도 오래오래 판매해주세요🥹,Free
뇽터레스트,상위 25%,24.10.10,Ivory,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,159,54,55,"팔뚝 부해보이지않는 기장감에 
일반 면티보다 툽툽한 소재여서 기본 반팔티치고 퀄리티 꽤 좋은 것 같고 그래서 훌렁훌렁거리지 않아 첨엔 겨가 살짝 끼나? 싶어도 입다보면 몸에 핏되는 느낌이에요! 엄청 편하게 입는다기보다 청바지에 흰티입어도 좀 신경쓴것 같다라는 느낌 주고싶을때 입어야할 것 같은 소재와 디자인!? 
그래서인지 단독으로 입기에도 좋았고, 한두번 빨아서 흐물거리지 않아요!",Free
lfMOf1uv,,24.10.08,Gray,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,158,55,55,팔이 날씬해 보이고 핏이 넘 이뻐용 길이는 배꼽 살짝 밑에 까지 내려오는 기장 이에용ㅎㅎ 가디건이랑 레이어드 해서 입으려고 샀는데 너뮤 마음에 들어용!!! 배송은 하루만에 왔어요!!!강추 합니당,Free
alic*****,상위 10%,24.10.07,Gray,Free,작아요,아주 만족해요,화면과 비슷해요,159,44,44,"🥰핀터레스트 감성 쌉가능 🥰
가을에 가디건 안에 입을, 약간 도톰하면서 쫀쫀한 회색 반팔티 찾다가 샀어요. 적당히 두께감있고 쫀쫀합니당 !!
길이가 너무 크롭도 아니고, 너무 긴 것도 아니라 너무 이쁘게 떨어져요❤️
팔도 날개 같다는 리뷰가 많아서 걱정했는데 막상 입어보니까 딱 예쁜 핏이었어요. 팔뚝 얇아보이는 핏 😽
겨드랑이쪽이 끼긴 한데 그렇게 신경 쓰일 정돈 아니고, 땀 나도 티 많이 안나서 괜찮아요. 진짜 너무너무 만족합니다 무지티 중에 1등인 것 같아요 🩵💛",Free
