아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
OywoUjxc,탑리뷰어,24.05.31,블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,173,65,66,"챠콜색 기존에 정말 잘 입고 다녔는데 새로운 컬러 나왔다고 해서 블랙도 데려왔어요. 나그랑티는 보통 팔 부분이 어두운데 얘는 새하얀 색이다보니 팔뚝 두꺼워보일까봐 살짝 걱정하긴 했는데 오버핏이기도 하고, 팔이 팔꿈치까지 내려오는 기장이어서 하나도 두꺼워보이지 않았어요! 

옷 질이야 이번에도 역시 좋았구용 지금 날씨에 입기 딱 좋은 두께인 것 같아요. 그래픽이 워낙 힙해서 아무 하의에 이거 하나만 입어도 바로 힙해보여서 너무 좋아요. 기장도 엉덩이까지 내려오는 기장이라 하비인 저도 부담없이 입을 수 있게 해줘서 진짜 넘 감사합니다 🥹 챠콜에 이어 블랙도 잘 입고 다닐게요 💕


브랜드로부터 제품 제공받아 작성한 리뷰입니다",Free
fbii,탑리뷰어,24.05.24,오트밀,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,171,30이하,55,"드리밍 레글런 오버핏 오트밀<!<!
어커버 티셔츠 퀄리티 짱 좋아요!
원단 내부가 살짝 폴리 그런걸로 되어있는거 같아서 마냥 얇고 흐물거리지 않아요 덕분에 핏도 딱 잡아주는게
예쁘더라구요 ㅎㅎ 티셔츠 아트워크도 되게 힙한 느낌?!

레글런디자인이 예쁘구 포인트가 되어요! 넉넉하고 편하게 입고 싶을 때 손이 자주 갈거 같습니당🖤",Free
6TRVeZmY,상위 20%,24.04.23,차콜,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160,48,55,"여름대비 편안하고 힙하게 연출할수 있는 오버핏 티셔츠가 필요했는데 어커버 정말 맘에듭니다 🤍
색감이 어디에나 매치하기 좋아요! 저는 키 160에 7부레깅스와 함께 원피스처럼 연출해봤어용! 
여름 오버핏 티셔츠 찾으신다면 어커버 추천해요👍

*브랜드로부터 별도 제품제공받아 작성한 리뷰입니다",Free
xILv5EDz,상위 5%,24.10.05,차콜,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,앞뒤면 엄청이쁜데 사진찍은게 별로 없다.. 소재도 도톰하니 안늘어나서 좋고 체형커버 짱잘됩니다! 학교갈때 운동갈때 다 잘입고 다녀서 활용도 만점이었어요~ 네이비 샀는데 너무 좋아서 차콜까지 구매 완. 차콜도 너무 이뻐요~ 동생은 차콜이 1픽이라고 하네용. 엄마도 가끔 뺐어 입으셔서 하나 더 사드릴려구용ㅋㅎㅋㅎㅋ,Free
쑤퍼노바,상위 5%,24.09.12,차콜,FREE,정사이즈예요,아주 만족해요,화면보다 어두워요,161,51,55,"반팔박스티 검색하면 이옷만 맘에드는데…
후기가 너무 많아서 같은옷입은 사람 마주칠까봐 
걱정하며 산옷은 처음인듯….
결론적으론 맘에들어요
박스티라는 이름달고 말도안되게 크거나 하지않고 
적단한 박스티 찾는사람에겐 맘에들듯
재질도 결코 얇고 싼티나는 재질아니고 
오히려 반팔치고 두꺼워서 약간 더울수도있을거같단생각도 들고용
그외 화면이랑 흡사합니다~~",Free
ILsRUMKM,상위 10%,24.09.06,그레이,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,152,50,55,"너무 예뻐요 제 키에는 엄청 크지만.. 
길이도 길고 오버핏이라 몸이 커다란 네모같아보여요 근데 차르르 떨어지는 핏이라 납작한 네모가 돼서 오히려 날씬해보여요 굿 
그리고 재질은 보들보들해요 살짝 도톰?
커서 팔은 접어입는게 더 예쁘더라구요 전 3번까지도 접어요",Free
6vU0yxs3,상위 15%,24.08.31,오트밀,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,166,,,"오트밀 컬러가 귀여워서 샀구여
넥라인이 올라와있는 편이라 목 답답한 거 싫어하시는 분들은 살짝 신경쓰일 수 있어요
근데 일단 핏도 컬러도 디자인도 다 존예. 챠콜이랑 고민하다가 오트밀 샀는데 대만족이라 다른 컬러 구매도 고민 중이에영!",Free
kO2qgLc9,,24.08.24,그레이,FREE,생각보다 커요,보통이에요,화면과 비슷해요,162,72,77,"77입는 저한테도 큰데 이쁩니다!!
얇은 티는 아니고 두툼해요 (기모티인줄?)
초가을까지 입을수 있을듯해요 
아직 세탁은 안해봐서 보풀이 날지는 잘 모르겠어용
냄새가 살짝나는데 걸어두면 빠지겠죠?",Free
QiVafcef,상위 5%,24.08.24,오트밀,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,166,64,66,"* 사이즈
166,65키로인데도 오버핏이라고 느껴질만큼 박시함. 원하던 핏이라 만족

* 두께
옷이 두께가 얇지도 두껍지도 않음.
여름옷인데도 두꺼워서 사놓고 안입는 옷들이 있는데 그정도 아님
그렇다고 얇아서 다 드러나는? 그런 느낌도 아님
두께감 적당. 

* 착용감
부들부들함.",Free
Y2bkS2by,,24.08.16,차콜,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,162,55,66,"거울이 너무 더롭네요 ㅠㅠㅠ
원단 부들부들 두께감이 있어요. 입었을때 부드러워 너무 좋았어요. 원단 자체가 탄력이 있는 느낌이라 목늘어남이 덜할 것 같아 좋습니다. 퀄리티가 좋은데 가격도 착해서 완전 추천이에요.
디자인도 힙하고 세련되서 휘뚜루 마뚜루 오디에나 잘어울려서 매치햐서 입기 좋을 것 같아요.",Free
