아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
나아니면누구뽑을건데,상위 5%,24.07.03,블랙,,생각보다 커요,아주 만족해요,화면과 비슷해요,158,47,55,"✔️프로필 키 158 사이즈 xs-s 상체에 비해 하체통통
여름에 언제든 어디서든 입기 좋은 옷이에요🖤
검정색이라 실패할 걱정도 없습니다!
특히 원단이 촤르르해서 촉감이 너무 좋아용
그리고 U넥이라 올블랙으로 입어도 답답해 보이지 않고 세련된 도시 뇨자 느낌납니다(뻔뻔)
개인적으로 제가 입은 코디 추천드려요😉
지금까지 총 3번 세탁했는데 아직 늘어났다거나 목 부분이 우글우글해졌다거나 그런 느낌은 없습니당!!
10번 정도 세탁하고 후기 쓰러 다시 돌아올게요😙🎶",
3mguRY9w,상위 5%,25.01.09,화이트,U넥,정사이즈예요,아주 만족해요,화면과 비슷해요,158,49,55,"아니 이거 저렴하길래 그냥 사본건데 핏 미쳤어요;; 너무 예쁩니다👏 저는 목이 짧아서 시원한 유넥으로 골랐는데 넥 파임 딱 좋아요! 단독으로도 입을 수 있고 이너로 입기에도 예쁜 넥라인이에요ㅠ
소재는 부들탄탄? 몸에 안 달라붙을 것 같은 탄탄한 소재라 여름에 입기 딱이겠네요 두께감도 좋고 걍 너무너무 만족스러워요 긴팔과 같이 구매했는데 걍 라운드넥까지 전부 쟁이려고요 ㄹㅇ 갓성비 미쳤어요 긴팔티랑 유넥 하나씩 샀는데 그냥 라운드넥까지 재구매하려고요ㅎ",U넥
3mguRY9w,상위 5%,25.01.09,화이트,긴팔,정사이즈예요,아주 만족해요,화면과 비슷해요,158,49,55,아니 이거 저렴하길래 그냥 사본건데 핏 미쳤어요;; 너무 예쁩니다👏 유넥이랑 긴팔티 둘 다 재구매하고 라운드넥까지 사려고요ㅎ 소재는 부들탄탄?한 소재라 땀 흘려도 몸에 안 달라붙을 것 같고 기장감도 빼어입기 딱 예쁜 적당한 세미크롭 기장감이에요! 긴팔티는 니트 입을 때 안에 입을거라 넥라인이 너무 좁지도 넓지도 않아야 했는데 제가 딱 찾던 적당한 넥라인입니다! 화이트는 있으니까 이거랑 똑같은 핏으로 누렇지 않은 아이보리 컬러도 내주시면 좋겠어요ㅠㅠㅠ 암튼 갓성비라 샀는데 뜻밖의 인생템 발견.. 왜 쟁이는지ㅜ알겠어요,긴팔
CeFCnPYX,상위 20%,24.12.24,블랙,라운드넥,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,한줄평으로 솔직히 무지 크롭티 유명한 ㄱㄹㄴ보다 더 예뻐요ㅎㅎ 44사이즈한테 슬림핏은 아니고 일자핏인데 밑단이 약간 둥글게 되어 있어서 이게 더 날씬해 보여요. 여름에 깔별로 입고다닐 정도로 정착템 될 거 같습니다,라운드넥
5b2EuHZC,상위 20%,24.11.23,블루,라운드넥,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"저번에 시킨 흰티가 길이도 딱 적당하고 면도 탄탄하고 쫀쫀해서 블루랑 블랙 한 장씩 더 주문했어요!♥️
이정도의 길이를 못 찾고있다가 찾아서 바로 주문했는데 춤질도 좋고 너무 마음에 들어요 :)",라운드넥
k5dP1GnK,상위 5%,24.11.18,멜란지,라운드넥,정사이즈예요,아주 만족해요,화면과 비슷해요,165,59,66,"164/59/66-77/흉통이 엄청큰편, 어깨가 있는편, 하체가 긴편이구요
무지티에 너무 딱 달라 붙지 않는 핏 되는 반팔티 찾다가 구매 했는데 아주 딱 이에요~길이는 딱 배꼽까지 오고, 검정이랑 그레이 구매했는데 적당히 핏 되는 옷이에요
팔길이도 너무 짧지듀 길지도 않아서 좋아요🫶🏻",라운드넥
k5dP1GnK,상위 5%,24.11.18,블랙,라운드넥,정사이즈예요,아주 만족해요,화면과 비슷해요,165,59,66,"164/59/66-77/흉통이 엄청큰편, 어깨가 있는편, 하체가 긴편이구요
무지티에 너무 딱 달라 붙지 않는 핏 되는 반팔티 찾다가 구매 했는데 아주 딱 이에요~길이는 딱 배꼽까지 오고, 검정이랑 그레이 구매했는데 적당히 핏 되는 옷이에요
팔길이도 너무 짧지듀 길지도 않아서 좋아요🫶🏻",라운드넥
x3Pb7jbd,상위 5%,24.11.03,블랙,라운드넥,정사이즈예요,아주 만족해요,화면과 비슷해요,158,54,55,"기본 반팔티가 필요해서 고민하다 구매했어요
디자인과 색상은 화면과 동일하고
흰색과 검정색을 구매했는데 제주여행가서 유용하게 착용했어요. 옷이 진심 탄력좋음 쫙쫙늘어났다 원상복구됨. 허리가 짧은편인데 길이도 바지 허리선에 만춰 적당한 크롭기장 딱이고 인생반팔티찾음. 부드러운 촉감에 니트안, 패딩안 다양하게 레이어드해서 입기좋은 두께임
 가성비템으로 딱이다",라운드넥
05pESd8K,상위 10%,24.07.18,라운드넥 챠콜,,정사이즈예요,아주 만족해요,화면과 비슷해요,165,59,55,"검정색, 민트색 사고 너무좋아서 색상별로 3장 더 구매했습니다. 옷마다 실측 사이즈 차이 거의없이 핏 동일하구요. 여러번 빨아도 늘어남, 줄어듦 없어요!
색상도 톤다운 되어있어서 무난하고 내년까지 쭉 입을 수 있을것 같아서 쟁여둡니다.
165-60 딱 잘맞아요!
차콜은 땀자국이 조금 걱정됐는데 전혀없네요!",
05pESd8K,상위 10%,24.07.18,옐로우,라운드넥,정사이즈예요,아주 만족해요,화면과 비슷해요,165,59,55,"검정색, 민트색 사고 너무좋아서 색상별로 3장 더 구매했습니다. 옷마다 실측 사이즈 차이 거의없이 핏 동일하구요. 여러번 빨아도 늘어남, 줄어듦 없어요!
색상도 톤다운 되어있어서 무난하고 내년까지 쭉 입을 수 있을것 같아서 쟁여둡니다.
165-60 딱 잘맞아요!",라운드넥
