아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
Euni,상위 1%,24.12.24,크림,해당없음,생각보다 커요,아주 만족해요,화면과 비슷해요,154.0,53,44,"그냥 무난한 ?? 흔한? 평범한 ? 오버핏 맨투맨 입니다 !
154기준 엉덩이 덮는정도 ? 근데 막 내려입는게 아닌이상 그냥 자연스업게 골방에 걸쳐져요

팔은 좀 길긴하더라구요

색상은 3번이 좀 비슷해요
살짣 연노랑끼가 한방울 들어간 크림색상 입니당 !",Free
ts36Qhls,상위 5%,24.12.10,노랑,해당없음,생각보다 커요,아주 만족해요,화면과 비슷해요,,,,"색감이 완전 병아리색이에요.
저는 이런 연한 노란색이 잘받아서 구매했는데 완전 마음에들어요! 
저한테는 조금 커서 조금 박스핏으로 입어야할것같네요! 참고로 저는 166cm입니다 ㅎㅎ 
안에 기모도 두툼한 편이라서 이가격에 잘 샀다고생각이 됩니다. 재질은 보들보들하고 막 엄청 싼 재질은 아니에요!",Free
fNHoDFYI,상위 20%,24.12.05,크림,해당없음,생각보다 커요,아주 만족해요,화면과 비슷해요,160.0,50,55,동글동글하고 폭닥한 기모 맨투맨이 사고싶어서 찾아다녔어요. 옷이 품이 큰 건 알고 있었어서 마음의 준비는 했는데 생각보다 더 넉넉한 사이즈네요! 그치만 시보리가 있어서 오버핏으로 입기에 좋습니다. 크림색 딱 마음에 들고 핏이 동그래서 귀여워요. 기모는 적당한 기모입니다. 요즘 많이 나오는 저렴한 맨투맨 얇은 기모 아니에요. 아래 시보리 안으로 접어서 입는게 더 예쁜 것 같아요!!,Free
손공이에요,상위 1%,24.12.04,먹색,해당없음,생각보다 커요,아주 만족해요,화면과 비슷해요,168.0,50,55,"남녀공용이라 많이넉넉하네요 ~~ 키가커서 그런지 입어도 안이상했아요 ㅋㅋ 오버핏 좋아하면 추천 합니다 ㅎㅎ 
검정색 옷이 너무 많아서 먹색 했어요🩶🩶 
먹색 이뻐요 !!! 기모 있어서 따뜻하고 촉감이 부드러워서 넘 좋네요 !! 잘입어질거같아요 🖤 추천 추천 ㅎㅎ",Free
kQpOnaqK,상위 25%,24.11.27,살구,하늘색,생각보다 커요,아주 만족해요,화면과 비슷해요,153.0,53,66,팔이 길긴한데 전체적으로 만족합니다. 건조기 돌렸더니 목이 쭈글거리네요 😭 도톰한 맨투맨 이 가격에 이 퀄리티면 사야죠~ 4개 질렀는데 색 다 만족스럽습니다. 깔별로 다 사고싶지만.. 참는걸로..,Free
우사기32,상위 10%,24.11.14,연소라,해당없음,생각보다 커요,아주 만족해요,화면과 비슷해요,158.0,47,44,"장점 : 색깔 너무 예쁘고 청바지에 잘어울려요 안감 부드럽고 따뜻해요

단점 : 오버핏이라는건 알고 있었는데 상체가 작고 팔도 짧은 편이라 좀 많이 커요..158 기준으로 엉덩이 다 덮고 팔도 안 걷어주면 손이 사라진다는점",Free
YuraZAv1,상위 10%,24.10.18,핑크,크림,생각보다 커요,아주 만족해요,화면과 비슷해요,170.0,53,55,"바지 입었습니당
폭이 큰건 알았고 기장이 애매하게 떨어질까봐 걱정이었는데 완전 만족입니다👍
키가 큰데도 아방핏 제대로 나옵니다
색감 너무 예쁘고ㅜ
재질도 두툼 폭닥 그 자체 겨울 교복 될듯",Free
꼼댕,상위 15%,24.11.26,진소라,해당없음,생각보다 커요,보통이에요,화면과 비슷해요,158.0,51,,"첫번째 사진과 실제 색감이 비슷해오!
색감은 진짜 잘 나와서 맘에 들어요 ㅠㅠ
157기준 맨투맨은 큰 편이에요! 엉덩이 다 가릴정도!
하지만 저는 레깅스와 입을 예정이라 딱 제가 원한 길에요 ㅎㅎ 크게 입는거 싫으신분들에겐 비추..!",Free
nhn0eCdP,상위 25%,24.12.19,핑크,해당없음,생각보다 커요,보통이에요,화면과 비슷해요,158.0,58,66,"후기 보고 샀는데,
촉감이 폭신폭신하고 부드러운 느낌이라 일단 맘에 들었어요.
 오버핏이라서 휘뚜르마뜨루 입기도 좋아요~(다만 오버핏 좋아하지 않는 사람은 비추에요)",Free
3mi7bc44,상위 25%,24.11.08,노랑,살구,생각보다 커요,아주 만족해요,화면과 비슷해요,163.0,43,44,"두툼하고 보드라움 제법 따셔요ㅋ
소매부분 찍은게 실색상에 가깝고 노란색은 생각보다 옅은 레몬색인데 나름 예쁨
깔별로 소장하고 싶을만큼 괜찮네요 
소매에 뽕실하게 셔링있는것도 맘에듦",Free
