아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
짜파게티최고,탑리뷰어,24.12.11,라이트그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,165,58,,"친구가 입은 거 보고 예쁜 것 같아서 저장해뒀다가 블프 기념으로 3만원대에 구매했습니다!!

친구가 입었을 땐 분명히 이것보다 좀 더 오버핏이었던 것 같은데ㅠㅠ 생각보다 정핏입니다.

밑단 시보리가 짱짱한데 저는 자꾸 말려올라와서 조금 불편했어요. 나중에는 거의 크롭ㅠ 처럼 올라가서 손으로 계속 내려줘야하는 불편함이 있습니다,,,🥲

그래도 소재랑 디테일, 디자인이 마음에 들어서 잘 입고 다닐 것 같아요! 
재질이 생각보다 두꺼워서 요즘 날씨에 입어도 따뜻합니다.

가슴 쪽에 있는 은장 로고도 생각보다 눈에 안 띄는데 고급스러워 보여서 좋아요🫶🏻

⭐️⭐️⭐️⭐️ 
정핏 원하시는 분들께 추천합니다!",Free
NTSpUxhR,상위 5%,24.11.22,라이트그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160,52,44,"평소 편하게 입고다닐 츄리닝이 너무 없고..
휘뚤마뚤 깨끗하게 입을 자신은 없어서 가성비제품 찾다가 구매하게 되었어요! 
딱 입어보니 예상한 그대로!ㅎㅎ 마음에 들었습니다. 
그리고 이 옷 기모 아니니 구매시 참고하셔요

🤍 좋은 점
- 밑 허리쪽 시보리가 짱짱하게 되어있어서 
엉덩이 축- 가리는 그런 오버핏이 아니라 좋았음
- 실버 펜던트와 단추 색감으로 포인트가 있어 좋음
- 옷 자체가 짱짱함이 느껴짐 
- 가성비 좋음!

🤍 아쉬운 점 
- 단추가 두개를 채우면 카라가 안 접히고, 한개만 채우면 목이 훤히 보여서 겨울엔 춥고, 세개 다 채우면 찐따같음! 
- 오른쪽 겨드랑이 쫌 빵꾸나서왔음 

결론적으로 이 가격에 이 퀄리티 옷을 구하긴 어려울 것 같아 추천드려요! 👍🏻👍🏻💖",Free
4aY9Yk9x,,24.11.21,라이트그레이,FREE,정사이즈예요,보통이에요,화면과 비슷해요,167,56,55,생각보다 얇았는데 잘 늘어나고 허리 고무줄이 짱짱해요. 약간 골반에 걸치는 길이일 줄 알았은데 고무줄이 튼튼해서 완전 크롭기장으로 입기 좋을 것 같고 핏이 너무 예뻐서 편하게 입을 수 있을 것 같아요,Free
donnadn,,25.01.09,브라운(기모VER.),FREE,정사이즈예요,보통이에요,화면과 비슷해요,155,58,66,"🧶 색깔
색깔은 화면 보다 살짝 밝은 감이 있어요! 그래도 너무 밝진 않고 밝은 고동색 정도로 생각하시면 좋을 것 같아요..!

🧶 냄새
옷 자체에서는 냄새가 좀 나서 바로 입기에는 그렇고 냄새 좀 빼고 입어야 할 것 같았습니다. 그래도 냄새는 빨리 빠지더라구요

🧶 옷 사이즈
제 키에는 그렇게 길지 않았고 딱 좋았어요. 제 체형이시면 이쁘게 정핏으로 잘 맞으실듯..😙 그리고 안에 기모가 보들보들해서 기분 좋네요!

🧶 택배 배송
배송 진짜 하루만에 와서 너무 좋았어요..🥺✨",Free
보라하마,상위 5%,25.01.07,라이트그레이,FREE,정사이즈예요,보통이에요,화면과 비슷해요,167,54,55,핏 너무 마음에 들어요!!! 단추 하나 풀면 안 접히긴 하는데 감안하고도 마음에 듦! 기모버전 나왔던데 사고 싶을 정도에요~~ 기장도 내려입을 수 있는 기장이고(올려 입는게 예쁘긴 함) 팔이 넉넉해서 너무 좋음,Free
m3SHKpDL,,24.12.07,네이비,FREE,정사이즈예요,보통이에요,화면과 비슷해요,167,65,66,"키 168 기준 66-77 입는 사람에게도 넉넉하게
잘 맞아요! 
다만 저는 되게 도톰한 재질일 줄 알았는데, 생각보다 얇아서 아쉬워요🥲 허리 시보리가 잘 말려 올라가서 키 170 넘으면 좀 불편할 것 같네요",Free
oFZ1WcQG,상위 5%,24.11.28,라이트그레이,FREE,정사이즈예요,보통이에요,화면과 비슷해요,,,,작년에 여기서 산 맨투맨을 너무 잘 입고 있어서 배색 디자인이 맘에 들길래 재질은 당연히 좋겠지 싶어서 올해도 구매했어요. 이 제품도 옷 재질이 부드럽고 도톰해서 만족해요 건조기에 돌려도 많이 줄어들지 않아서 더 좋네요 ㅋㅋ,Free
거울,탑리뷰어,24.11.27,라이트그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163,58,66,예뻐요~~~ 꾸안꾸느낌으로 코디하기 진짜 좋습니다! 생각보다 총장도 짧고 소매도 짧아서 그 부분은 좀 아쉽더라구요ㅠ 그리고 제 옷만 그런지 모르겠지만 카라를 젖혔을 때 목 뒷부분 고정이 잘 안되어서 자꾸 카라가 다시 올라와요. 그렇지만 이런 모든 단점 감안할 정도로 핏이 예쁩니다!!!,Free
울랄라콩콩,상위 20%,24.11.20,라이트그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,165,60,55,"너무 예쁘고 마음에 듭니다.
입었을때 약간 짧은 느낌의 맨투맨이에요 고무줄이 허리위쪽으로 잡히고 충분히 내려입을수 있어요

옷 깃이 접히는줄 알았는데 잘 안접혀서 좀 아쉽긴해요 근데 그것도 또 예쁜거 같습니다.",Free
BbG8uwye,상위 5%,24.11.20,라이트그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158,55,55,"🌱 장점
- 피부가 예민한 편인데 따갑지 않음
- 꾸안꾸 느낌

🌱 아쉬운 점
- 뭔가 생각보다 얇아서 겨울에 입으려면 이너 필수
- 냄새 살짝 남, 하루 걸어두면 빠질 정도긴 함
- 똑딱이 1개만 열고 카라처럼 접으면 똑딱이 아래쪽에 있는 천이 계속 반하이넥처럼 위로 올라와서 어려움, 똑딱이 무조건 2개는 열어야 접힌 채로 모양 유지가 됨 → 이럴 경우 은근 깊은 브이넥이 돼서 이너를 입어야 할 수도 있음
- 왼쪽 어깨선은 딱 직각으로 떨어지는데, 오른쪽 어깨선은 가오리핏처럼 어깨선이 왼쪽과 달리 한참 내려온 느낌? 왼쪽처럼 해보려고 핏을 잡아봤는데 잘 안 됨 ㅠㅠ 대칭이 안 맞는 게 살짝 아쉬움",Free
찰떡핏을달라,상위 5%,24.11.20,라이트그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163,56,66,"옷길이: 전체 옷길이가 짧다기보다는 시보리가 탄탄해서 
이걸 접어줘야 예쁜핏이 나오니
뭔가 옷길이가 짧게 느껴지는 것 같아요

기모: 기모가 빵빵하고 단추도 퀄이 좋아서 
겨울 교복템이 될 수 있을 것 같아요 

따뜻한 겨울을 보낼 수 있을 것 같아서 즐겁 
만만 일상복으로 딱!",Free
순무,상위 5%,24.11.13,라이트그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,153,45,,"자체제작이고 단추가 무광에 스크래치가 강해서 좋아요
가슴쪽에 자체브랜드도 자수가 아니라서 예뻐요
여러모로 신경 써서 만든 옷 같아요
아주 만족합니다 
배송면에서는 늦으면 늦는다고 연락을 주는게 좋겠죠?
구매자가 먼저 연락 안해도 되게끔 고치시는게 좋을 것 같네요",Free
GlhS2vRq,상위 30%,24.11.12,라이트그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,155,45,44,24주 임산부에요. 상세사이즈 안보고 엄청 커보여서 그냥 결제했는데 후기에 짧다는 얘기 많아서 헉 했지만 키가 작아서 그런지 괜찮아요. 품은 커서 배 나온거 잘 안보이고 길이는 엉덩이 안덮긴 하지만 적당히 낙낙해요. 기모는 원래 답답해서 안좋아해서 요런 재질이 도톰하고 부드러워서 만족해요! 배송도 하루만에 와서 깜짝 놀랐오요.,Free
9vwcZpQC,상위 5%,24.11.07,라이트그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,164,48,55,귀엽고 쭈리도 짱짱하고 좋아요 캐주얼하고 스포티한 스타일이라 평상시에 자주 입을 수 있을 것 같아요 근데 피부 민감하신 분은 버튼 부분 거슬릴 수 있어요 이너 꼭 챙겨 입으세요… 그리고 배송왔을 때 한쪽 목 부분이 저렇게 찌그러져서 왔는데 빨면 괜찮아질것같아서 그냥 입으려고요~~~ 만족합니다,Free
