아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
김밥다,탑리뷰어,24.12.02,오트밀,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,159,52,55,"블프기간에 고민고민 하다가 택한 맨투맨입니다😉

총평:⭐️⭐️⭐️⭐️⭐️

[사이즈&기장] #159/51(팔뚝,허벅지에 살이 몰린 체형)
- 기장은 허리선에 예쁘게 떨어집니다!
- free사이즈인데 크다는 느낌보다는 적당히 아방느낌입니다 :)✨
- 시보리처리가 되어있어서 몸에 딱 핏되어서 만족합니다😘

[색상&소재]
- 색상은 오트밀로 구매했는데 실내 하얀등 받으면 오트밀인데, 자연빛은 멜란지색이 나오는 것 같아요!
>> 오트밀과 멜란지 그 사이 어딘가 <<
- 소재는 탄탄한 소재감에 두껍지 않아 봄/가을에 입으면 좋을 것 같아요🤭
(겨울에 입으려면 저처럼 안에 이너 매치해주면 될 것 같아요!)
- 피부자극없이 부드러워서 맨몸에 입어도 괜찮은 것 같습니다☁️

[디테일]
옆구리 택 디테일 귀엽고 러블리해요,,💖
자수도 깔끔하게 들어가있고,
브이넥이 여리여리한 무드를 연출해줍니다🫧🩵

[배송]
빨간날 제외 하루 걸렸어요⚡️
빠른배송 넘넘 좋아요 :))))

데일리템으로 하나 장만하면 좋을 것 같아요👍
역시 인기 많은데엔 이유가 있군요🥨",Free
UxA9KCsj,,24.04.09,오트밀,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,164,46,44,좋아요! 핏 예쁜 기본 크롭 맨투맨이라서 치마나 바지 다 잘 어울려요 생각보다 도톰해서 조금 일찍 구매 했으면 올 겨울에 잘 입고 다녔을텐데 날씨 다 풀리고 구매 하게 됬네요ㅋㅋㅋ 올 겨울에 다른 컬러도 구매하려구요,Free
옹째비,탑리뷰어,24.12.19,그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,165,60,66,"66사이즈 팔뚝 통통입니다
네이비랑 그레이 주문했고

둘다 트레이닝복에 잘 어울리고 특히 크롭기장이 다리 길어보이게 해줍니다!
팔뚝 살이 많은 편인데 불편함 없이 정말 잘 맞아요❣️
휘뚤마뚤 정말 잘 입을 것같아요!

특히 팔 목 크롭 쪽에 시보리가 있어서 튼튼하게 오래 입을 수 있을것 같아서 동생한테도 추천해 주려고 합니다!",Free
B2mO6i1U,상위 15%,24.12.12,옐로우,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163,48,55,"너무 귀여운 레몬색이예요! 
화사한 느낌을 주는 귀여운 맨투맨이고,
살짝 쌀쌀해지는 가을에 입기 좋은 두께입니다. 완전 얇아서 야들야들한 느낌보단 톡톡한 느낌의 맨투맨이고 그렇다고 까슬거리다거나 하지는 않아요. 촉감이 매우 부드럽습니당. 
너무 이뻐서 봄되면 다른 컬러도 구매할 의향 있어요!!",Free
옹째비,탑리뷰어,24.12.11,네이비,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,165,60,66,"✔️휘뚤마뚤 입기좋은 크롭맨투맨!
✔️적당히 두껍고 짧아도 짱짱하고 특히 브이넥이 너무 깊게 파인게 아니라서 부담스럽지도 않아요!
청바지나 트레이닝팬츠에도 너무 잘어울려서 무난템입니다",Free
wbsk****,상위 5%,24.12.02,네이비,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,156,62,66,모델사진보고 너무 이뻐보여서 바로 주문했는데 진짜 완전 마음에들어요!!! 네이비색이 차분하고 이쁘게 잘나왔고 허리 밴딩부분이 진짜 짱짱해요! 제가 허리가 짧은편인데 밴딩이 짱짱하니까 원하는 부분에 맞춰서 핏을 맞출 수 있어서 좋아요ㅎㅎ,Free
예옹,탑리뷰어,24.11.25,그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,159,50,55,"작년에 네이비 샀는데 너무너무 편하고 이뻐서 자주 입었던 맨투맨!!! 다른 색상도 갖고싶어 올해는 그레이로 주문했는데 이것도 넘 이뻐요♥ 
가슴 쪽 로고도 예쁘고, 길이 적당히 크롭이라 허리라인 잡아주고 다리 길어보여용 저한테는 전체적인 통이 좀 큰 편이긴하지만, 맨투맨치고 부해보이거나 그러지 않아서 좋아요!
특히 면 재질이 엄청 탄탄하고 브이넥이 짱짱해서 세탁만 잘하면 진짜 오래입을것같아요ㅎ
두께는 그렇게 두꺼운 편은 아니고 조금 쌀쌀한 봄가을까진 가능?! 요즘엔 추워서 안에 이너티 입어주고 있어용~
그레이 잘 입다가 또 다른색 사러올게요!😆",Free
XqcJ80v6,상위 10%,24.11.24,그레이,FREE,작아요,아주 만족해요,화면과 비슷해요,168,72,77,"ㅂㅌㄹㅇ님이 입은 거 보고 이뻐 주문했어요!
ㅂㅌㄹㅇ님거ㅏ 대부분 사이즈가 잘 맞아 큰 고민은 안 했는데, 제가 골격과 근육이 큰 편이라 입을 때는 살짝 불편하게 들어갔으나, 입었을 때는 불편감 없어 잘 입을 것 같아요!
맨투맨 목 부분이 답답해서 안 입는데, 브이넥이라 목 답답함도 없고 너무 좋네요!!
재질도 탄탄한 재질이라 왕 만족",Free
뽀기핑,상위 5%,24.11.23,네이비,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,155,52,55,"데일리로 입기 너무 이쁜 맨투맨이에요!!!
네이비색감 너무 잘 빠져서 어디에나 다 어울리는 색이구 기장감도 너무 크롭도 아니고 너무 길지도 않은 기장이라 막 입기 좋은거같아요! 
키 작은 저에겐 없어서는 안되는 크롭인데 너무 짧지 않아서 좋어용",Free
nhT5CDRH,상위 5%,24.11.21,네이비,FREE,정사이즈예요,보통이에요,화면과 비슷해요,154,54,55,"입어서 체감할 때는 정사이즈 느낌입니다 ! 다만 허리 를 잡아준다는 제품의 문구처럼 허리라인은 엄청 짱짱하고 조임이 느껴집니다(힘든정도는 아니고 오오 ..! 짱짱하네 …!) 전체적인 느낌은 상체가 작아보이게끔 하는데 묘하게 부한듯 ..? 한 느낌도 있고 그치만 다른 오버핏이나 정핏 맨투맨에 비해 훨씬 날씬해보고 재질도 나쁘지 않습니다 ! 한겨울에는 (외투 제외)단독으로 입긴 춥고, 안에 히트택이나 얇은 목폴라를 덧대 입어서 활용하면 좋을 것 같습니다 ! 잘 입겠습니다",Free
