아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
Md9en4uQ,,24.02.27,블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,173,71,66,173cm에 72kg 여자입니다! 상의는 66~77입어요. 키도 크고 몸무게도 꽤 나가서 사이즈 보고 선택했는데도 작을까봐 걱정이 많았어요.. 근데 너무너무너무 마음에 듭니다!! 소매 길이나 어깨 사이즈도 딱 맞고 핏도 적당히 낙낙하니 딱 맞게 이쁩니다! 다만 제가 키가 크긴 해서 조금 더 길었으면 좋았겠다 하는 점은 있어요..ㅎㅎ 재질도 실밥이 좀 덜 마감된 부분이 있긴 하지만 이 정도면 마감도 꼼꼼한 편이고 안 까끌까끌하고 좋아요! 저랑 같은 신체사이즈이신 분은 완전 추천이에요!! 나중에 다른 색상으로 또 살 의향 있습니다:),Free
choi******,,24.02.25,오트밀,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160,45,55,"반집업의 예쁜 크롭티는 별로 못 보았는데, 깐깐한 저에겐 정말 만족스러운 옷이였어요. 160인 제가 입었을때 엉덩이 위쯤 올라오고, 소매와 허리 부분의 고정이 잘 되어있어요.색깔도 어둡지 않은 밝은 오트밀 색이에요. 정말 편하고 제가 원하던 옷이 배송와서 정말 기뻤네요
정말 잘 입을 것 같아요~!",Free
Iqjjrv5A,,25.01.13,오트밀,FREE,정사이즈예요,보통이에요,화면과 비슷해요,167,,,"이미 블랙 색상으로 구매해서 잘 입고 있던 옷이라서 할인하는 걸 보고 다른 색상도 더 구매할까 생각하던 차라 망설임 없이 구매했습니다. 
이미 샀던 블랙색상보다 조오금? 미세하게 얇은가? 싶은 두께였던것 같습니다. 
다른 건 다 만족하는데 이번에 온 옷은 마감이 아쉬웠어서 별점 하나 뺍니다. 
검수 잘 해서 보내주세요..",Free
겨쿨딥서라,상위 5%,24.12.15,화이트,FREE,작아요,아주 만족해요,화면과 비슷해요,167,63,55,"모델분만큼 마르진 않다보니 풍성하면서 여리해보이는 느낌은 없었습니다 
입어보니 옷 끝이 딱 배가 보이기 직전까지 였습니다
흰색이라 그런가 복부에 붕대 두르고 있는 것처럼 보이긴한데 뭐 괜찮습니다
골반이 있고 상대적으로 옆구리에 살이 없는 체형인데 옷이 허리 부분을 강조해주어 허리가 더 늘씬해 보이게 만들어줍니다 ㅎㅎ
색도 새햐얀게 마음에 듭니다 잘 입겠습니다 ㅎㅎ",Free
z1WLe1Na,상위 20%,24.11.28,와인,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160,55,55,"잘산것같아요 고급져보이고 저와인색이 너무 이뻐요!! 
길이가 길지는 않은데 그렇다고 너무 크롭도아니고 
저는 딱적당했어요 착용감도 좋고 안에 티안입고입어도 안불편하더라구요 까끌거림없고 맘에 들어요 소재도 싸구려처럼안보여서 좋아용",Free
G5nmlUm4,상위 10%,24.11.26,오트밀,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,170,50,55,"편하게 입고 다닐만한 상의를 찾고 있었어요.
비슷하지만 보다 얇은 옷이 있긴 하지만 날이 추워지다보니 좀 두께감 있는 옷을 원했거든요. 잘 선택한 것 같아요.
안에 히트텍이나 반팔, 얇은 옷을 입고도 충분히 활동하는데 지장 없을 정도입니다.
팔 길이도, 컬러도 모두 마음에 들어요.
청바지랑 추리닝 두 개 다 잘어울립니다👍",Free
srle*****,상위 5%,24.11.22,오트밀,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"깔끔한 스타일이면서도 활동성이 좋습니다.
지퍼를 꽉 채우기보다는 살짝 여유있게 내려야 모양새가 이쁘게 나오는 것 같아요,
허리도 짱짱하게 잡아주는 편입니다.
소재가 엄청 부들부들한 편은 아니고, 
기본 맨투맨 느낌이에요.
한겨울보다는 늦가을~초겨울까지가 단벌로 입기 좋을 것 같아요",Free
8Yn2owlh,상위 5%,24.11.10,오트밀,FREE,생각보다 커요,보통이에요,화면과 비슷해요,158,43,44,"길이는 크롭이라서 핏이 좋고 색이 어디에나 입기 좋고 예뻐요
다만 카라가 생각보다 크고 지퍼가 목끝까지 잠겨지지 않아서 안에 티를 안 받쳐입으면 좀 애매하네요
티 받쳐입고 살짝 지퍼 내려야 예뻐요
품이 커서 좀 부해보이긴한데 막 입기에는 편하고 좋아요",Free
mjpa****,상위 1%,24.11.09,오트밀,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,169,61,66,제 키에 기장이 짧을까봐 걱정했는데 딱 다리 길어보이고 이쁜 기장이에요 오트밀색 넘 예쁘네요 마감 실밥이 좀 튀나와있었지만 라이터로 지지면 괜찮은 정도였어요ㅋㅋ 무난하니 잘입을듯합니다,Free
호호랭이,상위 1%,24.10.21,오트밀,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,162,51,55,색감도 예쁘고~ 편하면서도 스타일리시하게 입기 좋아요!! 팔이랑 허리쪽 시보리도 짱짱해요. 여러번 빨아입었는데 보풀이나 이런것도 없고 재질 좋아용!! 그리구 기장이 딱 예쁜 기장이라 하의 고민없이 입을 수 있어용!,Free
