아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
elKgkUvT,상위 10%,24.10.17,오트밀,해당없음,생각보다 커요,아주 만족해요,화면과 비슷해요,156,43,33 이하,"24.09.26구매
24.10.05배송완료
이런 핏을 가진 후드집업… 여기밖에 없습니다 제가 무신사, 에이블리, 지그재그, 크림, 네이버 등등 모든 쇼핑몰을 다 뒤져봤지만 이런 핏인 후드집업은 그 어디에도 없더라구요 아무튼 하 진짜 핏 미쳣어요 양기모라 두께감도 있어서 따땃하고 아랫부분 밴딩 덕분에 키가 작은 저도 예쁘게 입을 수 있습니당 다들 고민 ㄴㄴ 바로사세요",Free
FLTrQXLj,상위 5%,25.01.04,네이비,해당없음,생각보다 커요,아주 만족해요,화면과 비슷해요,160,50,55,"정말 꿈에 나온 핏이에요 ㅎㅎ 덩치있어 보이지않고 시보리도 짱짱해서 길이 조절해서 입을 수 있어요
안에 흰티 입었는데 옷에 많이 묻어나오긴 해요 
그래도 따뜻하고 질도 좋아 꿈에나온 맨투맨 후드티도 구매했어요~",Free
푸우밍,상위 5%,24.11.21,네이비,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,158,53,55,"남동생한테 하나 사줬는데 너무 맘에 들어합니다ㅋㅋㅋ 크치만의 핏과 원단... 동생까지도 완전히 느껴버린 옷이에요 역시나 네이비,, 타사 네이비 후드집업과 비교했을때도 크치 네이비가 확연하게 이쁘더라고요 역시나 하늘 아래에 같은 네이비는 없다는 것,, 너무만족하고 이미 재구매이지만 재재재구매의사 200%입니다ㅋㅋㅋㅋ",Free
34JUk4Yd,상위 15%,24.11.12,연회색,해당없음,정사이즈예요,아주 만족해요,화면보다 어두워요,159,54,55,(첫번째사진 왼쪽)카메라에 색감이 안담기는데 회색에 하얀색을 추가한 연회색이라기보단 회색에 하얀색 +약간의 노란색을 넣은 연회색이에요 그래서 회색 와이드팬츠랑 셋업으로 입기엔 무리입니다 퀄리티는 아주 좋고 따뜻해요,Free
ㅎㅈㅇㄷ,상위 20%,24.11.06,네이비,해당없음,생각보다 커요,아주 만족해요,화면과 비슷해요,161,58,55,"키 161인데 기장은 골반 위쪽 정도까지 오고요 정말 예쁘게 떨어져요! 안에 후드티 필수 티셔츠도 크치에서 같이 주문했는데 예쁘게 레이어링이 되네요:) 
포근한 재질과 느낌이 크림치즈마켓 분위기와 찰떡이네요 
가격도 착한데 이런 느낌이라니ㅠㅠ 굳이 가서 고르지 않아도 인생 후드집업을 얻어서 기뻐요😍",Free
VU09KEXw,,24.10.24,연회색,검정,생각보다 커요,아주 만족해요,화면과 비슷해요,155,52,55,"완전 생각했던 오버핏 + 아방방 느낌이 크구 기모가 완전 짱짱하게 들어간 것 같아요!
집에서 입어본 것만으로도 진짜 따뜻했어요 ㅋㅋㅋㅋ
이번 겨울 교복은 이 집업이 되지 않을까 싶네용 🤭
너무 이쁩니다ㅠㅠㅠ",Free
I3RxZ568,상위 25%,24.10.12,네이비,해당없음,정사이즈예요,아주 만족해요,화면과 비슷해요,157,50,44,제 키에 엉덩이 덮는 길이인데 살짝 올리면 핏이 살아요! 팔 길이도 넉넉하고 따뜻해요 겨울에 데일리로 자주 입을 거 같습니다 색상은 사진과 똑같고 제가 찍은 사진보다 실물이 더 예뻐요,Free
driJ0cu0,,24.10.05,검정,아이보리,정사이즈예요,아주 만족해요,화면과 비슷해요,163,60,55,"정말 재질도 보들 부들 하고 
무엇보다 핏도 정말 이쁘고 
제가 77 인데 불구 하고 66 
핏을 만들어 주네용 ㅠㅠㅠㅠ
그리고 가격대비 완전 만족 !!
퀄리티 장난 아닙니다 다른색도
더 재구매 할까봐요 ㅠㅠ 대박 ㅠㅠㅠ",Free
뮤우우,상위 10%,24.08.31,아이보리,오트밀,생각보다 커요,아주 만족해요,화면과 비슷해요,159,49,55,"아래 밴딩은 꽉 잡아주는 느낌은 아니었어요! 밴딩이 좀 헐렁하긴 했는데 팔 시보리는 좀 짱짱해요. 색은 실제로 봤을 때 더 예쁘고 생각보다 품이 넉넉해서 좋아요~~!!
아이보리 오트밀 진소라 연핑크 네 가지 컬러 구매했습니다~! 후기 사진은 진소라예요!",Free
4EKHVVXs,상위 15%,24.11.29,메란,메란,정사이즈예요,아주 만족해요,화면과 비슷해요,157,60,66,"안에 간단한 기모 긴팔같은 기본티에 이 후드집업 하나 걸치고 패딩입으면 진짜 딱 좋아여!
땃땃하고 퀄리티 매우 좋습니당! 헤지면 또 사거나
다른 컬러 탐나면 또 지를 것 같네용",Free
