아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
강그린,탑리뷰어,24.12.31,블랙,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,157,48,44,"믿고 사는 베이델리 메이드~.~
최근에도 티셔츠를 사서 집에 벌써 베이델리 옷만 여섯벌인데 요번엔 영하 날씨에 패딩이나 코트 안에 세미아우터로 입을 후드집업도 추가로 사봤어용😇
가디건이나 니트 입고 패딩입기 전 위에 걸치려고 일부러 루즈핏으로 샀습니당!!
확실히 루즈핏이여서 그런지 지퍼를 다 채우면 뭔가 상체가 부푼 느낌이 들어요ㅋㅋㅋ투웨이 지퍼라 다행..밑단 지퍼 쭉 올려서 입으면 살짝 가오리핏 되는데 널널해서 편하긴해요bb
투웨이 지퍼는 첫 시도엔 좀 뻑뻑한 감이 있었는데 몇 번 올렸다 내렸다하니까 금방 매끄러워졌어용 지퍼도 성공적인듯!!
이 후드집업은 후드부분에 베이델리 자수가 들어가서 잘 안보이는데 또 그런 은은한 맛이 있는 거 같아요ㅋㅋ대신 주머니 한 쪽에 라벨이랑 후드 안쪽 부분에 로고 포인트 마감되어 있는게 자수의 심심한 맛을 보완해줘서 귀여워용🫶
후드집업이랑 같이 입으려고 먼저 산 사심 팬츠랑 매치시키니까 세트같아서 아마 이 룩으로 자주 입을거 같네용ㅎㅎ

+
집업이랑 매치한 옷 모두 베이델리입니당!!

이너-쿠앤크 단가라 워머 폴라티(그레이)
하의-오션 와이드 데님팬츠(흑청)/사심 리뉴얼 투시즌 투웨이 조거팬츠(블랙)

워머티 귀여워용 직잭에서 안 샀지만 추천합니당bb",Free
67z9z564,상위 1%,25.01.01,그린,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,161,55,66,"예뻐요! 가을 웜톤 딥으로서 이런 색깔 정말 좋아하는데 색감 너무 예쁘구요, 루즈한 핏도 너무 예쁘구요, 캐주얼하게 입기도 너무 좋아요! 겨울보단 가을에 입기 좋아요 안에가 기모가 없어서! 그래도 너무 귀엽고 예쁩니다!!",Free
1yNwRbMV,상위 1%,23.12.07,그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,164,60,66,"생각한 대로 적당한 후드집업이네요
기모는 없어서 안에 좀 껴입어야겠지만 껴입을 수 있을 만큼 품도 낙낙해서 좋습니다
투웨이 지퍼라 더 트렌디하고 좋아요
지퍼는 막 뻑뻑하진 않아요
베이델리 자수가 모자 옆에 있는게 꽤 포인트되는 부분이네요ㅎㅎ",Free
햄찌,상위 15%,23.10.19,옐로우,FREE,정사이즈예요,보통이에요,화면과 비슷해요,157,67,77,"너무 이쁜 노랑색이에요!!! 제가 가방 좋아하는 노란색입니다 너무 쨍하지도 않고 너무 누런 노란색도 아니라서 너무 맘에 들어요!!! 차가운 바람 불때 입으니까 딱이더라구요!! 근데 이제 더 추워지면 못입을거 같아요ㅠㅠ 제발 기모버전도 내주세요!!! 
옷 흐물거리는거 싫어서 기모만 찾아 입으시는 분들 이건 안그러니 걱정말고 구매하세요!! 정말 이뻐요!!!",Free
빙구르,상위 5%,24.10.31,블랙,FREE,정사이즈예요,보통이에요,화면과 비슷해요,164,46,44,"핏 좋아서 손이 자주가는 후드집업이에요
얼마에 샀는지 기억이 안나는데 소재가 막 글케 좋은 편은 아니지만 나쁘지 않습니다~!
팔-겨드랑이쪽은 가오리핏이라서 아우터 안에 입기엔 그다지 편하지는 않지만 그래두 겨울 외투 안에 껴입을 순 있고, 사이즈가 넉넉해서 요 후드집업 안에 맨투맨도 거뜬히 입을 수 있어용ㅎㅎ
지퍼 부분이 고퀄은 아니라 처음 잠글때 잘 물려줘야하는점은 있어욤
후드 부분에 베이델리 자수 새겨진건 귀염뽀짝한 포인트 인 것 같아서 맘에 듭니당!
여기 저기에 편하게 입기에는 적당한 것 같아요~!",Free
xocvqKXL,상위 15%,24.09.27,그레이,FREE,생각보다 커요,보통이에요,화면과 비슷해요,163,52,55,"생각보다는 초큼 무게감이 있는데 모자때문인거 같네요~ 품이 넓은 편이고 도톰해서 꽤 따뜻하게 입는거 가능이요~~~ 아래 바지랑 세트처럼 입는게 가능하네요! 
올 가을 편하게 입을거 같아요~!",Free
BXMegPrG,상위 25%,24.09.21,옐로우,FREE,정사이즈예요,보통이에요,화면과 비슷해요,,,,"옷이 생각보다 도톰하고 무거워요!
모자가 커서 뒤로자꾸 넘어가요 ㅋㅋ 그래도 색감도 핏도 예쁩니다.
다만 실밥정리할게 너무너무너무 마나요...사진찍은건 한개지만 저런게 계속 엄청나게잇어용..",Free
hajm**,상위 20%,24.09.10,그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,166,55,55,"이 옷 어쫌 이렇게 예쁘죠!
아방한 핏인데 부해보이지 않고
재질이 아주 두툼하진 않지만 얇디 얇지도 않아서 전혀 싼티 나는 느낌 없이 질 좋은 후드집업 입은 느낌입니다
베이직 중의 베이직이라 어느 쇼핑몰에나 다 있는 집업이지만 꼭 여기서 사셨음 좋겠어요 정말 후회 안하십니다",Free
ezklPtea,상위 10%,23.10.20,그레이,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,168,48,55,"지퍼가 너무 저렴해보일까 걱정했는데 나쁘지 않습니다
옆통 널널하고 생각보다 기장이 더 짧네요 이건 키 때문인것 같은데 소매길이는 짧지않아서 좋아요

옷이 무겁다기보단 모자가 무겁고 커요
모자 안쓰면 어깨를 다 덮어주는 사이즈라 오히려 따뜻하기도..?

제꺼만 그런건지
겉에만 확인하고 입고나왔는데 안쪽에 모자 이음새에 벨리드 자수가 없더라구요?ㅜㅜ 좀 아쉽지만 그냥 입으려구요",Free
owOap3jQ,상위 15%,23.04.21,옐로우,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,164,58,55,"배송은 일주일 정도 걸린 것 같아요
자체제작이라 기대했는데, 기대이상의 퀄리티를 보여주네요!
세세한 디테일이 정말 감동적…
꼼꼼한 마감, 좋은 원단, 센스있는 투웨이 집업, 컬러와 잘 어우러지는 예쁜 자수로고 상큼한 컬러감!
너무 크지도않고 아방하게 만들어주는 오버핏!!
이 제품에 얼마나 많은 공을 들였는 지가 눈에 보이네요.
심지어 가격도 퀄리티에 비해 합리적이고.. 
처음 이용해보는 브랜드인데 앞으로 자주 이용해야겠어요!!!",Free
