아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
슈율,상위 5%,25.01.06,그레이 (10월16일 예약발송),,정사이즈예요,아주 만족해요,화면과 비슷해요,165.0,54.0,55.0,"🍀 스펙 : 165 / 54

- 길이는 딱 크롭에서 세미크롭정도인거 같아요! 진짜 너무 짧지도 않고 너무 길지도 않습니다!! 

- 지퍼 다 잠그면 조금 답답해보여서 지퍼 잠그고 위 아래로 조금씩 열면 정말정말 예쁩니다 ㅠㅠ 투웨이라서 너무너무 좋아요!.!!!

- 모자가 좀 커서 모자 써도 하나도 안불편합니다! 모자가 또 너무 크면 뒤로 넘어가서 목 쪼여서 후드 있는 거 잘 안입는데 이건 모자가 많이 무겁지도 않고 적당해서 뒤로 넘어가지도 않고 앞으로 흘러내리지도 않아요!!

- 재질은 탄탄!! 그자체입니다! 진짜 탄탄해요!!! 루즈한 핏은 아니지만 그래서 약간 꾸안꾸하기 진찌 좋습니다

💖 총평 : 저 이거 진짜 너무너무 좋아서 다른색 또 살거예요..🤩 고민 중이시라면.. 꼭 사시길..!!",Free
Chloee,상위 15%,24.09.23,차콜블루,,정사이즈예요,아주 만족해요,화면보다 밝아요,169.0,47.0,44.0,"블랙업 집업은 처음 구매해보았는데 괜찮네요!!
지금 간절기에 안에 반팔 입고 입기 딱 좋아요🧸
지퍼 생각보다 잘 올라갔었어요. 무엇보다 사고싶었었는데
품절이었어서 오래 기다려서 그런지 너무 맘에 들어요😫🤍",Free
aer6****,,24.06.09,차콜블루,,정사이즈예요,아주 만족해요,화면과 비슷해요,166.0,56.0,66.0,"넘나 예쁘고 적당한 기장과 두께 소매길이,, 
가격대비 미친 만족 👍 세트로 입으면 나름 멋져보입니다 물론 제눈에만 해당이게찌만 ..^^ 넘예뽀여",Free
rajn*****,,24.11.30,차콜블루,,정사이즈예요,아주 만족해요,화면과 비슷해요,154.0,49.0,55.0,"소재 탄탄해서 추리해 보이지 않아욤 역시 블랙업 자체제작은 엉제나 믿고구매,, 성공적이에욤ㅎㅎ❣️
개인적으로 투웨이는 부해보여서 잠궈입으려고요~~~",Free
oCh8rZFn,,24.11.15,차콜블루 (10월8일 예약발송),,생각보다 커요,보통이에요,화면과 비슷해요,,,,배송이 넘 느렸어여 한 달 걸려서 받음 바지보다는 맘에 듭니다잉 품도 넉넉해서 구웃이구여 지퍼는 그그 지퍼는 그그 지퍼는 그그 너무 그그 블랙업 지퍼 그그,Free
ds35**,,24.04.15,그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,159.0,56.0,66.0,"기장은 골반딱 위에 와서 다리길어보이구요, 생각보다 탄탄하고 너무 얇지도 두껍지도 않아 착용감이 너무좋아요, 다만 투웨이지퍼가 좀 빡빡해요. 이것말고는 아쉬운점없어요
다른색도 구매할려고합니다.",Free
해마,상위 25%,24.04.09,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,158.0,50.0,55.0,"모델분이 입으신 그대로 세트로 구매했는데 역시 블랙업이 최고 ღ 무난하고 예뻐서 만족합니다 퀄리티는 생각보다 좋아서 편하게 잘 입고 다닐거 같아요 처음으로 트레이닝 셋업으로 주문했는데 성공했네요 ദ്ദി,,-`_´-)੭",Free
CJ3PBtPZ,상위 15%,24.04.09,차콜블루,,정사이즈예요,아주 만족해요,화면과 비슷해요,167.0,55.0,55.0,"적당한 크롭디자인이라 부담 없구 모자도 넉넉해서 후드 쓸일은 별로 없지맠 썼을 때 이뻐요!!
근데 재질이 두툼해서 모자가 무거워서 자꾸 뒤로 처지는 기분..?? 그리고 다른 리뷰대로 지퍼가 조금 아쉽습니다…",Free
care****,상위 25%,24.04.04,애쉬베이지,,정사이즈예요,아주 만족해요,화면과 비슷해요,170.0,55.0,55.0,"토요일에 주문했고 화요일에 배송 시작해서 수요일에 받았습니다! 색감은 홈페이지랑 비슷한데 약간 더 애쉬 느낌이 있어요

안에 테리 소재가 아니라서 자극도 없고 나시만 입고 위에 입었는데도 전혀 까슬거리지 않았어요

모자도 커서 썼을 때 웃기지 않고 예쁜 핏이었습니다

지퍼나 마감도 너무 마음에 들고 소재도 괜찮고.... 가격 이상 하는 것 같아서 너무 마음에 들어요 👍🏻👍👍!!",Free
z2I5FN4U,,24.03.18,차콜블루 (3월15일 예약발송),,정사이즈예요,아주 만족해요,화면과 비슷해요,151.0,46.0,44.0,">>정핏 깔끔 << 후드집업입니다
아니 정말 
색 - 네이비 살짝 섞인 쥐색 같은 그냥 예쁜 색
질 - 탄탄 !! (기모 X)
데일리로 입을 수 있는 후드집업, 막 입기 좋은 후드집업, 어느 옷이나 잘 어울리는 후드집업
키 작은 편인데 엉덩이 위로!!! 하지맘 크롭은 아녜요 키 크신 분들한텐 크롭이려나…??
저한텐 정말 딱 맞는 후드집업이었습니다 예뻐",Free
zRF5HmDW,,24.03.15,애쉬베이지 (3월8일 예약발송),,정사이즈예요,아주 만족해요,화면과 비슷해요,164.0,52.0,44.0,요즘 겉옷으로 입기 좋아요. 색이 너무 어둡지도 밝지도 않아서 마음에 들어요. 그런데 헤비코튼 이라서 그런지 잠그면 약간 배 부분이 부 해보이고 모자도 커서 입다보면 무게감이 좀 느껴지네요,Free
