아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
so3i5h,,23.03.20,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,161,48,55,재질도 괜찮고 여러번 빨아도 늘어나거나 하지않고 탄탄해요!! 지퍼도 투웨이 형식이라 더 예쁘고 편하게 입을 수 있었어요! 이너티에 보풀 일어날까봐 걱정했는데 보불도 안일어나고 좋았어요!,Free
gR37wZ0i,,23.01.19,그레이,,정사이즈예요,보통이에요,화면과 비슷해요,171,58,55,"얇다는 리뷰 듣고 예상했지만 생각보다 더더더더 얇아요
그냥 집에 있는 반팔티랑 두께가 비슷하거나, 반팔티보다 얇은 수준?? ㅋㅋㅋ

퀄리티는 그냥 그 가격대로 보입니다..

제일 중요한건 예쁘냐인데 예쁘니까 만족할래요!!",Free
거지1,상위 5%,24.10.11,그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,163,60,66,길이는 브라 밑보다 조금 더 긴 정도? 허리 중반?쯤 올 정도고요 두께도 두껍지 않고 약간 얇은 면티 정도라 무겁지도 않고 안에 받쳐입기 좋을것 같아요! 새옷 냄새도 별로 안나고 얇아서 빨리 입어야 할것 같네용! 잘입겠습니당😊😊,Free
Rc5wx3rv,상위 5%,24.07.19,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,162,53,55,"완젼 몸매보정 후드집업이에용ㅋㅋ
이거 흰색도 있는데 여름날 에어컨 바람 막아주는 용도로 넘 잘쓰고 있어서 내친김에 검은색도 샀습니다!
잠그면 배꼽까지 올 정도라 많이 짧기는 한데
긴 상의보다 크롭이나 크롭보다 살짤 긴 길이의 옷들 입으면 완젼 이뻐요!!ㅠㅠㅠ
크롭 많이 입으시면 요녀석 무조건 사세욧..!",Free
HJYogNG0,,24.11.13,그레이,,정사이즈예요,보통이에요,화면과 비슷해요,177,56,,단독으로 입기에 너무 얇고 키가 있어서 소매가 짧게 느껴지더라구요..! 그래서 레이어드해서 입기 딱 좋은 것 같아요! 모자쓰면 우랑우탄이 되어버려서 비록 쓰진 못하지만 예쁩니당..,Free
tlQ7bwbI,,22.10.06,그레이,,정사이즈예요,보통이에요,화면과 비슷해요,170,68,55,무난무난해용 엄청 얇고 딱 휘뚜루마뚜루 가능한 느낌입니당!!! 좀 더 추워지면 단독으로 입기는 좀 힘들것 같아욥 그리구 바스트 너무 크시면 사진보다 훨씬 더 짧게 올라옺니다..!!!!,Free
GmwY0oSc,상위 10%,24.05.09,그레이,,정사이즈예요,보통이에요,화면과 비슷해요,159,49,55,"입었을때 배꼽 위쪽까지 내려오고 반팔정도로 얇아요 
마감은 괜찮고 후드 줄 구멍이 약간 아쉬운 정도?
주머니는 손 한쪽 조금 남기고 들어가는 크기에요 넣는 용도보다는 디자인 정도로 생각하시는게 나을거 같아요
얇아서 그런지 모자에 힘에 없긴해요
집앞에 나갈 때 나시 위에 걸쳐서 나갔는데 목 뒤 개따가워요 택 떼버리는거 추천",Free
hlOMgZPL,상위 15%,24.02.14,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,160,50,55,두께는 얇고 재질은 무난한 편입니다. 가벼워서 안에 티 입거나 밖에 재킷 걸치고 편하게 입고 다니기 좋을 것 같습니다. 후드 모자 끈 쪽 실을 당기면 사진처럼 늘어나서 짧게 자르고 끝에 조금 지지면 괜찮아집니다.,Free
xy6KnvOj,상위 30%,24.11.25,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,159,53,,"예전에 구매한 그레이 색상을 잘 입고 있어서 이번에 
화이트로 재주문했어요 
칠칠치 못하게 입자마자 커피 흘럈지만;;; 
투웨이라 스트레이트 체형에게 좋습니다
그치만 그레이보다 색상이 밝아서 그런가 
마감이 깔끔하지 못한 게 눈에 띄네요ㅠ",Free
GqyJEa1K,,24.11.11,그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"엄청 얇은 옷이다
투웨이에 짧아서 이쁘다
봄 여름 초초가을 용 옷
어떤 착장에도 무난하게 잘 어울릴 것 같은 무난 기본템이다
다만 모델분이 모자를 절대 쓰지 않고 잡고 있는 것은 모자는 단순 장식이기 때문
모자가 작아서 쓰면 옷에 승모근생김",Free
