아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
sofi****,,25.01.12,블랙,FREE,생각보다 커요,보통이에요,화면과 비슷해요,155,46,44,"방방한 후드집업 사고싶었는데 딱이에요!! 핏도 예쁘고 너무 부해보이지 않고 남친 옷 뺏어입은(?) 느낌으로 딱 좋아요 제키에는 엉덩이 덮고도 남아요
다만 먼지가… 후기보고 먼지 잘붙는다길래 흰색말고 검정으로 샀는데요.. 세탁 필수 입니다…",Free
wnsw******,상위 5%,25.01.09,그레이,FREE,생각보다 커요,보통이에요,화면과 비슷해요,168,58,66,하 이거 사길 진짜 잘했다고 느끼는 게 진짜 따뜻해요ㅜㅜ 168 기준으로 엉덩이 싹 감싸주고요 아방한데 부해이보이진 않는 핏이에요! 대신 다리가 길어보이진 않지만 뚱뚱해보이지 않아서 굿 좋아요 한 가지 아쉬운 건 실밥이...? 처음 개봉하고 딱 봤을 때 저래서 요건 조~금 아쉬웠지만 따뜻하고 귀여워서 품고 갑니당,Free
통통복실알파카,상위 10%,25.01.05,그레이,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,172,63,,"172cm 기준 힙을 덮지는 않지만 핏 오버핏에 팔뚝 박시하고 바지랑 셋투로 편하게 넘 조아요~!

특히 모자 핏!!! 모자도 크고 폭닥하고 이쁘게 떨어져서 대대대만족입니다!!! 회색 사고 맘에들어서 검정두 샀어요!

기모 털빠짐 살짝 있고 아주 두툼하고 빳빳한 기모는 아니에요~! 적당히 핏 이쁘게 떨어지는 보통 기모!",Free
멍멍치킨,상위 10%,24.12.19,화이트,FREE,생각보다 커요,보통이에요,화면보다 밝아요,171,60,66,"옷 자체가 낭낭해서 안에 겨울 옷을 입고 입어도 넉넉하게 입을 수 있을 정도록 커요! 그래서 더 여리여리해보이는 효과도 있었습니다! 
색상은 완전한 off white(순백) 색상에, 안에 기모가 들어있어 아주 따뜻해요! 

단점은 안에 기모털이 옷에 너무 잘 붙는다는 건데요,, 안에 검정티를 입고 저 옷을 입었는데 테이프로 털을 떼지 않으면 절대 벗지 못할 정도로 많이 붙어요ㅜㅜ 

옷은 너무 예쁘고 따뜻해서 티가 나지 않는 밝은색 이너를 입으면 좋을 것 같습니다! 

재구매의사: ⭐️⭐️⭐️⭐️",Free
bDoeVJmB,,24.12.16,그레이,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,161,57,66,161 기준 엉덩이 덮는 기장으로 엄청 박시해요! 사실 생각보다 더 커서 놀랬지만 오히려 힙한데 아방한듯 귀여워서 마음에 들어요. 그리고 색상도 딱 예쁜 정석 멜란지..?그레이 그런 느낌이에요. 담도 잘 들어있어서 따뜻해요!,Free
dSXIFlwH,상위 25%,24.12.13,와인,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,156,63,66,"고민하다 샀는데 너무 마음에 들어요 색,핏 뭐 하나 빠지는거 없이 예쁩니다 ㅜㅜㅜ 다른색도 사고싶어요!
다만 배송 왔을때 봉지가 다 뜯어져서 반품된거 그냥 디시 보낸 느낌이여서 아쉬웠어용 ㅠㅠㅠ",Free
람룽,상위 10%,24.12.08,와인,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,163,54,55,"아니...가격대비 엄청 탄탄하고 따뜻해요!!
핏도 아방하니 후드도 크고 ㅠㅠ 날 지짜지짜
마니 추울 때 여기에 패딩만 입어도 따수워요 ♡ 
색상별로 쟁이고 싶을 지경이라구요...
버건디도 탁한 버건디들 많은데
이거는 상세페이지 색상이랑 너무 똑같고
채도도 조금 있으면서 넘 이쁜 버건디에요... 최고",Free
BCSe5MLa,,24.11.27,그레이,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,160,59,,"사서 오늘 처음 입었는데 활동하기 편하기도하고
안에가 기모라 따뜻해요 블랙도 살까 고민중입니다ㅎㅎ
남자친구가 핏도 이쁘다고 하더라구요
엄청 두껍진 않아서 전 후드에 뽀글이까지 입었어용",Free
hanm******,상위 25%,24.11.25,그레이,FREE,생각보다 커요,보통이에요,화면과 비슷해요,170,53,66,"팔길이땜에 항상 구매할때마다고민인데 넉넉하고 넘 좋아요 
검은색도 고민중이얘요
검정색 사고 싶었는데 털이 떨어진다는 리뷰가 잇어서 입어보고 검은색 사야겠어요
금액대비 옷마무리 깨끗하고 이뻐요",Free
9lawuqlP,상위 10%,24.11.15,그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,161,46,55,"딱 생각했던 아방한 오버핏 후드 !!
팔 통이 넓었으면 했는데 생각보다 더 길고 넓어서 여리한 느낌이에요
무엇보다 봉제 퀄리티 아주 좋고 지퍼도 부드러워서 구매한값 이상 합니다 !! 안쪽 기모도 꽤나 도톰해서 늦가을까지 잘 입을 것 같아요",Free
