아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
김냉탕,탑리뷰어,24.10.31,Deep green(딥그린),,생각보다 커요,아주 만족해요,화면보다 어두워요,166.0,60,55,"퀄리티는 재질자체가 좋네요!👍
사이즈는 좀많이커요. 키 165기준 팔한번 접어야하고요 키작녀들응 더접으셔야 할거같아용. 총기장은 엄청긴건아닌데 옷자체가 오버핏은맞네용 ㅋㅋ 모델분 마르셔서 저정도면 알맞게 맞겟다했는데 살짝 사이즈 미스지만 접어서 입음되죠모 ㅋㅋ 색은 예뻐요 그린색 니트 구입하고싶엇는데 생각보단어둡네용🧐😄 
그리고옷이 좀무거워서 한겨울에 입어야할것 같습니다 🙂",Free
ggu85,상위 15%,24.11.25,Ivory(아이보리),,정사이즈예요,보통이에요,화면과 비슷해요,158.0,46,44,전에 딥그린색을 시켰다가 마음에 들어서 아이보리색도 주문했어요. 겉으로 보기에 멀쩡해보여서 구매확정을 먼저 하고 착용해봤는데 생각했던 핏이 아니고 부해보여서 딥그린이랑 비교를 해봤어요. 일단 택부터 다르고 팔길이랑 총장이 한눈에 보일정도로 아이보리가 짧더라고요. 그리고 딥그린이 더 폭닥폭닥 부드러운 느낌이고 아이보리는 좀 빳빳한 느낌이에요. 생긴건 똑같긴한데 다른 옷이 온듯한 느낌이네요... 원래 색에 따라 이렇게 차이가 심한건지 딥그린이 새로나온 색이라 다른건지 모르겠지만 좀 실망했어요. 그래도 이미 구매확정을 했으니까 잘 입어볼게요...,Free
GfEVW0fi,탑리뷰어,24.11.06,Deep green(딥그린),,정사이즈예요,아주 만족해요,화면과 비슷해요,173.0,55,66,"✔️사이즈: 엉덩이 반을 덮는 길이고 시보리가 짱짱해서 접으면 사진처럼 예쁘게 모양이 잡힙니다! 소매는 3번째 사진처럼 돼서 한번 접어서 입어야 할 것 같아요! 근데 추울 때는 손이 따뜻해서 좋을 듯 합니다ㅎㅎㅎ
제 기준에선 살짝 오버핏이고 크다고는 생각이 안 들어요. 대신 어깨가 넓으신 분들은 조금 더 넓어보일 수 있습니다!

✔️색상: 상세페이지와 비슷하고 진짜 예쁜 딥그린이에요!

✔️착용감: 옷이 두꺼워서 입었을 때 무겁지 않을까 생각했는데 그런건 전혀 없습니다! 두꺼운만큼 따뜻하고 부드러워서 좋아요!

퀄리티도 좋고 폭닥폭닥해서 마음에 들어요ㅎㅎㅎ",Free
Dq9vhSWd,상위 30%,24.01.17,Ivory(아이보리),,생각보다 커요,아주 만족해요,화면과 비슷해요,160.0,48,44,"예뻐용 부해보일줄 알았는데 밑단밴딩이 꽉 잡아줘서 흐물흐물 한 느낌도 없고 가격대비 재질 엄청 좋은듯 피부예민하신분들도 불편함 없이 착용할 수 있을것같은,,
굳쟙 다른컬러도 살까 고민이에요 훅훅훅",Free
hwpi*,상위 1%,25.01.08,Red(레드),,생각보다 커요,아주 만족해요,화면과 비슷해요,163.0,58,55,"색도 예쁘고 꽈배기가 너무 예뻐요~
딱 원하던 니트예요~
품이 엄청커서 다양한 사이즈 커버 가능한 것 같구요 저한테는 팔이 엄청 기네요~ 여리여리해보여서 오히려 좋아요~
지그지그 단골 될 것 같아요~^^",Free
홍스홍스,상위 5%,25.01.06,Deep green(딥그린),,생각보다 커요,아주 만족해요,화면보다 어두워요,163.0,56,66,퀄리티 미쳐써용.. ㅠㅠㅠ나만 입고싶은템이랄까.. 약간 박시하게 입으시는분들은 입으셔용 !!! 생각보다 많이 박시해서 위에 패딩 짧은걸 못입어용 ! 벗 ! 큰 패딩은 괜찮은것같구 ! 색상은 빛비추면 사진과 같은 색이고 아니면 사아아알짝 어두운 그린색이에여! 어두운곳에서 봤을땐 엥 검은색인가? 했는데 아니었어요!! 넘 편해요.. 안에 목폴라티 입고 입었는데 세상 이뻐용 ㅠㅠㅠ 레드도 샀어요 저는,Free
치킨먹을돈여기다쓰자,상위 1%,25.01.05,Navy(네이비),,생각보다 커요,보통이에요,화면과 비슷해요,163.0,72,66,체형이 있는 편인데도 니트가 꽤 커요 특히 팔 길이가 길어서 항상 접고 다니는 중이에요 색이나 디자인은 사진과 똑같고 마음에 들어요 다만 처음 입은 날부터 먼지가 너무 잘 붙고 실밥도 조금씩 있어서 아쉽네용,Free
김다온미야옹,상위 5%,25.01.02,Red(레드),,정사이즈예요,아주 만족해요,화면과 비슷해요,168.0,50,55,"배송 - 상품 수령까지 3일 소요 🩷

색상 - 상품 안내에 나와있는 모데럿들과 동일해요 !!
쿨톤과 웜톤에게 모두 어울릴것 같은 고급스러운 레드에요

짜임 탄탄하고 재질에 민감한 편인데 맨살에 닿아도 부드러울 정도로 촉감이 좋아요 그런데도 3일 정도 착용했는데 보풀 하나도 안 일어났어요 대만족합니당",Free
직재크러,상위 10%,24.12.31,Beige(베이지),,생각보다 커요,보통이에요,화면과 비슷해요,161.0,56,55,"키 161cm
엉덩이 덮는 기장감, 소매는 짱 길어서 손끝을 뻗어도 안보여서 매우 아방(?)해 보임!
예상보다 시보리가 짱짱해서 퀄리티가 더 높아보이는 듯.
까슬거리는 것도 없어서 더 편하게 입을 수 있을 듯👌",Free
thtj*****,탑리뷰어,24.12.30,Pink(핑크),,정사이즈예요,아주 만족해요,화면과 비슷해요,163.0,49,55,"[구매이유]
겨울에 입을 꽈배기니트가 필요했는데, 꽈배기 니트 중엔 이게 제일 인기가 많아보이더라구요 리뷰나 쇼핑몰 사진으로만 봐도 핏, 디자인이 마음에 들어서 구매하게 됐어요

[색감]
핑크가 딱 정석 핑크 색감이에요 화사하고 뽀얀 느낌보단 살짝 어두운 핑크 색감이에요 하지만 충분히 입으면 화사해진답니다:) 너무 뽀얀 핑크가 부담스럽거나 소화하기 어려우신 분들께 잘 어울리실 것 같아요!

[핏]
두께감 있고 패턴이 큰 편이라 입으면 부해보이지 않을 까 젤 걱정이었는데, 어깨선이 자연스럽게 흘러내려와서 부해보이는 게 없던 거 같아요 (대만족^^)

[디자인]
겨울 느낌 낭낭하게 나는 꽈배기 짜임이 특히나 마음에 들었어요 두께감이 있는 니트에 짜임이 톡톡히 들어가 있어서 저렴한 느낌이 전혀 들지 않아요

[소재]
소재 자체는 부드럽고 많이 착용하게 되면 또 어쩔진 모르겠지만 보풀이 쉽게 일어날 것 같진 않아요 니트다 보니 보풀이나 올풀림은 조심해야겠어요:)",Free
