아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
Be0yfnMO,상위 5%,24.11.21,딥스카이블루,블랙,정사이즈예요,아주 만족해요,화면과 비슷해요,159.0,65,66,"요즘 피부가 예민해서 조금망 까슬거리거나 걸리적거리면 못 입는데 그런 것 없어요.
적당히 도톰한 두께고 소매끝부분처럼 원단이 끝나는 부분 마무리도 좋아요.
코트랑 입고 다니려고 샀는데... 뭐가 마음에 안드나 하고 찾아보면 제 몸이지 옷은 좋아요...
키 159~160에 요즘 또 살쪄서 65-66키로인데 너~~무 타이트하지 않고 적당히.. 타이트해요.. 
배 힘주고 다니고 다이어트 하면 더 좋을 것 같아요...",Free
총명팔복이엄마,상위 5%,25.01.02,블랙,단품구매,정사이즈예요,아주 만족해요,화면과 비슷해요,164.0,63,66,"목폴라 사고 싶은데..하프라 너무 편하고요 사실 목폴라같지도않고 살짝만 올라와서 분위기챙기는 티셔츠같아요 ㅎㅎ맘에들어요 

검정색이라 그런지 더 날씬해 보이는거 같고 그러네요
팔뚝살은 붙는티셔츠라 어쩔수없구요 
그래도 블랙이라서 날씬해보여서 좋아요 

재질도 얇고 싸구려같은게아니라 
두툼해서 이너니트로 입고 코트입어도 따숩더라구요 ㅎㅎ
맘에들어용 팔뚝살만 빼고 다른색도 주문해보랴구요 ㅎㅎ",Free
리플레이,상위 1%,24.12.18,아이보리,단품구매,정사이즈예요,아주 만족해요,화면과 비슷해요,166.0,58,55,쫀쫀 탄탄 딱 제가 찾고 찾았던 반목폴라 이너 니트에요 적당히 두께감 있어서 이너로 제격이고 진짜 가격대비 퀄도 좋아요 처음에 그레이만 샀다가 받아보고 퀄 너무 좋아서 블랙이랑 아이보리 추가 구매했어요 재질이랑 두께감도 함께 보시라고 같이 첨부해요! 아직까지 보풀 안났고 청바지에도 잘어울리고 치마에도 잘 어울려요 요즘 제 교복템이에여 진짜,Free
리플레이,상위 1%,24.12.18,블랙,단품구매,정사이즈예요,아주 만족해요,화면과 비슷해요,166.0,58,55,쫀쫀 탄탄 딱 제가 찾고 찾았던 반목폴라 이너 니트에요 적당히 두께감 있어서 이너로 제격이고 진짜 가격대비 퀄도 좋아요 처음에 그레이만 샀다가 받아보고 퀄 너무 좋아서 블랙이랑 아이보리 추가 구매했어요 재질이랑 두께감도 함께 보시라고 같이 첨부해요! 아직까지 보풀 안났고 청바지에도 잘어울리고 치마에도 잘 어울려요 요즘 제 교복템이에여 진짜,Free
리플레이,상위 1%,24.12.05,그레이,단품구매,정사이즈예요,아주 만족해요,화면과 비슷해요,166.0,58,55,쫀쫀 탄탄 딱 제가 찾고 찾았던 반목폴라 이너 니트에요 적당히 두께감 있어서 이너로 제격이고 진짜 가격대비 퀄도 좋아요 처음에 그레이만 샀다가 받아보고 퀄 너무 좋아서 블랙이랑 아이보리 추가 구매했어요 재질이랑 두께감도 함께 보시라고 같이 첨부해요! 아직까지 보풀 안났고 청바지에도 잘어울리고 치마에도 잘 어울려요 요즘 제 교복템이에여 진짜,Free
Czvroqn6,상위 5%,24.11.15,그레이,단품구매,정사이즈예요,아주 만족해요,화면과 비슷해요,165.0,55,55,"패턴에 있는 구멍 부분이 생각보다 큰데 속옷 색상만 잘 선택하면 비칠 것 같진 않아요.
생각보다 톡톡해서 이너나 가디건 챙겨 입으면 한겨울에도 잘 입을 것 같습니다.
목을 많이 쓰는 직업이라 추울 땐 반폴라만큼 좋은게 없더라구요 ㅎㅎ",Free
문흥동김감자,상위 10%,23.10.23,딥스카이블루,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,167.0,62,55,역시 모델핏은 나오지 않습니다. ㅎㅎ 55사이즈를 입지만 덩치가 좋은 편이라 그런지 우람해 보이네요. 하지만 오히려 오버핏이 아니고 스탠다드 핏이라 그런지 휘뚜루 마뚜루 겨울철 자켓 안에 입기 좋을거 같고 지금도 그냥 편하게 입긴 좋을거 같네요. 그레이랑 블루색상 두개 샀는데 너무 튀지않는 포인트로 입기 좋을거 같네요.,Free
YgG1eQmI,,22.12.02,그레이,,정사이즈예요,보통이에요,화면과 비슷해요,163.0,52,55,"몸에 착 감기는 느낌은 아니에요. 좀 겉도는 각이 잡혀있는 느낌. 팔도 사진처럼 길게 촤륵 느낌보다는 계속 내려줘야 기장감 있게 여리해보여요. 가격 대비 두께감, 디자인, 재질은 괜찮지만 어깨도 뜨고 만족도는 중간이요!",Free
2TqaoY76,,22.10.26,블랙,FREE,정사이즈예요,보통이에요,화면과 비슷해요,160.0,52,55,"블랙이 더 두껍고 무거운 느낌이에요. 한겨울용이라 코트안에 입기 좋을 듯해요. 재질은 부드럽고 몸에 핏되는 스타일입니다. 몸무게 50미만 내려가야 모델처럼 헐렁하게 나올듯 ㅎ
냥이가 잠깐 올라갔는데 털 뿜뿜ㅠㅠ 색상땜에 먼지 붙으면 찍찍이로 관리 잘 해주셔야할듯요 ㅎ",Free
jU0dmcOf,상위 5%,24.12.12,라벤더,단품구매,정사이즈예요,보통이에요,화면과 비슷해요,163.0,52,,탄탄한 소재라 빨아도 보풀 일어나지 않고 좋아요. 대신 그 만큼 몸에 핏되지 않아 약간 부해보이네요. 색상이 뮤트한 라일락이라 겨울에 흰옷과 매치하기 좋아요.,Free
Czvroqn6,상위 5%,24.11.15,그레이,단품구매,정사이즈예요,아주 만족해요,화면과 비슷해요,165.0,55,55,"패턴에 있는 구멍 부분이 생각보다 큰데 속옷 색상만 잘 선택하면 비칠 것 같진 않아요.
생각보다 톡톡해서 이너나 가디건 챙겨 입으면 한겨울에도 잘 입을 것 같습니다.
목을 많이 쓰는 직업이라 추울 땐 반폴라만큼 좋은게 없더라구요 ㅎㅎ",Free
문흥동김감자,상위 10%,23.10.23,딥스카이블루,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,167.0,62,55,역시 모델핏은 나오지 않습니다. ㅎㅎ 55사이즈를 입지만 덩치가 좋은 편이라 그런지 우람해 보이네요. 하지만 오히려 오버핏이 아니고 스탠다드 핏이라 그런지 휘뚜루 마뚜루 겨울철 자켓 안에 입기 좋을거 같고 지금도 그냥 편하게 입긴 좋을거 같네요. 그레이랑 블루색상 두개 샀는데 너무 튀지않는 포인트로 입기 좋을거 같네요.,Free
YgG1eQmI,,22.12.02,그레이,,정사이즈예요,보통이에요,화면과 비슷해요,163.0,52,55,"몸에 착 감기는 느낌은 아니에요. 좀 겉도는 각이 잡혀있는 느낌. 팔도 사진처럼 길게 촤륵 느낌보다는 계속 내려줘야 기장감 있게 여리해보여요. 가격 대비 두께감, 디자인, 재질은 괜찮지만 어깨도 뜨고 만족도는 중간이요!",Free
2TqaoY76,,22.10.26,블랙,FREE,정사이즈예요,보통이에요,화면과 비슷해요,160.0,52,55,"블랙이 더 두껍고 무거운 느낌이에요. 한겨울용이라 코트안에 입기 좋을 듯해요. 재질은 부드럽고 몸에 핏되는 스타일입니다. 몸무게 50미만 내려가야 모델처럼 헐렁하게 나올듯 ㅎ
냥이가 잠깐 올라갔는데 털 뿜뿜ㅠㅠ 색상땜에 먼지 붙으면 찍찍이로 관리 잘 해주셔야할듯요 ㅎ",Free
