아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
7oRDULUY,상위 20%,24.02.16,크림,S(44-66),정사이즈예요,보통이에요,화면과 비슷해요,160,51,55,"연관 쇼핑에 뜨는 1사와 비교하고 싶어 둘다 주문해봤습니다! 1사 착샷은 거기에 후기로 올릴게요. 총체적으로 비교해보면 퀄리티나 핏은 거기서 거기입니다. 하지만 목 부분 디테일이 조금 달라요. 여기가 목이 좀더 좁습니다. 그리고 폼이 쪼끔 더 작네요. 2,3번 사진 참고
 목이 좀 더 넓게 파인 게 좋다 하시면 1사에서 구매하세요~! 가격도 몇천원 차이예요! 저는 솔직히 여기가 핏은 더 예쁜 것 같아요~ 색차이 때문인가 ㅎㅎ..",S(44-66)
XgBfwZID,,25.01.13,블랙,S(44-55),정사이즈예요,아주 만족해요,화면과 비슷해요,161,55,55,"일단 가격대비 옷 퀄리티 너무 좋고 부들부들해서 촉감 예민하신 분들도 전혀 부담없이 입을 수 있을 것 같아요!
밑단 시보리 들어간 옷은 허리는 예쁘게 잡아주는 대신 그 위로 오히려 부해보이는 느낌이 있어서 잘 안사게 되는데 이 옷은 몸에 맞게 후들후들하게 내려와서 그런 느낌이 덜한거 같아요 ㅎㅎ 또 여리핏인데 팔은 넉넉해서 더 맘에 듭니다! 파랑 하늘 계열 색깔들이 좀 더 파스텔빛으로 리뉴얼된다면 그 색깔들도 구매하고 싶어요!",S(44-55)
미미z,탑리뷰어,25.01.11,그레이,S(44-55),정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"배송 시작 : 12.25
배송 완료 : 12.27
색상 : 그레이
사이즈 : s

밑단과 손목 시보리가 완전 짱짱하게 잡아줍니다. 기장은 크롭이라 배꼽 근처로 떨어지며 팔 길이가 약간 애매한 느낌이에요! 살짝 더 길었다면 좋았을 거 같아요.(키 160에 s사이즈라 그렇게 느껴졌을 수도 있을 것 같네요!) 밑단을 조금 당기면 4번째 사진 길이로 골반쯤에 걸쳐져요. 목 부분은 U넥이라 시원한 느낌을 주어요! 무난하게 깔끔해서 증명사진 찍을 때 입으면 좋을 것 같아요! 봄가을에 단독으로 자주 입을 거 같아요👍
지그재그 체험단 이벤트로 상품을 무료로 제공받아 작성한 리뷰입니다.",S(44-55)
3k9wDbu3,상위 5%,25.01.11,브라운,M(55-66),정사이즈예요,아주 만족해요,화면과 비슷해요,164,54,55,이번에 겨울 옷 상의 몰아서 샀는데 가장 만족하는 티셔츠입니다! 넥라인도 깔끔하고 핏도 예뻐요!! 재질도 쉽게 안망가지는 재질이어서 만족스럽습니다. 리뷰쓰러왔으니 다른 컬러로 또 재구매 하려구요! 색깔도 예쁘게 나왔어요 호호,M(55-66)
soh0***,상위 15%,25.01.09,크림,S(44-55),정사이즈예요,보통이에요,화면과 비슷해요,158,43,44,"꾸안꾸에 적격인 니트를 찾아버렸네용
허리에 뭐라그러지 시보리? 가 넓게 있어서 허리 라인을 딱 잡아줘요! 그래서 여성스러운 분위기가 첨가되는 느낌! 
세미크롭이라 다리도 길어보이고, 제가 목 답답한걸 싫어하는데 목 파임이 적당한데다가 목부분이 짱짱하게 마감되어 있는 것 같아서 마음에 들어요
다만 제가 좀 마른편이라 숙이면 브라자 다 보일것 같긴 하네영 ㅎㅎ 마른 분들은 참고하셔요!
밝은 색상이라 아무래도 비침은 살짝 있습니당
허리와 마찬가지로 소매에도 시보리 디테일이 잡혀있어요. 단순한 무지니트라고 생각될 수도 있지만 여기저기 디테일이 정말 많이 들어간것 같아요! 그래서 더 예쁜듯!!
소매 마감같은 경우에는 사진으로 보시는것 처럼 살짝 실밥 튀어나온정도? 다른 부분은 깔끔합니다 ㅎㅎ
소재는 부들들해서 맨살에 닿아도 크게 불편하지 않았어요
예쁜옷 감사히 잘 입겠습니다:)",S(44-55)
몯희,상위 5%,25.01.09,블랙,L(66-77),정사이즈예요,아주 만족해요,화면보다 어두워요,160,64,66,"진짜 가슴크고 어깨 넓고 목 짧은 언니들
저 믿고 제발 사세요 그리고 저정도 스펙되면 무족권 라지하세여..! 미디움해도되나? 해서 밥 맛난거 먹을때 숨 못쉬지 말구 그냥 여유롭게 입어도 하나도 안부하니까 꼭 라지하세요!! 진짜 옷 자체가 안부해보이고 엄청 이뻐서
라지해도됩니다!!! 진짜 너무 이쁘고 주 6일 입고 있어요 올해 산 옷중 대박 제일 맘에들고 안까슬하고 보풀 많이 안나요!! 최고예요!!!",L(66-77)
5MDJrSoE,상위 10%,25.01.07,그레이,L(66-77),정사이즈예요,아주 만족해요,화면과 비슷해요,168,72,77,정사이즈에서 조금 꽉 맞는 정도? 사이즈구요 검정 샀다가 맘에 들어서 더 샀어요 일단 목부분이 얇지 않고 도톰해서 목 늘어남은 적을 거 같아서 좋아요 허리 부분도 쫙 잡아줘서 몸매 좋아보여서 더 좋습니다 후기에 얇다는 글 보고 걱정했는데 생각보다 얇지 않아서 더 좋아요! 옷도 대충만든 것 같지 않고 원단 탄탄해서 싸게 잘 산 거 같아요오,L(66-77)
5MDJrSoE,상위 10%,25.01.07,브라운,L(66-77),정사이즈예요,아주 만족해요,화면과 비슷해요,168,72,77,정사이즈에서 조금 꽉 맞는 정도? 사이즈구요 검정 샀다가 맘에 들어서 더 샀어요 일단 목부분이 얇지 않고 도톰해서 목 늘어남은 적을 거 같아서 좋아요 허리 부분도 쫙 잡아줘서 몸매 좋아보여서 더 좋습니다 후기에 얇다는 글 보고 걱정했는데 생각보다 얇지 않아서 더 좋아요!,L(66-77)
예쁜옷너무조아,탑리뷰어,25.01.05,베이지,S(44-55),정사이즈예요,아주 만족해요,화면과 비슷해요,167,52,55,"🌟아워 세미크롭 데일리 니트 리뷰🌟

✔️사이즈 
167cm, 52kg 기준으로 s사이즈 잘 맞았습니다! 
딱 떨어지는 핏으로 소매와 밑단 시보리가 짱짱해서 잡아주는 느낌이 좋았어요~☺️

✔️포인트 
이 옷은 포인트가 딱 있는 옷이라기 보다는 베이지 컬러의 무난한 니트라서 여기 저기 입기 좋은 활용도가 큰 옷입니다~😉

✔️코디 tip 
캐쥬얼하게도 페미닌하게도 다 잘 입을 수 있는 옷이에요~ 또 베이지라서 웬만한 컬러에는 다 잘 어울리구요~☺️
기본템 필요하신 분들에게 추천드립니다🙇‍♀️
지그재그 체험단 이벤트로 상품을 무료로 제공받아 작성한 리뷰입니다.",S(44-55)
wjdt******,상위 1%,25.01.05,크림,L(66-77),정사이즈예요,아주 만족해요,화면과 비슷해요,161,90,88,"아니 이고 지이이이인짜 최고,,,, 배 부분 쫙 감아주면서 엄청 날씬해보이고, 쇄골도 너무 예쁘게 보여요!!! 진짜 넘 예쁨,,, 제가 딱 찾던 제품이에요ㅠㅠㅠ 다른색도 당장 구매 갈기겠습니다ㅠㅠㅠ!!",L(66-77)
