아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
l2CzhKD4,,24.11.09,블루그레이,,생각보다 커요,아주 만족해요,화면과 비슷해요,150,60,66,블루그레이 색상 너무너무 예뻐요! 여름쿨톤에게 찰떡인 색상입니다 ㅎ-ㅎ 통통-뚱뚱한 편인데 딱 달라붙지도 않고 예쁘게 날씬해 보이는 핏이에요! 맨살에 입어도 부들부들하고 보풀도 잘 안 일어날 것 같은 재질이에요 소매도 길어서 여리여리해 보이구요 >_< 다른 색상도 구매하려고 바로 담아놨습니다!,Free
체리킬러,상위 25%,23.10.21,블루그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,158,52,55,"작년에 잘입고 또 샀습니다
슬랙스에도 예쁘고 청바지에도 예쁘고
자켓을 걸쳐도 예쁘고 단독으로도 예쁘고
호환성(?)이 너무 좋아요 ㅋㅋㅋ
깔별로 쟁여놓기 좋은 기본템입니다👍
보통 저는 55입는데 작지도 않고 크지도 않고 딱 좋아요
다만 접어서 넣으면 주름이 생겨서 매번 다림질이 필요하고
오래 입으면 보풀이 생깁니다 참고하세용",Free
넷플릭스,,23.10.11,블루그레이,,생각보다 커요,별로예요,화면보다 어두워요,,,,"화사한 색이 잘 안어울리는 얼굴이라 구매 고민했는데 이건 그레이색에 블루 한방울 섞인 느낌이라 부담스럽지않아요
얼핏 봤을땐 그냥 그레이 같은데 그레이옷이랑 비교하면 블루느낌이 느껴지고 조명에 따라 연보라색 느낌도 많이 납니다
색감 비교해보시라고 블루색상 셔츠(왼쪽)이랑 이제품(가운데)이랑 그레이 니트(오른쪽) 같이 찍어봤어요 그레이에 훨씬 가까운느낌이에요
아쉬운점은 제품마감퀄이 좋지않아 소매부분에 실밥이 상당하고 가을니트 치고도 많이 얇은 편입니다",Free
EGHxd9SM,,23.09.22,블루그레이,,정사이즈예요,보통이에요,화면과 비슷해요,156,50,66,블랙이랑 같이 구매했는데 사이즈랑 두께감이 넘 달라서 순간 잘못 온줄알고 포장봉투에 붙어있는 바코드까지 다시 확인함.. 블랙은 핏되고 두께감있는데 블루그레이는 블랙보다 얇고 품이 더 넓음ㅋㅋㅋㅋ어깨선 블랙은 딱 맞는디 그레이는 아래로 내려가서 어정쩡함..분명 원사이즈인데 왜 저렇게 많이 차이가 나는지ㅎ 근데 문제는 사이즈보다 옷 두께감이 손으로 만져봐도 느껴질 정도로 거의 반 정도 차이나는거 같아서.. 불량인거 같은데🤔🤔 리뷰보면 얇다는 사람도 있어서 아리까리합니다 그래서 그냥 입는걸로ㅎ 암턴 이러한 이유들로 별하나 뗐어요,Free
akuVUUve,상위 20%,24.11.06,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,174,53,55,워낙 작년에 사서 잘입어서 올해 또 산건데 다른건 다 맘에드는데 저 허리부분에 약간 이염이 있네요 조금 아쉽습니다 뭐가 묻은건지 반품된 상품인건지...ㅜㅜ그래도 매년 새로 사러올 거 같아여 ㅋ,Free
체리킬러,상위 25%,23.10.21,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,158,52,55,"작년에 블루그레이 너무 잘입어서 검정색이랑 같이 또 샀어요
슬랙스에도 예쁘고 청바지에도 예쁘고
자켓을 걸쳐도 예쁘고 단독으로도 예쁘고
호환성(?)이 너무 좋아요 ㅋㅋㅋ
깔별로 쟁여놓기 좋은 기본템입니다👍 진짜 다사고싶어요
보통 저는 55입는데 작지도 않고 크지도 않고 딱 좋아요
다만 접어서 넣으면 주름이 생겨서 매번 다림질이 필요하고
오래 입으면 보풀이 생깁니다 참고하세용",Free
회사원모씨,상위 30%,23.04.29,살구핑크,,정사이즈예요,아주 만족해요,화면과 비슷해요,176,68,66,"제 체형 탓이겠지만...! 어깨 넓고 몸통이 좀 넓적해 보입니다ㅋㅋ 체형커버는 안 돼요. 팔뚝살 있는 스팸형 체형 고대로 드러납니다.. 하지만 옷은 예뻐요~!
색 맘에 들고 옷 질도 굿입니다~",Free
Bt0KFX92,,23.04.22,아이보리,,정사이즈예요,아주 만족해요,화면보다 어두워요,164,58,66,"흰색이랑 라벤더 색상을 구매했습니다♥️
흰색이 라벤더 보다 더 쫀쫀하고 살짝 작습니다♥️
라벤더는 화면보다는 약간 어두워서 자칫 잘못하면 내복처럼 보일 수 있어요~♥️
 그치만 질감이 좋아서 오래도록 입을수 잇을것 같아요♥️
보풀도 오래 입으면 어느 옷이나 생기겟지만 관리만 잘해주면 될것 같아요♥️",Free
4UJ6V8cc,,23.04.17,블루그레이,,생각보다 커요,아주 만족해요,화면과 비슷해요,163,57,55,"💨💨💨💨이 색감보다 보라빛같기도 회색빛같기도 한 오묘한 흰끼도는 예쁜 색감♡ 쿨톤 찰떡 옷이에요..
간절기에 이너로 입기 좋고 지금 단독으로도 입기 좋아요
핏은 55정도인데 헐렁하고 여유있어요 66일때도 입었을 때 붙지않고 예뻤어요
검정 속옷은 아주아주 약간 비침 있습니당",Free
VS0QHGso,상위 5%,23.04.14,블루그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,159,58,66,"우오앙 너므 잘샀어여!!!!
프리사이즈인데 다은 후기에서 본 것처럼 44에서 66까지 다 맞을 것 같구요.
저는 상의 66입는데 살짝 여리핏 납니다.
너므 편하구 예뻐요!
요즘 좀 추워서 딱 지금 날씨에서 쬐금만 더 풀려서 외투없이 입는 날씨에 딱이예요!!!
아이보리는 안에 좀 비치구요, 블루그레이 짱예뻐요^^",Free
uFhb1j2o,,23.04.11,아이보리,,생각보다 커요,아주 만족해요,화면과 비슷해요,157,58,66,55반~66 입는데 생각보다 커서 놀랐어요 여유 있어요 이너로도 단독으로도 입기 좋고 놀란 게 세탁기 돌리면 보풀 일어날 줄 알았는데 안났어요 !!!아직 한 번밖에 안돌리긴 했는데 건조기 없이 세탁망에 넣어서 세탁기 돌렸습니다 굿굿... 괜찮으면 가을이나 겨울에 다른 색도 사러 올게요,Free
IozVdoBY,상위 10%,23.03.28,아이보리,,생각보다 커요,아주 만족해요,화면과 비슷해요,162,54,55,세탁 건조기 사용가능이라서 주문했어요 약간 빳빳한 재질이이엇고 우선은 손빨래랑 건조기만 썼지만 아직 괜찮은듯하네용 목도 안늘어날거같고 짱짱해요 소매 긴편이고 그래서 좋아요 ㅋㅋ 그리고 안에 검정나시입은건데 보일락 말락하고 10도날씨에 안에 내의입고 얇은 코트랑 입엇더니 딱 좋네용,Free
DpvH0c7B,,23.03.17,블루그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,155,48,44,"아니 첨 봤을땐 와,, 좀 내복같겠는데?̊̈ 어케입누..하고 실망했는데 오늘 아무 기대없이 리뷰끄적일라고 입어봤는데 잘어울림..이쁨..맘에듦..팔긴거도 여리여리해보임 ㅋ 배송은 개느림 ;",Free
0IHuEXme,,25.01.01,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,사진상으로 색깔이 잘 안잡혔는데 딱 기본 블랙 색상이에요! 이너용으로 입을 만한 니트가 필요했는데 딱 좋아요 너무 달라붙지도 너무 헐렁하지도 않아요,Free
G0D335yw,,24.11.07,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,165,56,66,"두껍지도 않고 얇지도 않아요
막 엄청 부드러운 편은 아니고 살짝 꺼칠한 느낌이 듭니다 이게 좀 아쉽네요
목 조이는거 싫어하는데 목부분이 여유가 있어서 좋아요",Free
nwfCrb2k,상위 5%,24.11.06,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,158,63,66,배송은 좀 오래 걸렸지만 색감도 예쁘고 안에 이너니트로 입기 너무 좋아용 달라붙지만 엄청 부해보이지도 않고 너무 좋습니당 블루 그레이도 잘 입을거 같아요~~,Free
R1fPVM2F,,24.11.03,블루그레이,,정사이즈예요,보통이에요,화면과 비슷해요,162,56,66,"색도 예쁘고 재질도 쫀쫀해서 마음에 들어요 ㅎㅎ
핏이 생각보다 더 널널해서 전혀 부담스럽지 않아요 !! 
개인적으로 좀 더 붙었으면 싶기도 해오",Free
R1fPVM2F,,24.11.03,라이트퍼플,,정사이즈예요,보통이에요,화면과 비슷해요,162,56,66,"색도 예쁘고 재질도 쫀쫀해서 마음에 들어요 ㅎㅎ
핏이 생각보다 더 널널해서 전혀 부담스럽지 않아요 !! 
개인적으로 좀 더 붙었으면 싶기도 해오",Free
JlVT7k7E,상위 10%,24.10.24,블루그레이,,정사이즈예요,아주 만족해요,화면보다 밝아요,158,46,55,"네이비 색을 작년부터 잘 입고 다녀서 재구매했습니다
색상은 정말 밝은 회색입니다 푸른끼가 도는 회색이라 흔한 색상은 아닌거 같고 겨울가을 찰떡입니다",Free
zD7VJMjh,상위 1%,24.03.20,라이트퍼플,,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,이런 골지 니트류는 보통 딱 붙는게 많아서 뚱뚱해보이고 부담스러운 독기룩 느낌이 많았거든요 반품 여러번 했었는데 이건 그런 느낌이 없어요 골지니트인데 핏은 일반 티셔츠 같이 편해서 신경은 쓴 것처럼 깔끔한데 부담스러운 느낌이 전혀 없어요 소재가 엄청 좋은건 아니지만 출근용으로도 너무 좋아서 여러개 사고 싶어요,Free
Zptc3qoi,상위 10%,24.03.13,아이보리,,작아요,보통이에요,화면과 비슷해요,,,,블루그레이 색상 사고 너무 잘입어서 아이보리 추가로 구매했어요 근데 사이즈가 블루그레이보다 작은건지 더 붙는 느낌이에요 블루그레이 핏이 맘에 들어서 추가구매한거였는데 아이보리는 너무 핏되는 느낌이고 더 많이 비칩니다 안에 스킨색 속옷입어도 비쳐서 나시를 꼭 입어야될것같아요 재질은 괜찮고 무난합니다,Free
솜사땅,,24.03.01,블루그레이,,정사이즈예요,보통이에요,화면과 비슷해요,160,50,55,"생각보다 얇긴했어용 그래도 핏 낙낙하게 잘 입을 거 같습니당! 색상도 화면이랑 비슷하고, 여리여리한 느낌 들어서 좋아용 날 풀리면 단독으로 입어도 좋을 거 같아요! 다른 색상도 사고 싶네요",Free
juli****,,24.01.17,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,166,55,55,"하늘색 먼저 사 입고 핏이랑 색이 마음에 들어서 아이보리도 사서 입었는데 확실히 색이 밝아서 그런지 혼자만 입어도 비치고 안에 받쳐입어도 안에 입은 옷이 비춰서 ,,, 아이보리는 쟤만 단독으로 입을 수 있는 날씨에 더 잘 입을 것 같아요!~",Free
nfWRKDht,상위 20%,23.11.15,아이보리,,생각보다 커요,보통이에요,화면과 비슷해요,162,55,66,블랙사서 잘 입다가 아이보리도 샀는데 약간 비치는 재질이었네요 워치찼는데 저 만큼 비치는 정도? 입으면 핏 이뻐서 좋아요 감사합니다:),Free
WOuxlwK4,,23.04.03,라이트퍼플,,정사이즈예요,아주 만족해요,화면과 비슷해요,167,54,55,적당히 핏되고 골지디자인이라 여리여리해보여요! 색도 딱 차분한 파스텔 퍼플이라서 봄에 입기 딱 좋은 것 같아요 ㅎㅎ 목파임도적당하고 굿굿,Free
Ugug6Enr,상위 30%,24.10.06,블루그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,158,47,44,"재질도 괜찮고 색깔도 마음에 드는데 목부분이 조금 아쉬워요 ㅠㅠ 탄탄한 느낌은 별로 안든달까요
그래도 지금 날씨에 잘 입을 것 같아요!",Free
VS0QHGso,상위 5%,23.04.14,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,159,58,66,"우오앙 너므 잘샀어여!!!!
프리사이즈인데 다은 후기에서 본 것처럼 44에서 66까지 다 맞을 것 같구요.
저는 상의 66입는데 살짝 여리핏 납니다.
너므 편하구 예뻐요!
요즘 좀 추워서 딱 지금 날씨에서 쬐금만 더 풀려서 외투없이 입는 날씨에 딱이예요!!!",Free
pe9c6JzU,상위 25%,24.12.15,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,163,53,55,예전에 구매했던 동일한 옷이 보풀생겨서 재구매했어요. 간절기 약간 쌀쌀할때 이너로 입기 딱 좋은 재질입니다. 손이 많이가요!,Free
gGhI6sUN,상위 30%,24.12.08,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,165,59,55,"골지 옷 이라서 날씬해보이고 부드럽고 좋은거 같아요 기본이라 아주 잘 입을꺼 같아요 
배송 빨라서 좋았구요 자주 입게 될듯해요",Free
A05S5bE5,상위 10%,24.12.01,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,152,43,,딱 제가 원하는 핏이여서 좋아요! 가볍고 얇아서 두꺼운 외투 안에 입기 좋아요. 다음에 다른 색으로 재구매하려고요.ㅎㅎ,Free
찬하,상위 25%,24.11.24,블루그레이,,정사이즈예요,보통이에요,화면과 비슷해요,165,54,55,"색감 이뻐요! 맘에 듭니당
니트가 얇은 편이라서 바람송송 다 통해요
봄 가을에 입기 딱 좋을 것 같아요
심플무난하게 입기 좋아요",Free
3ycMFQsW,상위 30%,24.11.24,블랙,,생각보다 커요,아주 만족해요,화면과 비슷해요,164,55,55,생각보다 넉넉해서 좋았어요 부드럽고 두껍지 않아서 코트 안에 입기도 좋고 얇기에 비해서 따뜻한편입니다. 골지라서 더 슬림해보임,Free
DXCf4Fix,,24.11.12,블루그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,164,60,66,기본티잖아요 이런 건 색상별로 쟁여둬야 합니다 ㅋ 통통한 편인데 팔뚝이나 살 부각 안되서 좋아요 ㅋ 편안히 잘 입고 있어요,Free
DXCf4Fix,,24.11.12,라이트퍼플,,정사이즈예요,아주 만족해요,화면과 비슷해요,164,60,66,기본티잖아요 이런 건 색상별로 쟁여둬야 합니다 ㅋ 통통한 편인데 팔뚝이나 살 부각 안되서 좋아요 ㅋ 편안히 잘 입고 있어요,Free
DXCf4Fix,,24.11.12,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,164,60,66,기본티잖아요 이런 건 색상별로 쟁여둬야 합니다 ㅋ 통통한 편인데 팔뚝이나 살 부각 안되서 좋아요 ㅋ 편안히 잘 입고 있어요,Free
jYuImlD0,상위 5%,24.11.09,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,165,58,66,"상체 66이고 어깨 크고 팔뚝살 큰데 역시 핏되고 딱 맞아요. 이너로 활용도 좋을 것 같아요. 단독으로는 뱃살 빼고 입는 걸로,",Free
EZD8di35,,24.11.06,라이트퍼플,,정사이즈예요,별로예요,화면과 비슷해요,167,50,55,색깔은 기대했던것처럼 이쁘긴 한데 재질이 좀 안좋네여 배송이 너무 느려서 추워지니까 오네여.. 지금 입기엔 좀 추워여,Free
JlVT7k7E,상위 10%,24.10.24,라이트퍼플,,정사이즈예요,보통이에요,화면보다 밝아요,158,46,55,"네이비 색을 작년부터 잘 입고 다녀서 재구매했습니다
색상은 정말 톤다운된 파스텔 연보라색이고 뮤트한 색감이라 겨울가을 찰떡입니다",Free
