아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
0cbCDiBR,,25.01.14,Pink,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,170,55,66,"코디 그대로 입으면 너무 예뻐요!
털 빠짐은 있는데 막 그렇게 거슬리는 정도는 아니구요
갈색 코튼 바지랑 입으면 진짜 잘 어울리고
제가 웜톤이라 핑크 도전 안 하는데 이거는 쿨톤 웜톤 안 가리고 다 잘 어울려요 ㅜ ㅜ!! 쨍하지도 않구요
긴팔원숭이라 팔은 조금 짧아요 ㅎㅎ 어깨 내려입으면 길어지긴 합니당",Free
매추리알,상위 5%,24.12.31,Navy,Free,정사이즈예요,보통이에요,화면과 비슷해요,158,70,77,77사이즈 입는 여성의 찐후기. 다 여리여리하고 마르신 분들 리뷰만 보이길래 걱정하면서 주문했는데 맞긴 맞아요. 체형커버는 1도 안되지만 저런 재질의 니트를 입고싶어서 구매했고 되게 따듯하다는게 장점입니다.,Free
나는솔직함,상위 10%,24.12.18,Beige,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,160,50,44,"앙고라 소재인데 엄청 부들부들합니다! 
맨몸에 입어도 전혀 불편하지 않아요! 
털도 잘 안빠져요! 
핏이 너무 예쁩니당 ㅎㅎ 
저렴한 가격으로 잘 산 것 같아요~!! 
특히 넥 라인이 아주 맘에 들어요",Free
초코버블티,상위 10%,24.12.17,Beige,Free,정사이즈예요,보통이에요,화면보다 어두워요,158,42,44,색상이 밝으면 이뻤을텐데 세번째 사진이 색상 똑같이 보정한거예요. 노랑+연두 느낌입니다. 촉감은 엄청 부드럽고 앞뒤 구분이 힘들어서 앞뒤가 정해져있는지도 의문이고 너무 가오리 핏인게 좀 아쉬워요.,Free
i1QsjcZY,상위 10%,24.12.08,Beige,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,161,58,55,핏 이쁘고 촉감 너무 부들부들해요 ㅎㅎ 색상도 맘에들구요! 살짝루즈핏이라 바람이 통해서 춥긴하겟지만 안에 이너 잘챙겨입고 패딩입으면 딱이예요! 넥라인도 맘에들구 다른컬러도 사고싶네용,Free
yIvLS1Zl,,24.12.07,Beige,Free,정사이즈예요,보통이에요,화면보다 어두워요,,,,생각보다 노란색이 섞여있어요~ 재질은 엄청 부드럽고 포근한 느낌입니다. 다른 흰색 니트랑 비교샷도 한 번 찍어봤으니깐 참고하셔서 사면 좋을 것 같아요. 173cm 기준으로 팔이 약간 짧기는 합니다…ㅎㅎㅎ,Free
gnuoyah,상위 5%,24.12.06,Light Blue,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,161,44,44,"색감 진짜 미쳤어요,,,, 완전 겨울느낌 가득 예쁜 파스텔 소라? 하늘색입니다!! 💙💙 원래 어두운 옷만 입는데 넘 예뻐서... 샀어요 ㅎㅎㅎ 
쿨톤들한테 잘 어울릴 것 같아요 🖤 
부드러워서 맨살에 입어도 괜찮았어용",Free
EDEdFtgO,상위 5%,24.12.02,Pink,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,163,55,66,"두께는 두껍지 않고 얇은감이 있어요!
핏은 촤르르하게 떨어지는데 허리와 손목에 있는 시보리가 짱짱하게 잡아줘서 너무 예쁩니다!
골격이 있는편이라 부해보일까봐 걱정했는데 다행히 부한 느낌은 없었어요! (다만 승모근이 조금 있으신 분은 부해보일 수도 있을것같아요..!) 색감은 딸기우유색인데 앙고라여서 전체적인 느낌은 귀엽고 페미닌합니다!
완전 강추 소라색도 지를려구요ㅎㅎ",Free
Bqzk3Y54,상위 10%,24.12.01,Light Blue,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,164,56,55,옷이 까끌거리지 않아 착용감이 좋았어요. 털이 날린적은 있으나 손으로 뽑으려해도 잘 뽑히지는 않았습니다. 색이 생각한 것처럼 예쁘지만 핏이 부해보이는 경향이 있어 하의 매치를 잘 해주어야할 것 같습니다.,Free
1E8KmHdU,상위 15%,24.11.30,Navy,Free,정사이즈예요,별로예요,화면과 비슷해요,156,42,44,"색은 화면이랑 똑같아요 보들보들함
손목 잡아주는 부분도 꽤 괜찮고 팔 길이도 너무 길면 긴팔원숭이 같을텐데 손목 끝에 딱 떨어져서 안 걷고 다녀도 됨
근데 털이 진짜 잘 빠져요 잡아 뜯는거 말고 가볍게 먼지 떼는 느낌으로 집는 족족 빠지고 이너에도 실밥 미쳤음 돌돌이 한번 하고 입고 다녀야할 거 같네요",Free
YKOmcyM6,상위 5%,24.11.28,Pink,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,164,48,44,"진짜진짜 대만족입니다 인기가 있는데에는 이유가 있네요ㅠㅠ
-핏: 아방한데 아래는 잡아줘서 여리여리한 느낌에 날씬해보이는 효과 짱이에요 넥라인이 살짝 U형태에 조금 넓은 편이라 여자여자합니당
-재질: 진짜 미끄러지듯이 부드럽고 가볍습니다 특히 이런 니트 소매부분 금방 잘 늘어나는데 요거는 확실히 소매를 잘 잡아줘서 저렴한 느낌이 전혀 안나요! 다만 조금 얇은 편이라 아우터 안에 단독으로 입기에는 춥습니댜
-색상: 모델 사진과 똑같고 살짝 톤다운된 딸기우유 색이라 넘 예쁩니다

이 가격에 이퀄리티면 무조건 사요 다른 색상 재구매 의사 있습니다!!",Free
미도비,상위 10%,24.11.26,Pink,Free,,,,,,,"피부가 예민한편이라 혹시라도 소재가 꺼끌꺼끌할까봐 걱정했는데 막상 입어보니 걱정하고는 다르게 보들보들해서 놀랐어요!
소매도 딱 잡아주니 약간 여성스러우면서 귀여운 느낌도 들어서 맘에 들어용ㅎㅎ
색은 사진과 비슷한거같고 개인적으로는 빼서 입는거보다는 넣어서 입는게 더 예쁘게 입을 수 있을거같아요~",Free
몽베베.,상위 30%,24.11.22,Pink,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,157,45,44,"체중에 비해 팔뚝살이 많은데 그부분을 잘 보완해줘서 너무 죠아요! 그리고 스퀘어넥이라 얼굴도 갸름해보이고
짧은 목을 잘 커버해줘서 스트레이트 체형이신 분들께 강추해요!
그리고 색감은 딸기우유에서 바나나우유 두방울 섞은?
약간 따뜻한 웜 핑크에 뮤트한 색감이 살짝 보이는 컬러였어요! ( 빛 받으면 밝은 딸기우유 컬러이고 그늘진 곳에서는 뮤트핑크 같은 컬러로 보였습니다! )",Free
여름이에용,상위 1%,24.11.21,Beige,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,153,55,55,행사있어서 급하게 구매했는데 맘에 들어용 새하얀게 아니라 조끔 아쉽지만 피부톤엔 오히려 흰색보다 더 잘 맞는 것 같습니다 ㅎㅎ 하의로 입은 바지가 거의 흰색이라 색 차이 나는거 잘 보이실 거예요 편하게 트레이닝 바지에 입든 치마에 매치하든 잘 어울렸어요 앞뒤 구분이 잘 안가긴하지만ㅋㅋ 목 부분이 넓어서 오프숄더로도 가능할 것 같아요 짧은 목 커버로 구매했는데 후회 안해요 🤍,Free
