아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
82EnhtJh,,24.01.15,포근보카시-스카이(sky)-M,,생각보다 커요,아주 만족해요,화면과 비슷해요,163,48,44,"제주도 여행 때 입었어요! 완전 두꺼운 재질의 니트는 아니지만, 세탁후에도 보풀이 일어나지 않을 재질이에요 :) 컬러가 톤 다운된 스카이블루색이라 넘 예쁘구요! 
생각보다 팔 길이가 길었지만ㅋㅋㅋ 어차피 오버사이즈 느낌이라 크게 방해되는 스타일은 아니였어요! 
예쁘기 잘 입을게요!",
Ciela,상위 1%,25.01.04,루즈넬-차콜(charcoal)-F,,정사이즈예요,아주 만족해요,화면과 비슷해요,170,65,66,"목파임 정도는 사진에 보이는 그대로에요~ 니트만 입으면 많이 허전해보여서 저는 레이어드해서 입고 다닙니다! 겨울에는 이너가 필수인거같아요! 검정 이너에 받쳐입고, 회색 바지에 연회색 패딩 입어주니 톤온톤 코디로 너무 예쁜 분위기를 연출해줘요,,💓 색상은 확대샷 그대로입니다! 검정바지에 입어도 예쁘고 꾸안꾸로 휘뚜루마뚜루 입고다녀요!",
cYZIG1xd,,25.01.04,포근보카시-스카이(sky)-M,,생각보다 커요,아주 만족해요,화면과 비슷해요,163,54,55,"후기 보고 구매한거라 클줄 알았는데 직접 입어보니 진짜 크긴하네용ㅋㅋ m도 남자 사이즈급이에요! 그래서 큰옷 입었다 싶은데 아방한 느낌 내려면 최대한 하의안에 넣어 입어야겠어용 근데 니트 퀄리티는 넘 좋네용 부드럽고 착용감 넘 좋슴니당,,!",
냔냔치치,상위 5%,25.01.04,포근보카시-퍼플(purple)-M,,생각보다 커요,아주 만족해요,화면과 비슷해요,160,50,44,색을 여러가지로 사용해서 실제로 보면 색깔이 너무 예뻐요... 답답하지도 않고 따뜻해서 자주 입을 것 같습니다 가격대비 질이 너무 기대이상이라 만족스러워서 다른 색깔도 더 사려구요 ㅎㅎ,
2GaUlpQF,상위 30%,24.12.26,포근보카시-카키(khaki)-M,,생각보다 커요,아주 만족해요,화면과 비슷해요,162,54,55,실제색은 두 번째와 거의 흡사합니다! 아니 새 옷에서 어떻게 이런 포근하고도 산뜻한 향이 날 수 있는거죠..🥹 옷이 막 두껍지않아서 부담없이 입을 수 있을 것 같아요! 사이즈도 넉넉하고 목부분도 잘 늘어날 것 같지않은 탄탄한 느낌입니다!!! 또 구매할게요 너무 만족해요!!,
IYQj1Fy8,상위 5%,24.12.24,포근보카시-카키(khaki)-M,,정사이즈예요,아주 만족해요,화면과 비슷해요,167,59,66,"색감은 앞 두 사진이랑 더 비슷해요.쑥떡색? 예쁜 초록색입니당
캐시미어라이크라고 엄청 부들부듷하고 까슬거림 없어요!! 핏도 생각보다 넘 맘에둘어요 다른 색도 사고싶움,,,
빨강니트옆에있으니까 완전 트리색~~
미듐이라고 해서 작지 않고 충분히 넉넉합니당",
Ciela,상위 1%,24.12.21,포근보카시-브라운(brown)-M,,정사이즈예요,아주 만족해요,화면과 비슷해요,170,65,66,"색상은 화면에 보이는 그대로에요! 니트 짜임이 단색으로만 짜여진게 아니고, 여러 톤의 갈색 계열이 섞인거같은데 그래서 더 고급져보여요~! 소매 길이는 사진 보이는 그대로고, 리뷰에 소매가 너무 길다는 후기가 많아서 걱정했는데 저에게는 딱 마음에 들어요(추위를 많이타서 겨울에는 워머처럼 손목 살짝 덮어주는걸 좋아해요). 재질도 까슬한거 전혀없고 두께감도 적당한 오버핏이라 마음에 듭니다. 어깨 선도 약간 내려와있어서 여리해보여요~ 상체 기장은 키 170cm 기준 골반 위쪽 조금 덮습니다! 올 겨울 휘뚜루 마뚜루 템으로 딱이에요!",
토롱,상위 1%,24.12.12,포근보카시-브라운(brown)-M,,생각보다 커요,보통이에요,화면과 비슷해요,157,47,44,실제 색상은 소매 근접샷으로 찍은 사진과 비슷합니다. 안에 목티를 입고 입었는데 예뻐요. 사이즈는 생각보다 펑퍼짐합니다. 빼입기에는 크고 길어서 바지에 살짝 넣어입어야 좋은거 같아요. 그래도 예쁘고 따뜻해서 잘 구매한 옷이라고 생각해요!,
9J1ZGnoi,상위 20%,24.12.08,포근보카시-카키(khaki)-M,,정사이즈예요,보통이에요,화면과 비슷해요,166,53,55,"연말에 크리스마스 느낌내려고 샀는데 카키색 색감이 예뻐요 166cm 53kg인데 아주 잘 맞습니다
오버핏으로 어깨선이 팔부분까지 내려와서 어깨가 좀 있는 분들은 고려하셔야 할 것 같아요",
이상한나라의뮴,상위 5%,24.12.07,포근보카시-카키(khaki)-M,,생각보다 커요,아주 만족해요,화면과 비슷해요,163,58,55,"재질:
엄청 부드럽습니다! 까슬거리지 않아서 단독으로 입어도 괜찮아요.

핏:
두툼해서 엄청 따뜻한데, 어깨빨이 좀 있는지라 날씬해 보이진 않습니다. 그래도 너무 오버사이즈가 아니라 외투 입을때 너무 끼지않고, 너무 타이트하지도 않아서 흰티 받쳐입기 좋네요.

길이는 엉덩이 반쯤 덮어요.

색상:
모델 사진이랑 똑같아요. 웜톤이라 쿨감도는 초록색은 피하고 싶었는데, 딱 제가 원하는 컬러에요! 딱 크리스마스 트리 색상이라 연말 분위기 내기도 좋은거 같아요~",
