아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
정일레이리그로우태의,,24.07.21,네이비 (당일배송),,정사이즈예요,아주 만족해요,화면과 비슷해요,166,65,66,체크 셔츠 너무 사고 싶어서 찾아 보다가 발견 했습니다. 정말 질이 좋구요. ⭐️가격도 너무 착해요. ⭐️정말 저만 알고 싶습니다. 덩치가 커서 오버핏이라고 해서 사도 오버 핏이 아닌 경우가 많더라구요. 하지만 저도 오버핏으로 예쁘게 입을 수 있었습니다.,Free
64qSBsct,,24.06.27,네이비 (당일배송),,생각보다 커요,아주 만족해요,화면과 비슷해요,164,50,44,색감 보정하지 않은 사진입니다! 재질은 탄탄하고 한여름에는 못 입을 두께지만 전 더위를 안타서 나시에 걸치고 다니면 캐주얼하게 잘 입고 다닐 수 있는 옷입니다:) 흰색+남색 조합 아닌 네이비+남색 조합이라 더 빈티지하게 입고 다닐 수 있었습니다~,Free
아놀드,상위 5%,24.06.26,네이비 (당일배송),,정사이즈예요,아주 만족해요,화면과 비슷해요,161,49,55,"일교차 큰 날! 툭 걸치기 너무 좋아요~~!
여러번 세탁했는데 구김이나 변형 전혀 없는 원단이라
너무 편해요!! 손이 진짜 자주 갑니다^^
161인데 엉덩이 라인 다 가려지는 오버사이즈라
걸쳤을 때 더 예쁨:) 
반바지,원피스,청바지 아무데나 걸쳐도 잘 어울려서
코디도 편하고 좋네요!",Free
온지,,24.04.10,네이비 (당일배송),,생각보다 커요,보통이에요,화면과 비슷해요,157,45,44,"허리에 묶어서 스커트 팬츠처럼 연출하려고 샀는데, 생각보다 얇지 않고 재질이 괜찮아서 놀랐어요! 보통 저렴한 가격에 구매하면 찢어질듯 얇은 셔츠가 오곤 하는데, 어느정도 도톰해서 여름에 에어컨 대비 걸쳐입어도 좋을듯 합니다~ 사이즈는 꽤 큰 편인데 오버핏 생각하고 산거라 좋았어요 저는! 색상이랑 체크무늬도 과하지 않고 무난해서 여기저기 매치하기 좋을것 같습니당",Free
5b90sMOf,상위 25%,24.03.29,네이비 (당일배송),,생각보다 커요,아주 만족해요,화면과 비슷해요,156,55,55,아니 제 생각보다 퀄리티가 좋습니다...! 이런 체크셔츠 잘못 사면 엄청 얇고 실밥 풀리는 저퀄리티 오는 경우도 많은데 이 셔츠는 원단 탄탄하고 좋아요 포장 뜯고 약간 놀람! 길이감은 엉덩이 다 덮고 박시하고 아주 좋습니다. 오랜만에 대만족한 소비🫶,Free
QxyAkFaH,,25.01.11,네이비 (당일배송),,정사이즈예요,아주 만족해요,화면과 비슷해요,161,56,55,"별 기대없이 샀는데 너무 만족스러워요. 
가격이 저렴한데도 마감 퀄리티 좋구요.
색상도 너무 밝지도 어둡지도 않아 레이어드하기에 
좋을 것 같습니다!!!
약간 광택감 도는 소재에요. 
완전 추천합니다!",Free
winter,상위 1%,24.12.06,네이비 (기모),,생각보다 커요,아주 만족해요,화면과 비슷해요,,,,"다른 쇼핑몰에선 비슷한 셔츠 비싸게 팔던데 저렴하게 잘 산거 같습니다! 융은 아니고 기모로 살짝 두께감있어요~ 겨울에는 안에 뭘 더 입거나 레이어드용으로 입으려구요ㅎㅎ 
오버핏이라 봄가을에는 외투식으로 입어도 좋을 것 같습니다 
생각보다 퀄리티도 좋은편!!",Free
Reies2p3,상위 5%,24.12.01,네이비 (당일배송),,생각보다 커요,아주 만족해요,화면과 비슷해요,156,52,66,"사진에 필터가 좀 들어가 있어서 색상은 참고하지 말아주세요! 그치만.. 이런 분위기에 잘 어울리는 체크인 것 같아요. 전 진짜 널널한 체크무늬 셔츠를 원했어서 정말정말 만족하고 있습니다!! 사기 전에 단추 부분의 천 디테일이 좋아보여서 샀는데, 역시나 마음에 쏙 듭니다🫶
생각보다 얇지 않았어서 올해 10월까지 잘 입은 것 같아요. 저한텐 넉넉해서 안에 얇은 니트옷(붙는 계열) 입어도 같이 입기에 좋았어요 ㅋㅋ 한참 늦은 리뷰이지만.. 내년에 또 입을 만한 날씨가 돌아오면 애용할 것 같아요💕",Free
8oIHMtO9,상위 5%,24.11.28,네이비 (당일배송),,생각보다 커요,아주 만족해요,화면과 비슷해요,160,58,55,"이거 진자 제 인생 셔츠에여 ㅋㅋ꙼̈ㅋ̆̎
일본여행가서 꾸안꾸로 진짜 잘입엇고 
안에 흰티입고 위에 뙇 걸치고 와이드청바지랑 입으면 진자 개이쁨
재질도 싸구려 ㄴㄴ 탄탄함 리뷰안쓰는데 진짜 다들 사주세요ㅠㅜ 어깡인데 오버핏이라 몸매싹가려줌..",Free
wSAz9heQ,상위 15%,24.11.23,네이비 (당일배송),,생각보다 커요,보통이에요,화면과 비슷해요,156,46,55,"상세사이즈 보고 
남자가 입어도 괜찮을거 같아서
남편과 커플로 입으려고 구입했어요
폴리 소재라 고급진 맛은 없지만^^;
막 입어도 세탁기 돌려도 구김이 없어서 좋아요 ㅋㅋ

아쉬운점은 구매확정후 어깨쪽 튿어짐을 발견했어요..
가격대가 가격대이다보니 
박음질 퀄리티가 아주 좋진 않습니당ㅠㅠ
(그래도 가격에서 다 용서 되네요 ㅋㅋㅋ)

남편은 키175에 평소 105정도 입는데
낙낙하게 잘 맞았어요~
커플템으로 추천드립니다 ㅋㅋ

제주여행 가서 예쁜 사진 많이 남겼어요^^
커플 후기는 없어보여서 자세히 남겨보았습니당",Free
JHQUfAr4,,24.11.04,네이비 (당일배송),,생각보다 커요,보통이에요,화면과 비슷해요,163,69,66,"우산 직배송이라 빠르게 받았구여 ~ 다른건 좋은데요 
아쉬운건 단추 부분이 ..조금 ㅜㅜ 가격만큼같아요!!!
그래더 휘뚜루 마뚜루 잘 입고 다니고 있어요 ~ 색상도 화면 그대로 라서 나름 잘 입고 다니고 있습니다 
예쁘게 잘 입을께욤",Free
eSsTeW6G,상위 10%,24.10.30,네이비 (당일배송),,정사이즈예요,아주 만족해요,화면과 비슷해요,163,56,66,이번에 산 옷 중에 가장 마음에 들어요. 처음엔 기모 처리가 된 걸로 살까 그냥 보통으로 살까 고민하다가 너무 두꺼우면 둔 할 것 같아서 보통으로 샀는데 잘 선택한 것 같아요. 일반 남방처럼 얇지 않고 도톰 해서 라인을 더 잘 잡아주는 것 같아요. 소재가 좋네요.,Free
Jkm6hrXY,상위 5%,24.10.28,네이비 (당일배송),,정사이즈예요,보통이에요,화면과 비슷해요,167,58,66,기모있는 두툼한 원단까진 아니고 아닌 약간 빳빳한 느낌의 두께감 있는 원단이라 더 퀄리티 있어보이고 좋아요! 딱 가을에 걸치기 좋은 두께감이고 겨울에는 니트랑 레이어드 해서 입으면 좋을 것 같습니다 가격대비 200프로 만족합니다!,Free
Q39vm9fh,상위 30%,24.10.23,네이비 (기모),,생각보다 커요,보통이에요,화면과 비슷해요,165,52,55,"동생이 산 체크남방 보고 엄마도 구매하고 싶으셨나봐요.
지그재그 통해 알아보다가 해당 제품을 발견하였고 이제 겨울이니 기모 추가해서 구매했는데… 음…
이거 기모가 들은 게 맞나요…. 뭐 아무것도 없는 것 같은데요… 그리고 생각보다 엄청 크대요! 엄마 체격이 작아서 그런 거 같긴하지만 통통하신 분들도 널널하게 오버핏으로 입을 수 있어 그건 좋은 것 같아요",Free
kK8iRcG0,상위 15%,24.10.22,네이비 (당일배송),,정사이즈예요,아주 만족해요,화면과 비슷해요,159,53,55,"품이 낙낙하고 재질도 적당히 두툼해서 좋아요 
사진은 단추 두개 담궜을때
풀고 허리 위치 (길이감체크) 
팔쭉폈을때고

소매는 길어서 두번정도 접었어요 
맨살에 입기엔 약간 가슬거리는데 
못입을 정도는아니고 
가격대비만족합니다 

핏되는 옷이랑 잘어울리고 
요즘계절에 반팔위에 걸쳐입기도 좋어요",Free
스베,상위 10%,24.10.19,네이비 (당일배송),,정사이즈예요,아주 만족해요,화면과 비슷해요,163,48,44,"핏 너무너무 맘에 들어요 최고 ..
길이도 적당하고 디자인도 넘 예뻐요
반바지 입었을 때 딱 조금 남기고 가리는 정도의 길이를 원했는데 이 셔츠가 딱 그렇습니다 .. 패턴 넘 존예
지금 입기 딱 좋고 겨울에도 레이어드 해서 입으면 이쁠 것 같아요 ~",Free
