아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
lees******,상위 20%,24.11.22,[TT017] 프렌치 코튼 셔츠_화이트,,정사이즈예요,보통이에요,화면과 비슷해요,165.0,48.0,44.0,"교복 블라우스 같은 빳빳함이에요
두껍진 않고 이너 살짝 비치는 정도?
봄가을엔 단독으로 입어도 될 것 같고 추울때는 레이어드 해서 입기 좋아요
어깨넓이 맞았고 바스트가 끼지는 않았어요. 그렇다고 오버핏은 아니고 정말 딱 모든게 기본을 하는 그런 느낌??
실밥이 좀 나와있어요... 가격 대비 생각하면 당연한걸지도,,,",Free
김한량,상위 5%,24.11.05,[TT017] 프렌치 코튼 셔츠_스카이블루,,정사이즈예요,아주 만족해요,화면보다 밝아요,154.0,65.0,66.0,연한파스텔톤에 셔츠가 필요해서 샀는데 색깔이 봄에 입으면 좋은 쨍한 파스텔톤하늘색깔이 왔더라고요..?;; 사이트에 입으신분 색깔이랑 일단 달라요 그래서 저처럼 가을겨울에 입으려고 무드있는 파스텔톤 원하시는분들은 추천드리진않을게요 근데 또 봄에 입으면 진짜 예쁠색깔이라서 반품은 안하고 봄에입으려구요 ㅎㅎ 올린 사진은 진짜 폰기능이 떨어져서 제눈으로 보는 색깔보다 연하고 덜 쨍해요 라이트블루는 봄이나 초여름 색깔로는 진짜 베스트니까 참고하셔서 저처럼 이번가을에 입으려다가 내년 봄에 입는 사람이 되지마세요 그래도 재질이나 천 이런것들은 좋아요 솔직리뷰 끝,Free
yaUXJkap,,24.01.08,[TT017] 프렌치 코튼 셔츠_로얄블루,,정사이즈예요,아주 만족해요,화면과 비슷해요,162.0,58.0,66.0,어깡이 등장이요~! 후기 보면서 반신반의 하면서 샀는데 웬걸 색깔이랑 핏 두마리 토끼 다 잡음 ~! 솔직히 제가 남들보다 어깨가 많이 넓은 편이라 팔쪽 끼는 건 어쩔 수 없다고 생각하는데 그래도 다른 애매한 어깨선 있는 옷보단 훨 나은 것 같아요 그리고 조끼랑 레이어드 하니까 존예탱 ㅠㅠ 흰색 또 사러 가야즹,Free
MJY2mKvX,,23.12.22,화이트,Free,정사이즈예요,보통이에요,화면과 비슷해요,,,,셔츠 끝 부분 마감 처리가 조금 아쉽네요... 실밥 뜯으려고 하면 아예 쫙 뜯겨버려요ㅜㅜ 그래도 저기 말고 다른 곳은 다 괜찮아요...! 배송도 빨랐고 셔츠는 아무래도 기본템이다 보니 자주 입고 다니는 것 같아요,Free
blac******,상위 10%,23.10.20,화이트,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,158.0,50.0,55.0,"키 158/몸무게 50~51
(어깨 딱맞고, 제가 좋아하는 정핏이에요. 오버핏 아니라서 너무 좋아용)

와 선생님 일단 너무 감사합니다.
이렇게 좋은 제품을 좋은 가격에 판매해주시다니 푸퓨푸

저 다음주 인턴 첫출근이라 부랴부랴 후기보고 구매한건데
미쳤어요.
저 다른색도 지금 추가 주문할거에요ㅠㅠ♡♡♡

선생님 앞으로 제 출근룩은 여기서 살거에요
사랑합니다",Free
qOIEsm8i,상위 10%,22.11.22,로얄블루,Free,정사이즈예요,보통이에요,화면과 비슷해요,169.0,65.0,66.0,"핏이... 음 완전 헐렁한 것도 아닌데 그렇다고 붙는 것도 아닌 애매한 핏이라, 키도 크고 통통해서 전체적으로 덩치가 큰 저에게는 자칫하면 부해보입니다
바지 안에 넣어서 허리라인을 살리면 그나마 덜 부해보이는데... 팔을 들었을 때랑 차렷하고 있을 때가 핏 차이가 많이 나네용ㅠ.ㅠ 손을 들고 다녀야겠어요...
그치만 색감이 정말 미쳤습니다! 사진 속 그대로의 색감/// 완전 쨍해서 잘못하면 안 어울릴 수도 있을 것 같고 코디하기 전에 생각을 좀 해봐야겠어요ㅎㅎ",Free
구르릉,상위 25%,22.09.25,로얄블루,Free,정사이즈예요,별로예요,화면과 비슷해요,163.0,50.0,55.0,"상의44에서 44반이에요 바스트가 없는편이구요
 밥응 옹신먹어도 넉넉한셔츠에요 

162-3/51-3 참고하세요 

리뷰 쓰려고 옷 입어볼때 이염확인해서 
퀄리티 별빼요.. 직진이라 배송빠르고 색감 예뻐요
이미 배송만 받고 확정 누른거라 뭐 교환도 안될거 같은데 ..
가격대비 옷만 멀쩡한 제품이였다면 
만족도 높은 셔츠에요 잠깐 품절났던데 이유를 알겠더라구요",Free
qgHSIIMj,,22.09.20,화이트,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,162.0,47.0,44.0,"흰 셔츠에 검정색 슬랙스는 말해뭐해잖아요
단독으로 입어도 좋고 레이어드 하기도 딱 좋은 듯 해요 
내가 팔이 긴가...? 라는 생각이 들 정도로 팔이 아슬아슬 했어요 
다른 색도 사고싶어요!!!",Free
8PN0jhrn,,22.08.03,핑크,Free,생각보다 커요,보통이에요,화면과 비슷해요,155.0,43.0,44.0,키 154 몸무게 43 좁은 어께 높은 가슴 각지게 딱 떨어지는 셔츠라 출근용으로 입기 딱좋아요 색감 완전 이뻐서 봄브라이트 봄비비디 추천 합니다 실밥 정리가 안되있는게 조금 아쉽네요,Free
Hbuepvjf,,22.06.28,핑크,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,161.0,51.0,44.0,"지금 입기엔 덥지만 늦봄에서 초여름..?까지는 가능할 거 같아요! 
교복 셔츠처럼 조금 탄탄?한 재질을 원했는데 딱 그 재질이라 마음에 들었어요🫧💗 
날이 다시 추워지면 다른 색상으로 살 의향이 있습니당
색깔은 흰끼가 많이 도는 핑크는 아니구요! 
약간의 회끼가 들어간 핑크입니다! 
여름뮤트인 제가 입으니까 밝아보이고 좋았습니다!",Free
