아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
7ds3paTk,상위 5%,24.08.14,그레이,F,정사이즈예요,아주 만족해요,화면과 비슷해요,160.0,50,44,"원마일웨어로 대충 걸쳐입으려고 구매한 37세 아줌마입니다 아줌마로서 보니까 이 가격에 이 정도면 괜찮고 특히 색감이 데일리하게 입기 너무 잘 뽑으신거 같아요. 그런데 셔츠 깃이나 소맷단에 박음질이 안들어 가서 세탁할 때 꼭 냉수에 옷 안쫄아드는 세제로 빠셔야 셔츠가 변형이 없으실거 같아요
작게나마 도움이 되믄 좋겠다는 마음으로 올립니다
많이 팔릴만한 이유는 분명히 있는 제품이네요
너무 정핏도 아니고 오버핏도 아니여서 무난하게 누구나 어울릴 법한 제품이예요
그리고 이렇게 그레이나 베이지류같은 색감은 기본 색감이여서 아무 옷에나 매칭이 쉬울거 같아 좋습니다
이상 고나리질 플러스 감사였습니다",F
cScSflxU,상위 5%,24.06.28,그레이,L,생각보다 커요,아주 만족해요,화면과 비슷해요,160.0,68,66,그레이라기 보단 브라운에 가깝다고 생각해요!! 약간 빈티지한 느낌도 나고 예뻐요. 재질이 개 얇고 후들후들해서 잠옷으로 입고 싶은 느낌... 걍 사랑함.. 여름에 이거 하나만 입어도 되고 안에 나시에 같이 입어도 굿굿. 블루와 비교했을 땐 저런 색이에요 참고하시길!,L
zuetLMQs,,24.05.15,이미지컬러,F,정사이즈예요,보통이에요,화면과 비슷해요,158.0,44,44,원하는 하늘하늘 여리여리한 하늘색 스트라이프 셔츠였어요! 아침 저녁으로 쌀쌀한 간절기에 입기 좋았고 엄청 부드러운 재질보다는 살짝 까슬거리는 느낌이 좋아서 데일리로 자주 입는 중이에요:),F
oue8uZBE,,24.04.30,이미지컬러,F,정사이즈예요,아주 만족해요,화면보다 밝아요,161.0,60,55,"161/57/어깨 넓고 흉통 큰 체형
사이즈 잘 맞음

👍👍👍이 가격에 이 디테일??? 바로 사세요
1. 흐느적거리지 않으면서 편안하고 가벼운 재질
2. 단추와 소매의 마감, 디테일에 감동💕🫶
3. 옆에 달린 단추로 스타일 변경, 잠옷 위에 바로 걸쳤는데도 느껴지는 슬릭함

👎 안 살 이유…? 흠….일반적으로 사람들이 주로 즐겨입는 깨끗한 흰 바탕에 선명한 파랑이 아님. 노란빛이 한방울 섞여있고, 그래서 잘 못 입으면 살짝 옷장에서 발견한 아빠의 오래된 셔츠? 느낌이 남. 근데 그 느낌 그대로 개성으로 소화하는 것도 나쁘지 않고 유니크하다고 봄.

주의‼️ 사진보다는 조금 더 환하고 일반 흰 셔츠보단 노란 기운의 색. 참고하세용🤗",F
VdPSr8Rc,,24.04.15,이미지컬러,F,정사이즈예요,보통이에요,화면과 비슷해요,165.0,59,66,옆에 단추로 스타일 바꿀 수 있어서 좋아요 앞에 단추 디테일도요! 무난무난 하게 입기 좋습니다:) 저는 항상 셔츠 입으면 부해보이거나 뚱뚱해보여서 어깨 라인을 신경쓰는 편인데 이건 촤르르 떨어지는 핏이라서 부해보이지도 않아요 길이도 엉덩이 딱 아래라서 오버핏 에 가까운거 같아요 톤은 은근 차분한 파랑!,F
8Cyn7qab,상위 5%,24.03.19,이미지컬러,F,정사이즈예요,아주 만족해요,화면과 비슷해요,161.0,50,44,"이가격에 이퀄리티..,, 한국에서 찾기힘든 가성비 셔츠입니다 얇고 살짝 비침있어요! 바스락거리는 매끈한 소재가 아니라 바람도 잘 통해서 여름에 걸치기 좋을듯한 소재예용 마감도 괜찮고 등부분,소매부분 핀턱디테일 잡혀있어서 핏도 이뻐요",F
qprnVD2P,,24.03.10,이미지컬러,F,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"가격 대비로 질이 아주 좋아 놀랐어요. 
아주 싼 셔츠 특유의 단추를 싫어하는데 단추도 그런 느낌이 아니라 좋았어요. 
참고로 사진 속 단추는 가슴 쪽 주머니 안 단추이고, 주머니에 단추 구멍이 나 있어요. 
핏은 아주 오버핏을 생각했는데 조금 애매해요. 길이가 그렇게 길지 않은데 암홀이 커요. 
가격대비 아주 만족입니다.",F
똥똥,상위 5%,24.12.13,그레이,F,정사이즈예요,아주 만족해요,화면과 비슷해요,164.0,62,66,"🫶🏻체형: 하체비만
🫶🏻핏: 조금 두꺼운 히트택 입고 셔츠 입었는데 실제로 볼때는 부해보이거나 작은 느낌 전혀 없음
🫶🏻색상: 약간 브라운 느낌(리뷰에서 보고 가을웜톤인 저는 바로 구매 달렸습미다)
🫶🏻길이: 164 기준 엉덩이 딱 가려주는 정도
🫶🏻착용감: ㅇㅓㅇ어ㅇ엄청 얇아서 여름 셔츠인데 겨울에 구매한 1인.. 히트택 입고 셔츠 입었는데 불편한 감이 하나도 없어요!
겨울인데도 넘 잘입을 것 같고 옆 단추 잠그고 입는 것도 핏이 괜찮아서 저는 가격 대비 대만족입니다! 
니트랑 같이 입어도 예쁠듯한? 저는 니트랑도 같이 코디 해줄거에요😽 

암튼 통통걸들 얼른 구매 달리세요! 주변 지인들한테도 추천하러 갑니다👍🏻",F
ey._oh2,상위 5%,24.12.03,이미지컬러,F,정사이즈예요,아주 만족해요,화면과 비슷해요,161.0,49,55,"얇아요 진짜 얇아요 후들후들한 재질에 가벼운 입은듯 안입은듯 진짜 얇습니다

단독은 절대불가능이고 살안타템으로 햇빛 막아줄수 있을 것 같아요 가볍고 하니까 살 보여주기 싫을 때 생한여름에도 입을 수 있을 것 같구요

해를 잘 막아주냐 물어보면 시스루 재질이라 타는 걸 다 막을 수는 없을 것 같고 저는 나시만 입기 좀 부끄러울 때 편하게 입고다니려구요 부피차지를 하나도 안해서 작은 가방에도 넣고 다닐 수 있을 것 같고
옷 자체가 쭈글한 매력이라 오히려 막 들고다니기엔 더 좋을듯합니다",F
TetFi0SQ,,24.11.29,그레이,F,정사이즈예요,아주 만족해요,화면과 비슷해요,171.0,60,66,"별 기대 안하고 샀는데, 셔츠가 주머니 양사이드에 단추도 있고, 단추 마감도 깔끔하더라구여, 긴팔 원숭인데 팔길이도 딱 좋습니다, 이 마켓에 같이 산 가디건 안에 입었는데 , 구김은 생각보다 심하지 않았어요 강추!!!!",F
YQyJSRLn,상위 5%,24.11.11,이미지컬러,F,정사이즈예요,아주 만족해요,화면과 비슷해요,167.0,51,55,"작년부터 고민하다가 구매했는데 왜 고민했나싶네용😭😭 휴가가서도 입기 좋았고 평소에도 아무코디에나 걸치기 좋아요!!
살안템인만큼 조금 비쳐서 이너 잘 입어줘야해요!
그리고 구김이 크지 않아서 세탁후에도 털어서 말리면 괜찮아요",F
unVODDuu,상위 20%,23.09.12,이미지컬러,F,정사이즈예요,아주 만족해요,화면과 비슷해요,162.0,60,55,"저는 상체는 살이 없는 편이지만 가슴이 있는편이고 하체에 살이 몰려있는 체형이에요 모델처럼 조금 루즈하게 떨어지는 핏을 원했고 결과는 만족 입니다 적당한 루즈핏으로 오히려 여리여리 날씬해 보이는게 남자친구도 보자마자 이쁘다고 칭찬해주더라고요 가슴이 있으면 루즈핏이 과할 때 오히려 부해보여서 원하는 핏과는 거리가 먼 경우가 많은데 소재감부터 전체적인 핏감이 딱 여리여리하네요 지금 입기 너무너무 좋고 조금 더 쌀쌀해지면 안에 티셔츠 하나 입어주면 될 것 같아요 그냥 착용했을 때 보다 소매 걷어서 입는게 지인짜 이쁩니다 비침도 거의 없어서 안에 코랄색 속옷 입고 그냥 셔츠만 입었는데 비침없었어요 가볍게 그리고 무드있게 입기 좋습니다 이 가격에 이 핏, 디자인 정말 만족해요 ㅎㅎ 다음에 또 이용할게요 올 초가을 최애템 될 듯!!!",F
Xk0U6Aqm,,23.09.01,이미지컬러,F,정사이즈예요,아주 만족해요,화면과 비슷해요,162.0,55,55,"페이지 사진만으로는 두께가 가늠이 안되는데
아쥬 살짝 살이 비칠 정도라서 요새 입기 딱 좋아요
색감도 마음에 들고 싸게 잘 산듯요!!!
근데 왼쪽 옆구리에 뜬금없이 달려있는 단추는 뭘까염",F
elLNs87P,,24.10.14,이미지컬러,L,정사이즈예요,아주 만족해요,화면과 비슷해요,158.0,56,55,"후들후들하고 얇은소재라서 여름철 실내나 늦여름 아침저녁으로 입을 수 있음
줄어들거 생각하고 큰거 샀는데 만족. 세탁하면 살짝 줄어듦은 있는데 크진 않은듯?
주름이 잘 잡히긴 한데 스트라이프 패텀 때문에 주름이 거슬리진 않는ㄴ편",L
tpla58hx,상위 10%,24.10.12,이미지컬러,F,정사이즈예요,아주 만족해요,화면과 비슷해요,164.0,53,55,"겨울쿨톤/ 스트레이트 체형입니다 
퍼스널 컬러와는 안 맞지만 편하게 입으려고 구매했어요
164/ 53이고 상체가 골격 있고 튼튼한 편이에요 그래서 좀 더 큰 거 살걸 후회했어요 근데 가격에 비해 아주 괜찮은 선택이었던 것 같아요",F
y950*,상위 5%,24.10.07,이미지컬러,F,정사이즈예요,보통이에요,화면과 비슷해요,161.0,49,55,"막 오버핏이 아니라서 데일리하게 입기좋네요
블라우스처럼 입어도 좋은 거 같고
아우터로 활용하기도 괜찮아보여요.
연한블루 느낌의 스트라이프도 넘 예쁘네요.
소재가 빳빳하지않고 유연해서 좋습니다.
바스락거리는 소재가 안어울리는데 이건 괜찮네요.
팔뚝도 크지않고 길이감만 있어서 좋아요.",F
예냥이,상위 5%,24.10.01,이미지컬러,F,정사이즈예요,아주 만족해요,화면과 비슷해요,162.0,56,55,"와,,이걸 여름에 안 사고 이제 사다니; 인기 많은 이유를 알겠네요. 일단 바람에 흩날리는 실루엣이 너무 예뻐요. 단추 디테일도 있어서 두 가지 핏으로 연출할 수 있는 것도 장점이고, 시원한 소재에 무늬도 옅어서 레이어드하기 쉬운 것도 장점이네요 🥺💗 연보라, 핑크 등등 깔별로 나왔으면 좋겠어요! 교복템이 될 거 같습니다 ㅋㅋㅋ감쟈해요",F
dnwmmm,상위 20%,24.09.22,이미지컬러,F,정사이즈예요,아주 만족해요,화면과 비슷해요,158.0,48,55,사진보다 좀 더 하늘하늘한 색감이에요! 요즘 이것만 입고 다니는 중.. 너무 맘에 들어서 그레이도 하나 더 구매했어요 저렴한데 퀄리티도 좋고 시원한 잠옷 같은 재질이라 더 만족.. 고민할 필요 없습니다 이거 제 말을 들으셔야 돼요,F
