아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
4krtM50f,,24.04.19,스카이블루,FREE,생각보다 커요,보통이에요,화면과 비슷해요,158.0,47,44,"158/47 기준 오버핏으로 잘 맞았습니다. 단독으로 입어보진 않았는데 좀 커서.. 단독으론 못입을 것 같기도 하네여..
사진처럼 여름에 나시랑 같이 입어줘도 좋을 것 같구 흰티 받쳐 입어도 좋을 것 같아유
코튼 소재에 비하면 정말 링클프리지만, 제가 기대했던 링클프리 소재보다는 좀 덜 찰랑찰랑 거리고 약간의 주름이 잡히는 듯해욤,, 다림질 하면 증말 쫙쫙 펴져서 더 예뻐여 ㅎㅎ
색감이 청량하니 예뻐서 봄여름에 입기 딱 좋습니다
한 가지 문제가 있다면 ,,, 제 옷만 그랬는진 모르겠지만 단추구멍 마감이 구려서... 단추 잠궜다가 풀고 싶은데 자꾸 실에 걸려서 단추가 잘 안 빠져요.. 별거 아닌 문제긴 한데 매번 걸리니 짜증이 확.. 솟구칠 때가 있었습니닼... 이점 주의하시면 좋은 소비하실 수 있을 것 같아요",Free
f2az6U8w,상위 20%,24.06.03,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158.0,51,55,"너무 오버핏 셔츠는 별로 안 좋아하는데 키 158 기준 적당한 기장감에 딱 예쁜 핏이에요!
여름에도 긴팔을 자주 입어서 나시 위에 걸쳐 입으려고 구매했는데 바스락 거리고 몸에 안 감기는 시원한 소재라 구김도 덜하고 잘 입어질 것 같아요 :)",Free
been*****,상위 30%,24.05.10,스카이블루,FREE,정사이즈예요,보통이에요,화면과 비슷해요,155.0,45,44,"하늘색 셔츠가 사고싶었는데 흔한건 싫어서 스트라이프로 샀고 만족합니다! 링클프리라서 더 좋아요
근데 단추 잠구는 부분 마감이 잘 안돼있어서 단추 풀때 좀 짜증난다는 말 공감됩니다..😅 그래도 시원하고 여름에 햇빛 가리는용으로 잘 입을거같아요~!",Free
SpVMt3WJ,,24.04.23,베이비핑크,FREE,정사이즈예요,보통이에요,화면과 비슷해요,152.0,40,44,"매끈매끈한 소재로 구김이잘안갈것같아 좋아요
색감도 선명하지않은 파스텔핑크톤이라 맘에들고
사이즈도 적당히넉넉해서 좋네요
카라가 각잡혀서있어서 좀눌러서모양잡아줘야할것같아요
그리고 실밥은좀많아서 정리해줘야합니당
그래도 전반적으로 강추!",Free
Yuxi8vFx,상위 10%,24.03.27,스카이블루,FREE,작아요,아주 만족해요,화면과 비슷해요,168.0,65,66,"1. 소재
링클프리 중에서도 빤딱빤딱한 소재입니당 찰랑이나 보들아니에영 바스락느낌! 소재는 아주 맘에듭니동 굿굿

2. 사이즈
168기준 모델분처럼 엉덩이 덮는기장 절대 아닙니당 첨에 입어보고 짧아서 놀랬어요 품은 엄청 넉넉한 남친핏도 아니고 정직핏도 아니고 그 중간 어디쯤이에영 그치만 넣입하실거라면 짧아서 배안나와보이고 좋슴둥 

3. 컬러
쌍큼하구 좋슴다 여름여름해영",Free
kimponyo,상위 5%,24.12.05,베이비핑크,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,157.0,51,55,여름에 나시티나 반팔에 휘뚜루마뚜루 잘 걸쳐입었어요! 다른 셔츠에 비해 훨씬 주름이 덜 가는 소재라 다림질 조금만 해도 금방 주름 사라져서 좋았어요 지금은 겨울이지만 안에 목폴라 입으면 충분히 입을 수 있을 거 같아요!,Free
또혀나,탑리뷰어,24.11.06,블루그레이,FREE,생각보다 커요,보통이에요,화면과 비슷해요,160.0,54,55,"솔직히 포장 뜯고 옷 봤을때 맨 밑 하단에 일직선으로 바르게 재봉되지 않고 휘어지게 재봉되고 겨드랑이 부분에 사진처럼 이상하게 실밥처리 되어있는게 좀 별로였어요. 직진배송으로 받아서 빨리 받은건 좋았는데 옷 자체 마감이 영.. 엉성했던..^^.. 색상은 비교적 일반 블루랑 비교 했을 때 차분한 블루색입니다! 저한테 핏이 크긴 한데 단톡으로 입어도 예쁘고 바지 안에 입었는데 만족해서 좋게 남겨요ㅋㅋㅎ 참고로 구김도 별로 없는듯?
근데 가격이 3만원대라 약간 납득이 힘듬.. 차라리 2만원 중반대까지의 가격대 였으면 합리적이였을듯?",Free
okps*,상위 20%,24.10.09,(썸머)소라,FREE,정사이즈예요,보통이에요,화면과 비슷해요,163.0,45,44,"입다보니 보푸래기가 금방 생기긴했지만, 그거 빼곤 단점이 1도 없는 정말 착한녀석... 요셔츠 하나로 다른 제품들 구경하게 될정도로 괜찮았어요.
진짜 다른 셔츠 다 비교해봤는데, 카라깃, 적당한 스트라이프와 컬러배색, 뒷판 잡힌거, 버튼 모두 퀄 좋았어요.
민소매입고 아우터로도 굿이었고, 요거 단품으로 입어도 예뻤어요! 특히 아우터로 입을때 너무 예쁘고 살안타템으로도 최고였어요 ㅎㅎ 계곡갈때 걸쳤는데 청량걸 그잡채
내년에 아더컬러 구매하러 올게요 >_<",Free
s6yv******,상위 20%,24.10.06,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163.0,69,66,적당히 넉넉해서 활동성이 좋으나 다 잠궈서 단정하게 입기보단 오픈해서 스포티하게 루즈하게 연출하는게 더 이쁩니다! 모델처럼 정갈한 느낌은 안나네요. 낮엔 더워서 들고다녔는데 구김이 잘 가지않아서 관리하기가 편해요!,Free
4lvs7rYg,,24.10.02,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"단독으로 입어도 이쁘고, 가디건이나 니트랑 레이어드해서 입어도 이뻐요! 여름에는 안에 나시입고 가볍게 걸치기도 가능할 것 같아요 옷 하나로 여러가지 스타일링 가능해서 추천합니당 ㅎㅎ
색감은 연한 핑크로 여쿨이나 봄웜한테 찰떡인 색이에요!!",Free
zWD8djju,상위 10%,24.09.29,블루그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160.0,47,55,"만족스러워요!!

살짝 시원한 소재인데 스트라이프 패턴도 예쁘고 카라부분 박음질도 잘 되어있어요
소매에 커프스 디테일도 마음에 들어요
제 체형에 딱 적당히 오버한 스탠다드핏으로 잘 맞았어요
추천합니다!!",Free
chas******,상위 15%,24.09.19,베이비핑크,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,160.0,43,44,"진짜 캐.많이 입엇어요 분홍색 색감이 너무 맘에 들어요 여름엔 실내에서 걸치기 좋고 가을까지도 잘 입을 것 같아요 반바지 슬랙스 청바지 다 어울려서 ㄹㅇ 휘뚤마뚤템,, 추리닝도 어울릴 것 같아요 회색에 딱 어울리는 연한 색감.. ♡ 너무 잘 입고 다닙니당 짱~~",Free
션셔니,상위 5%,24.09.07,베이비핑크,FREE,정사이즈예요,보통이에요,화면과 비슷해요,168.0,53,55,"후들후들 ㅎㅎㅎ 지금 날씨에 입기 딱 좋아여 ㅎㅎㅎ 
근데 생각보다 좀 많이 얇은거 같아요 안에 검정속옷입으면 좀 비치더하구요! 
그래도 디자인이나 핏이 너무 이뻐서 잘 입구 다닐꺼같아요",Free
옷장무너지기3초전,,24.08.22,스카이블루,FREE,정사이즈예요,보통이에요,화면과 비슷해요,164.0,53,55,"길이는 165기준 엉덩이 쯤까지인거 같고 다 덮지는 않아요~ 품이 넓다고 해야하나? 품은 넉넉하구요! 이거 빳빳하고 구김에 강한데 시원한 소재라서 맘에
들어요~ 잠구고 입어보진 않았는데 세탁하고 잠그고 입어도 이쁘면 흰색도 사려구요

*세탁했는데도 왕멀쩡하고 안다려도 돼요!!!다 잠그고 입고 팔 걷어서 연출했을 때 사람들이 이쁘다고 물어봤어용!",Free
하지,상위 5%,24.08.19,(썸머)소라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158.0,57,66,"요즘 햇빛이 너무 쎄서 살안타템으로 구매했어요
일단 가격이 저렴하니 퀄리티 기대를 별로 안했는데 퀄리티 상당히 괜찮아요!! 
특히 카라 부분이 저렴해보이지 않아요 너무 흐물텅거리지 않고 박음질이 되어있어서 모양 잘 잡혀요
키가 작아서 길이가 긴 오버핏 입으면 너무 짧아보이는데, 이 옷은 엉덩이 윗선 정도까지? 오고 가로로는 통이 넓어서 예쁜 오버핏이에요 

면이 너무 얇진 않아서 솔직히 지금 입기엔 더운데 오히려 너무 얇은것보단 입을 수 있는 기간이 더 많을거같아서 괜찮아요
세탁해도 구김 별로 없고 평소에나 여행에서나 다 잘 어울려요~~ 특히 청량한 느낌 내고싶을 때 최고!!",Free
재유헹,,24.08.07,소라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,173.0,63,55,"재질 개굳..구매할 때 너무 아빠셔츠같을까봐 걱정했는데 진심 단추 푼 핏이 이뻐서 그 느낌이 상쇄됨 이거지연;; 근데 솔직히 디쟌때문에 안 날수가 없음 그거 감안해야되기는 무슨 걍 무시하고도 이쁨 깃 모양이 다햇다

사이즈는 솔직히 완전 정핏,, 약간 어깨선 넘을랑 말랑 함 
어깨 넒으면 이거 참고해서 구매하세용

그리고 남방느낌으로 입는 게,,최고임 정핏도 ㄱㅊ은 편
흰색 바지랑 입으면 고트함 셔츠 맨날 여기서 사야지 번성하세요,,",Free
IbEdRiLk,상위 15%,24.08.03,스카이블루,FREE,생각보다 커요,아주 만족해요,화면보다 어두워요,161.0,54,55,"베이비핑크에 올튐이 있어서 통한의 시간을 지낸 후... 넘나 잘 입어졌기 때문에 스카이블루 주문! 이번엔 실밥도 거의 정리할 거 없이 깔끔하게 왔고 현재까지 올튄것도 발견된 바 없습니다.
다만 색상이 생각한 것보다 쨍한 블루 스트라이프라 핑크보다 오히려 덜 무난한 느낌...? 웜톤인 저에게는 조금 어려운 색상이라 그냥 새 화이트팬츠(?) 샀어요ㅋㅋ
원단컷보다 실제로는 좀더 쨍하게 보여요 ㅇㅇ",Free
IbEdRiLk,상위 15%,24.08.03,베이비핑크,FREE,생각보다 커요,별로예요,화면과 비슷해요,161.0,54,55,입으려고 보니까 실밥이 실밥이... 정리하느라 살짝 짜증났었는데 정리다하고 보니 가슴팍에 올이 하나가 튀었지 뭐에요...? 원단 직조 과정에서 그랬었나본데 잘라 낼수도 없고... 직진으로 산거라 반품교환 너무 번거로워서 못본셈 치기로 했는데 옷이 마음에 들었어서 2배로 빡치는..ㅠㅠ 근데 이뻐서 결국 스카이블루도 샀어요.,Free
dnso****,상위 25%,24.07.25,베이비핑크,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,152.0,50,55,"핑크색인데 스트라이프로 되어있어 많이 부담스럽지 않고 예쁘네요! 원단도 살에 닿았을때 시원해서, 긴팔이어도 여름에 입어도 괜찮을것 같아요! 단추 박음질이나 실밥 마무리도 깔끔해서 만족합니다🍓🍰",Free
wMrssryD,,24.04.18,베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,168.0,56,55,"배송은 좀 걸렸지만 너무 예뻐요
완전 화사한 핑크 ! 소재도 뭔가 찰랑거리는데 단단한? 그런느낌이에요 오자마자 찍은거라 구김이 있는데 심하진 않아요 냄새도 안나고 살짝 다려 입으면 너무 예쁠 것 같아요~~사이즈도 오버핏보다는 정사이즈? 팔부분도 딱 맞아요 길게 손등을 덮는 느낌은 아니에요
봄에 벚꽃보러갈때 입으면 찰떡일듯 !",Free
NDcvMeVP,,24.11.09,블루그레이,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,159.0,47,44,"핑크 샀다가 너무 이뻐서 블루 그레이까지 산,, 애플 매장에 갔다가 셔츠 너무 이쁘다구 직원분께서 정보 얻어가셨어요!! 너무 이뻐요 색감두 제가 원한 색감이구, 이쁜 오버핏입니다!",Free
Ci0Rkcl1,상위 30%,24.11.06,베이비핑크,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,162.0,59,55,"아우터로 입기 좋아요
엄청 편하고 재질이 탄탄해요
색은 생각보다 밝았어요
다른 색 구매하고싶을만큼 만족합니다
특히 여쿨한테 추천하고싶어요",Free
yoh2***,상위 5%,24.06.23,(썸머)소라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163.0,55,55,"첨에 받아보고 아 별론가? 싶었는데 입어보니 진짜 이쀼네요.. 여행가서 나시탑 입구 위에 걸쳤더니 많이 덥지도 않고 시원하게 입었어요!! 배송도 칼 배송이라 여행 일정에 맞게 입을슈 있었네요ㅎ
가격이 좀 나가는거 같아도 이유가 있네요💙 최고!!",Free
uFz8deyb,,24.08.26,블루그레이,FREE,정사이즈예요,보통이에요,화면과 비슷해요,164.0,54,44,"옷 마감이나 질은 좋아요 그런데 안에
 이런식으로 오염이 있네요.. 첫번째 사진은 안쪽이고 두번째 사진은 바깥쪽에서 찍은 사진 입니다..
 이미 구매확정 눌러버려서 교환도 못 하고..
다음에 구매할 때는 검수 잘 해주셨으면 좋겠습니다",Free
83eF9BTP,,24.07.17,(썸머)소라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163.0,57,66,"우선 직진배송 대박입니다..👍👍ㅎㅎ 
아침에 주문했는데 밤에 오는 클라스 쿠팡보다 더 빨라요..
휴가때 시원하게 입으려고 주문했는데, 비침 적당하고 구김 잘 안가서 좋아요. 세탁 한 후 모습이에요.",Free
XEDwnDLA,,24.07.15,(반팔)베이비핑크,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,168.0,60,66,색이 진짜 예뻐요! 어깨 넓은 체격인데 반팔부분 살짝 접으니까 여리여리해 보여서 그게 제일 맘에 듭니다...! 재질도 혹시나 잠옷같지는 않을까 엄청 고민했는데 실물이 훨예쁘네유 ㅎㅎ 바스락거리고 약간 광택나서 깔끔하게 입기 좋아요! 주름도 잘 안지는 재질이라 굿입니다.,Free
미로미,상위 20%,24.07.14,(반팔)소라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,167.0,53,55,"역시 스트라이프 셔츠는 최고에요.. 포멀하면서 여리한게 출근룩으로 딱입니다! 약간 따뜻한 하늘색인데 우유탄듯한 색감이라 퍼컬 봄여름 나오시는 분들 진짜 찰떡일거같아요. 저는 갈웜에 요새 좀 타기도 해서 약간 톤그로같긴 하지만 핏이 이뻐서 무시하고 맨날 입슴다 😄 소매 롤업하면 팔뚝 소멸이에여 롤업 안해도 소매 넓어서 여리여리해보입니다!! 요즘 넘 더워서 단독으로 입고다니는데 조금만 시원해지면 반팔에 레이어드해도 넘 이쁠거같아요,,👍🏻 기장도 딱 마음에 들어요!",Free
zVWMKu2E,,24.07.14,(반팔)소라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,166.0,62,66,"소라색상이 생각했던 것처럼 여리여리한 색이라 여름이랑 너무 잘 어울리는 색이에요!
나시 위에 걸쳐입으려고 샀는데 딱 만족스런 핏입니다!
다른 색상이나 긴팔도 가을 되면 사고 싶을 정도!!!
마감은 살짝 아쉽지만 실밥은 자르면 되니까 괜춘할듯요",Free
