아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
mVQvlDGb,,24.07.11,블랙,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,165.0,55.0,66,예쁘게 잘입고 놀러갔다왔습니다~ 디자인이 마음에 드네요! 색상은 화면과 동일하다고 보면 될 것 같습니다 입었을때 제가 165인데 엉덩이까지 덮는 기장이라 꽤 길었는데 오히려 넉넉하게 입기 좋구요 착용감은 가격에 맞는 소재라 딱 그정도로 좋다고 생각하시면 될 것 같아요!! 그리고 이 옷 입고 성북구 책보냥 갔다왔는데 같은 옷 입으신 분 만나서 신기했어요 ㅋㅋㅋ배송 빨라서 너무 좋았어요!!🫶🫶,Free
N5lplUeC,,24.06.09,블루,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"베이델리 그 스웨트팬츠로 입문했는데 이집 셔츠도 맛집이네요,,색감 빈티지 하고 너무 예뻐요ㅠㅠㅜ167인데 잘짝 넉넉하게 예쁘게 입을 수 있어요 완전 오버핏이 아니어서 저는 더 좋아요!! 재질 탄탄하고 좋네요!! 요즘 아침 저녁이나 에어컨 있는 곳에서 입기 딱 좋네요",Free
pkYRB7BO,상위 30%,24.05.24,블랙,FREE,정사이즈예요,아주 만족해요,화면보다 어두워요,158.0,47.0,44,"첨엔 받아보고 응?? 싶었던게 
기대했던 색감이 아니였어요 
블랙에 노란빛이 많이 도는 아이보리가 가미 돼서 
반품할까 생각했는데 
계속 보다보니 빈티지 스럽고 예쁘더라구요!!
요즘 체크셔츠 너무 펑퍼짐하고 기장도 150후반이 입기엔 너무 길었는데
너무 길지 않고 무엇보다 다른곳보다 원단이 탄탄해서 좋아요 
너무 후들후들해서 늘어지는 옷보단 좀 탄탄하게 핏 잡아줘서 너무 만족❤️해요 
흑청,그레이팬츠랑 넘 잘어울려요",Free
0750***,,24.05.21,블루,FREE,정사이즈예요,보통이에요,화면과 비슷해요,162.0,52.0,55,"출근할 때 휘뚜루마뚜루템이 필요해서 샀어요. 무난하게 툭 걸치기 좋아요! 여름에도 에어컨 아래서 편하게 입을 것 같아요. 하의도 무난하게 잘 어울려서 코디하는데 어려움은 없답니다. 

다만 카라 부분 라인이 어색해서 손이 자주 가진 않아 아쉽긴 해요 ㅠ 그 부분만 잘 만지고 입으면 편하게 입기 좋습니다~",Free
l8pcF3Ca,상위 10%,24.11.27,블랙,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,160.0,53.0,55,"솔직히 가격도 저렴해서 별 기대없이 시켰는데 왠걸 진짜 체크 왜이렇게 예쁘죠,,, 웜톤 찰떡입니다! 계절 상관없이 입을 수 있는 클래식한 패턴이에요, 겨웅 니트류랑 같이 코디해도 따뜻해보이고 소재는 얇은데 패턴에서 주는 따뜻하고 정갈한(?) 그런 느낌이 있네요ㅎ 진짜 여기저기
레이어드 해입기 좋을거 같아요 완전 만족합니다",Free
dmdk******,상위 5%,24.11.13,블루,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,165.0,54.0,55,"농부룩 완성
적당히 박시하고 빈티지한 무늬가 마음에 들어요
살짝 거슬거슬한 얇은 재질이라 겨울 원단은 아니지만
가볍게 걸쳐주거나 이너로 입어주기 좋아요
청바지에 빈티지하게 걸쳐주는게 제일 잘 어울릴 것 같아요
실밥은 좀 많아서 입기 전 정리 필요합니다",Free
08vtToOL,상위 15%,24.10.30,브라운,FREE,생각보다 커요,보통이에요,화면과 비슷해요,165.0,54.0,55,빈티지한 느낌의 체크남방 찾고있었는데 딱마음에 들어요~~은은한 베이지구요 색감이 넘마음에들어요 핏도 적당히 박시해서 여리여리해보이구요. 루즈하게 툭떨어져요 핏 굿입니다 원하던 셔츠에요 잘산것같아요,Free
sG8N8EC2,상위 25%,24.10.23,블랙,FREE,정사이즈예요,보통이에요,화면과 비슷해요,163.0,57.0,66,"블랙 브라운 고민 진짜 많이했는데요
블랙이 무난하게 나을거같아 블랙으로 했어요
생각했던 핏이라 만족스럽네요ㅋ
조금 일찍샀으면 더 주구장창 입고다녔을텐데
아쉬워요 ㅋㅋ
핏은 엄청 이뻐용",Free
4yEBrZ0J,상위 10%,24.10.22,블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163.0,70.0,66,"요즘 유행인만큼 하나 장만하고 싶었는데 오버핏이라 더 편하게 입을 수 있어서 좋아요!
팔 길이도 손등 덮을 수 있을 정도이고 총장도 엉덩이 덮을 정도입니다
약간 까슬한 감이 있지만 저도 그런거에 한 예민 하는데 이건 이너도 입고 하니까 괜찮았어요 :)",Free
fMjYpPg3,상위 25%,24.10.18,블루,FREE,생각보다 커요,아주 만족해요,화면과 비슷해요,161.0,50.0,55,"그냥 편하게 입으려고 별 기대 안하고 구매한건데 진짜 퀄리티, 핏 둘 다 최고예요!!!
깔별로 쟁일 생각입니다~ 예쁘게 박시한 핏이라 빼서 편하게 입기도, 하의에 넣어서 입는 것도 잘 어울리고 예뻐요 추천 굿굿",Free
