아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
n48YyZMf,상위 5%,23.01.27,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,172,62,55,"- 어마어마하게 얇아요
- 리본 묶기가 어려워요
- 조끼 원피스랑 코디하려고 샀는데 엄청 하얗고 얇아서 생각보다 안어울리더라고요..ㅠ
- 그럼에도 품는 이유는 어깨 뽕이 완전 내스타일..
- 어좁이라서 원래도 어깨뽕 좋아하는데 딱 예쁘게 보이게해줘요 어깨에서 팔 선이 똑- 떨어져요
- 실루엣도 예뻐요
- 막 고급스럽진 않지만 그렇다고 싼티나지도 않아요
- 한여름에 격식 차려야할때 좋을것 같아요",
w3JEZpFt,,24.04.07,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,160,48,44,"색 이쁘고 재질 좋아요 가지고있는 블라우스중에 제일 차분하고 여성스러워요!
타이 연결부분 양쪽 중에 오른쪽이 마감라인이 씹혔는지 크로스했을때 살짝 울어서 좀 아쉽지만 쉬폰소재니 당연히 쉐입 고정 안된다고 생각하고 품을게요..😳
그래도 옷 이뻐요!",
ZQebwlQP,상위 1%,24.03.10,Ivory,,정사이즈예요,아주 만족해요,화면과 비슷해요,162,59,55,"속옷이 블랙이라 비침이 있어서 조금 얇아서 안에 이너를 입으면 좋겠지만!

전반적인 퀄리티나 핏은 너무 여리여리해서 자주 손이 갈 것 같아요:) 최근에 산 정장 바지랑 같이 입으려고 샀는데 다른 옷들이랑도 찰떡알 것 같아 애용할 예정입니다❤️",
리미잉,상위 5%,21.11.09,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,160,43,44,질감도 보들보들하고 진주로 깔끔하게 포인트 할 수 있었으며 리본묶으니까 타이 길이가 딱 적당하게 떨어져서 좋았어요!!❤️너무 빠른배송으로 받아서 기분좋아요!!,
LnuqhEhG,,22.10.25,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,160,50,44,"전에 블루색을 사서 이번에는 하얀색을 사보자해서 구매했습니다. 블루색은 얇지않고 꽤나 두께가 보통 시스루셔츠보다는 있는 편이라고 느껴졌는데 확실히 화이트는 얇다고 느껴져요. 비치는 것도 훨씬 잘 비칩니다! 단추 넣을때마다 구멍사이의 실밥들이 거슬리긴 하는데 그래도 잘 갈무리하면 되어서 괜찮습니다. 저번에는 3만원 정도에 구매한 것 같은데, 이번에는 Z할인을 통해서 2만원으로 구매해서 그런지 아주 만족합니다!",
Qplruwji,,22.03.01,새틴블루,,정사이즈예요,보통이에요,화면과 비슷해요,155,50,44,"화면이랑 똑같은 파랑색이에요 ㅎㅎ 
촤르륵 떨어지는소재라 구김이 덜가고요!
단정하면서도 섹시한 느낌이 나서 너무너무 만족스럽습니다 ㅎㅎ 다들 고민마시고 구매하세요!
여기서만 블라우스 4벌샀는데 다 맘에들어요! 이쁜 블라우스 감사합니다🙂🙂",
9yqP4p1X,,21.12.29,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,151,42,44,"생각보다 매듭 예쁘게 하는게 어렵고 매듭하고 남는 길이가 기네요ㅠㅠ
엄청 촬랑촬랑 흐물흐물 여리여리 촤르륵 느낌이에요!
진주도 너무 크지 않고 딱 적당한 크기로 심플해요
좀 많이 비쳐서 조심해야할거같아용",
BSlEjGMm,상위 5%,21.09.24,새틴블루,,정사이즈예요,보통이에요,화면과 비슷해요,171,57,55,"색감은 사진대로구요 소재가 생각보다 더 촤르르 떨어지는 소재라 하늘하늘한, 여리핏 원하시는 분들한테 좋을것같아요 다만 잡아주는 힘은 별로 없는것 같네요 
저는 하객룩으로 샀는데 치마나 바지에 넣어입으니 딱 원하는 색감에 핏이어서 만족스러웠습니다
그리고 타이가 좀 애매해서 넥타이처럼 묶으니까 더 깔끔해서 좋았어요~!",
abc6******,상위 10%,24.04.05,새틴블루,,정사이즈예요,아주 만족해요,화면과 비슷해요,153,52,55,"군데군데 약간의 실밥 튀어나와있어요.
색감은 차분해서 더 고급져보입니다.
리본 묶기엔 어정쩡한 디자인이에요ㅠ 타이로 하시는게 예뻐요!",
p9d1U8il,상위 5%,24.12.17,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,완전 만족해요! 사이즈도 딱이구 비록 겨울엔 너무 춥긴 하지만 겉옷 안에 입으면 되니까 조아용 ㅎㅎ 검정이라 날씬해보여서 더좋구 디자인 예뻐서 깔별로 쟁였어염,
ofullm,상위 10%,22.10.15,새틴블루,,정사이즈예요,아주 만족해요,화면과 비슷해요,158,59,66,"진짜 진짜 이뻐요!!! 이런 옷이 어울리나 고민했는데 정말 이뻐요 다른색도 사려구요 ㅜㅜㅜ 꼭 사세요!!! 
큰 단점이 있다면 머리에 있던 헤어에센스나 손 씻을 때 거품이 튀어서 묻으면 얼룩이 엄청 티나요 ㅜㅜ 원단 특성상 어쩔 ㅔ수 없지만 입을 때 마다 그러니 신경 쓰이네용",
VYzZCsL4,,24.09.26,새틴블루,,정사이즈예요,아주 만족해요,화면과 비슷해요,163,48,55,"좋습니다
칙칙한데, 그런 느낌을 원했어요 ㅋㅋㅋ
가을가을한 칙칙함..
그런데 저만 칙칙한 느낌이에요 ㅋㅋ
아직까진 다들 더워서 긴팔들이 없네요
팔뚝 걷고 다녀요~
봄에 입기는 너무 칙칙하고 지금이 딱 좋아요",
niE8huDd,,24.03.05,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,151,100,99 이상,하객룩으로 엄마 블라우스 사드렸는데 부들부들 감촉도 좋고 단추가 일반단추가 아닌 진주여서 고급스러워 보였습니다~! 그런데 옷자체는 생각보다 많이 얇아서 안에 나시는 입어줘야 할 것 같아요!~^^,
2xfyF0rx,,22.11.08,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,167,50,55,"일단 배송 빠르고!
소재는 딱 블라우스 소재로 비침이 많으니 속옷은 스킨색으로 입어야할 것 같아요! 그리고 나시 필수요..!
타이를 앞으로 해도 예쁜데 스카프 처럼 뒤로 해도 이뻐요",
IB860Xt5,,24.10.24,아이보리,,생각보다 커요,아주 만족해요,화면과 비슷해요,160,40,44,생각보단 얇았어요. 몸 중앙 부분은 단추때문인지 천이 한번 더 있는 느낌인데 그게 좀 비쳐보여서 아쉬웠습니다. 그러나 외투를 걸치면 자연스럽게 그런 부분이 안보여서 좋아요. 결혼식 갈 때 입었는데 다들 예쁘다고 하더라구요.,
yoMZKjVs,상위 5%,24.09.21,새틴블루,,정사이즈예요,보통이에요,화면보다 어두워요,161,50,55,"제가 구매에서 가장 고민했던 부분은 색상이었는데,
화면보다 더 회색빛에 가까운 느낌이었어요.
어쨌든 소라그레이라는 이름이 걸맞는 색상이었구요.
짧은 치마에 매치하는게 제일 예쁘네요!",
q92Styy0,,24.03.10,새틴블루,,정사이즈예요,아주 만족해요,화면과 비슷해요,172,56,55,"배송 하루도 안걸렸어요!! 챠르르 소재도 좋고 가격 대비 퀄리티 넘 조은거 같아요 
키가 커서 팔은 조금 짧아요 ㅜㅜ 잘입을게오",
mSdPdJip,상위 10%,24.11.14,새틴블루,,정사이즈예요,아주 만족해요,화면과 비슷해요,164,55,55,하늘하늘한 스타일이라 옷핏이 예뻐요. 미니스커트에 넣어 입으려고 샀어요! 슬랙스랑도 잘 어울릴 것 같아서 활용도가 좋아요 👍,
zXMVBU2O,상위 30%,24.11.05,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,158,40,44,다른 분들 리뷰처럼 새하얀색이라 좋아여 원하던 색이라~ 다만 앞에 파임이 조금 덜했음 해서 단추 위치만 살짝 수선하려구요,
TfQDm9YO,,23.10.08,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,165,54,55,"주름도 잘 안지고 차르르 떨어집니다.
타이는 풀어도 예쁘고 묶어도 예쁜데, 리본 묶기가 저는 어렵네요
목 파임도 적당하고 편합니다.
생각보다 얇고, 단추가 조금 약한 느낌이지만 잘 입고 다닐 것 같아요",
