아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
n5uB4vDg,상위 20%,24.03.10,[Dali made]라이트퍼플,free,생각보다 커요,보통이에요,화면과 비슷해요,157,48,55,"결혼식에 입고 가려고 급하게 샀어요ㅡ우선 배송이 빠르고 색이 예쁘게 잘나왔어요
저는 157,45 키로인데 옷이 좀 벙벙한 느낌이 강했어요 그리고 타이를 예쁘게 묶기에는 고정되어있어서 수월치가 않아요
그냥 떼어버리고 입어도 예쁘고 아니면 떼어낸후에 취향껏 타이를 메도 좋을거 같아요",Free
woGH1vdQ,상위 15%,24.01.19,[Dali made]옐로우베이지,free,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"고민 많이 하고 샀는데 이거 완전 예쁜데요..?
바스락 재질이고, 단정하고 예뻐요 ㅜㅜ
저 봄웜톤인데 옐로우베이지 색상 찰떡이었어요.
하객룩으로 입고 갈 예정이고, 중요한 자리나
가끔 멋쟁이 기분 내고 싶을 때 자주 손이 갈 것 같습니다ㅎ",Free
XYp27cxX,상위 1%,24.12.18,소라,free,정사이즈예요,아주 만족해요,화면과 비슷해요,164,52,55,색이 제가 생각 했던 것 보다는 조금 더 어두운 감은 있어서 하의도 어두우면 사람이 좀 칙칙해 보일 수도 있을 것 같아요. 우리나라 결혼식에 아주 적합한 옷 같아요 ㅋ 너무 디자인이 흰색이나 아이보리도 사고 싶네요 구김은 잘 가는 재질이예요 ^^,Free
FipKs4li,상위 10%,24.11.14,화이트,free,정사이즈예요,보통이에요,화면과 비슷해요,161,51,55,"코디 된 사진이 예뻐서 리뷰를 봤는데 리뷰가 너무 좋아서 구입했어요. 근데 막상 받아보니 흠.. 그 정도인가? 하는 의문이 계속 드네요. 소재가 구김도 잘 가고 타이도 생각보다 예쁘게 묶이질 않는... 옷에 비해 45,000원이라는 가격이 넘 높게 책정된 것 같아요.3만원 정도가 적당한 듯.. 반품하는거 별로 안좋아해서 그냥 입긴 합니다만 좀 실망..",Free
난성공할고야,상위 25%,24.11.14,소라,free,생각보다 커요,아주 만족해요,화면과 비슷해요,158,50,55,"와 퀄리티 너무 좋아요. 결혼식 가야해서 급하게 구매를 했는데 첫번째 퀄리티가 좋아서 너무 마음에 들었어요. 싼 느낌 전혀 없어서 좋았습니다.
 두번째. 앞에 포인트 끈이 있어서 좋았고 요즘 날씨에 맞게 가벼운 느낌이라 더욱 좋았어요!🤍

근데 생각보다 컸어요! 그래서 싫지 않았어요🍀
⭐️⭐️완전 추천!!⭐️⭐️",Free
yB7KVJKf,상위 20%,24.02.01,핑크,free,정사이즈예요,보통이에요,화면과 비슷해요,171,58,55,실밥정리가 필요하지만 나름 괜찮아요! 근데 주름이 잘 가는 재질인것같고 이쁘긴한데 굳이 이돈주고..?라는 생각도 없지않아 있어요. 그래도 핏 잘 잡아서 입으면 단정해보이고 핑크도 옅은 색이어서 무난하게 입을 수 있을 것같아요! 다른 리뷰처럼 소매 걷고 입어야 이쁭것같아요.!,Free
KwnxYxYD,,23.12.22,[Dali made]옐로우베이지,free,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"옷은 모델 사진 처럼 이뻐요
바스락거리는 재질이고 퍼프?가 생각보다 있는데 원하는 재질이라 너무 마음에 들어요
하지만 스카프에 숫자가 써있더라구요?
지워질지 모르겠는데 밖에서는 살짝만 비치고 잘 안보이는 곳이라 그냥 입을까 싶긴한데
좀 그렇더라구요
이거만 아니면 완벽합니다",Free
6CBPbQtR,,23.11.21,[Dali made]라이트퍼플,free,정사이즈예요,아주 만족해요,화면과 비슷해요,157,50,55,"이 블라우스 꼭 사야대여 진짜 이뿌고 색깔도 사진보다 훨씬 쨍한 보라핑크?인데 사진에서 못담아요❤️

하객룩으로 입으려고 산건데 핏도 딱 예쁘고 스팀다리미만 하고 입으면 크게 구김 안가는 소재 같아요~!

자연스러운 구김이 생기는 블라우스?라서 단독으로 입을때는 크게 문제 없을 것 같네용",Free
nBDoaElJ,상위 20%,23.11.17,[Dali made]옐로우베이지,free,정사이즈예요,아주 만족해요,화면과 비슷해요,165,58,66,단독으로 입기에도 이쁘고 니트나 원피스에 입기에도 이뻐요~~ 리본으로 묶어도 이뻐요 길게 내려도 이쁘고 베이지 색상도 넘 이쁜 베이지색상이예요. 이것저것 다 맘에 드는 블라우스 랍니다^^,Free
dcGVugGg,상위 5%,23.11.08,[Dali made]라이트퍼플,free,생각보다 커요,보통이에요,화면과 비슷해요,161,44,44,"연보라색 마니아로써 색은 진짜 이뻐요! 
여쿨라 인 분들에게 찰떡입니다 ㅎㅎ
근데 바스락 거리는 재질이라 이거 빨고 나면 무조건 다림질 해야할 것 같아요 ㅎㅎ 
하객룩이나 오피스룩으로 넘 이쁠것 같습니다",Free
썬셋,상위 15%,23.06.11,핑크,,정사이즈예요,보통이에요,화면과 비슷해요,152,42,44,"하객룩으로 너무 잘 입었어요🫶🏻 고급스러워 보이고 스카프 포인트가 너무 예뻐 대만족입니다앙🫶🏻

▫️색상
색상은 아주 연한 핑크에 가깝고 밝은 곳에서 핑크빛이 돌아요
▫️디테일
- 평소에 어깨 퍼프를 좋아하는데 과하지 않게 예쁘게 잡아줍니다! 소매 셔링도 예쁜 포인트..
- 타이 고급스러워요. 결정적인 구매요인인데 포인트 주기 너무 좋아요. 개인적으로는 리본으로 묶기보다 한번 묶는 게 더 고급스러워 보여요
▫️소재
적당히 얇으면서도 판판해요. 단독으로 입기에 5,6월이 딱이에요
날 추워지면 자켓 안에 이너로 입으면 예쁠 것 같아요
10월 결혼식에 트위드 자켓이랑 코디할 예정입니당..🫶🏻
▫️배송
- 주문 후 이틀만에 발송됐어요 빠른 배송도 너무 만족!",Free
mWnlNBhk,상위 5%,23.03.24,핑크(오늘출발),,정사이즈예요,아주 만족해요,화면과 비슷해요,160,40,44,"바스락 거리는 블라우스를 좋아하는데 이건 진짜 바스락 거리면서 더 후들후들한? 면이 진짜 좋아요 그래서 고급져 보이고 흐르는 핏이 너무 이쁩니당! 
그리고 소매를 걷어 입었을때가 더 자연스럽고 이쁜거 같아요 컬러는 진짜 형광기 없는 연한 핑크 ! 딸기우유 색감이라서 맘에 들어요",Free
기면지,상위 5%,23.03.22,핑크,,정사이즈예요,아주 만족해요,화면과 비슷해요,161,48,55,"핑크색인데 여리여리한 핑크라 오히려 여기저기 입기에도 무난해서 손이 자주 갈거같아요
3월7일에 주문하고 3월22일날 받았지만 사전에 미리 연락도 주셨고 기다린 만큼 너무 이쁘고 퀄리티도 좋아서 용서가 되네요ㅠㅠ
단정하면서도 차려입은듯한 느낌도 들어서 너무 마음에 들어요
트위드 자켓에 슬랙스 바지랑 매치해도 이쁘고 머메이드스커트랑 입어줘도 이쁘고 미니스커트랑도 다 잘어울리네요
결혼식 하객룩으로 입어도 괜찮을거같아요
개인적으로 제가 리본을 잘 못묶기도 하지만 리본으로 묶는거보다 한번만 묶고 자연스럽게 내려서 입는게 더 이쁜거 같아요
구매취소 안히고 기다리길 잘했어요 넘 마음에 듭니다",Free
iJiOhs8B,상위 10%,23.02.10,화이트,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163,48,44,와 미쳤따.. 왜케 고퀄이죠?? 진짜 스카프 블라우스 엄청 찾다찾다 픔절이라 ㅜ 알림 설정하던중 일반배송은 상품 있어서 주문하고 이틀 됐는데 갑자기 직진 알림 떠서 먼저 주뮨 취소 후 직진으로 다시 쥬문했고 다음날 바로 왔어요 ㅠ 디자인부터 옷감 다 맘에들고 리뷰도 봤는데 리뷰가 하나같이 다 좋아서 바로 주문했죠 코튼인데도 뻣뻣한 그런 코튼일까봐 사진상 힘있게 보여서 그래도 예쁠거 생각해서 시켰는데 웬걸요??! 너무 최라락 찰랑 촤라락 부드럽고 실크와 코튼 섞린 느낌인데 훨 더 고급지고 ㅠ 암큰 이건 입어보고 만져봐야 압니다!! 트위드랑 목티랑 입으려다 전도연님이 블라랑 트위드 코디한거 보고 너무 예뻐서 하이넥으로 찾다 이렇게 소중한 보물같은 블라를 찾게되아 행복합니다. 제가 갖고있는 아이보리 트위드 자켓과 아주 고급지게 찰떡이구용 스카프도 한번만 묶어주면 자연스레 예쁘게 모양 잡히고 길이도 넘 딱이네유 ㅜㅜ3월에 고급진곳 갈예정인데 그때 잘 입겠습니당!! 새해복 많이 받으시고 더 부자 되세요!!,Free
Cherryyum,탑리뷰어,24.11.28,화이트,free,정사이즈예요,보통이에요,화면과 비슷해요,155,45,55,"트위드 자켓과 함께 입을 타이 블라우스를 찾다가 많은 고민 끝에 이 제품을 구매하게 되었습니다. 

 ✅ 디자인 및 색상
이 블라우스는 다른 컬러들도 넘 이뻐서 고민을 진짜 많이 했는데 그래도 가장 기본인 화이트가 여러모로 활용도가 좋을듯 해서 화이트로 골랐어요. 역시 다용도로 활용이 가능해서 만족합니다! 디자인은 단정하고 패미닌 하면서도 청바지랑 매치하면 캐쥬얼하게도 연출이 가능해서 좋아요!

✅ 사이즈 및 착용감
어깨는 딱 맞으면서 가슴 허리 부분은 적당히 여유있는 핏이에요. 

✅ 재질 및 디테일
보시다시피 등부분과 어깨부분, 팔목부분에 셔링이 잡혀있어서 여성스러운 무드를 자아내지만 어떻게 코디하느냐에 따라 느낌이 확 달라지겠어요. 전체적인 마감은 무난했어요.

✅ 재구매 의사
디자인은 이뻐서 재구매 하고싶은데 금액대가 높아서 망설여져요. 그정도 가격의 퀄리티인가를 생각해보면 사실 고민이...🤔
몇번 입어보다보면 답이 나올것 같아요!",Free
후잉이,상위 5%,24.10.02,[Dali made]라이트퍼플,free,생각보다 커요,아주 만족해요,화면과 비슷해요,160,43,44,"아주아주 크고 아주아주 예쁩니다.
색감이 라이트 뽀용 그자체구 생각보다 부담스럽지 않아요~ 타이 포인트가 생각보다 목 안답답해 보이면서 넘 예쁘구 맘에 들어요! 쉽고 예쁘게 할수 있어서 더 좋습니당ㅎㅎ 팔 길이도 길고 팔통도 넓어요 소매도 단추로 잡아줘도 손도 작고 손목도 얇아서 그런지 걍 빠져서 의미가 없습니다ㅠㅋㅋ 커프스 의미가 있게 좀 더 조이는 핏으로 나오면 좋겠어요! 전체적으로 제작은 사이즈가 나뉘어 나오는게 더 좋을것같아요 마치 아빠옷 뺏어입은 느낌인데 블라우스는 그렇게 크면 덜 예뻐서,, 그래도 치마에 넣어입으면 좀 나아보여요ㅎㅎ",Free
1g5a7hbA,,24.04.19,[Dali made]라이트퍼플,free,생각보다 커요,보통이에요,화면보다 밝아요,164,48,55,"생각했던거랑 색감차이는 꽤 있어요. 찍힌 사진은 조금 채도가 빠져서 부드럽게 나왔는데 실제 색상은 쨍합니다ㅎㅎ 처음에 조금 당황했어요ㅠ
치마랑 세트로 구매해서 모델분 코디대로 그대로 입고 나갔는데 칭찬 너무 많이 받았습니다!
입었을때 훨씬 화사해 보이고 예뻤어요!!",Free
Qksmisc9,상위 5%,24.12.24,스트라이프딥네이비,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,167,57,66,"블라우스 예뻐요
니트와 가디건에 레이어드 하려고 구입했어요
스커트나 슬랙스에 단품으로 매칭해도 너무 예쁠 것 같아요
여성 스러워요
예쁘게 잘 입겠습니다",Free
mNhIfvQs,,24.12.18,핑크,free,생각보다 커요,아주 만족해요,화면과 비슷해요,165,53,55,"옷은 예뻐요 
근데 포장된 옷을 펼치자마자 검은 자국들이 보이네요 
검수를 제대로 안하신다는 생각밖에 안들어요 ..
교환하기 귀찮아서 그냥 품겠지만 지워질지도 모르겠어요..",Free
dou0***,상위 5%,23.04.09,핑크,,정사이즈예요,보통이에요,화면과 비슷해요,161,47,44,목에 스카프 형태로 되어있어서 너무 고급지고 여성스러워보여요! 하객룩으로 입었는데 너무 만족스러워요ㅠㅠㅠㅠ요즘 약간 쌀쌀해서 겉에 트위드 자켓 입고 안에서는 벗었더니 화사하구 예뻐요!,Free
