아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
kawa***,,24.05.21,워터리민트,M(66-77),정사이즈예요,아주 만족해요,화면과 비슷해요,168,56,55,여행가는 엄마에게 편하지만 화사하게 입을 수 있는 캐쥬얼한 블라우스를 사드리고 싶었어요. 평소 55반에서 66입으시는데 엠으로 샀더니 목부분만 약간 크고 전체적으로 편한 핏이에요. 일단 전체적인 디자인이 영해보이는데 민트 색상이 얼굴을 환하게 해줘서 진짜 열살은 어려보이게 해주는 옷입니다! 160인 엄마 키에 기장도 딱이에요! 앞이 살짝 봉긋하게 들리는 귀여운 핏이지만 엄마 나이에도 무리없이 소화 가능해요!,M(66-77)
bKWVVVBf,,24.04.26,화이트,L(77-88),정사이즈예요,보통이에요,화면보다 밝아요,167,65,66,"턱살은 다들 감안 하실거라 믿습니다.
167/62
어깨 38의 듬직인데
주름이 잘 가는것 하고 얇아소 속이 비치는 점, 목 부분 박음질이 비치는 점 빼고 괜찮아요
옷 샀다고 다리미도 사야겠네요",L(77-88)
esth******,,24.03.30,워터리민트,S(44-66),정사이즈예요,아주 만족해요,화면과 비슷해요,170,53,55,"색은 민트보다는 피스타치오에 가까운 색감이에요 
170인데 전혀 짧다 느껴지지 않고 청바지를 약간 덮는 기장감입니다 부해보이지 않는 핏감에 
재질은 부스럭거리지만 구김이 잘 가지 않고 원래 이쁘게 주름져있어서 그런지 별다른 관리가 필요없는 블라우스에요 
비침 전혀 없고 저는 색감 하나만으로도 충분히 살 가치가 있는 것 같아요🩵🌱
청바지, 흰치마에 매칭하면 가장 예쁘고 크게 받쳐입는 것도 여기저기 잘 어울려서 추천합니당 
이거 입고 벚꽃구경 성공했어요 ㅎㅎㅎ
*앞 옆 전신 길이감 핏감 참고하셔요..‼️",S(44-66)
hmogPp0d,,24.11.05,워터리민트,S(44-66),정사이즈예요,아주 만족해요,화면과 비슷해요,162,46,44,"옷 색감 너무 예뻐요! 
이거 입고 간 날 친구가 보자마자 너무 잘 어울리고 예쁘다고 얼굴에 형광등 켜진 줄 알았다고 했어요
소재 특성상 구김이 잘 가기는 하지만 보관만 잘 해놓으면 별 문제 없어요 정말 맘에 들고 예쁜 옷입니다,,💕",S(44-66)
l7XDfgQQ,,24.11.04,라이트옐로우,S(44-66),정사이즈예요,아주 만족해요,화면과 비슷해요,158,46,44,"제가 여기서 똑같은것만 색깔만 다르게 해서 3개를 샀는데 돈이 없어서 1개만 반품하고 입는뎅 진짜 너무 예뻐요 퀄리티랑 색감이 완전 여성스럽게 만들고 이거 입고 화장잘하면 여저여자해보여서 번호가 따입니다..
진짜 색감이랑 디자인 여리 청순 그 자체…",S(44-66)
l7XDfgQQ,,24.11.04,스카이블루,S(44-66),정사이즈예요,아주 만족해요,화면과 비슷해요,158,46,44,"제가 여기서 똑같은것만 색깔만 다르게 해서 3개를 샀는데 돈이 없어서 1개만 반품하고 입는뎅 진짜 너무 예뻐요 퀄리티랑 색감이 완전 여성스럽게 만들고 이거 입고 화장잘하면 여저여자해보여서 번호가 따입니다..
진짜 색감이랑 디자인 여리 청순 그 자체…",S(44-66)
져닝,상위 5%,24.09.23,블랙,M(44-77),정사이즈예요,아주 만족해요,화면과 비슷해요,163,61,66,"여기!!! 블라우스 맛집입니다ㅠ 여름에 하늘블라우스 구매하고 넘모 예뿌고 까슬거림 예민한 피부인데 그런거없고 66인 저에게 딱 맞고해서 가을맞아 블액으로 샀는데 웬일 ㅠ 길이도 적당하고 청바지랑 입었을때도 찰-떡!! 단추로 다다닥 풀 수있어서 편안함 체곱니다 퀄리티,가성비-제 블라우스 맛집!:)",M(44-77)
이유없이비싼건못참아,탑리뷰어,24.09.10,화이트,M(66-77),생각보다 커요,보통이에요,화면과 비슷해요,153,57,66,"겨드랑이 낀다는 후기보고 m사서 너무 후회중이에요,..
제 몸을 과대평가 했나봐요. 날씬한거 절대 아닌데
어깨가 넓은편× 가슴있는편×이다보니 크네요.
전체적으로 길이도 소매도 어깨도 좀씩 큼
벙벙한 핏이라 뱃살과 팔뚝살은 s 사도 어차피 완전 커버됨
저랑 스펙 비슷한데 본인이 어깨랑 가슴 사이즈 팔길이 큰거 아니면 s사세요
소재는 바스락 소리가 나요ㅎㅎ
다림질 필수고, 빨고 나서가 걱정이긴 함
소재는 그래도 탄탄해서 맘에들고
여름옷은 절대 아님 두께 나름 있어서
봄가을용임
포장은 깔끔히 잘 왔음",M(66-77)
WyMp8xzM,상위 10%,24.09.07,워터리민트,S(44-66),생각보다 커요,보통이에요,화면과 비슷해요,158,48,44,색감이 진짜 너무 예뻐요! 얼굴이 완전 화사해보여요! 어머니도 보시고 예쁘다고 하시더라구요~ 다만 품이 좀 크긴 해요! 어깨선도 그렇고 방방한 느낌이 있긴 한데 나쁘진 않아요~ 체구가 많이 약하신 분들껜 너무 크게 느껴질수도 있을 것 같아요! 어깨뽕때문에 어깡처럼 보이는게 조금 아쉽긴 하답니다😂,S(44-66)
dlgk******,상위 15%,24.08.23,워터리민트,L(77-88),정사이즈예요,아주 만족해요,화면과 비슷해요,162,62,55,"마감은 완벽하진 않은데
인생블라우스 당첨이에요.. 민트가 유독 색이 리뷰마다 달라서 좀 걱정했는데 딱 제가 생각한 예쁜 민트에요! 쿨웜 다 잘 어울릴듯 통풍 안 되는 면이라 여름에눈 좀 무리인데 가울부터 ㄹㅇ 뽕뽑을듯 걍 너무 예뻐요.. 블랙이랑 화이트도 구매 예정!
민트 연청이랑 입으면 걍 개기절
색은 두번째 사진 색상이랑 그나마 비슷해요",L(77-88)
