아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
tmfq*****,상위 20%,24.06.03,Ivory(아이보리),,정사이즈예요,아주 만족해요,화면과 비슷해요,168,65,66,"168기준 기장감 저정도 오고 입으면 좀 부해 보일수도 있어요 허리가 생각보다 잡아주는 느낌이라기 보단 펑퍼짐하게 여유 있는 스타일입니다. 
소재는 얇고 텐션 아예 없는 소재구요 구김 많이 갑니다. 얇긴한데 통기성이 좋진 않아서 너무 더울때 입기엔 비추에요. 동남아에 가져갔다가 죽을뻔했습니다. 옷자체는 굉장히 귀엽고 러블리해요. 디자인이 다함. 입으면 누구든 러블리한 새럼 쌉가능합니다. 제가 퉁퉁이라 프리사이즈.. 걱정을 좀 했습니다만 저랑 스펙 비슷하신 분들까진 괜찮을거 같아요. 화장 다한 상태로 입을생각은 하지마세요. 텐션아예 없어서 입고 벗을때 각오를 좀 해야하는데 큰일 날 수 있습니다. 그래도 착용감이 불편하거나 팔움직이는데 불편하거나 하진 않고 저는 팔뚝이 좀 굉장한편이라 소매가 여유있진 않았습니다. 그래도 피는통하니까요. .^^ 괜츈 귀여우닠까 괜찮아요^^ 열심히 입겠슴다",
dGNwr7Dw,,24.04.24,Black(블랙),,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"여름에 입고 다닐 블라우스가 필요해서 구매했어요.
평소 캐주얼하게 잘 입고 다니고 심플하지만 러블리한 요소가 있는 옷을 좋아하는데 지그재그 미드세일이라 구경하다보니 이 옷이 눈에 들어오더라구요!
제조국이 중국이라 조금 걱정했는데 데일리쥬 made 상품이라해서 믿고 구매했어요!
받아보니 박음질 아주 완벽하고 실밥 처리도 깔끔했습니다.
원단도 두께는 얇지만 아주 탄탄해서 여름에 잘 입고 다닐 거 같아요.
원단 부분에서 한 가지 단점을 느꼈는데 코튼 100% 원단이라 신축성이 아예 없다는 점입니다.
66 사이즈 입는 저한테 입고 나면 체형 커버되서 대만족이지만 입고 벗고 할땐 조금 힘들더라구요 ㅎㅎ
여름에 땀나면 조금 호ㅓ딱지 날 수 도 있겠지만 ,,
그치만 ! 핏이 너무 예뻐서 그 정도 쯤이야 감수하고 입을 수 있습니다!
66까지도 예쁘게 입으실 수 있을거 같다는 약간의 실착용 팁을 남깁니다 ㅎㅎ
158 기준 바지와 함께 착용했을때 아랫배랑 Y존 가려주는 기장이라 편하게 입을 수 있을 거 같습니다.
목뒤에 리본 포인트 진짜 깜찍해요!
가격대비 퀄리티, 핏 전부 대만족이라는 총평을 내리며 후기를 마칩니다.
장바구니에 담아두셨다면, 고민은 배송을 늦출뿐이니 어서 겟하세용!",
nnete653,상위 20%,24.09.30,Ivory(아이보리/긴팔),,정사이즈예요,아주 만족해요,화면과 비슷해요,163,65,77,"아이보리도 구매해봤는데요 ! 핏은 남색 후기에서 적어놨으니 생략할게용
흰색이다보니 비침은 조금 있어요
화이트톤 나시보다는 스킨톤 나시가 덜비쳐보이는거 다들 아시쥬 ?
흰색 부해보일까봐 걱정했는데 넘 귀엽고 좋아요 !",
WgcitZzi,상위 15%,24.09.27,Black(블랙/긴팔),,정사이즈예요,아주 만족해요,화면과 비슷해요,163,50,55,"완전 새까만 블랙은 아니고 살짝 광이 나는 얇은 재질입니당. 소재는 가을에 입기 딱 좋고, 좀 더 쌀쌀해지면 아우터랑 같이 매치하면 되겠어요 !-!
전체적인 느낌은 러블리 입니다 !
과하지 않은 퍼프와, 소매 부분에 시보리가 있어서 러블리해요 ♡꙼̈ 아래부분은 펼쳐지는 쉐입이라서 뱃살커버 완전 가능입니다 🥺
특히 뒷부분 리본이.. 러블리함에 큰 포인트 역할을 해주어요 ! 캐주얼하게, 혹은 단정하지만 디테일 포인트가 있는 블라우스 찾고 있으시다면 이거 사서 후회는 안하실겁니당 🤍",
8ozFmCVk,상위 5%,24.07.24,sky(스카이),,정사이즈예요,보통이에요,화면과 비슷해요,165,55,55,"소라색 색상은 화면과 동일
신축성 없는 스타일이라 입고벗기 편하진 않아요
세탁해보니 받았을때와 비슷한 정도의 구김이 있어서 어느정도 다리미질은 해야될거 같아요(플레어부분)
165 기준 골반정도 내려오고 디자인은 무난합니당
원가 4만원대는 너무 비싸고 쿠폰 먹여서 2만원 중후반대로 구매했는데 옷만 봐서는 2만중반대 정도가 적정선인듯 합니당",
rkwk****,상위 5%,24.05.16,Ivory(아이보리),,작아요,보통이에요,화면과 비슷해요,168,50,55,"데일리쥬에서 파는 바지랑 같이 구매했어요
생각보다 팔쪽이나 가슴쪽이 헐렁하진 않았고
배 부분이 펄럭여서 바람 많이 불면 배가 보여요ㅠ
엄청 마른분들만 헐렁하게 입을수 있어요",
nnete653,상위 20%,24.09.27,Navy(네이비/긴팔),,정사이즈예요,아주 만족해요,화면과 비슷해요,163,65,77,"인 생 블 라 우 스 라고 할 수 있겠습니다잉~

저는 163cm / 65kg / 가슴 c (가슴둘레 90~100cm 사이로 기억합니다) 퉁퉁인데요
통통이 퉁퉁이 동무 여러분 우리가 블라우스 살 때 애먹는 것이 무엇입니까 ! 바로... 
1) 나를 장군으로 만드는 퍼프 
2) 분명 모델은 골반까지는 오는데 내가 입으면 붕 떠서 크롭티 
3) 뱃살을 가리기 위해 바지에 넣어입지않는 디자인을 골랐으나 ! 덩치가 더 커보이는 ! 역효과 !! 
요 세 가지 아니겠습니까....

이 모든 단점을 가지지 않은 옷인것같습니다
퍼프도 너무 부담스럽지 않으면서 어깨가 둥글어 보이지 않을정도만 딱 있구요
체형상 좀 옷이 뜨는건 어쩔 수 없지만 덩치커보이는 붕 뜸이 아닌 공주공주 옷 입어서 살랑살랑한 감성이 있습니다
그리도 목 뒤에 리본 묶는 것이 참 귀여운 디자인인것같아여... 저는 퉁퉁이 통통이 여러분 정말 추천합니다...",
CnF8eOgN,상위 10%,24.07.17,Ivory(아이보리),,정사이즈예요,보통이에요,화면과 비슷해요,163,52,55,하나 있으면 휘뚤마뚤 입을 것 같아서 세일할 때 맵다 구매했습니다!! 뭔가 제 값 주고 사기엔 좀 아까운 느낌...? 다른 후기처럼 옷에 주름이 엄청 져요 잘 다려 입어야할듯.. 163에 길이 한 엉덩이 위 정도 오고요 흰 블라우스라 아무데나 다 ㄱㅊ은데 청바지가 가장 예쁜 것 같아여 팔뚝 커버도 되고 시원해서 조음,
wjsg******,,24.07.10,Ivory(아이보리),,정사이즈예요,아주 만족해요,화면과 비슷해요,162,48,44,"이거 입으면 제일 좋은점: 많이 먹어서 배 나와도 티가 안난다. 
진짜 이거 최대 장점입니다…. 장난이 아니고 진짜 안보입니다 바지 남대문 열려도 안보임
저 진짜 이거 거의 맨날 입어서 친구들이 질린다고 할 만큼 많이 입어요 스카이블루도 살녜정",
제발그만사,탑리뷰어,24.07.08,Ivory(아이보리),,정사이즈예요,아주 만족해요,화면과 비슷해요,158,47,44,"첨엔 반팔 블라우스치고 비싸다고 생각했는데 입어보니까 예뻐서 가격도 만족합니다
연청바지에 입으면 진짜 잘어울리고 디자인 자체가 품이 좀 넉넉해서 달라붙지 않아 많이 덥지 않아요 
어좁이라 퍼프 디자인도 그렇게 과해보이지 않고 좋아요 너무 러블리한 디자인은 꺼리는데 적당히 힙하면서 예쁜 블라우스입니다
✔️뒤에 리본도 포인트로 아주 예쁜데 처음 오면 좀 구겨져있어서 미니고데기로 펴주면 딱 좋아요!!",
qhdu*****,,24.07.05,Ivory(아이보리),,정사이즈예요,보통이에요,화면과 비슷해요,163,62,66,"아방하니 귀여워요. 그리고 약간 여성스럽기도 해요.

흰색 속옷을 입었더니 더 잘 비치죠~
살구색 속옷을 입어야할듯!

개인적으로 왕가슴 언냐들은 원하는 핏이 안 나올수도 있어요. (부해보일듯) 비록 왕가슴은 아니지만 살짝 뽕있는 브라 찼다가 찌부 시켜주는 속옷으로 바꿔입었어요 ㅎㅎ

맘에 들어요. 이런 스타일 옷이 없어서 고민했는데, 
진입장벽 낮은 기본 스탈이라 좋음 ㅎㅎ

자칫 밋밋해보이지만 어깨, 배쪽에 셔링이 들어간게 뽀인트에요! 가방이나 목걸이로 뽀인트 더 넣어주면 예뻐옹.

재질은 스판끼 하나없는 팟팟 천입니당.

뱃살도 잘 숨길 수 있을것 같아요.
어깨 셔링이 여성스러움을 극대화 시킴!

한가지 주의 할점 고개를 숙이면 고냥 홀라당 다 보입니다. 그리고 바람이 불면 옷이 붕붕 떠요. 뒤집어질 정돈 아닙니당ㅎ


바지도 데일리쥬꺼임 ㅎㅎ",
8IhjVAc3,상위 10%,24.06.28,Ivory(아이보리),,작아요,아주 만족해요,화면과 비슷해요,160,50,55,"허리 부분이 밴딩이었으면 입을 때 조금 더 편할 거 같아요. 앞모습은 깔끔한 디자인에 뒤 리본이 귀여운 포인트네요. 소재는 구김이 잘 가는 거 같아요. 
가슴이 움직임 생각하면 조금 딱 맞는 느낌이지만 밑부분이 넓게 떨어져서 불편하지 않아요. 허리잡아주는 디자인이였으면 별로였을 거 같아요. 팔뚝 둘레도 작지 않아요. 뼈말라분들은 여리여리 할 거 같고 저는 상의 55로 무난하게 잘 맞고 청바지랑 입으니 깔끔합니닷",
TbcmOtQj,상위 25%,24.06.17,Ivory(아이보리),,정사이즈예요,아주 만족해요,화면과 비슷해요,158,59,55,도쿄 여행에서 밝은 옷이 입고 싶어서 구매했는데 정말 대만족입니다 ㅠ_ㅠ 바스트 + 팔뚝살이 있는 편이라 걱정 많이 했는데 너무 부해보이지도 않고 예쁘게 잘 입을 수 있었어요 !!! 뒤에 묶을 수도 있어서 더 깜찍 >_< !! 검정색도 구매하고 싶어요 ㅎㅎㅎ,
TSLcGBId,,24.06.09,Black(블랙),,정사이즈예요,아주 만족해요,화면과 비슷해요,163,50,55,여름에 시원하게 입을 검정 블라우스 찾다가 가벼워보이길래 구매했어요 입고 벗기 조금 힘들다고 리뷰에 적혀있던데 저는 리본묶고풀고하는게 어렵지 않아 입고벗는것도 편했고 무엇보다 재질이 바스락 거리는 재질이라 여름에 넘 잘입를거같아요 그냥 기본 바지에 입어도 이뿌고 요즘 유행하는 힙한 카고바지에 입어도 어울리네요 흰색도 조만간 구매할까싶어요 잘입을게요,
누우오,상위 25%,24.08.12,Ivory(아이보리),,정사이즈예요,보통이에요,화면과 비슷해요,165,55,66,어깨가 있어서 그런가 좀 부해보이긴하는데 맘에 들어욧ㅎㅎ 더운재질은 아닌데 시원한 재질도 아닌... 치마나 바지나 휘뚜루 다 잘어울려요,
