아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
MnFKsp8H,상위 20%,24.02.15,카키,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,159.0,45.0,55,배송이 매우 빠르구요! 옷 색상이 진짜 딱 이뻐요 이름은 카키지만 차분한 청록색이고 링클프리 재질 특유의 차르르~한 느낌이 좋아요 부담없이 자주 입을 수 있겠어요 다른 색상도 구매하려구요,FREE
gvFdNuRj,상위 20%,24.12.27,화이트,LARGE,생각보다 커요,보통이에요,화면과 비슷해요,,,,배송 도착하자마자 입어보려고 뜯었는데 목덜미 쪽에 뭔지 모를 오염이 있어요..ㅜㅜ 근데 급하게 내일 입어야 해서 교환이나 반품은 못하겠네요. 옷은 예뻐요 면접 복장으로 딱 깔끔하니 괜찮아요. 다음부터는 검수 잘해서 보내주시길 부탁드립니다.,LARGE
Uxh1ASJu,상위 10%,24.11.25,라이트스카이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,165.0,64.0,66,페이지내 색감이랑 비슷해요. 딱 기본 블라우스로입기 좋을듯. 얇고 찰랑거리는 소재라 두꺼운거보다 슬림해보여요. 프리사이즈도 작지는 않은 것 같아요. 실밥 정리 같은건 전혀 안되었지만..싸니까. 그리고 링클프리이지만 좀 많이 구겨져서 왔어요 ㅠ 세탁기 건조기 돌렸는데 그대로네용.. 스팀이나 다리미로 한번 쓱 해야하나봐요. 여튼 빨리 배송 왔고 생각한 그대로라 전반적으로 만족!,FREE
cLn9POyh,상위 10%,24.10.27,화이트,FREE,정사이즈예요,보통이에요,화면과 비슷해요,158.0,64.0,66,음 예쁘긴해요. 그리고 단추 가려주는 부분이 마음에 들어요. 그런데 좀 살쪄서 그런가 단독으로 입기에는 뭔가 좀 애매~ 한 느낌이 드네요. 그리고 주름 잘지는 소재라 잘 관리해 줘야 할것같아요.,FREE
4xhPUaoP,상위 10%,24.10.27,화이트,LARGE,정사이즈예요,아주 만족해요,화면과 비슷해요,170.0,70.0,77,"주말에 일이 있어서 급하게 필요했는데
직진 새벽배송으로 잘 받았습니다
가격 보고 별 기대 없었는데 의외로
자켓 안에 받쳐입기에 좋습니다 👍🏻
목 부분도 답답하지 않고 
소매와 총 기장도 너무 짧지 않아요",LARGE
MnFKsp8H,상위 20%,24.02.16,베이지,FREE,정사이즈예요,보통이에요,화면과 비슷해요,159.0,45.0,55,"카키색 구매하고 너무 마음에 들어서 무난하게 입을 수 있는 베이지 컬러도 구매했어요! 밝아서 그런지 까만실로 된 부분이 눈에 띄나, 전체적으로 차르르하고 주름안지는 재질이라 편하고 깔끔하게 입을 수 있어요",FREE
blac******,상위 10%,23.10.20,베이지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158.0,50.0,55,"키 158/몸무게 50~51

와 ....그냥 와그냥 말도안됩니다
질이 너무 좋아요ㅠㅠ♡♡
저 바로 다른 색도 살거에요 당장주문할거에요..

다음주에 바로 인턴 첫출근이라서
급하게 옷주문한건데, 퀄리티미쳤네요.

그리고 제가 가을웜톤인데 갈웜이신분들
그냥 무조건 베이지 무조건 사세요 진짜 이뻐요...
눈물이나네요

정말 잘입을께요 ♡♡ㅠㅠ",FREE
CQ3AgJ5J,상위 10%,23.10.13,핑크,FREE,정사이즈예요,아주 만족해요,화면보다 어두워요,161.0,45.0,44,"엄청 팔랑팔랑 재질이라 그런가 올 때, 접힌 자국 스타일러에 2번이나 돌렸는데도 쉽게 안 사라지네요;; 색깔이 생각보다 어둡고 톤 다운이기는 하지만, 만족합니다!! 버튼도 안 보이는 디자인이라 차분하게 어른스럽고 싶을 때 입으면 딱이예요. 팔도 너무 팔랑이는 재질이라 접은 상태 고정 안될까봐 걱정했는데, 2번이나 3번 적으면 안 풀리고 그대로 있어요.

이 옷 입고 옷 이쁘다고 넌 확신의 쿨톤이란 얘기 여러번 들었어요! 쿨톤이고 분홍 잘 받으시는 분들은 꼭 하나 장만해두세요.",FREE
dgjf*****,,22.03.26,브릭,FREE,생각보다 커요,보통이에요,화면과 비슷해요,168.0,69.0,77,제가 몸이 크고 부한 편인데 암홀도 널널하고 작지 않아요 히든 버튼이라 가슴 벌어짐 커버되구 색도 예뻐서 다 좋아요 기장은 제 몸통 부피감 기준 두 번째 사진까지 와요 (ㅜㅜ 일부러 보정 안 했어요) 실제 색상은 마지막 사진 정도랑 같고 단추 부분 마감이 조금 별로였는데 옷이 예뻐서 구매확정했네요 링클프리 제품이라 벗을 때 정전기 느낌이 좀 강해요,FREE
CeUv3yGc,상위 25%,24.12.05,화이트,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,169.0,49.0,44,"면접 때문에 급하게 주문했는데 잘 맞아서 다행이에요
다른 후기에도 있었지만 오염이 조금 있었어요
근데 티가 나는 정도도 아니고 자켓을 입으면 가려져서 그냥 입어요
생각보다 마감 괜찮으니 마음놓고 사시고 제가 저렇게 입어서 그렇지 모델분처럼 오피스룩으로 입기 좋아요",FREE
ePyfCE3R,상위 10%,24.10.15,화이트,FREE,정사이즈예요,보통이에요,화면과 비슷해요,161.0,47.0,44,"비닐에 포장 잘 되어서 왔구요~
접혀있던거라 자국은 있지만 입다보면 괜찮을것 같아요 여름에도 링클프리 소재의 옷을 입었는데 편하게 잘입었어서 긴소매 블라우스도 한번 구매 해봤는데, 이것도 잘입을거같아요~^^",FREE
물욕지구뿌쇼,탑리뷰어,24.10.10,블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,170.0,56.0,55,"띠뜨루 셔츠
세번째는 세탁하고 바로 찍은사진인데요 
다림질은 입기전에 한번씩 해줘야할것 같아요ㅠ 
두꺼운소재는 아니지만 찰랑거리는 셔츠라 그것만의
매력이 또 있네요..🖤
베이지컬러랑 고민했는데 블랙이 휘뚜루마뚜루 일것 같긴해요 올가을 결혼식은 이걸루 뿌실게요,,?",FREE
dbgy******,상위 15%,24.10.06,베이지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"요건 생각보다 기장이 길지 않았고, 그냥 청바지나 슬랙스, 치마 안에 넣어서 입어야 할것 같아요. 색상 베이지 골랐는데 은은하니 예쁘구요, 재질도 부들부들했어요. 기본 아이템으로 갖고 있기 딱 좋은거 같아요 !",FREE
JfZ9LbSx,상위 10%,24.10.06,라이트스카이,FREE,정사이즈예요,보통이에요,화면과 비슷해요,158.0,51.0,55,"우선저렴한가격에 블라우스 구매해서 좋았습니다.
결혼식장에 입고갈건데 너무 저퀄일까봐 걱정했는데 생각보다 더 괜찮은것같습니다 링클프리제품에 히든버튼이라 고급스러워 보이네요. 다만 처음샀을때 새옷냄새가 조금 나고 단추구멍쪽에 실밥정리를 해줘야하는 단점이 있습니다.
하지만 전반적으로 매우만족합니다.
약간촤르르 흘러내리는 블라우스라고 생각하시면될것같습니다",FREE
jjunss,상위 20%,24.09.12,라이트스카이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,164.0,62.0,55,면접이나 결혼식장 때 입으려고 샀는데 비침은 없는데 속옷의 레이스가 잘보이네요. 그건 새로 사면 되니까 됐고. 블라우스가 가격 대비 고급져보여요. 만족합니다! 다림질 잘하면 될 것같아요. 잘 구겨질 것 같은 재질이에요.,FREE
JBMLUsyn,상위 5%,24.08.24,라이트스카이,FREE,정사이즈예요,보통이에요,화면과 비슷해요,163.0,52.0,55,잘라서 올린 사진이 실물과 비슷한 색상입니다. 결혼식에 입고 가려고 주문했는데 마감이 조금 별로인 것 빼고는 만족스럽네요. 히든 단추라 더 단정해보여요. 이런 색상은 처음 입어보는데 잘 어울려서 만족해요. 키 163에 엉덩이 반까지 오고 촉감도 좋아요. 번창하세요!,FREE
jea1***,상위 5%,24.10.17,브릭,FREE,정사이즈예요,보통이에요,화면과 비슷해요,,,,"소재가 매우 부드러워 피부에 닿는 촉감이 좋아요~사이즈도 너무 타이트하지않고, 박스도 아니라 편안하지만 핏도 적당한 사이즈네요~
다만, 박음질의 마감처리는 다소 아쉽긴합니다~",FREE
빈프로젝트,상위 20%,24.06.20,라이트스카이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160.0,52.0,44,"결혼식장에 입고갔는데 다들 예쁘다고 해줘서 좋았어요!
많이 덥지않았는데 
여름이 아니라 6월에 간거라 지금은 잘 모르겠네요

고급스럽지만 조금은 다리미로 좀 다려줘야합니당!
버튼이 안보여서 더 고급스럽다고 느꼈어요",FREE
seb5***,상위 25%,24.06.10,블랙,LARGE,정사이즈예요,아주 만족해요,화면과 비슷해요,170.0,58.0,66,"급하게 면접을 봐야해서 혹시 몰라 스카이블루랑 블랙 두개 다 구매했어요.
어깨가 넓은 편인데 라지 사이즈가 따로 나와서 그점이 정말 좋았어요!💕
좋은 가격에 데일리템 구매해서 기분이 좋네용!",LARGE
seb5***,상위 25%,24.06.10,라이트스카이,LARGE,정사이즈예요,아주 만족해요,화면과 비슷해요,170.0,58.0,66,"급하게 면접을 봐야해서 혹시 몰라 스카이블루랑 블랙 두개 다 구매했어요.
어깨가 넓은 편인데 라지 사이즈가 따로 나와서 그점이 정말 좋았어요!💕
좋은 가격에 데일리템 구매해서 기분이 좋네용!",LARGE
dmsd******,상위 1%,24.04.15,화이트,FREE,정사이즈예요,보통이에요,화면과 비슷해요,160.0,53.0,55,"하얗고예뻐요~ 배송도 빨랐고 배송 상태가 좋아서 주름 1도 없이 왔구요, 셔츠 자체가 주름도 안지는 타입이라 걱정없이 보관하기 넘 좋아요. 결혼식갈때 입으려고 샀는데 맘에 듭니다 ㅎㅎ",FREE
D8xOU8iA,상위 30%,24.03.12,라이트베이지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160.0,60.0,55,160에 64키로인데 딱 보기좋게 맞아오 오피스룩으로 엄청 좋네요 가격대비 질이 좋아서 자주 입게 되고 나중에 추가로 살수있을거같아오 디자인 무난하고 착용감 부드러운데 비쳐서 이너 입고 입으셍ㅎ,FREE
5FOFLYXz,,24.02.19,딥블루,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,164.0,60.0,66,이너로 입을 예쁜 셔츠 찾다가 눈에 들어와서 주문했구요! 생각했던대로 색상들 모두 만족하구요. 특히 카라 부분이 예쁘게 세워줘서 대만족입니다. 저는 후기보고 기본 4가지 색깔 저에게 필요한 것 처음부터 4개 주문했습니다! 모든 색깔 대만족입니다♡ 너무 많이 입어서 헤어지면 또 주문할게요! 계속 팔아주세요~^^,FREE
지탱,상위 30%,24.02.16,화이트,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,153.0,58.0,66,"디게 부드럽고 핏도 허리가 살짝 들어가서 이뻐요
55-66입는데 작을줄알고 걱정했는데 딱 잘맞아서 다행이예요
생각보다 퀄리티 괜찮아요
단점은 실 마무리가 조금 안되서 여기저기 보이지만 이가격에 이 정도면 깔별로 사려구요",FREE
klrtNVOJ,상위 1%,24.01.24,화이트,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,155.0,53.0,55,"하늘한 블라우스인데 완전히 흐물거리지는 않고 핏이 잘 잡혀있어서 마음에 들어요!
셔츠 사려다가 너무 빳빳한게 별로라 블라우스 산건데 만족스러워요!
속에 흰 나시 입고 입으면 깔끔할 것 같네요~
직진배송 너무 좋아요 👍",FREE
율뭉,,25.01.13,화이트,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,155.0,45.0,55,"셔츠를 처음 받았을 때 고급스러운 느낌이 들었고 재질도 너무 부드럽고 편안하네요 ! 하루종일 움직여도 주름이 지지 않아서 더 좋아요 ㅎ 
따로 다림질 하지 않아도 세탁 후에 탁탁 털어서 널면 주름이 많이 지지 않아요 
데일리 출근템으로 추천 드립니다 !",FREE
2IRnh5th,상위 15%,25.01.02,카키,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,157.0,54.0,55,"군청색?청록색? 좀 더 톤다운된 따뜻한 색일 줄 알았는데 차가운 초록 느낌이에요
퀄리티는 가격 생각하면 진짜 좋아요 마감도 잘 되어있고 마음에 듭니다 다만 다른 색으로 살껄 싶은,,ㅎㅎ",FREE
lhKWilBG,상위 20%,24.12.05,블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,164.0,55.0,55,헐 기대안하고 기본템으로 막 입으려고 샀는데 생각보다 퀄이 너무 좋아요! 박음질도 잘 되어 있고 신경써서 만드신게 보여요! 깔끔하고 기본의 정석 같은 느낌이라 데일리로 예쁘게 입을 거 같네요 추천합니당!🖤,FREE
WM8r2qPm,상위 25%,24.12.03,라이트스카이,FREE,정사이즈예요,보통이에요,화면과 비슷해요,164.0,58.0,55,색은 사진보다 진한 스카이블루색 ! 이쁩니다!! 다만 처음 왔을 때 접혀서 주름지어 있는 부분은 입고 세 번 정도 빨았는데 계속 있네요~ 다리미질 함 하면 그 뒤로는 없을 수도 있을 듯,FREE
re1tF9bQ,상위 10%,24.11.27,화이트,FREE,정사이즈예요,아주 만족해요,화면보다 어두워요,160.0,51.0,44,직장에서 교복처럼 입기 좋아요! 처음 받고 냄새나서 세탁했는데 단추가 떨어져서 직접 바느질 하는 게 좀 불편했어요 그래도 이 가격에 이런 퀄리티 링크프리 셔츠가 없어서 여러장 구입했습니다:) 쪼아요!,FREE
re1tF9bQ,상위 10%,24.11.27,블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160.0,51.0,44,직장에서 교복처럼 입기 좋아요! 처음 받고 냄새나서 세탁했는데 단추가 떨어져서 직접 바느질 하는 게 좀 불편했어요 그래도 이 가격에 이런 퀄리티 링크프리 셔츠가 없어서 여러장 구입했습니다:) 쪼아요!,FREE
re1tF9bQ,상위 10%,24.11.27,라이트베이지,FREE,정사이즈예요,아주 만족해요,화면보다 어두워요,160.0,51.0,44,직장에서 교복처럼 입기 좋아요! 처음 받고 냄새나서 세탁했는데 단추가 떨어져서 직접 바느질 하는 게 좀 불편했어요 그래도 이 가격에 이런 퀄리티 링크프리 셔츠가 없어서 여러장 구입했습니다:) 쪼아요!,FREE
re1tF9bQ,상위 10%,24.11.27,라이트스카이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160.0,51.0,44,직장에서 교복처럼 입기 좋아요! 처음 받고 냄새나서 세탁했는데 단추가 떨어져서 직접 바느질 하는 게 좀 불편했어요 그래도 이 가격에 이런 퀄리티 링크프리 셔츠가 없어서 여러장 구입했습니다:) 쪼아요!,FREE
Dra7L6Gf,,24.11.15,핑크,LARGE,생각보다 커요,아주 만족해요,화면과 비슷해요,,,,"배송은 진짜 총알 배송이에요!!
흰색/검은색은 무난하고 핑크는 생각보다는 약간 얌전하고 아주 살짝 어두운 색이에요 좀 더 쨍할줄 알았는데 그건 뭐 화면과 다를 수 있는것이니...
제가 가슴이 좀 커서 큰사이즈로 시켰는데 ㅠㅠ 어깨도 그만큼 커서 어깨부분은 큰게 티가나고 어깨가 딱 맞았을때가 이쁠것 같은 옷이라 좀 아쉬워요
그리고 천은 완전 매끈매끈 촤르르 한 실크질감의 천은 아니고
면과 실크 중간쯤되는 질감이네요
아직 모르겠지만 애매한 질감에 나중에 보풀이 살짝 걱정되는 느낌인데 일단 그건 입어보고 세탁해봐야 할듯요",LARGE
nAHHu2ZG,상위 10%,24.10.30,라이트베이지,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160.0,48.0,55,사진이 화이트랑 비슷하게 나왔는데 실제는 오트밀베이지 정도의 느낌으로 보시면 돼요. 같은 브랜드 반팔 링클프리 블라우스가 너무 맘에 들어서 회사용 교복으로 몰아 샀어요. 여름용 블라우스는 촤라라한 느낌이었는데 긴팔은 면이 약간 들어가서 질감이 달라요. 프리사이즈인만큼 편하고 무난하게 들어갑니다. 좋은 상품 항상 감사드려요~,FREE
nAHHu2ZG,상위 10%,24.10.30,라이트스카이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160.0,48.0,55,같은 브랜드 반팔 링클프리 블라우스가 너무 맘에 들어서 회사용 교복으로 몰아 샀어요. 여름용 블라우스는 촤라라한 느낌이었는데 긴팔은 면이 약간 들어가서 질감이 달라요. 라이트베이지는 이 사진보다 좀 더 진하긴 한데 딱 직장인 교복 같아서 회색 하의나 원피스에 받쳐입기 좋아요. 프리사이즈인만큼 편하고 무난하게 들어갑니다. 좋은 상품 항상 감사드려요~,FREE
nAHHu2ZG,상위 10%,24.10.30,화이트,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160.0,48.0,55,같은 브랜드 반팔 링클프리 블라우스가 너무 맘에 들어서 회사용 교복으로 몰아 샀어요. 여름용 블라우스는 촤라라한 느낌이었는데 긴팔은 면이 약간 들어가서 질감이 달라요. 프리사이즈인만큼 편하고 무난하게 들어갑니다. 화이트는 다른 끼 없는 딱 베이직한 화이트에요. 좋은 상품 항상 감사드려요~,FREE
ansd*****,상위 10%,24.10.27,라이트스카이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,159.0,53.0,55,"근육형 재질에 뼈대가 두꺼워서 어깨랑 팔뚝 부분이 낄까봐 걱정했는데 다행히 낙낙하고
색도 화사하니 이쁘네요 
구김도 적게 이쁘게 접어 와서 기분이 좋았어요
세탁하고 나서도 구김이 아예없어여!",FREE
YObHd5mZ,,24.10.24,블랙,FREE,정사이즈예요,보통이에요,화면과 비슷해요,163.0,56.0,66,"검정색 셔츠 사고 싶어서 블라우스랑 셔츠랑 엄청 고민했는데 블라우스 같은 사르르 떨어지는 재질이라 오히려 대만족 핏도 이뻐요 격식있는 곳에도 잘 어울려서
결혼식장 갈때도 너무 좋을거 같아요",FREE
