아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
CbKFcm45,,24.06.16,블랙,1호,생각보다 커요,보통이에요,화면과 비슷해요,153,61,55,상의가 퀄리티가 그렇게 좋은지는 모르겠지만 가격대비 괜찮고 이뻐요~~ 다만 1사이즈도 생갇보다 품이 커서 마른 사람이 입으면 많이 클거 같아요 가장큰 단점은 중간데 줄 당겨서 셔링 만드는 부분이 당겨지면서 밑부분중간이 뜨는데 쫌 어정쩡 한면이 있어요 그래서 많이 당기면 안될거 같아요 그거 말고는 더운 여름에도 가볍고 편하게 입기 좋아요~~,1호
dywj******,,24.06.12,소라,2호,생각보다 커요,아주 만족해요,화면과 비슷해요,156,64,66,"일단 60키로 후반분들도 1시키셔도 무리없을것 같아요
통이 엄청 넓고 팔뚝 부분도 고무줄처리 되어있어서 편해요
1시킬걸 그랬어유 ㅠ 팔 모으면 괜찮은데 벌리면 통이 넓어서 엄청 커보여유 ㅠ 아숩 뒤에를 고정하고 다녀야 겠어욤 그래도 색상도 셔링도 이뻐서 추천이요~!",2호
X9iZ1VpK,상위 5%,24.05.24,소라,1호,정사이즈예요,아주 만족해요,화면과 비슷해요,151,50,55,"시원하고 청량감 그 자체인 블라우스에요 🫧💙

원하는 만큼 끈을 당기고 묶을 수 있어 기분과 취향에 맞게 연출이 가능하답니다✔️

팔 부분은 통이 넉넉해서 불편함 제로❌
약간의 레이스로 이루어져 샤랄라 한 느낌과 한층 더 여리여리해보이는 효과를 줍니다💟

적당한 넥 파임이기 때문에 가슴골 등 심한 노출은 안 되니 걱정 마세요😊

153/75c 참고 해주세요!",1호
ansd****,상위 10%,24.05.22,아이보리,1호,정사이즈예요,아주 만족해요,화면과 비슷해요,164,58,66,"저 55반입는 어깨 40센치입니다 
체격이 있는 편이라서 여리여리해보이는지, 어깨와 팔뚝살 커버해주는지를 제일 중요하게 생각해요!! 
근데 몸에 하나도 안 달라붙고 팔뚝살 커버도 되고(팔뚝쪽 고무줄 처리되어있어서 쭉 늘어남, 하나도 안 쪼임) 어깨도 커버해줘요!!! 후기들 보니까 퍼프때문에 어깡처럼 보인다는 리뷰 있어서 고민했는데.. 아니요?? 어깡처럼 안보여요
오히려 걍 기본티 입었을때보다 말라보여요 

질도 좋고 시스루 소재도 아니여서 만족스럽습니다
팔다리 긴체형에 어깨 한 떡대하는 편인데 작은 사이즈 충분합니다. 66까지는 가능! 
77부터는 큰 사이즈 추천이요",1호
anyw******,상위 10%,24.05.11,소라,2호,생각보다 커요,아주 만족해요,화면과 비슷해요,166,57,66,"다이어트해서 66입지만 넉넉하게 입고싶어서 2호 구매했어요 예쁘네요 ㅎㅎ 널널하게 입고싶은 분이 아니라면 1호사세요~퀄리티 자체는 좋아요 퍼프숄더가 호불호가 있을듯해요 약간 날 어깨깡패로 만들어준달까 😂 이런템이 하나도 없으신분들에게 하나쯤 추천합니다
저는 하나도없어서 샀어요
퍼프소매에 고무줄이 있을줄알고 팔뚝이 너무 거슬리면 어쩌지..싶었는데 
다행히 그런거 전혀없었고 팔뚝널널합니다~
배가 아주살짝씩보이는게 매력포인트네요
77 이상 입으시는분들은 블랙 추천해요 밝은색은 퍼프숄더때문에 엄청엄청 부해보일수있어요 
(퍼프숄더얘기는 2호상품에 한해서라는점 참고해주세요.1호는 다를수 있습니다😊)",2호
hongjii,상위 15%,24.12.08,아이보리반팔,2호,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,제가 정말 급해서 후기 좋은걸로 그냥 산건데 정말 제 체형에 딱 맞으면서 여성스러움을 강조해주는 옷이라서 좋았어요! 근데 이 옷이 약간 어깨가 강조되는 느낌이었고 팔뚝 부분은 고무줄로 되어있는점이 좀 아쉬웠습니다ㅠ 그래도 전 대만족 하면서 여름내내 잘 입고 다녔습니다!,2호
beWNV1Jg,,24.08.28,아이보리,1호,정사이즈예요,보통이에요,화면과 비슷해요,162,57,55,"사진처럼 비침있습니다!
흰색 브라탑 나시랑 같이 입으면 이뻐용!
바람 많이 불면 까꿍합니닷
팔 벌룬(?)이 생각보다 펑퍼짐해요! 
앞에 흰색 끈은 길이가 다소 길어서 리본으로 묶으면 힘없이 흐레레 거리긴 해요!",1호
oRUPyfiC,,24.08.21,아이보리,1호,정사이즈예요,별로예요,화면과 비슷해요,156,52,55,"하의를 어떤걸 받쳐입어도 이쁠꺼같아서 샀는데 완전 만족해요~~ 생각보다 작지도 않고 어벙벙하게 큰것도 아니라서 이뻐요!!

그런데 한번입고 세탁했더니 어깨쪽이 뜯어져버렸네요 ㅠㅠ 구매하시고 마감 잘되어있으신지 확인해보시는게 좋을꺼같아요,, 앞쪽 셔링있는데도 곧.. 뜯어질것같아요 ㅠㅠ",1호
어어ㅏ우애아아아,,24.07.29,아이보리,2호,정사이즈예요,아주 만족해요,화면과 비슷해요,162,60,66,예뻐용~ 여름옷이라 조금 비치긴하지만 넉넉한데 스트링 조이면 핏이 날씬해보이게 조여져요! 밑단이 풍성해서 더 예쁜거 같아용 근데 살짝 뭐 묻어서왔네료 그부분만 아쉽.. 2만원에 잘산거같아오 그래도!!! 완전 여기저기 입기 조아용 슬랙스랑 치마 다 👍,2호
ECgvHA8I,,24.07.25,아이보리,1호,정사이즈예요,아주 만족해요,화면과 비슷해요,158,65,55,"제 인생 옷입니다...
엄청 편하고 불편한 느낌이 하나도 없어요!!!!
팔뚝쪽이 가장 신경 쓰여서 엄청 고민했는데 고무줄이라 너무 편하고 날씬해보여서 다들 칭창해주셨어요 ㅎㅎ긴팔도 구매하러 갑니다 :)",1호
