아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용
gDNU8n8j,상위 10%,24.10.26,블랙,민트,정사이즈예요,아주 만족해요,화면과 비슷해요,157cm,48kg,상의 44,"우선 둘 다 예쁩니당 기본 이너티로 딱이에오!
그린은 생각보다 색간이 따뜻한 느낌이어서 제 피부톤에 완전 찰떡은 아니지만 그래도 맘에 듭니당
다만 두 색상의 티셔츠 사이즈가 조금 다른 것 같아요
핏 자체는 그린이 조금 더 널널해서 더 여리여리해 보이고 예쁩니다! 핏이 예술이에요..
검정은 생각보다 팔 전체적으로 더 타이트하고 목라인이 조금 더 안예쁘게? 모여 있어서 살짝 내복 느낌이 나긴해요
그래도 편하게 입으려고 산거라 대체로 만족합니당
저는 크게 신경 쓰이진 않았으나 사진을 자세히 보시면 아시겠지만, 두 색상 모두 연하다기 보딘 진한 편에 가까운데도 속옷 라인이 살짝 비칩니당 검은색도 살짝 비치더라구요 이 점 참고해주세요!
색감은 그린의 경우 1번 사진이 가장 실물과 비슷합니다!
리디아 도매택 매우 즐겨입는 사람인데 꽤 만족합니당:)"
녹차설탕초코,상위 1%,24.10.21,아이,선택안함,작아요,보통이에요,화면과 비슷해요,160cm,55kg,상의 55,"이너티로 샀습니당 색상은 아이보리색이며
핏감있는편입니다 ㅎㅎ
가성비좋고 아무데나입기 편해요 전 가죽자켓안에
입었는데 이쁘게코디된거같습니다..?ㅋㅋ
디자인이나 질감은 평범한편입니다
가성비좋아서 산거라 괜찮습니당"
짱아,,24.10.18,아이,그레이,정사이즈예요,보통이에요,화면과 비슷해요,161cm,46kg,상의 44,"파임이 진짜 적당하고, 팔 길이도 적당하게 길어서 너무 좋아요.. 다른 데서도 사봤는데 팔은 너무 찡기고 허리쪽은 헐렁해서 핏이 이상해서,, 열심히 찾다가 산건데 이건 허리쪽을 잡아줘서 핏이 예뻐요♥"
8d5zOepH,상위 5%,24.03.08,아이,그레이,정사이즈예요,아주 만족해요,화면과 비슷해요,169cm,62kg,상의 55,퀄리티 쫀쫀하니 좋아요!! 근데 바스트 좀 있으신 분덜.. 단독으로는 절대 못입을듯요 ㅠ...ㅎㅎ 이너티로는 괜찮은것같아요!!!! 가성비로 따지면 괜찮은 것 같아요 목부분도 적당히 넓어서 얼굴도 작아보임!
843QAvI7,상위 15%,24.12.02,그레이,선택안함,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,50kg,상의 55,"세 달 정도 뽕 뽑을 만큼 입고 후기 남겨용
우선 가격 대비 너무너무 만족합니다!!
두께가 얇아서 안 따뜻할 줄 알았더니 생각보다 엄청 따뜻해서 입으면 땀 나요 ㅋㅋ 봄가을엔 단독으로 입으면 핏 너무 예쁘고 겨울에는 이너로 입기 딱 좋아요!
여러 번 빨았는데도 변형 없고 짱짱해서 흰색도 구매할 예정입니닷
다만 오래 입었더니 팔이 스치는 몸통? 부분에 두 번째 사진처럼 보풀이 조금씩 생기더라구용..
그치만 회색이라 티도 잘 안 나고 이 가격에 이 정도 보풀은 감안할 만 하다고 봐용 ㅎ 저는 기본티로 꾸준히 재구매할 듯 합니다~~"
암쏘뷰리풀,상위 30%,24.11.13,아이,아이,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,53kg,상의 55,좀 비치긴해도 이너로 입을 생각으로 산거라서 괜찮을 것 같아요!! 딱 달라붙어서 몸에 착 감기는 기분입니다!! 가격대비 너무 좋아요 1+1이라 흰색 두개 샀는데 번갈아가면서 입으려고!!
앙팡맘,탑리뷰어,24.11.07,블랙,선택안함,정사이즈예요,보통이에요,화면과 비슷해요,158cm,48kg,상의 44,기본티셔츠 필요해서 여러군데 비교하다 요기서 주문했눈데 완존 짱짱하이 너무 맘에드는데요? 스판기도 너무 많지 않아서 늘어남이 덜할 것 같아요! 더 오래 입을 수 있겠쟈나? 히히🩵 맘에 쏙 들어! 활용도 최고야!
www.,상위 15%,24.08.27,그레이,네이비,정사이즈예요,보통이에요,화면과 비슷해요,173cm,51kg,상의 55,레이어드 해서 입으려고 두벌 샀어요 생각보다 쫀쫀하고 몸에 감겨서 두개 입으니까 살짝 끼더라구요. 불편하진 않아서 가을이나 초겨울에 이너로 입기 좋을 거 같아요. 퀄리티도 좋고 넥라인도 답답하지 않게 파여있어서 추천합니다
dingdingz,상위 5%,24.12.17,아이,그레이,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,43kg,상의 55,"배송 빠르고, 재질도 좋아서 만족합니다
얇아서 겨울에는 단독으로 못 입을 재질이에요!
니트랑 입으려고 샀기 때문에 크게 아쉽지는 않아요
만족스러워서 다른 색상도 사고 싶어요"
빠그락땅콩,,24.12.04,아이,블랙,정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,62kg,상의 55,"니트 안에 입을 얇은 이너 레이어드 티가 필요해서 구매했어요
배송도 나름 빠르고 질도 부드러워서 잘 입을것 같아요
다른 컬러도 추후 구매할 예정"
큩이,,24.11.30,네이비,선택안함,정사이즈예요,아주 만족해요,화면과 비슷해요,171cm,54kg,상의 55,"키:170 몸무게:53
최근들어 산티중 제일 잘 샀다는 생각이 드네요
타 앱 제품들이랑 비교했을때 퀄리티나 길이나 
떨어지는게 없는것같아요 감사합니다😭😭🥨🥨"
또데지띠드빵,상위 10%,24.11.22,그레이,모카,정사이즈예요,보통이에요,화면과 비슷해요,160cm,44kg,상의 55,"재질은 쫀쫀한 스판재질의 면티느낌에 부드러움
착달라붙는 핏이 날씬해보이고 이너로 입어서 코디하기 정말 좋은 데일리템이에요~
평소에 자주 잘 입고다닐듯 합니다."
zQ1KvKrM,상위 15%,24.11.14,그레이,블랙,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,55kg,상의 55,슬림하고 잘 늘어나는 치즈같은 티셔츠 사고싶어서 원단보면서 구매했는데 만족하는 신축성입니다! 컬러별로 조금씩 감이 달라서 그레이가 더 만족하는 쪽에 가까워요. 치즈같은 쫀쫀함!
B0eca6gx,,24.11.09,그레이,아이,정사이즈예요,보통이에요,화면과 비슷해요,168cm,53kg,상의 55,"이 공장이 티셔츠 맛집이잖아욤
옷 자체는 예쁩니당 무난하게 겨울 이너로 깔별로 쟁이기 조아욤
근데 소매쪽에 뭐가 튄건지..? 누가 반품한거 준건지 오염이 있더라고요"
012s**,상위 10%,24.10.26,베이지,모카,정사이즈예요,보통이에요,화면과 비슷해요,161cm,44kg,상의 55,앏지않고 적당한 두께로 보온성도 있고 신축성이 좋아요 밝은색은 많은데 흔치 않은 색상 이라 아우터에 맞추기 좋은 색상 으로 해서 마음에 듭니다
3ZBwYuNU,,24.04.25,그레이,선택안함,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,60kg,상의 66,"이번에 티셔츠를 많이 삿는데 이거 레이어드용으로 딱 좋네요! 그리고 소재가 엄청 쫀쫀헤요~!
저 택 달려있는 도메스틱 옷을 몇개 갖고 있는데 질이 다 좋더라고요. 그래서 이번에도 믿고 구매했는데 대성공ㅎㅎ 저렴하게 퀄 좋은 티셔츠 구매해서 기분 좋ㄴㅔ요!

넥라인도 이쁘게 잘 빠졌고, 팔 길이도 약간 긴 편이라 여리여리하게 매치할 수 있어요~"
자그소미,,24.03.30,아이,선택안함,정사이즈예요,보통이에요,화면과 비슷해요,153cm,45kg,상의 44,"어깨도 좁은편이고 153 키도 작은데
어깨선이 안쪽으로 들어오더라구여 전 어깨선이 끝에 딱맞춰 입는 걸 선호해서.. 이부분이 아쉬웠고

아우터 안에 기본 이너티로 입긴 좋아요 꽤 비쳐서 단독으로는 저는 못입을듯용

재질 되게 쫀쫀한데.... 한 번 입고 빨았는데 보풀 조금 생겼어요 참고하세요"
seun***,상위 20%,24.03.27,그레이,네이비,정사이즈예요,보통이에요,화면과 비슷해요,157cm,45kg,상의 44,레이어드 해서 입으려고 네이비랑 그레이 구매했는데 너무너무 마음에 들어요. 9천원대일 때 언능 겟 하세요!!🤩 부드럽고 쫀쫀하니 몸에 착 달라붙어서 핏도 예쁘고 요즘 같이 날씨 제멋대로 일 때 입기 좋아요. 대신 보풀은 빨리 생기는 것 같습니다.
fD1MgStm,상위 10%,24.03.26,아이,선택안함,작아요,아주 만족해요,화면과 비슷해요,164cm,50kg,상의 55,"가격땜에 기대 안했는데 너무 만족해요!
흰 회 검 고민하다 검정은 취소했는데 검정도 살 걸 그랬나봐요🥲 지금 계절에 이너티,레이어드 티셔츠로 산거였고 마감도 깔끔하고 넥라인,소매라인 마감이 도톰하게 처리되어서 꽤 오래 입을 것 같아요
손세탁 귀찮아서 세탁망에 넣고 모양 잡아서 말렸는데 젼형은 없었어요 소재도 아주약한 피치기모재질이라 더 맘에 들어요~"
3oVnzPuY,,24.03.23,아이,블랙,생각보다 커요,보통이에요,화면과 비슷해요,160cm,46kg,상의 44,기본티~ 기본색~블랜 앤 화이트 필요해서 구매 했어요 ~ ㅎㅎ 조금 큰 감이 있긴 한데 편하게 잘 입을거 같아요 ~ㅎㅎ 퀄리티가 그리 오래 입지는 못할거 같으나 나름 만족 합니다 ~ㅎㅎ
Nwqyxf2X,,24.03.02,그레이,아이,정사이즈예요,아주 만족해요,화면과 비슷해요,150cm,45kg,상의 55,"전에 이 도매택 기본티 샀었는데 퀄리티 괜찮길래 믿고 사봤어요 촉감 엄청 부들부들하고 잘 늘어나는데 넥라인은 살짝 두껍게 한번 박아놔서 늘어남 심하지 않을거같아요 일단 빨아봐야 알겠지만..
촤르륵 감기는 핏이고 몸매 좋아보이게 잡아줘서 이너티로 딱이에요 팔뚝살 커버 안되는거같지만 바스트 있으신분들은 진짜 몸매 좋아보일거같아요! 총장 길이도 적당하고 넥라인 적당히 유넥 파여있어서 답답하지 않고 너무 파여서 민망하지도 않아요 다른 색상으로 더 사려고 합니다 강추!!"
쥬만,,25.01.12,아이,블랙,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,50kg,상의 55,와 진나 마음에 들어요 후기에 있는 그대로 재질도 좋고 핏도 좋고 단독으로 입어도 레이어드 해서 입어도 둘 다 너무 예쁠 것 같아요 기본 티로 딱 쟁여 놓기 좋은 그런 티입니다 네장 구매했는데 구매하길 잘한 것 같아요 ㅎㅎ
INY73yxA,상위 20%,25.01.08,그레이,네이비,정사이즈예요,아주 만족해요,화면과 비슷해요,167cm,51kg,상의 55,생각했던 후들후들한 질감이고 생각한 것보다 탄탄해서 핏도 잘 잡아주네용 레이어드가 유행이라 하려고 샀는데 딱 원하는 핏이에요 요 도매택 이너티 다른 곳에서도 샀는데 OOTJ가 바지 맛집이듯 여기는 이너티 맛집인 것 같아요
moto***,상위 1%,25.01.04,그레이,선택안함,정사이즈예요,아주 만족해요,화면과 비슷해요,166cm,49kg,상의 55,"피부에 닿는 면 느낌이 보들보들하니 좋아요 
팔길이도 저한테는 적당히 길어서 맘에 듭니다 
첨에 받아봤을때는 전체 기장이 짧은가했는데 그렇지않고 몸에 딱 핏되는 느낌이라 이너로 입기 좋아요"
KK7cjeRT,상위 5%,24.12.30,그레이,선택안함,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,45kg,상의 44,"그레이랑 블랙 구매했는데 이너로 입기 너무 좋아요! 
몸통부분은 핏하게 잘 맞는데 팔뚝쪽은 좀 널널하더라구요! 그리고 소매도 짧둥하지 않아서 좋아요👍👍
저렴하게 잘 구매한것 같아서 기분 좋슺니다 ㅎㅎ"
KK7cjeRT,상위 5%,24.12.30,블랙,선택안함,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,45kg,상의 44,"그레이랑 블랙 구매했는데 이너로 입기 너무 좋아요! 
몸통부분은 핏하게 잘 맞는데 팔뚝쪽은 좀 널널하더라구요! 그리고 소매도 짧둥하지 않아서 좋아요👍👍
저렴하게 잘 구매한것 같아서 기분 좋슺니다 ㅎㅎ"
63TcGpL5,상위 25%,24.12.28,민트,모카,정사이즈예요,아주 만족해요,화면과 비슷해요,155cm,45kg,상의 55,배송이 쿠팡보다 빨라요 ㅋㅋㅋ금요일 오후에 주문해서 월요일에 오겠지 했는데 바로 배송출발해서 토요일 점심에 받았어요!! 색도 화면과 똑같고 면도 부드러워요 보폴이 안났으면 좋겠습니다!
uXUXB9gb,상위 15%,24.12.15,아이,선택안함,정사이즈예요,아주 만족해요,화면과 비슷해요,169cm,53kg,상의 55,"기본티 실패만 n회차.. 그냥 싼거 살란다 싶어 산 티가 선빵쳤어요. 검정색만 입고 다녀서 흰색 사봤는데 핏보고 검정색을 사러 다시 들어왔어요... 왔을때 대충 생얼에 속옷안입고 입으면 하 또 돈버렸다 싶은데 뽕있는 거 입고 입으면 딱 붙어서 몸매 좋아보여요. 
쓰다보니 상체가 통통하면 내복같을 거 같아요."
hMipPeFP,상위 10%,24.12.14,아이,선택안함,정사이즈예요,별로예요,화면과 비슷해요,상의 55,,,"단점이라면 필링이 많이 일어나요
한철 입을거라 상관없어요
재질은 부드럽고 좋아요 
얇은데도 너무 따뜻해서 이너로 입기에도 좋아요.
3개째 구입했습니다"
WqD619MZ,상위 10%,24.12.13,아이,소라,정사이즈예요,아주 만족해요,화면과 비슷해요,164cm,48kg,상의 55,"아웅 나 이거 이너로도 입고 단독으로도 입고 여기저기 다 입어용 넘 좋쟈냥ㅎㅎㅓ헣
처음부터 색깔별로 미리 여러개 사길 잘한거같아요 활용도가 엄청 굳
흰색을 더 살까 말까 고민중이에요
두개도 겹쳐입어봤는데 아무래도 사이즈가 같으니 레이어드가 이쁘게 되려면 계속 옷을 잡아줘야해서 다른옷으로 레이어드 하는게 더 편해요"
WqD619MZ,상위 10%,24.12.13,그레이,네이비,정사이즈예요,아주 만족해요,화면과 비슷해요,164cm,48kg,상의 55,"아웅 나 이거 이너로도 입고 단독으로도 입고 여기저기 다 입어용 넘 좋쟈냥ㅎㅎ흫

처음부터 색깔별로 미리 여러개 사길 잘한거같아요 활용도가 엄청 굳
흰색을 더 살까 말까 고민중이에요
두개도 겹쳐입어봤는데 아무래도 사이즈가 같으니 레이어드가 이쁘게 되려면 계속 옷을 잡아줘야해서 다른옷으로 레이어드 하는게 더 편해요
사장님 최공~"
okaeZum8,상위 15%,24.12.04,아이,선택안함,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,57kg,상의 66,"""이 옷은 정말 입기 편하고 좋아요! 부드러운 소재로 만들어져서 피부에 자극이 없고, 움직임에도 편안합니다. 이너로 입기에도 좋고, 외출할 때도 편안하게 입을 수 있어요. 디자인도 심플해서 어떤 옷에도 잘 어울립니다. 추천합니다!"" 👍👕"
다아엘,상위 1%,24.12.04,베이지,선택안함,작아요,별로예요,화면과 비슷해요,155cm,51kg,상의 55,"내돈내산 제품이고, 흠.. 솔직히 가격 생각하면 저렴하긴 한데 이거는 뭐.. 알리에서나 볼 것 같은 퀄리티에요🤯 

정말 솔직하게 작성해볼게요. 색상은 딱 생각한 색감 그대로 왔어요. 비닐 뜯기 전 까진 색감만 보고 너무 만족스러웠고 색감만 두고 봐서는 예뻐요. 근데 딱 개봉한 순간 음..? 너무 얇은데? 라고 생각을 했고 펼친 순간 내복인줄 알았습니다,,, 그리고 입어봤는데 속옷이 다 비쳐서 민망함 그 자체에요.. 

브라운 코트 속 이너로 입으려고 구매했는데 색감 자체는 예쁘고 잘 어울려서 겉옷 안 벗으면 괜찮겠지만, 아무리 그래도 실내에서는 외투를 벗어야하잖아요..? 근데 벗는순간 오엠쥐 너무 구질구질 없어 보여요ㅠㅠㅠ 에바에요.. 5점만점에 퀄리티만 보면 1점인데 가격이랑 색감 생각해서 2점줬습니다. 돈 더 주고 쫀쫀하고 따뜻한 이너 사입으세여.. 이 날씨에 이거 입었다간 얼어 죽을 것 같아요,, 

요약: 가격 저렴 하지만 가격만큼 퀄리티에요. 색상은 예쁘고 사진이랑 똑같지만 엄청 얇고 속옷 다 비쳐요. 재질도 별로ㅠ 재구매의사 없음 .."
쑥떠기,상위 20%,24.12.03,그레이,블랙,정사이즈예요,아주 만족해요,화면과 비슷해요,164cm,45kg,상의 44,이가격에 이퀄리티 되는 거였구나ㅜㅜㅠ 블랙은 넥라인이 그레이에 비해 파여있지 않고 쫀쫀한 질감이라면 그레이는 넥라인이 좀 파여있고 팔도 블랙보다 길고 부들부들한 질감이라 둘이 레이어드하기 딱이였어요!! 더 사고 싶습니다ㅠㅠ🤍
0GnAqpdc,상위 10%,24.12.01,아이,선택안함,정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,51kg,상의 55,"딱 기본적인 티 기능을 하는 옷이에요
겨울이너를 두껍게 입는 걸 불편해하는 편이라
몸에 달라붙지만 어느 정도 여유는 있는 핏을 좋아하는데 딱 거기에 부응하는 옷인 것 같아요
추천합니다"
0GnAqpdc,상위 10%,24.12.01,그레이,선택안함,정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,51kg,상의 55,"딱 기본적인 티 기능을 하는 옷이에요
겨울이너를 두껍게 입는 걸 불편해하는 편이라
몸에 달라붙지만 어느 정도 여유는 있는 핏을 좋아하는데
딱 거기에 부응하는 옷인 것 같아요
추천합니다"
mutWFjfq,상위 25%,24.12.01,아이,네이비,정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,59kg,상의 55,"색상도 네이비 상의55-66까지 충분히 입겠고
텐션도 좋네요~ 저렴한 가격에 잘 구입했어요!
1+1 직잭 행사를 통해서 구입하면 더더 좋을것 같네여! 기본티 필요하면 다시 구매할 의향 있습니다 ㅎㅎ"
mkOq0RRJ,,24.11.27,네이비,선택안함,정사이즈예요,보통이에요,화면과 비슷해요,168cm,50kg,상의 55,"조금 더 좋은 퀄리티를 기대하고 더 저렴한 제품들 말고 이 제품을 시킨 건데,
보풀이 생각보다 빨리 생겼어요
잘 닿는 소매는 그럴 수 있다고 생각하는데, 쭈리 트레이닝 입고 나서 전체에 보풀이 일어나고 먼지도 다 달라붙어서 좀 실망했어요
부드러워서 이너로는 계속 입습니다!"
IfoLCExg,상위 15%,24.11.26,아이,선택안함,정사이즈예요,아주 만족해요,화면과 비슷해요,153cm,48kg,상의 44,이너티로 딱 좋아요 안에 나시 없이 바로 입으면 속옷 약간 비칠 수 있는데 저는 안에 입으려고 산거라 괜찮았어요 제질 쫀쫀하고 넥라인 유넥으로 딱 적당히 파여있어 답답해 보이지 않아 좋아요 마음에 듭니다
퀸정어리,,24.11.22,아이,선택안함,정사이즈예요,보통이에요,화면과 비슷해요,167cm,56kg,상의 55,"이너로 안에 입으려고 샀습니다! 너무 편하고 일단 제가 개말라 인간이 아니라서 개말라핏은 아닙니다! 하하.. 그래도 이너로 아무때나 입을 수 있어서 너무 좋고요 다른 색상도 살 겁니다~ 
팔이 긴 편인데 이 옷 팔이 좀 길게 나와서 너무 좋네요 목 파임도 적당해서 너무 좋고요 아이보리는 안에 비침이 좀 있습니다!"
NYJOmTLR,,24.11.20,블랙,민트,정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,53kg,,"얇은 티라 목 부분이 늘어나기 쉽지만 핏이 예쁩니다.
봄 가을은 이 티와 얇은 아우터 매치해서 입기 좋고 겨울에는 이너티로 적격인 티입니다. 저는 이거 벌써 색상별로 4장 쟁여두는 중…👍"
