아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용
gb2Avko9,,25.01.11,(기모) 블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,170cm,51kg,상의 44,딱 기본티로 제격이에요! 흰색은 때탈것 같아서 안샀는데 흰색도 사야겠어요..붙는 티가 아니라 살짝 넉넉해서 더 좋은거 같아요! 팔이 긴 편인데 소매 길이도 길어서 진짜 만족합니다! 안늘어나고 오래오래 입었으면 좋겠네요
분쪽이,탑리뷰어,25.01.10,블랙,FREE,정사이즈예요,보통이에요,화면과 비슷해요,164cm,55kg,상의 55,"164cm 55kg 스트레이트 체형 후기입니다 (  ૢ ⦁ ‪.ꔷ ૢ)

슽체형은 밑단이 일자로 끊기는 옷이 아닌 둥근옷이 체형커버에 좋아요 ! 이곳 저곳 구경하다가 가성비로 구매해보았습니다 ! 

✔️ 겨울에 단독으로 입기엔 많이 얇아서 이름대로 이너티가 맞는것같아요 ! 겉에 가디건이라도 하나 걸쳐입는걸 추천 !

✔️ 얇고 후들거리는 소재에 목부분이 많이 내려와서 그런지 살짝 내복같은 느낌이 있어요 ㅠ.ㅠ 이건 다른식으로 코디를 해서 입어봐야겠어요 ! 

✔️ 먼지붙은게 너무 눈에 잘 띄어서 입기전에 돌돌이 필수 !! 👀"
분쪽이,탑리뷰어,25.01.10,아이보리,FREE,정사이즈예요,보통이에요,화면과 비슷해요,164cm,55kg,상의 55,"164cm 55kg 스트레이트 체형 후기입니다 (  ૢ ⦁ ‪.ꔷ ૢ)

슽체형은 밑단이 일자로 끊기는 옷이 아닌 둥근옷이 체형커버에 좋아요 ! 이곳 저곳 구경하다가 가성비로 구매해보았습니다 ! 

✔️ 겨울에 단독으로 입기엔 많이 얇아서 이름대로 이너티가 맞는것같아요 ! 겉에 가디건이라도 하나 걸쳐입는걸 추천 !

✔️ 얇고 후들거리는 소재에 목부분이 많이 내려와서 그런지 살짝 내복같은 느낌이 있어요 ㅠ.ㅠ 이건 다른식으로 코디를 해서 입어봐야겠어요 ! 

✔️ 검은색 보다는 먼지붙은게 안보이지만 너무 얇아서 안에 속옷이 비쳐요 ! 속옷 살색 착용했는데도 보여서 유교걸들은 나시 필수착용 !! 🤌🏻"
PesUwXni,상위 1%,25.01.07,아이보리,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,50kg,상의 55,만족 ~~! 안에 받쳐입기 너무 좋은 티에요 생각보다 헐렁헐렁한데 그렇다고 너무 펑퍼짐한 느낌도 아니고 라인이 꽤 잡혀 있어서 맘에 들었습니다 여즘 너무 잘 입고 있어요 아 그리고 팔이 되게 ㄷ길어요 ㅎㅎ
9lrRCxQd,상위 1%,25.01.03,아이보리,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,68kg,상의 77,"77사이즈라 기본 흰티는 단독으로 입은 적이 없는데... 이건 단독으로 입을 수 있어요ㅠ ㅠ 5키로는 빠져보입니당.. 스트레이트 체형분들 이거 꼭 사세요!! 
골지+보트넥+굴림밑단+넉넉한 팔길이 진짜 여리여리템 끝판왕입니당 다른색도 사고싶어요"
ji78Tqha,상위 10%,24.12.26,그레이,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,167cm,53kg,상의 55,부들부들 촉감 좋아요!!! 살에 안붙는 티 찾고있었는데 안붙고 여리여리해보인대서 주문했어요 착용해봤는데 바스트에 딱 안붙아서 너무 좋아요 근데 아무래도 전 팔뚝부자라서 보완을 해주진 못하더라구요 ㅜㅜ 근데 재질이나 팔길이가 넉넉한 부분이 좋아서 이더컬러도 주문하려구용 추천합니당!!!!
bluehero,상위 1%,24.12.20,(기모) 그레이,FREE,정사이즈예요,보통이에요,화면과 비슷해요,165cm,59kg,상의 66,날씬해보인다는 리뷰 보고 주문했는데 제 체구에도 약간 널널한 핏 나오고 아래가 동그랗게 되어 있어서 실제로 날씬해보여요! 얇게 기모 들어가있어서 엄청 부들부들한 느낌 다만 금방 늘어날 것 같은 느낌이 있어서 빨래할 때 주의해야할 것 같습니다
스트롱강,상위 5%,24.12.18,블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,58kg,상의 66,"📍스트레이트 체형이다 보니까 밑단이 일자인 기본티 입으면 허리 통짜에 오히려 더 부해보이는감 있는데 이건 밑단이 U자여서 슬림해보이고 좋았습니다. 근데 또 U자가 너무 길면 좀 이상해보이는데 적당한 길이여서 더 조아요 👍🏻 그리고 소매 길이가 길어서 여리여리해보이고 좋습니다. 목 부분이 보트넥이여서 쇄골 살짝 보이면서 여리함 한스푼 더 추가입니다 🫶🏻

📍재질이 아주 쫀쫀하고 부드러워요. 기본티 잘못 입으면 군살 잘 보이는데 얘는 그런 재질 아니고 부드러워서 아주 애용할 예정입니다

📍자켓이나 아우터 안에 받쳐입을 기본티로도 괜찮고 단독으로도 입어도 괜찮습니다. 이 티셔츠에 청바지 하나 입으면 되게 이뻐보여서 좋아요 👍🏻 간만에 너무 만족스러운 쇼핑이었습니다 ㅎㅅㅎ"
스트롱강,상위 5%,24.12.18,아이보리,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,58kg,상의 66,"📍스트레이트 체형이다 보니까 밑단이 일자인 기본티 입으면 허리 통짜에 오히려 더 부해보이는감 있는데 이건 밑단이 U자여서 슬림해보이고 좋았습니다. 근데 또 U자가 너무 길면 좀 이상해보이는데 적당한 길이여서 더 조아요 👍🏻 그리고 소매 길이가 길어서 여리여리해보이고 좋습니다. 목 부분이 보트넥이여서 쇄골 살짝 보이면서 여리함 한스푼 더 추가입니다 🫶🏻

📍재질이 아주 쫀쫀하고 부드러워요. 기본티 잘못 입으면 군살 잘 보이는데 얘는 그런 재질 아니고 부드러워서 아주 애용할 예정입니다

📍자켓이나 아우터 안에 받쳐입을 기본티로도 괜찮고 단독으로도 입어도 괜찮습니다. 이 티셔츠에 청바지 하나 입으면 되게 이뻐보여서 좋아요 👍🏻 간만에 너무 만족스러운 쇼핑이었습니다 ㅎㅅㅎ 이 집 기본티 맛집이네용"
gimme,상위 20%,24.12.15,블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,170cm,53kg,상의 66,"정말 예뻐요 이 라인 전 색상이랑 기모 있는 버전도 다 잘 입고 있어요 핏이 너무 예뻐서 단독으로 입어도 좋고 어떤 아우터랑 매치해도 잘 어울려요 피부 수준으로 잘 입고 다니고 있습니당... 
오래오래 판매해주시길..."
