아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용
,,,,,,,,,,,
oUZF3c7Z,상위 1%,25.01.07,화이트,베이직핏,정사이즈예요,아주 만족해요,화면과 비슷해요,164cm,64kg,상의 77,"살집이 좀 있는 편이라서 몸에 달라붙는 옷은 항상 어두운 것만 사다가 흰색도 있으면 코디하기 좋을 것 같아서 사봤습니다.
베이직 라인으로 사니까 저는 딱 좋았어요👍👍 뱃살도 좀 가려지는 것 같구 그렇다구 너무 널널하지도 않아서 어디 넣어입기도 좋아요.
그리고 촉감이 진짜 쫀득 부들부들해서 만족해요.
포장을 보니 검수를 꼼꼼하게 잘 하시고 보내주시는 것 같아서 더 기분 좋게 받았습니다.ㅎㅎ"
2d8SqnV6,상위 1%,25.01.01,타로베이지,베이직핏,정사이즈예요,아주 만족해요,화면과 비슷해요,170cm,57kg,상의 55,"목 답답한걸 싫어해서 이런 스타일의 목폴라는 잘 안입는데요 이건 보들보들 하고 얇아서 좀 견딜만 하더라고요
12월 한달 젤 많이 꺼내입었던 티가 아닌가 싶네요
베이직핏 골랐지만 저는 단독으로 입기보다는 가디건이나 셔츠랑 함께 입었어요 늘어나는 재질이기도해서 편하게 입기 딱 좋습니다
검정색 하나 더 구매하려구요"
겨울요미츄,상위 5%,24.12.31,그린티,슬림핏,정사이즈예요,보통이에요,화면과 비슷해요,154cm,42kg,상의 55,"그린가디건이랑 같이 입고싶어서 시킴
보드랍고 재질도 괜찮아보여요💝 
맨질한 느낌이라 착용감이
편안해요 목부분도 너무 길지않아서
한번접었을때 편안해요 😍
다른컬러도 추가로 사고싶어요🤩
초봄까지 잘 입을거 같습니다
아주 맘에듭니다
카키 컬러 는
특별해요"
FngOV2ak,상위 1%,24.12.30,챠콜,슬림핏,정사이즈예요,아주 만족해요,화면과 비슷해요,166cm,57kg,상의 55,"직잭 이벤트로 받게되었어요.
이전부터 사고 싶던 옷을 선물로 받게되다니
정말 감개무량합니다😂
너무 얇지도 않고 그렇다고 너무 답답하지 않은 딱 제가 좋아하는 재질로 제작되다 보니 몸 체온은 보온해주면서, 옷의 가벼움으로 활동성이 높아져 굉장히 편했습니다! 물론 부분적으로 실밥이 보이는 마감처리에 아쉬운 부분도 있었지만, 입으면 몸에 착 붙어 실루엣을 돋보이게 하고, 무엇보다 지그재그의 연말 선물로 받았기에 더더욱 자주 챙겨 입을 예정입니다 : )"
옹째비,탑리뷰어,24.12.25,그린티,베이직핏,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,60kg,상의 66,"안에 입어도 단독으로도 좋은 터틀넥 티셔츠입니다!

✔️구매이유
적당한 가격과 실용성좋은 디자이라서 골랐습니다
또 너무 두껍지않아서 답답해보이지 않았어요!
✔️착용후기
66사이즈 팔통통한 편인데도 잘늘어나고 잘 맞습니다 
77사이즈 분들은 가슴쪽이 너무 도드라질수도 있어서 44~66분들이 잘 맞을것같아요!
몸에 핏하게 맞아서 어두운색은 섹시할것같아요🤫
재질 부드럽고 좋습니다
 특히 목부분이 너무 졸리는 느낌도 아니라서 다 올려입어도 좋은데 저는 안으로 반접어서 반폴라처럼 입었습니다
겨울엔 이너로 봄가을에 단독으로 잘 입을것 같아요!

다른색들도 구매하고 싶습니다❣️"
qQ0dDe9E,상위 1%,24.12.24,딥포그블루,슬림핏,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,53kg,상의 55,오 촉감 부들부들하고 상세정보에 있는것처럼 쿨톤에게 어울리는 색 맞아요! 베이직사이즈 할까 고민하다가 어차피 이너로 입을거라 작은거 샀습니다. 길이가 짧다는 후기가 있던데 저는 주로 스커트 안에 넣어 입어서 길이 모두 괜찮네요 ㅎㅎ그레이 있으면 하나 더 사고 싶은데 아쉬워요ㅠ예쁘게 입을게요
nhoc******,상위 15%,24.12.21,블랙,베이직핏,생각보다 커요,아주 만족해요,화면보다 어두워요,155cm,54kg,상의 55,"화면보다 조금 밝은 편인 것 같습니다. 재질은 너무 얇지도 너무 두껍지도 않아요. 겨울에 자켓 같은 거 입을 때 이너로 입으려고 샀는데, 적당할 것 같습니다. 길이는 조금 짧은 편인 것 같아요. 잘 입겠습니다~"
nhoc******,상위 15%,24.12.21,화이트,슬림핏,생각보다 커요,아주 만족해요,화면보다 어두워요,155cm,54kg,상의 55,"화면보다 조금 밝은 편인 것 같습니다. 재질은 너무 얇지도 너무 두껍지도 않아요. 겨울에 자켓 같은 거 입을 때 이너로 입으려고 샀는데, 적당할 것 같습니다. 길이는 조금 짧은 편인 것 같아요. 잘 입겠습니다~"
gyJ7JtKj,상위 10%,24.12.04,화이트,슬림핏,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,50kg,상의 55,목폴라는 항상 얇아 오래 못 입는다는 생각이 있었는데 여기는 아니네요! 세탁해도 그게 문제 없을 거 같은게 면티 같은 느낌입니다. 그렇지만 흰색이다보니 속옷 비침은 어쩔 수 없네요. 그래도 만족하는 상품입니다!
