아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용
저도리뷰잘써용,상위 5%,24.12.03,아이보리,기모 티셔츠ver,생각보다 커요,보통이에요,화면과 비슷해요,161cm,48kg,상의 55,쨍한 화이트 컬러아니고 밝은 아이보리 계열입니다! (흰색이긴해요) 목이 u넥으로 생각보다 깊게 파져있어서 안에 입기좋아요! 사진은 뒤로 땡겨입어서 덜 파여보이는 것. 안쪽에 기모 있어서 부들부들해서 촉감 좋고. 사이즈 여유있어서 편하게 잘입고 있어요. 비침때메 단독으로 입기는 어려울거 같아요. 어차피 내복(?)처럼 입으려고 산거라 만족합니다
fvXzanfE,,24.12.02,블랙,기모 티셔츠ver,정사이즈예요,보통이에요,화면과 비슷해요,153cm,53kg,상의 66,"긴팔, 기모, 도톰 다 주문했는데 제일 마음에 듭니다b 키가 150대인 분들이나 이하인 분들은 팔길이도 잘 맞을 거 같아요 본인이 팔이 짧은 편인데 손등이 딱 반정도 덮히는 길이 입니다 160인 동생이 입으니 손목이 겅중 팔목까지 밖에 안왔어요 평균키나 팔이 기신 분들은 핏이 좀 어정쩡할 거 같아요 셋 중 기모가 촉감도 가장 부드럽고 텐션감도 가장 좋았어요 추가로 더 구매하려 합니다 비비드한 컬러나 딥톤들도 더 생기면 좋겠네요 아 반목폴라도 생기면 좋겠어요#"
자유롭게살고싶다,탑리뷰어,24.11.28,톤다운베이지,기모 티셔츠ver,정사이즈예요,아주 만족해요,화면과 비슷해요,170cm,53kg,상의 55,사이즈는 제 몸에 작지도 너무 크지도 않아서 만족스럽습니다. 생각보다 얇고 가벼워서 걱정했는데 역시 면소재가 달라서 그런지 따뜻하네요~ 너무 내복같이 생기지도 않아서 이너웨어로 간단하게 입기 좋을 것 같습니다~! 그리고 색도 마음에 드네요~!
자유롭게살고싶다,탑리뷰어,24.11.28,그레이,기모 티셔츠ver,정사이즈예요,아주 만족해요,화면과 비슷해요,170cm,53kg,상의 55,사이즈는 제 몸에 작지도 너무 크지도 않아서 만족스럽습니다. 생각보다 얇고 가벼워서 걱정했는데 역시 면소재가 달라서 그런지 따뜻하네요~ 너무 내복같이 생기지도 않아서 이너웨어로 간단하게 입기 좋을 것 같습니다~! 그리고 색도 마음에 드네요~!
zzing,상위 1%,24.11.24,블랙,기모 티셔츠ver,생각보다 커요,아주 만족해요,화면과 비슷해요,162cm,59kg,상의 66,"살찌기 전에 너무 크롭티만 사놔서
기본기장 내의로 입으려고 구매했어요
날씨 추우니까 기모로 했는데 생각보다 핏도 널널하고
기모라 부드러우면서 따뜻해서 너무 맘에들어요…
입다가 손 많이 가면 더 사려고요! 굿굿

2-3주 입어본 결과.. 진짜 부드럽고 따뜻해서 안에 계속 껴입게 되고요…. 밖에 추울때 진짜 짱인데 실내에선 땀이 줄줄나요…"
gdcQ6lvi,상위 5%,24.11.22,아이보리,기모폴라ver,정사이즈예요,아주 만족해요,화면과 비슷해요,156cm,50kg,상의 55,"사진처럼 살짝 비침이있고
팔이 많이 넉넉합니다 
목은 조이지않고 편안합니다
조금더 붙는 느낌이
나길바랬는데 제가 요즘살이 빠졌나 봅니다ㅎㅎ
그래도편하게 잘입을
것같아요 후들후들 해서 말라보이고 좋네요ㅎㅎ
잘입겠습니다"
gdcQ6lvi,상위 5%,24.11.22,그레이,도톰티셔츠ver,생각보다 커요,아주 만족해요,화면과 비슷해요,156cm,50kg,상의 55,"면이 진짜 쫀쫀 도톰합니다
약간 모양도 잡아줘요
그렇다고 구김이 가는 면은 아닙니다
개인적으로 이너로 입기보단 그냥 바지에 
하나 편하게 휘뚤마뚤 입기 좋은두께이고 사이즈인것같습니다
전체적인통과 팔뚝이 넉넉해서 통통하신분들도 
편하게 입을수있을 것같아요
키가 몇이든 45이하 분들은 오버사이즈 같은 느낌이
드실것같아요 
저는 아주 잘입을것같네요ㅎㅎ
잘입을께요"
SwQOkrGC,상위 5%,24.11.21,아이보리,긴팔ver,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,64kg,상의 66,기본티 여러장 샀는데 여기 제품 맘에 드네요~~ 66이라 다른 기본티는 딱 맞거나 작은데 이건 넉넉해서 편해요! 소매기장은 조금 많이 길지만 전반적으로 만족한 상품입니당ㅋㅋ 기모 한 장 또 사고 싶네요!!!!
RjbLoxME,상위 5%,24.11.17,아이보리,기모 티셔츠ver,정사이즈예요,아주 만족해요,화면과 비슷해요,169cm,50kg,상의 55,"기모버전이어도 흰색 다소 비침 있습니다
어깨 넓은 편인데 어깡으로 안보여요 아주 만족합니다! 기모버전이어도 얇아서 뭐 얼마나 따뜻하겠나 했는데 더울때 다 벗어 티셔츠만 입고있었을때 땀이 줄줄 나서 알았습니다..ㅋㅋ 기모버전 효과 좋아요!"
JfFP4j5j,상위 1%,24.11.11,블랙,긴팔ver,정사이즈예요,아주 만족해요,화면과 비슷해요,172cm,63kg,상의 66,"핏이 너뮤 좋아요!
허리도 살짝 잘록해보이고, 팔뚝 부각 하나도 안됩니다.. 최고🤤
최근에 살이 쪄서 걱정했는데, 딱 맞는 핏이에요
키가 큰데도 손등 덮는 팔 기장이라 넘 너무 맘에들고 기장도 너무 짧지 않은 세미크롭이라 손이 많이 갈 듯 합니다 

기본티로는 최강이네요 ㅎㅎ"
JfFP4j5j,상위 1%,24.11.11,아이보리,긴팔ver,정사이즈예요,아주 만족해요,화면과 비슷해요,172cm,63kg,상의 66,"핏이 너뮤 좋아요!
허리도 살짝 잘록해보이고, 팔뚝 부각 하나도 안됩니다.. 최고🤤
최근에 살이 쪄서 걱정했는데, 딱 맞는 핏이에요
키가 큰데도 손등 덮는 팔 기장이라 넘 너무 맘에들고 기장도 너무 짧지 않은 세미크롭이라 손이 많이 갈 듯 합니다 

기본티로는 최강이네요 ㅎㅎ 
아 아이보리는 사알짝 비치는 감이 있긴 합니당"
KzRZumij,상위 20%,24.11.09,블랙,반팔ver,생각보다 커요,아주 만족해요,화면과 비슷해요,160cm,52kg,상의 44,아 일단 이쁘고요 지금 날씨엔 당연히 단독으로 입을 수 없지만 전에 언니가 먼저 산 거 뺏어 입었는데 너무 핏이 예쁘게 잡혀서 말라보이더라구요!! 그래서 이번에 구매했습니다ㅍvㅍ 저때 너무 살쪄서 옷이 다 애매했는데 이 옷은 진짜 말라보이게 만들어서 굿굿👍내년 여름에도 잘 입고 다닐 거 같아요. 무지라서 애매할 줄 알았는데 깔끔해보여서 좋아요!
0DxAXaHR,,24.11.04,아이보리,긴팔ver,정사이즈예요,보통이에요,화면과 비슷해요,170cm,65kg,상의 55,"뭔가 아쉽다 어깨선 애매하게 떨어지는(어깨가 그냥 동글).. 그리고 양쪽 어깨 핏이 다른것도(봉제가 이상하게 됏나).. 재질도 얇아서 심리스 입은 건데도 비치고,, 그래도 넉넉한 품이고 소매도 길어서 맘에 듦 그냥 이너로만 입기 추천^^"
pdTiI9Jw,상위 20%,24.10.26,블랙,기모 티셔츠ver,정사이즈예요,아주 만족해요,화면과 비슷해요,170cm,51kg,상의 55,"기모 보딱하고 (엄청 기모가 두껍지 않고 상세정보에 사진 딱 그대로예요)
길이감는 배꼽덮는 딱 기본 길이예요 
목부분도 쇄골이 보이는 정도로 파짐정도도 딱 기본이라 좋아요

이너로 입을려고 샀는데 가을겨울 내내 잘입을 것같아요 
여름오면 반팔로 기본티 쟁겨둘려구요 
재질도 탄탄하고 좋네요"
pdTiI9Jw,상위 20%,24.10.26,아이보리,기모 티셔츠ver,정사이즈예요,보통이에요,화면과 비슷해요,170cm,51kg,상의 55,"사진 1,2 오른어깨 (정상X)
사진 4 왼쪽어깨 ,, (정상)
사진3과 같이 오른쪽어깨 부분 마감이 완전 삐뚤해서 정면으로 봤을때 차이가 심해요
실제로는 사진보다 더 심해용,, 
마감이 조금 별로긴하네요, 

그래도 이너로 입을 요량이라서 교환반품없이 입을려구요 

착용감은 굉장히 부드럽고 좋아요
배송빨라요"
빡이,상위 5%,24.10.25,아이보리,긴팔ver,정사이즈예요,아주 만족해요,화면과 비슷해요,159cm,55kg,상의 55,반팔버전 구매해서 여름에 잘입고 가을이 되어 긴팔도 구매했습니당 몸땡이에 비해 팔뚝에 살이 많이 집중된 타입이라 팔뚝 붙는 티셔츠 싫어하는데 이건 너무 붙지않고 근데 또 너무 부하지않고 핏 너무 맘에듭니당 다른 색도 쟁이고싶어용
AveisskE,상위 30%,24.10.25,블랙,긴팔ver,생각보다 커요,보통이에요,화면과 비슷해요,167cm,65kg,상의 66,"살이 급격히 쪄서 안맞을까봐 걱정했는데
이게 웬걸요? 적당한 핏에 오히려 군살커버까지 되더라구요 소매가 적당히 긴부분까지 마음에 듭니다
저랑 비슷한 체형이신분들은 걱정마시고 주문하세요ㅎㅎ"
yjAtwmuU,상위 5%,24.10.18,톤다운베이지,기모 티셔츠ver,정사이즈예요,보통이에요,화면보다 밝아요,163cm,63kg,상의 66,"일반에 비해 약간 초록끼가 돌아서 아쉽습니다.
첫번째 사진에 위에가 기모버전입니다.
핏은 팔이 더 부하게 느껴지는 것 같아요.
지금보다 더 추워질 때 잘 입을 것 같아요.
기모버전도 예쁘긴 한데 일반이 더 예쁜 것 같습니다."
H4xHWj2i,,24.07.09,아이보리,free,생각보다 커요,보통이에요,화면과 비슷해요,163cm,48kg,상의 55,좀 커요 ㅜ 생각보다 헤벌래해서 뭔가 핏이 별로였ㅁ음 혹시나해서 건조기 돌려보니 딱 이쁘게 줄었어오ㅋㅌㅌ😆 첫번째사진이 건조기 돌리기 전이고 두번째 사진이 건조기 돌린 후임다 ㅋㅋ 샀는데 마음에 드신다면 절대 건조기 돌리지 마시고 좀 크다 싶으시면 건조기 돌려보세요 ㅋㅋㅋㅋ
예옹,탑리뷰어,24.12.17,아이보리,도톰티셔츠ver,정사이즈예요,아주 만족해요,화면과 비슷해요,159cm,50kg,상의 55,"아 이거 짱이에요!! 맨날 이너로만 입고다녀서 제대로된 사진은 없는데, 기모할까 도톰으로 할까 고민하다가
도톰으로 했는데 진짜 짱 도톰하고 따듯해요
제가 추위를 잘타서 기모티셔츠 엄청 많이 가지고있는데 이거 최애될거같아요ㅋㅋㅋㅋ 비침 하나도 없어서 별로 안추울땐 그냥 이거 하나만 입어도 될듯용
대신 좀 두껍긴해서 딱달라붙는? 그런 옷 안에 입긴힘들거같아요. 저는 니트나 맨투맨, 가디건 후드티 등등 안에다가 너무너무너무 잘입고 다니고 있어요.
지금도 입고있눈데 너무 조아서 리뷰쓰는중임"
유은S2,상위 5%,24.12.11,아이보리,긴팔ver,생각보다 커요,아주 만족해요,화면과 비슷해요,166cm,68kg,상의 66,팔뚝살이 꽤 있는 편인데 커버 다 되고도 남고요 엄청 편하고 부드러워요 진짜 거의 매일 입는 것 같아요 다른 색깔 다 쟁기고 싶을 정도로 너무 좋습니다 근데 속옷 잘못 골라 입으면 야해보이고 내복처럼 보여요... 그것만 주의하면 다 좋습니다👍
장어덮밥,,24.10.16,블랙,긴팔ver,정사이즈예요,보통이에요,화면과 비슷해요,170cm,69kg,상의 66,입자마자 이거지연x1000 팔뚝부터 팔 전체 핏 너무 여유있게 맘에드는데 바스트뜨지않고 몸매잡아줘서 안부해보이구요 면도 텐셀원단처럼 늘어나는 걸까봐 걱정했는데 딱 좋은 면입니다! 가격도 저렴하고 퀄리티도 가격대비 만족합니다 저는 매년 여기서 사야겠어용!!! 넘맘에들어요
wr9FXQzf,상위 1%,24.10.10,아이보리,긴팔ver,정사이즈예요,아주 만족해요,화면과 비슷해요,164cm,64kg,상의 88,"직장 다니고나서 5개월만에 살이 7키로가 쪄서 입을 수 있는 옷이 너무 없었음 
살빼고나서 원래 옷 입고 말지 했는데 
스트레스만 되는 것 같다고 해서 그냥 옷을 사야겠다 해서 이 옷을 삼 
이 옷은 트위드자켓 안에 입으려고 샀는데 집에 잇는 저거랑 비슷하게 생긴 옷 있는데 최근에 입엇다가 일하는 내내 팔 불편해 죽을뻔 
배송오자마자 집 와서 이거 입었는데 넘 편햇음 휴 
일단 살은 빼야겠군요 
하얀 스브 입었는데도 좀 티나니까 안에 메리야스 입고 입으세요.. 팔 뚱뚱인데도 널널해서 편하고 좋음"
IWrXDjA3,상위 20%,24.10.07,아이보리,긴팔ver,정사이즈예요,보통이에요,화면과 비슷해요,166cm,64kg,상의 66,"가디건 안에 받쳐 입으려고 샀는데 단독으로 입어도 괜찮을 것 같아요
소매가 길고 넥 라인이 파여있어서 실제로 봤을 때 확실히 말라 보여요
목부분 실밥이 좀 신경 쓰이지만 이 정도면 가성비 좋아요"
sjfq***,상위 25%,24.10.07,아이보리,긴팔ver,정사이즈예요,보통이에요,화면과 비슷해요,167cm,51kg,상의 66,"살구색 속옷 입어도 살짝 티 날 정도로 비침 조금 있어요
넥라인 후줄근하지 않고 딱 예쁜 정도로 드러나서 너무 마음에 들어요! 재질은 후들후들한 게 보풀 잘 일어날 것 같은데 이너티로 입기도 괜찮아서 가성비 좋다고 생각합니당
팔도 길어서 손까지 다 덮어요
이거 하나만 입어도 청순걸 돼요 완전 만족!"
루미큐브의신,상위 10%,24.10.07,아이보리,긴팔ver,정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,58kg,상의 66,"핏은 예쁨 .. 목 넥라인이나 마감도 괜찮아요 그리고 스판 좀 있어서 잘 늘어나요 근데 한가지 아쉬운 점은 속옷이 살~짝 비추고 면이 좀 얇아서 겨울에 이너로 입기에는 조금 추울거 같아요
그럼에도 핏 마감 생각하면 가성비 템임~~니다"
kYFzrwcG,상위 5%,24.10.04,그레이,반팔ver,정사이즈예요,보통이에요,화면과 비슷해요,173cm,67kg,상의 66,아 내가 왜 이걸 이제야 샀을까 ㅜㅜㅜ 여름에 샀으면 더 잘 입고다녔을텐데 말이죠.. 정말 뭐 이런옷이 다 있는지 핏이 너무나도 예뻐요 제발 이 옷 내년에도 계속계속 팔아주세요 저는 다른 색상도 바로 구매하러 가겠습니다 어넓통통 분들 일단 구매갈겨보세요 후회 안합니다
R1zn8EA6,상위 5%,24.10.03,카키,긴팔ver,정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,61kg,상의 66,"키도 크고 체격이 있어서 어지간하면 다 부해보이는데 이건 딱 예뻐요 정말 .. 엄청 딱 붙지도 않고 제 어깨보다 아주 살짝 커서 적당히 핏되는 느낌이 딱 좋아요.
 기본티 여기로 정착합니다 🌝"
어깨가넓은닥스훈트,탑리뷰어,24.10.02,아이보리,긴팔ver,정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,53kg,상의 55,"- 색상: 제품 설명과 똑같아요 흰색입니다
- 재질: 이너로 입기 아주 좋음
- 체형: (어깨가 넓은 닥스훈트 체형)162.4 / 53kg 앞벅지 튀어나온 전방경사 심한체형, 허리가 길고 다리는 짧음
- 결론: 띠용한색의 속옷을 입으시면 비치는 두께이니 참고하면 될 것 같고, 보들보들하니 촉감이 좋아요. 목쪽이 넓은 기본 흰티 찾는다면 추천합니다. 마감도 나쁘지 않아요. 망설이고 있다면 그냥 실제로 봐도 사진과 똑같으니 망설이지 말고 사진보고 맘에든다면 구매하면 됩니다요"
체리,탑리뷰어,24.09.30,아이보리,긴팔,정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,50kg,상의 44,"✔️퀄리티 : 딱 기본티의 정석 같아요 - ̗̀ෆ⎛˶'ᵕ'˶ ⎞ෆ ̖́- 날이 쌀쌀해지면서 기본티가 필요해서 구매했는데 그 무난함이 제일 어려운데 그 무난함을 해낸 것 같은 티랄까요? (,,>ヮ<,,)! 진짜 흰티에 청바지로 입었을 때 핏이 너무 예뻐서 감탄했어요 다만 꽤 두꺼운 재질은 아니라 안에 속옷을 신경 써 주긴 해야 할 것 같아요 제가 밝은 색 속옷을 입었는데도 살짝 보이는 느낌 
✔️핏 : 원사이즈 치고 딱 적당하게 넣입했을 때 예쁜 핏인 것 같아요 제가 체형에 비해 팔뚝살이 조금 있는 편인데 큰 부각 없이 여리여리하게 보이는 핏을 연출해 주는 게 좋더라고요 ꒰(ノ⁾⁾˙∇˙)꒱乃"
kwon******,상위 5%,24.09.29,그레이,긴팔,생각보다 커요,별로예요,화면과 비슷해요,162cm,53kg,상의 44,목라인이 적당히 넓어서 좋아요. 소매가 생각보다 넓은데 여리여리해 보일 수 있으니까 괜찮은 것 같아요(아마도?) 그런데 겨드랑이가 좀 넓어서 애매한 가오리 핏이고 팔 올리면 잔뜩 올라가버려요ㅋㅋㅋㅋ 재구매는 안할 것 같습니다
서즈하,상위 10%,24.09.28,블랙,긴팔,정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,58kg,상의 66,"만족도 200% 제가 찾던 조건 1. 기본긴팔일 것 2. 소매가 길 것 3. 팔뚝 붙지 않을 것 완벽한 옷이에요♥ 팔 기장이 길어서 더 여리여리해보이고, 목부분이 적당하게 파여있어서 브라끈 색상 신경 안쓰이구요 무엇보다! 딱 붙는 소재 긴팔은 단독으로 입으면 부각되어보여서 이너로만 입게되는데 요거는 그냥 입어도 팔뚝이 안붙으니까 너무 좋아요 -3kg 빠져보여요!! 글구 바깥으로 빼어입어도 기정이 너무 길지 않아서 딱 정닥해요 진짜 다른 색도 구매하고싶습니당ㅎ.ㅎ 색상 다양하게 파스텔 톤으로도 나왔으면 좋겠어용 !! 가을철 기본긴팔로 추천합니다"
떠잉,상위 1%,24.09.26,그레이,긴팔,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,67kg,상의 66,"163 / 68 찐후기 💚

팔뚝 부자인데 아이보리 사보고 너어어무 마음에 들어서 ㅎㅎ 그레이 베이지 아이보리반팔버전까지 구매했어요 !
진짜.. 당장사세요..
널널하고ㅠㅠ 딱 예쁘게 맞아요!!!
팔뚝부각없이 기본티찾는다면 추천드립니다아"
떠잉,상위 1%,24.09.26,톤다운베이지,긴팔,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,67kg,상의 66,"163 / 68 후기 💚

화이트로 사고나서 너무 마음에 들어서 베이지, 그레이도 추가 구매했어요!!

팔뚝 적당하고~ 목파임도 적당해서 날씬해보여요 ㅎㅎ 가격도 싸서 왕창 쟁여놓고 입으려구요 ..🤍"
YkHR0H8T,상위 5%,24.09.26,아이보리,반팔,정사이즈예요,아주 만족해요,화면과 비슷해요,166cm,53kg,상의 66,"가디건 안에 받쳐입으려고 샀는데, 생각보다 너무 좋아요! 핏이 딱 제가 찾던 핏이에요. 목부분이 적당히 트여있으면서 몸통도 너무 부하지 않고, 팔 부분도 딱 두꺼운 부분만 삭 가려줘서..비교적 가늘어보이고 너무 좋아요. 기장도 골반 위로 딱 떨어져서 빼서 입어도 예쁘게 주름 잡혀서 편하고 예쁘게 입을 수 있을 것 같아요! 재질도 엄청 부들부들해서 맨살에 입어도 따갑거나 하는 느낌 전혀 없어서 좋지만 세탁하면 어떻게 될지..좀 겁나긴 하네요 ㅋㅋㅋ 그러면 다시 사죠 뭐..다른 색상 더 구매하러 갑니당"
4PJe50Y7,상위 15%,24.09.24,그레이,반팔,정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,49kg,상의 44,기대 안했는데 정말 마음에 들어요.. 핏 무슨 일..🫢 제가 어깨랑 팔뚝이 좀 있는 편이라 사진상으로는 커보이는데 실제로는 적당히 예쁜 핏이었어요! 차르르 떨어지는 핏이 너무너무 예쁩니다.. 이 가격에 이 퀄리티라니! 넘 만족스러운 소비였어요!
엘제,상위 5%,24.09.24,그레이,긴팔,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,51kg,상의 55,"슬랙스에 걸칠 재질 좋은 기본티가 필요해서 구매했어요!

- 사이즈
55 기준 넉넉하지만 그렇다고 엄청 크지도 않은 예쁜 여리핏입니다😆
팔 기장이 꽤 길더라구요 손가락 쪼끔 남기고 거의 다 덮어요!

- 디자인
일단 재질 부드럽고 적당히 두께감 있어서 완전 좋아요ㅠㅠ
이런 기본티 잘못 사면 한두번만 입어도 꼬질해지는데 탄탄해서 오래 입을 수 있을거 같아요👍🏻
넥라인도 예쁘게 빠져서 여리여리해보여요!

직진배송이라 배송도 엄청 빨랐고 깔별로 쟁이고 싶어요💗"
nRv8kw58,,24.09.23,톤다운베이지,긴팔,정사이즈예요,아주 만족해요,화면보다 어두워요,164cm,58kg,상의 66,"59kg 살짝 통통한 체형입니다
보들보들한 촉감이라 만족해요
내복같으면 어쩌나 걱정했는데 생각보다 그렇진 않았어요!
가슴이 와방이고 좀 부해보이긴 하지만ㅋㅋㅋㅋ
소매가 길고 넥라인이 적당해서 맘에 드네요 다른 색으로 재구매 의사 있어요"
lin,상위 5%,24.09.21,아이보리,긴팔,생각보다 커요,보통이에요,화면과 비슷해요,,,,"기본티셔츠 진짜 깐깐하게 봐서 대부분 50프로도 만족하지 못하는 경우가 많은데 이 티셔츠 진짜 괜찮아요!! 흰색 기본티셔츠만 작년부터 지금까지 30개 넘게 구매했는데 그중 원탑이에요 :)

어깨 넓고 팔뚝살 많은데 허리는 날씬한 체형인데 제 체형에 찰떡이라 진짜 잘 입을 것 같아요!
뷔스티에랑 코디하려고 구매했는데 단품으로 입어도 될 정도로 밝은 티셔츠임에도 부담스럽지 않아요.

이정도면 별 5개 줘야하는게 맞는데 별 4개인 이유는 엄청 부드러운 재질이라 보풀이 한 번만 입어도 일어나더라고요ㅠㅠ 그리고 실밥이 많이 나와있구요..

핏이랑 사이즈 그대로 두고 탄탄한 면 재질로 나오면 더 좋을 것 같아요! 기본 라운드넥으로도 만들어주세요 ㅎㅎ"
vyBUfGCH,상위 10%,24.09.20,그레이,긴팔,정사이즈예요,보통이에요,화면과 비슷해요,158cm,55kg,상의 66,"정말 맘에 들어요 66이라서 몸매 부각 되는걸 싫러해요 팔뚝살 부각 없고 팔이 길어서 좀 여리여리 해보이는 느낌이에요
다른 색상도 다 구매하고 싶어요~
세탁해보고 좀더 입어보고 다른 색상도 규매하러 올게용"
