아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용
sa7JCGiF,상위 20%,24.11.13,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,170cm,54kg,상의 44,"부들부들하고 딱 원하던 기본 폴라티에요!
사이즈도 딱붙지 않고 널널해서 좋아오
기본 폴라티 찾으시면 여기 색깔별로 쟁이기
추천드려요!"
IvI9ZCig,상위 10%,23.03.06,올리브,,정사이즈예요,아주 만족해요,화면보다 어두워요,158cm,49kg,상의 44,딱 붙는 목폴라가 아니라서 편하게 입었습니다. 목 부분 조임도 없습니다. 기모도 확실히 들어가 있어서 겨울에 잘 입었습니다:) 바지 안에 넣을 때 스치는 부분에 보풀이 살짝 올라오긴 했는데 관리만 잘하면 될 것 같습니다.
VRg8rzPv,,24.01.12,오트밀,,정사이즈예요,보통이에요,화면과 비슷해요,169cm,56kg,상의 66,배송은 2주 조금 넘게 기다려서 받았어요. 배송은 오래 걸렸지만 옷은 마음에 드네요. 재질이 부드럽고 색감도 예뻐요. 너무 딱 달라붙지 않아서 편하고 좋습니다!
oQ91U0jB,,23.12.03,오트밀,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,48kg,상의 44,"오트밀,블랙 두개 구매했는데 너무 좋아요 ㅜㅠ
착용감도 너무 만족해요 부드럽고 가벼워요 그치만
입고나가면 따뜻해요 다른 색상도 구매할거에요!!"
d37HM9HE,상위 5%,22.11.19,차콜,,정사이즈예요,보통이에요,화면과 비슷해요,,,,너무 마음에 들어요 !! 많은 쇼핑몰 기본템 비교해보다가 산건데 최근 산 옷중 가장 맘에 듭니다 입어보기만 했는데 엄청 따뜻해요 다만 소매 검수가 약간 아쉬워요 ㅜㅜ
잉푸피,,22.11.14,차콜,,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,51kg,상의 55,포근하게 기모깔린 목티에용 기본색 사려고 차콜 샀는데 더 예쁜 색 살걸 그랬어요 ㅎㅎ 목이 좀 너무 헐렁한 느낌인데 재구매의사 있습니다!!
XKVWRqDp,,22.11.11,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,52kg,상의 55,"두께도 너무 괜찮고 핏도 쫄쫄이 아니라서 너무 조항요 촉감도 부드럽고 진짜 추천해요 기본템으로 쟁이세요
어깡인편인데 체형커버도 되고 다른색도 살거에용"
arSZ7f4z,,24.10.30,오트밀,,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,48kg,상의 55,오트밀 색 너무 예뻐요. 네이비랑 같이 샀는데 너무 예뻐서 잘 산 것 같네요👍🏻 추천해요😊 착용감도 너무 편합니다! 다른 색도 구매하고 싶네요.
j5olGxv0,상위 10%,24.12.29,오트밀,,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,50kg,상의 55,부드러워 질이 좋고 색감도 에뻐요~! 맘에 듭니다~~ 겨울에 레이어드해서 입기 좋아서 자주 손이 갈것같아요~ 품도 적당합니다~!
낑쮸,상위 25%,24.12.12,멜란지그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,45kg,상의 55,"속기모라서 적당히 도톰하고 소재랑 촉감이 너무 부드러워요!!!
배송문의도 친절하게 답변해주시고 빠른배송도 좋았습니다!!"
낑쮸,상위 25%,24.12.12,오트밀,,정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,45kg,상의 55,"속기모라서 적당히 도톰하고 소재랑 촉감이 너무 부드러워요!!!
배송문의도 친절하게 답변해주시고 빠른배송도 좋았습니다!!"
낑쮸,상위 25%,24.12.12,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,45kg,상의 55,"속기모라서 적당히 도톰하고 소재랑 촉감이 너무 부드러워요!!!
배송문의도 친절하게 답변해주시고 빠른배송도 좋았습니다!!"
SKhyQBHR,,24.11.27,네이비,,정사이즈예요,아주 만족해요,화면과 비슷해요,172cm,63kg,상의 55,"맘에 들어요 긴팔원숭이로써 팔도 괜찮고
부드럽고 찡기지 않아서 편하네요 색도 넘 예뻐요
이 가격에 만족입니다 잘 입을 것 같아요"
JR2DRMCp,,24.11.22,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,155cm,50kg,상의 55,"부드럽고 좋은거같아요 겨울에
안에 껴입기 좋아요 ㅎㅎ 검정흰색 삿는데 유용할거같아요~ ㅎㅎ 여기 티셔츠는 가성비가 좋아요"
tyxQG6Nw,,24.11.07,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,158cm,45kg,상의 44,기본적인 기모 폴라티예요 다만 사이즈가 좀 넉넉하고 목을 조르지 않는다정도가 차이점 같아요 색깔 무난하고 질도 괜찮아요
sang******,상위 20%,24.11.06,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,165cm,53kg,상의 55,예전에 사서 교복템으로 뽕을 뽑다가 보풀이 많이 나서 재구매했어요ㅎㅎ 예쁜데 부드럽고 목도 여유있고 기본템으로 넘 좋아요
sang******,상위 20%,24.11.06,오트밀,,정사이즈예요,보통이에요,화면과 비슷해요,165cm,53kg,상의 55,예전에 사서 교복템으로 뽕을 뽑다가 보풀이 많이 나서 재구매했어요ㅎㅎ 예쁜데 부드럽고 목도 여유있고 기본템으로 넘 좋아요
4jLo5Ckk,,24.01.04,오트밀,,정사이즈예요,보통이에요,화면과 비슷해요,160cm,52kg,상의 55,"따뜻하고 좋아요!
재질도 좀 두꺼운 편이고 부들부들해요
겨울동안 잘 입을거 같아요!
다른 색도 사고 싶은데 배송이 넘 느려요..
오트밀이랑 아이보리 같이 주문했는데 아이보리는 지금도 상품준비중이네요"
lhy9*****,상위 15%,24.01.03,코코아베이지,,정사이즈예요,아주 만족해요,화면과 비슷해요,155cm,42kg,상의 44,"색 너무 예쁘죠...
딱 상상한 그 색이에요.
갈색이 아니라 말 그대로 부드러운 코코아색이에요.
명도/채도 빠진 색이라 여름쿨톤인데도 예쁘게 소화 가능해요.
가을 겨울에 안 입으면 아까울 색..

재질 엄청 부드럽고 원단 톡톡하니 두꺼워요.
싼 티 절대 안 나고, 구매한 보람 있어요.
얘만 입어도 이쁘고
이너로 입어도 예뻐요!"
I5AVfReo,,24.01.01,오트밀,,정사이즈예요,보통이에요,화면과 비슷해요,160cm,55kg,상의 55,왜 이렇게 리뷰가 많고 칭찬이 많은지 딱 느꼈습니다.. 착용감 너무좋구요.. 보풀이 금방 피긴 하지만 색감도 진짜 너무 좋아서 막입어요 ㅜㅜ 교복처럼 입고다녔더니 또 새로사야할것같네여
bejA85ln,,23.12.14,오트밀,,정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,57kg,상의 77,촉감 보들보들하고 안 붙어서 좋아요 입어보고 괜찮아서 추가 주문할 정도ㅎㅎㅎ 확실히 3번 입으니까 약간 보풀이 일어나긴 하던데 보풀제거기하니까 잘 지워지더라구요?? 만족해서 친구들한테도 추천했어요ㅋㅋㅋ
YTRWBacB,,23.11.26,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,155cm,53kg,상의 55,너무 편하고 따뜻하고 좋다고 엄마가 하나 가져가셨어요. 다른 색도 더 추가로 구입할 예정이에요. 폴라티는 가격대비 품질이나 핏 생각했을 때 98도씨가 최고인 것 같아요. 특히 다른 사이트랑 달리 흰색에 누런끼가 없어서 좋아요.
bagi*****,,23.02.14,오트밀,,정사이즈예요,아주 만족해요,화면과 비슷해요,167cm,60kg,상의 66,따뜻하고 좋아요 안에 안감도 부드러워서 입으면 기분 좋고 널널해서 만족스러워요 그런데 비침이 조금 있는데 스킨색 속옷이면 그렇게 신경쓰이는 정도는 아니에요 그냥 입는 건줄 알았는데 목이 꽤 길어서 반으로 접어입는 거였네요
11dUYrST,,23.02.05,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,157cm,41kg,상의 44,진짜 속기모 폴라랑 골지 폴라는 꼭 구입하셨음 좋겠어요 완전 기본템인데 속기모 너무 따듯해서.. 입으면 행복해짐 오트밀 너무 마르고닳도록 입어서 블랙사면서 하나 더 살까 고민 중이에요 목이 안조임(중요)
PHn8es1t,,23.01.27,올리브,,정사이즈예요,아주 만족해요,화면과 비슷해요,155cm,45kg,상의 44,"매년 사서 입는 아이템인듯해요ㅎㅎ 너무 맘에들어요 
기모도 과하지않고 딱 적당하니 보슬보슬 면도 되게 좋아요 
근데 몇번입으면 보풀이 바글바글~~ 그래도 좋아서 매년 사입어요 잘입을게요"
56**,,23.01.26,네이비,,정사이즈예요,아주 만족해요,화면과 비슷해요,167cm,55kg,상의 55,재질이 꽤 좋아서 단독으로 입기 좋은 것 같아요! 색은 네이비이긴 한데 조금 보라색이 섞인 색처럼 보여요 나름 예쁨... 근데 제가 팔뚝살이 있어서 그런지 팔 부분이 좀 땡기네요ㅠ... 이거 말곤 다 만족해요~
jVOYXcCL,,23.01.22,딥블루,,정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,53kg,상의 55,사진이 차갑게 나왔는데 실제로는 따뜻한 색감이고 제품사진이랑 비슷해요. 기모가 있어 따뜻하고 촉감도 좋습니다. 색깔별로 쟁여두면 좋을 것 같은 템이라 고민중이신 분 있다면 추천드려요!
35iIFmEr,상위 25%,23.01.17,올리브,,정사이즈예요,아주 만족해요,화면과 비슷해요,161cm,55kg,상의 55,"엄마사드렸는데, 신축성이 좋아서 너무 좋다고 합니다! 색상은 무난한거는 다 있어서 연두색 구매해봤는데, 포인트되고 좋네요! 천도 부드러워용. 제가 찍은 사진보다는 더 색감이 있어용ㅋㅋ제폰문제ㅋㅋ"
fc9lPwBu,,23.01.08,브라운,,정사이즈예요,보통이에요,화면과 비슷해요,166cm,56kg,상의 55,"올리브, 화이트 빼고 전컬러 다 모았어요! 어엄청 핏이 예쁘고 질이 뛰어나고 이런건 아니지만 적당한 핏에, 적당한 기모가 있어서 손이 자주 가더라구요. 기본 폴라여서 여기저기 잘 입을 것 같어요."
khj0****,,22.12.30,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,162cm,54kg,상의 55,"일단 배송도 빨랐구요! 
너무 달라 붙지도 않아서 좋고 목도 너무 안답답해서 좋아요 신축성도 적당합니다 :)
기모도 어느정도 들어가있어서 따뜻합니다
(비침 있어요)
그래도 다른색상 재구매의사 있습니다"
Qr46kWJ6,상위 15%,22.12.26,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,161cm,55kg,상의 55,"목 짧고 두꺼운 편이라 너무 조이는 폴라는 원하지 않았는데 딱 적당하게 맞으면서 + 널널핏이에요 !
맘에 쏙 듭니다 ㅎㅎ 
다만 약간 보풀이 생길 것 같아서 걱정이 되지만,, 뭐 일년에 한번씩 장만하면 될 것 같아용~~!"
te2rmvEp,,22.12.23,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,51kg,상의 66,겨울에 필수템인 흰색 폴라티! 근데 목 부분이 너무 두껍거나 과하게 달라붙으면 자칫 목 깁스한 것 같은 느낌이 들기도 하는데 이거는 그런거 없이 딱 적당해서 좋아요👍🏻 아주 잘 입고 있습니다ㅎㅎ
te2rmvEp,,22.12.23,올리브,,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,51kg,상의 66,"98도씨 정말 애용하는데요. 이젠 정말 말하기도 입 아파요ㅎㅎ 한번도 실망시킨적 없는 98도씨👍🏻
옷 재질 너무 부드럽고 맨들맨들해요. 색상도 흔한 색은 아니라서 포인트 주기 좋을 것 같아요. 아주 굿입니다❤️"
똥손,상위 25%,22.12.12,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,172cm,62kg,상의 77,"저렴한 가격에 1+1 증정까지 해주는 곳이 많은데
후기 대충 보며 속는 셈 치고 여기서 사봤는데요 .. 
드디어 제가 원하던 핏을 찾았어요!! ㅠㅠ
키가 커서 집에 있는 이너티들은 다 짧은데.. 길이도 적당하고 너무 만족스러워용 총장도 적당해요!
사진 색깔은 밝게 나온거고 딱 검정 그 잡채에요~"
TtjBCOHa,,22.12.07,딥블루,,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,51kg,상의 55,"단독으로 입는 기본 폴라티 사려고 검색을 정말 이백번은 했어요, 결국 후기보고 반신반의하면서 주문했는데 정말 만족입니다!
저는 어깨있고 흉통은 좁은 55이고 사진처럼 적당히 넉넉한 사이즈에요. 붙지는 않지만 그렇다고 벙벙하지 않아 단독으로 입기 딱이에요.
그리고 기모는 갑갑해서 못입는 스타일인데 아주조금 도톰해서 갑갑하지않게 따뜻해요. 목도 조이지 않아요(저는 전혀 목이 가늘지 않습니다)
요즘 거의 교복처럼 매일 입고 다녀요, 단독으로 입는 적당히 따뜻한 기본폴라 찾으시는 분들 이겁니다! 추천드려요"
FQlG6ZK4,상위 25%,22.12.07,딥블루,,생각보다 커요,보통이에요,화면보다 밝아요,162cm,59kg,상의 55,"시키기 전에도 조금 불안불안 하긴 했는데 차분한 블루보다는 조금 튀는 느낌이 들기도 하고, 포인트로 입으시는게 아니라 데일리로 입기 원하시는 분은 베이지나 블랙 구매하시는 게 좋을 거 같아요ㅎ

재질은 부들부들하니 좋고 기모 느낌이 강하지 않아서 착용감은 더 좋은거 같아요
사이즈는 조금 애매해서 이너로 입으니 약간 뜨는 느낌이 드네요 상의 55입습니더"
kNbP52gC,,22.12.05,올리브,,정사이즈예요,아주 만족해요,화면과 비슷해요,157cm,47kg,상의 55,스판끼낭낭하구 완전 보드라워요! 색도 너무 예쁩니다 돈 생기면 아이보리나 오트밀도 사고싶어요 목도 불편하지 않고 핏도 너무 낑기지도 않고 너무 오버핏도 아니고 딱 여유있게 스탠다드한 핏입니다 추천..
GqnQRN5n,,22.12.01,오트밀,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,46kg,상의 55,"98도씨애는 제가 좋아하는 목폴라 니트류를 많이 판매하시는것 같아요 ㅎㅎ그래서 자주 구매하는데 이번엔 속기모 폴라티를 판매하길래 무난하게 베이지 색상으로 구매했습니다 ㅎㅎ
포근포근하고 너무 조이지않고 좋네요 ㅎㅎ무난무난"
QkaEjmf3,,22.11.30,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,,,,안이 보드러워서 좋은데 한번 입었는데도 벌써 목이 늘어난 것 같아요 ㅋㅋ 그냥 딱 그 가격대 상품이에요 안에 받쳐입는 용도로 입으려고 산거라 괜찮습니다 안에 실밥처리가 다 안되어있어서 가위로 다 잘랐습니다ㅠ
FzFDdOdX,상위 20%,22.11.29,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,50kg,상의 55,"기본티는 직접 안보고 살경우 실망할때가 많은데 넘 맘에들어요!!
목티 잘 안어울리는데 정직한 목티가 아니라 시선이 분산되어 그런지 괜찮네요
일단 면 촉감이 너무 부들부들해서 좋아요!
한번 세탁했는데 늘어짐이나 보풀도 없고 다른색도 사려구요"
kC4k07CK,,22.11.29,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,162cm,46kg,상의 44,"이너로 입기 좋습니다
근데 흰색이랑 검정색 어깨는 왜 다른거죠…
어깨가 좁은 체형인데도 불구하고 검정색은 어깨가 작게 느껴졌고 실제로 어깨선도 위쪽이라 옷이 작게나온 줄 알았는데 흰색은 커요

소매실밥정리도 미흡했는데 흐린눈하고 입는중"
PTIVV88C,상위 30%,22.11.29,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,45kg,상의 44,"목이 조이는 느낌도 없고 무엇보다 두께감이 마음에 들어요! 너무 얇아서 비칠 정도는 아니고, 너무 두꺼워서 다른 옷이랑 리이어 해서 입기 힘든 정도는 또 아닌! 딱 적당해서 잘 입고 있습니다"
F993JSKa,,22.11.27,올리브,,생각보다 커요,아주 만족해요,화면과 비슷해요,163cm,43kg,상의 44,"연두색이면 어쩌나 했는데 딱 예쁜 살짝 어두운 올리브색이에요. 웜톤이신 분들 찰떡 컬러일 것 같습니다!
생각보다 튀지 않아서 자주 입게 돼요. 부들부들하고 몸에 찰싹 붙지 않아서 더 좋아요."
붕어빵호떡,상위 10%,22.11.25,블랙,,생각보다 커요,아주 만족해요,화면과 비슷해요,162cm,50kg,상의 55,저는 약간 붙는스타일인줄 알았는데 좀 헐렁하긴하더라구요 ㅎㅎ 그래도 안에 속기모가 있어서 따뜻하고 좋네요 ㅎㅎ 목부분은 다피면 좀 흘러내리는 주굴거리는 편이어서 별로고 ㅠ 접음면 또 너무 두껍게접혀져서 별로간해요 ㅠ
laPe9oR2,,22.11.24,올리브,,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,54kg,상의 55,"퀄 너무 좋구용 입고나서 늘어나거나 하면 
또 사고싶어요
올리브색은 아이보리 자켓이나 바지에 매치하려고 샀고 딥블루는 검정자켓이나 흰색 패딩에 매치하려고 샀어요 둘다 너무 맘에 듭니당 
천도 좋아요"
xjv9a5o0,상위 20%,22.11.24,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,,,,제가 팔이 긴 편이라서 걱정했는데 짧지 않아서 좋아요. 부들부들하니 느낌 좋고 이런 옷들은 너무 슬림핏이라 부담스러운 경우가 있는데 여유롭게 나왔어요. 이번 겨울 편하게 자주 입을 거 같아요 ㅎㅎ
Z3AL7kAd,상위 5%,22.11.23,멜란지그레이,,정사이즈예요,아주 만족해요,화면보다 밝아요,163cm,50kg,상의 44,믿고 사는 98도씨... 겨울에 이너로 입으려고 기모로 샀는데 생각보다 두툼해서 기존 여리여리한 핏의 폴라느낌이랑은 달라용. 두툼해서 단독으로 입어도 될듯 멜란지는 생각보다 색이 밝고 더 헐렁한 느낌 ?
Z2YQTYPc,상위 25%,22.11.23,코코아베이지,,생각보다 커요,아주 만족해요,화면보다 어두워요,158cm,41kg,상의 44,"생각보다 더 부들부들하고 넉넉한 핏이에요!
사진은 옷 뒤집고 빨래망에 넣어서 울세탁한 뒤의 사진인데
보풀이 많이 심하진 않아요.
카페라떼색보다는 쉐딩하는 색에 가까운 느낌이고
조금 더 회**가 섞어있는 쪽이라
진한 코코아 색에 회색빛 첨가되었다고 생각하시면 될 것 같아요.
한 달 정도 더 입어봐야 알겠지만 현재로서는 만족스럽습니다."
8yLMNFo2,,22.11.19,코코아베이지,,생각보다 커요,아주 만족해요,화면과 비슷해요,156cm,50kg,상의 55,얇은 기모 때문에 뜨뜻해요ㅠㅠㅠ 그리고 촉감이 너무 좋아요 재질 미쳤습니다! 휘뚜루 마뚜루 잘 입는 중이에요ㅎㅎ 다른 색도 사보려구용ㅎㅎ 사진을 막 찍어서 색이 잘 안 보이는데 피팅샷이랑 똑같아요!
1HrpQ4Q9,상위 10%,22.11.18,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,158cm,49kg,상의 55,목폴라 티는 목이 딱 붙는 경우가 많아서 답답한 걸 싫어하는 저는 정말 ㅠ 추워서 입으면서도 하루종일 답답했는데 98도씨 폴라는 그냥 ㅠ 예쁘게 널널하고 재질도 부드러워서 입고 기분 좋게 나갔습니당
ross*****,,22.11.17,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"기모 촉감이 딱히 느껴지지 않아 뭐지 싶었는데 날이 추운 날 속기모 덕을 톡톡히 봤네요
옷이 딱 달라붙는 스타일이 아니라서 처음에는 펑퍼짐해보이지 않을까 걱정했는데 
팔뚝 가늘게 보이게 만들어주는 효과를 주는 것 같이 느껴져 이 티셔츠 입은 날에는 괜히 기분이 더 좋아져요
혹시나 동일 재질의 반폴라 상품이 나오면 구매하고싶네요"
jqGzawUP,상위 20%,22.11.15,아이보리,,생각보다 커요,아주 만족해요,화면보다 어두워요,158cm,46kg,상의 44,"목 넉넉한 폴라 찾고있었는데 아주 편하고 좋아요
너무 얇거나 비치지 않고 기모있는것도 좋음
색깔은 완전 흰색은 아니고 살짝 따뜻한 흰색이에요
다만 마른44인 저한테는 전체적으로 넉넉한 핏이에요"
AaHiOvFl,,22.11.15,오트밀,,정사이즈예요,아주 만족해요,화면보다 어두워요,165cm,53kg,상의 55,"다른 색도 구매하고 싶을만큼 기모 짱짱하고 엄청 부드러운 폴라티에요👍🏼 다만 제가 구매한 오트밀 컬러는 보통 옷 살때 오트밀 컬러라하면 크림에 갈색 한방울 섞은 느낌인데, 이 옷은 주황빛(?) 한방울 섞어 놓은 것 같은 색상이에요. 물론 색깔 그래도 예뻐요. 가을가을 하네요 :) 다른 색도 조만간 구매하려구요~"
viIjB5OM,,22.11.14,딥블루,,정사이즈예요,아주 만족해요,화면보다 어두워요,158cm,53kg,상의 55,"퀄리티며 색상이며 사이즈며 너무 완벽하네요-
저렴한 폴라티 2장 가격이지만 이 제품 사시면 후회 안할거에요!!! 기모 너무 톡톡하고~ 몸통은 너무 붙지 않으면서 딱 제가 찾던 핏! 색상은 최대한 실제와 비슷하게 찍어보려 노력했는데 사진보다 아주 살짝 더 어두워요. 마감처리도 완벽해서 실밥도 거의 없어요- 오랜만에 마음에 드는 옷을 샀네요~"
y8gwi3TG,,22.11.10,오트밀,,정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,51kg,상의 55,작년에 화이트 딥블루 네이비 여러케 사서 잘 입었는데 화이트는 너무 많이 입었어서 보풀이 일어나서 이번에 화이트랑 오트밀 새로 시켜봤어요! 오트밀도 색감 아주 이쁘네요 ㅠㅠ 춥찔이라 이거 입으면 기모있어서 따뜻해서 넘 좋아용 ㅠㅠㅠㅠ
1lBSOZb9,,22.11.05,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,57kg,상의 66,"저처럼 66사이즈 정도 통통하신분등 이거 이너로도 좋고 단독으로도 붙지 않아서 기본템으로 강추에요!!
소재도 부들부들하고 따뜻해서 가울겨울 짱템!
두개 아니 세개 사세요 ㅠㅠ 이 가격이 이퀄이 말이 안돼요~ 여러개 살걸 후회중입니다"
CHmg2r4x,,22.10.30,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,57kg,상의 55,"너무 달라붙지도 너무 펑퍼짐 하지도 않아서 딱 좋아요 
바스트 있으신 분들은 라인 살아있지만 너무 부담스럽지 않게 입으실 수 있어요 
안에 기모는 털이 자글자글있는? 빨면 보풀일어날거 같긴 한데 두고 봐야 할거 같구요 98도씨 기본 템들은 항상 퀄리티 좋아서 믿고 삽니니다🤍"
