아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용
Zn706ma6,상위 5%,24.12.04,페일라벤더,,정사이즈예요,보통이에요,화면보다 밝아요,161cm,70kg,상의 77,"촉감은 부드럽고, 안에 받쳐입기 좋은 이너티 같아요
암홀이 좀 주름지는것 같지만
소매기장,가슴너비,총장 등 핏에 큰 단점없이 무난한 티셔츠 같아요.

안에입은 속옷디자인이 울퉁불퉁 좀 드러나서 아쉽긴해요"
rz3x6ERz,상위 15%,24.11.21,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,159cm,50kg,,"편하게 입기에 너무 좋아요!!
U넥이라 목파임도 딱 적당해요. 답답해 보이지 않아서 정말 좋은 것 같아요. 얇아서 이너티로 입기에 좋아요. 하나 구매하고 너무 좋아서 3개 더 추가 구매 했습니다ㅎㅎ 3가지 색깔 구매했는데 역시 아이보리에 손이 제일 자주 가는 것 같아요"
4PQaqRv7,상위 10%,24.11.05,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,55kg,상의 55,"넥 답답하거나 너무 후줄근해도 싫은데
이건 딱이에요 적당히 여유있는 유넥이고
기본템으로 너무 잘 입고 있어서 재구매했어요
겨울에 기본상의로 입기 딱이에요
입다보면 보풀일어나는건 어쩔수없는데 
그래서 새거입고싶어서 구매했어요"
4PQaqRv7,상위 10%,24.11.05,멜란지그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,165cm,55kg,상의 55,"부들부들하고 이거 흰색이랑 검정색 
진짜 몇개나 샀는지 모르겠네요 
멜란지그레이 퍼스널컬러라 사봤는데 
진작살걸그랬어요 너무 마음에 듭니다
재질상 계속 입다보면 보풀일어나는데
멜란지그레이는 티가 덜날거같아요
고급스럽네요 얼굴색이 살아납니다"
V8MvOTi1,,24.10.30,아이보리,,생각보다 커요,아주 만족해요,화면과 비슷해요,161cm,70kg,상의 77,"160cm / 상의 77 / 하체비만 (상비x) -> 길이 적당함 너무 길지도 짧지도않음, 사진은 팔을 들어올려서 목부분이 타이트하게보이는데 실제로는 적당히 여유있는 라운드넥, 팔뚝만 목만큼 두꺼운편인데 팔뚝도 아주 살짝 여유있음
기본템으로써 가장 중요한거, 건조기에넣어도 안줄어들음!!! 🥹!!! 더살꺼에요
바지도 슬앤바지에요 👍😆"
WXwQHrIX,상위 15%,24.10.24,멜란지그레이,,생각보다 커요,아주 만족해요,화면과 비슷해요,165cm,60kg,상의 66,"옷 꺼내자 마자 너무 부들부들 부드러워서 좋았어요
그레이 색감도 밝은 그레이라 칙칙해보이지 않아서 잘입어질거 같아요! 요즘 살쪄서 넉넉하고 편해보이는 티로 골랐는데 딱 좋네요ㅎㅎ 단독으로도 괜찮고 가을 겨울 이너로 입기도 편할듯해요~ 세탁 한 번 해보고 괜찮으면 다른색도 사야겠어요!!"
CAWvYy4S,,24.10.08,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,164cm,48kg,상의 44,"장점
-야들야들하고 부드러운 촉감
-이너티로 입기 좋은 폭,길이감

단점
-목이 생각보다 깊게 파여서 내의 같은 느낌
-잘 늘어날 재질"
띠띠롱,상위 20%,24.09.30,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,170cm,54kg,상의 55,목 늘어날 걱정 없는 재질과 마감이네요!!일단 제가 원하던 길이 두께감이에요ㅎ_ㅎ 이너티로 입기도 좋고 단독으로 입기도 딱 좋은 휘뚤마뚤템😌👍🏻
올립듀,상위 5%,24.09.04,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,155cm,46kg,상의 44,아이보리 사고 기본티 질이 좋아 추가로 구매했어요 목도 안늘어나고 탄탄한재질이고 마감 깔끔하구요! 아방한 핏이라 여리여리해보여서 좋습니다~
올립듀,상위 5%,24.09.04,페일라벤더,,정사이즈예요,아주 만족해요,화면과 비슷해요,155cm,46kg,상의 44,아이보리 사고 기본티 질이 좋아 추가로 구매했어요 목도 안늘어나고 탄탄한재질이고 마감 깔끔하구요! 아방한 핏이라 여리여리해보여서 좋습니다~
올립듀,상위 5%,24.09.04,멜란지그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,155cm,46kg,상의 44,아이보리 사고 기본티 질이 좋아 추가로 구매했어요 목도 안늘어나고 탄탄한재질이고 마감 깔끔하구요! 아방한 핏이라 여리여리해보여서 좋습니다~
올립듀,상위 5%,24.09.04,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,155cm,46kg,상의 44,아이보리 사고 기본티 질이 좋아 추가로 구매했어요 목도 안늘어나고 탄탄한재질이고 마감 깔끔하구요! 아방한 핏이라 여리여리해보여서 좋습니다~
68**,,23.10.24,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,159cm,65kg,상의 66,"이게 아이보리지..ㅜ
화이트라고 속아서 산 니트 색이랑 비교해보세요
정말 딱 부드러운 색감의 아이보리예요 누렇지 않음 ㅎ
지금도 같은 옷 입고 있는데 원래 입던게 빨래 많이 돌려서 그런지 더 하얗네용 보풀은 좀 자잘하게 잘 나는 편이에요"
zk63n2sP,,23.07.18,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,157cm,46kg,상의 55,"전에 크림색 사고 맘에 들어서 아이보리로 주문했어요
요즘같이 비가 많이와서 습함이 심하지만 실내에 있음 춥기도해서 가벼운 가디건이나 긴팔이 필요했는데 실제로 보기보다 입었을때 가볍고 시원하다는 느낌을 받았어요 기온이 높은 날에는 시원한소재라도 긴팔은 못 입지만 그런날들을 빼고는 자주 입어져요"
jt0Ypq2t,,23.05.20,아이보리,,생각보다 커요,아주 만족해요,화면과 비슷해요,168cm,58kg,상의 66,"옷 받자마자 냄새가 쪼꼼 나서 바로 빨아서 입었는데 진짜 탄탄해요! 몇개 더 사고싶은,,, 반팔 버전도 기대돼요!
핏은 생각보다 넉넉하고 여기저기 받쳐입기 정말 좋은거 같아요. 소재가 부드럽고 편해서 입었을 때 기분이 좋았어요. 퀄최고🫶🏻"
X8uATuRj,,23.04.13,블랙,,생각보다 커요,보통이에요,화면과 비슷해요,173cm,58kg,상의 66,"무난한 검정색 티셔츠예요 이리저리 편하게 입기 좋아요
생각보다 암홀이 커서 저한테 여리핏보다는 벙벙핏 같네요
기장도 요즘엔 다 크롭처럼 짧은데 저강히 길어서 안에 넣어 입기도 좋은 것 같아요
엄청 후들후들한 원단이라서 튼튼해보이지는 않아요"
GylitP4N,,23.04.10,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,166cm,62kg,상의 66,유넥이 너무 깊지도 않고 답답하지도 않고 딱 잘파였어요 ㅋㅋㅋ 자켓안에 입기 좋은 티셔츠입니다. 크림베이지 골지 티셔츠 색깔과 비교를 위해 같이 사진 찍은것도 올렸어요 ㅎㅎ 그런데 처음엔 살짝 냄새났던것같운데 두번정도 빨고나니 괜찮은것같어요!
t34W6UcS,,24.11.09,멜란지그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,159cm,49kg,상의 44,"후들후들하고 몸에 널널하게 착용되는 이너를 찾아서 구입했는데 딱 제가 원하는 느낌이어서 만족해요!
나중에 무채색으로 몇장 구입할 의향도 있어요"
KCcTpnOV,상위 15%,24.10.13,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,158cm,57kg,상의 66,"넥라인 여유있게 파여서 시원해 보이고, 위에 셔츠 같은 거 걸치면서 이너로 입기 좋아요.

날씬하신 분한텐 여유핏으로 좋을 것 같고 좀 통통한 감이 있다면 약간 내복, 히트택 같은 핏이 나올 수도 있어요. 특히 검정이라..!"
안녕하세오,,24.10.09,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,160cm,74kg,상의 66,"단독으로 입으려고 샀는데 생각보다 너무 내복? 같아서 단독으론 못 입고 이너로 입고있어요
전체적으로 반질반질한 느낌? 그리고 많이 얇아요 🙆🏻‍♀️
제 체형에서도 딱 안붙고 널널핏 나와서 좋아요"
gyru*****,,24.10.01,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,165cm,63kg,상의 66,최고.. 기본티 여기 포함 3 곳에서 구매했는데 여기 티가 제일 내복 안 같고 핏도 잘 맞아요.. 다른 색깔도 여기서 구매 예정입니다.. 저같은 뚱뚱이도 팔뚝 부각없어서 아주 좋습니다..
9zPiEOTN,상위 10%,24.09.29,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,48kg,상의 55,"다른 옷을 주문하는겸 기본 티도 주문해봤는데 받아보고 너무 놀란게 퀄리티가 정말 좋아요
보드라운 재질의 면 소재인데 티 한 장도 신경을 많이 쓰시는 것 같아 믿음이 가는 너낌! 앞으로 기본템들은 슬앤을 이용해봐야겠어용!"
AqBS9PYR,,24.09.22,멜란지그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,44kg,상의 44,이옷 진짜 가볍고 완전 여리여리 그자체에요.. 회색 자칫하면 얼굴 칙칙해보여서 고민많이하다가 샀는데 얼굴도 환해보이는 컬러에요 너무 마음에 들어오 ㅎㅎ주구장창 입구 다음에 재구매하겠습니댜
OBfAsxA1,상위 25%,24.07.29,크림옐로우,,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"이로써 올웨어 소프트 유넥 긴팔티셔츠 아이보리, 소라, 옐로우까지 트리플 달성 했네요 ㅎㅎ 부들부들 촉감이 좋아요. 내복같은 핏이 있긴하지만 후들후들 한거 좋아해서 손이가네요! 이너로 입기 좋아요"
m4BLHZBJ,,24.07.26,페일라벤더,,생각보다 커요,보통이에요,화면보다 어두워요,158cm,53kg,상의 55,"아이보리 사고 잘 입어서 두가지 추가구매했어요
사이즈 넉넉해서 편하고 소재 부드러워서 좋아요!
이너로 입기도 괜찮아서 가격대비 만족합니다
페일라벤더는 전혀 라벤더 색이 안 느껴져서 좀 아쉬웠어요"
EdFp5o5O,,24.02.26,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,164cm,45kg,상의 44,비침 정도 보시라구 찍었습니다 ! 목 부분이 유넥으로 다른 티셔츠보다 더 파여있어요 ! 그래서 좀 더 하늘하늘한 느낌이에용 무난하게 코디하기 좋아용
0NTe5PT8,상위 30%,25.01.10,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,167cm,53kg,상의 55,"이너로 입기 좋아요 재질도 좋고 은근 탄탄하고 니트안에
포인트 길이로도 좋아요!! 단품으로 입기엔 생각보다 목이 파였고 얇아서 비춰요!"
jung****,상위 1%,25.01.08,멜란지그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,55kg,상의 66,"겨울에 입기 얇은감이 있긴 하지만 길이나 색상이 이너로 입기 아주 좋아요. 면도 부드러워 가성비 아주 좋네요~
회색 사보고 맘에 들어 아이보리 컬러도 구매하려고 합니다~"
Dn55OfRG,,25.01.01,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,,,,"제가 좋아하는 후들거리는 재질에 찰랑거려요
핏도 생각보다 여유있고요
목이 조금 파져있기는 한데 늘어날 재질은 또 아니에요 다른 색으로 하나 더 구매하려고 합니다!"
딱복,상위 10%,24.12.28,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,,,,(사진은 아이보리입니다) 핏도 두께도 만족스러웠는데 한번 입고 바로 목이 늘어나서 아쉬워요 ㅠㅠ 목 위로 보이려는 의도 아니면 괜찮으실듯
76QB0RyU,상위 15%,24.12.24,블랙,,생각보다 커요,아주 만족해요,화면과 비슷해요,166cm,62kg,상의 66,"이전에 흰색사고 맘에 들어서 블랙,그레이 구매했어요! 
상체 살 커버 다되고 여리여리해보여서 좋아요 ㅎㅎ 이너로 더 잘 입게 되는 기본티입니다!"
VlkgSZco,상위 15%,24.12.22,크림옐로우,,정사이즈예요,보통이에요,화면과 비슷해요,167cm,70kg,상의 66,"딱 연노랑 그대로의 색상이에요. 내복 재질이라는 후기 보고 반신반의하다가 색깔이 마음에 들어서 샀는데, 내복 맞네요...목부분이 참 애매해서 단독으로 입기는 좀 그래요"
dwJlISVB,상위 30%,24.12.12,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,67kg,상의 66,"적당한 두께라 어디든 받쳐입기 좋아요!
유넥도 목이 얇아보일정도로 파여있어서 아주 만족스럽습니다👍 기본티를 아주 잘 산 것 같아요🥰"
5PVizMTa,,24.12.07,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,158cm,60kg,상의 66,"겨울 이너티로 완벽해요 
아이보리는 비침있어서 단독은 xx
다른색도 구매해야할구 같아요 ㅎㅎㅎ 
역시 슬앤 티셔츠는 믿고 삽니둥 감사합니다!"
F0gPAY2P,,24.12.02,블랙,,생각보다 커요,아주 만족해요,화면과 비슷해요,165cm,68kg,상의 66,요즘 입기엔 좀 얇긴하지만 너무 편하고 핏이 너무 이쁩니다^^ 제가 통통한 편인데 제가입어도 편한 느낌이고 실내에서 입으면 딱좋네요
F0gPAY2P,,24.12.02,멜란지그레이,,생각보다 커요,아주 만족해요,화면과 비슷해요,165cm,68kg,상의 66,요즘 입기엔 좀 얇긴하지만 너무 편하고 핏이 너무 이쁩니다^^ 제가 통통한 편인데 제가입어도 편한 느낌이고 실내에서 입으면 딱좋네요
d1OsF11x,상위 20%,24.11.26,블랙,,생각보다 커요,아주 만족해요,화면과 비슷해요,155cm,상의 55,,일단 재질이 후들후들 너무 좋아요.. 편하게 입기 너무너무 좋습니댜~!! 핏도 여유있게 떨어져서 제가 통통한 체형인데도 너무 편안하게 잘 맞아요!
yena**,상위 20%,24.11.13,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,58kg,상의 55,"와 박음질도 생각외로 괜찮고 재질도 넘 좋네요.... 슬앤 굉장히 퀄리티가 좋은편 인것 같아요
넥라인 답답한거 싫어서 유넥으로 샀는데 쇄골 보일락말락해서 딱 좋습니다
많이 파세요!"
hepa******,상위 10%,24.11.10,멜란지그레이,,생각보다 커요,보통이에요,화면과 비슷해요,161cm,49kg,상의 55,"제가 찾던 재질과 핏이긴 한데~
너무 얇은 감이 있어서 오래 입을 수 있을까 염려가 되어요~
잘 관리해서 오래 입어볼게요!"
hepa******,상위 10%,24.11.10,아이보리,,생각보다 커요,보통이에요,화면과 비슷해요,161cm,49kg,상의 55,"낙낙한 핏 원했는데 생각보다도 좀더 여유 있어요! 
보들한 면 재질, 얇고 후들후들 해요!
넥 쪽 마감이 조금 탄탄해서 오래입을 수 있을 것 같기는 한데.. 지켜봐야할 것 같아요ㅎㅎ"
bTCXWCQg,상위 15%,24.11.08,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,152cm,47kg,상의 44,"아주 만족해요 ....! 
촉감이 넘 부들거리고 이너티로 아주 딱입니당
딱붙는 핏 안좋아하는데 이건 여유로운 핏이라 더 맘에 들어요 :)
다른 색상도 구매 하고 싶네용"
hc7utGXA,상위 30%,24.11.07,멜란지그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,168cm,66kg,상의 66,"소재가 너무 좋아요! 제가 피부가 약해서 옷 재질에 예민한데 옷이 너무 부드럽고 좋아요! 겨울에 안에 받쳐 입기 좋을것 같아요! 단독으로 입기엔 요즘
날씨에 추울것 같네여"
RazKhYdc,,24.11.01,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,170cm,58kg,상의 66,"약간 파인 유넥이 필요햐서 찾은건데 마음에 듭니다 부드럽고 기장, 품 다 좋아요! 다만 화학 냄새가 좀 많이 나서 세탁하고 입어야할 것 같습니다"
3fzn5vGc,,24.10.18,멜란지그레이,,정사이즈예요,보통이에요,화면과 비슷해요,165cm,62kg,상의 66,"딱 원했던 사이즈와 품질 핏이예요! 받아보고 괜찮아서 추가구매하려고 들어온김에 리뷰 남겨요, 받아보자마자 울샴푸에 세탁하고 교복처럼 입고댕김"
tT6qn6Dn,상위 30%,24.09.16,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,162cm,52kg,상의 55,"전에 사서 입고 닳아서 재구매했습니다 ^~^ 후들후들해서 니트 안에 받쳐입기도 너무 좋고 ㅠㅠ 까슬한 티 입을 때 안에 입으면 극락이에요,, 안정적이고 최곱니당 ㅎㅎ 같은 상품 재구매는 처음인데 그만큼 좋아요! 잘 입겠습니당"
YUqK03tv,,24.06.07,크림옐로우,,정사이즈예요,보통이에요,화면과 비슷해요,160cm,46kg,상의 44,"무엇보다 배송이 빠른점이 마음에 들었어요
리뷰에서 보는 것처럼 제품의 품질이 나쁘지 않고
가격을 고려했을 때도 충분히 구매할 만한 매력이 있다고 생각이 듭니다
퀄리티가 너무 좋아서 마음에 쏙 들어요
구매 고려하시는 것도 괜찮아보여요"
LaS2B1RJ,,24.05.30,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,169cm,61kg,상의 66,색 바래면 사고 색 바래면 또 사고 하는 꾸준 구매템입니다 이번엔 아예 두장 한번에 샀어요. 이너로 입기에 이것만큼 무난하고 고퀄인게 없어요. 적당한 라운드티와 적당한 길이감과 적당한 두께!
뭐든다이루어져라,,24.04.05,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,43kg,상의 44,작년에 다른데에서 산 저렴이 유넥 실패하고... (왠 쫄티가 왔었음ㅠ) 이번엔 그냥 슬앤에서 샀는데 이게 진짜 유넥이지 싶습니다!! 딱 예쁜 아이보리 컬러에 재질도 부들부들 하고 목도 적당히 파져있어요!!
TmBEUnkT,,24.03.28,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,167cm,59kg,상의 55,"맨투맨 안에 입으려고 구매했어요~
저는 면재질보다 약간 이렇게 흐물흐물? 거리는 재질..을 뭐라하죠 아무튼
이런 걸 좋아하는데 딱 제 스타일입니다.
색도 너무 희지 않고 약간 크림느낌나서 좋아요!"
KvSzd6SC,상위 30%,24.03.27,아이보리,,생각보다 커요,아주 만족해요,화면과 비슷해요,153cm,70kg,상의 66,"입어보니 생각보다 몸통이 여유러워서 좋았어요! 넥라인이 탄탄해서 늘어짐없이 잘 입을거같아요! 목이 드러나는 라인을 선호하는편인데, 너무 많이 파이면 활동하기 불편해서 적당히 파인 티를 찾는 중에 아주 적합한 제품을 찾은거 같아 뿌듯합니다!"
I9c8CY3D,상위 30%,24.03.21,페일라벤더,,정사이즈예요,아주 만족해요,화면과 비슷해요,155cm,40kg,상의 33 이하,색상이 모델 피팅사진보다 상세컷에 회끼가 강한 색이 실제 색상에 가까워요. 그니까 퍼플계열에 '회색'이에요. 제 사진처럼 완전 회색은 아니구요. 참고하세요. 생각만큼 오묘한 색은 아니지만 흔하지않은 회색이라 일단 맘에 들어요. 원단 부들차르르하고 오래 입을 것 같아요. 다른색도 사고싶어요!
12zx1SoK,,24.03.07,블랙,,정사이즈예요,보통이에요,화면과 비슷해요,168cm,60kg,상의 66,사실 엄청 저렴한 만큼 한 두 번 빨면 바로 보풀피지만 입었을 때 닥 원하던 느낌의 기본티라 다시 구매해서 간절기에 입고 이전꺼는 잠옷으로 입습니다 입었을 때 후들후들 엄청 편해서 잠옷으로도 최고
yy.eon0168,,24.03.06,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,60kg,상의 55,"봄, 가을이 돌아오면 구매하는 기본 티셔츠입니다! 넥 라인도 엄청 파이지도, 그렇다고 답답하지 않아서 좋구, 너무 핏한 감도 없어서 매우 만족스럽게 입고 있습니다😁 자주 입는 만큼 금방 보풀이 생겨 2분기에 한번씩 구매하고 있지만 그럼에도 불구하고 돈은 아깝지 않다는거..👍🏻 그리고 제 기준 하얀색은 단품으로 입기에는 내복 같아서 이너로 활용하고, 검정색은 단품으로도 이너로도 잘 활용하고 있습니다! 여튼 평생 팔아주세요ㅠ 평생 사게요ㅠ"
yy.eon0168,,24.03.06,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,60kg,상의 55,"봄, 가을이 돌아오면 구매하는 기본 티셔츠입니다! 넥 라인도 엄청 파이지도, 그렇다고 답답하지 않아서 좋구, 너무 핏한 감도 없어서 매우 만족스럽게 입고 있습니다😁 자주 입는 만큼 금방 보풀이 생겨 2분기에 한번씩 구매하고 있지만 그럼에도 불구하고 돈은 아깝지 않다는거..👍🏻 그리고 제 기준 하얀색은 단품으로 입기에는 내복 같아서 이너로 활용하고, 검정색은 단품으로도 이너로도 잘 활용하고 있습니다! 여튼 평생 팔아주세요ㅠ 평생 사게요ㅠ"
0314**,상위 5%,24.02.21,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,156cm,44kg,상의 44,"부드럽고 얇은 소재의 이너 티셔츠 입니다~!! 쌀쌀할 때는 한 장 껴입는 것 차이가 큰데, 그럴 때 입기 딱 좋은 옷 같아요~. 봄, 가을, 겨울 알차게 입을 수 있습니다!! 굿굿👍"
히히히하히힛,,24.02.20,아이보리,,정사이즈예요,아주 만족해요,화면과 비슷해요,155cm,45kg,상의 44,갑갑하지 않은 파임으로 정말 좋아요. 가디건과 입으면 너무 잘 어울려요!! 이미지로만 봤을 땐 너무 많이 파여있을까봐 걱정이었는데 실제로 받아보니 딱 적당한 파임이에요. 제 키 기준으로 허리 밑으로 조금 내려오는 기장이에요. 하체가 긴 체형이라 너무 길면 안 어울릴 줄 알았는데 너무 길지도 않고 짧지도 않은 적당한 길이였어요. 소재는 조금 얇은 편입니다. 또 그렇게 얇은 편은 아니에요ㅋㅋ 무난하게 입기 좋은 두께입니다. 근데 아이보리는 비침이 조금 있는 편이라 이너로 입을 듯해요. 다른 색상도 구매해보고 리뷰 남겨보겠습니당
qkff*****,,23.09.24,멜란지그레이,,정사이즈예요,아주 만족해요,화면과 비슷해요,163cm,53kg,상의 66,"요 가격에 이 퀄이라니 !! 
조금 파여 있어서 잘못하면 후줄근해보일 수 있지만...!! 부드럽고 목 부분이 쫀쫀해요 단품이나 이너로 잘 입겠어요"
ghkd******,,23.05.25,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,164cm,50kg,상의 55,"화면하고 같아요ㅎ 아이보리 색감에 여유있는 핏, 촉감은 부드럽고 좋아요~ 
옷 받구 날이 급 더워져서 입고 외출은 못해봤는데 기본 티라 편하게 잘 입을 수 있을 것 같아요-!"
uQlrgF4U,상위 30%,24.12.16,아이보리,,정사이즈예요,보통이에요,화면과 비슷해요,160cm,55kg,상의 66,"이너로 입을려고 삿어요 기장은 딱 맞고 부드러워서 좋아요 얇긴하지만 유용하게 잘 입을거같습니다 
목이 잘 늘어날거같아서 그건 아쉬워요"
CnpLRxoJ,상위 15%,24.12.15,페일라벤더,,정사이즈예요,아주 만족해요,화면과 비슷해요,160cm,68kg,상의 66,"오자마자 그레이, 블랙 입어봤는데 사이즈 넉넉해서 몸에 붙지않아 좋았어요 근데 같은 제품인데도 제질이 조금 다르더라구요. 그레이는 스판이도 있고 했는데 블랙은 조금 더 단단한 느낌? 재질은 그레이 색상이 더 좋았습니다"
