아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
희공,상위 5%,24.07.04,아이보리,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,162,43,44,"너무너무 예뻐요 ! 가격대비 퀄리티 대만족이라 블랙이랑 소라색도 추가로 쟁였습니다 :)
쫀쫀하고 군더더기 없이 딱 잡아주는 핏이에요
마른 체형인 분들에게 대추천합니다 ,, 
마감도 재질도 좋고 기본템으로 여름 내내 너무 잘 입을 것 같아요 ㅎㅎ",Free
쪼오코,탑리뷰어,24.11.21,아이보리,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,165,49,44,"탑나시 여기저기 사봤지만 여기께 젤 편하고 좋아용
낑기는 느낌없구 길이도 딱 맘에들고!
쫀쫀하고 잘만들어졌어요 ㅎㅎ
단독으로 입고 겉옷 오픈해서 입어도
이너같지않아서 부담스럽지않아요 ㅎㅎ
블랙사서 엄청잘입구다녀서 아이보리색상도
1년뒤 재구매하러왔어용~~ㅋㅋ
그레이색상은 조금 더 있다가 여름되면 
다시 재구매하러올게요 !!
엄청 맘에들어요",Free
ncAt81u0,상위 20%,23.07.31,소라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,171,67,55,"진짜 색감 여름그자체 사진찍을때 너무 예뻐요✨
흰바지나 연청바지에 입었었는데 최고에요!
재질도 완전 탄탄하고 금방 늘어나지 않을 재질이라서
너무 만족합니다:) 이거입고나가면 얼굴이 환해보인다고
예쁘다고하더라구여 굳굳 다른색도 구입하려구용",Free
bwBvR1lf,,22.07.30,블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,157,51,55,🤩 와.. 이건 혁명템입니다 핏도 이쁘고 신축성도 좋은데 다른 일자나시는 겨드랑이가 아프거든요 근데 이건 하나도 안 불편하고 게다가 겨살도 잘 가려줘여 검정 샀는데 ㅎ색ㅁ별로 다 사고싶어요 진짜ㅠㅠㅜ 가격도 이정도면 너무 보살이세요 감사합니다ㅠ,Free
jjm2***,탑리뷰어,24.10.16,아이보리,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,161,58,66,"끈길이 조절이 안되는 것 말고 아주 만족스럽습니당 ㅎ
쫀쫀하니 좋네여
골지가 큼직하게 있어서 은근 포인트도 되구염

염차라는 유튜버가 자주 입길래 사봤는데
그 유튜버처럼 여리핏은 안나지만ㅠㅠ
맘에 들어용

소재나 마감도 좋아용
부드럽고 딱 가을에 입기 좋을 나시에용
은근 두껍고 탄탄해서 변색없다면 오래입을것 같은데 여름엔 더울 것 같아여
스퀘어라서 이너로 딱 이쁘구영
휘뚤마뚤템이에여!
재구매의사도 있음 ㅎㅎ",Free
RDpg0hEs,상위 5%,24.10.14,아이보리,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,163,53,55,"요즘 이너로 자주 입어용
깔끔하고 부유방도 잘 가려주면서 기능에 충실합니다.
골지도 쫀쫀하고 가슴골도 잘 가려줘요. 굿입니다.
75C인데 길이 좋아요 2cm만 더 길었으면 베스트감
낡으면 또 구매할 거예요 판매 중지 절대 안 됩니다..!",Free
슬랙스유목민,상위 10%,24.09.21,아이보리,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,170,59,55,"[색감]
약간 아이보리 한방울 들어간 화이트에요
그래서 여기저기 다 잘 어울림!

[사이즈]
둘레 75사이즈 입는데 예쁘게 핏돼서 좋았어요

[착용느낌]
몸에 예쁘게 맞게만 딱 늘어나서 입고 벗기도 편해요

[기장]
과한 크롭은 아니라서 하이웨스트에 매치하기 무난한 길이에요 끈은 조절 안 되지만 기본적으로 부담없는 위치까지만 내려와서 유교걸들도 시도해볼법 함

[소재]
골지나시에 내 몸 구겨넣은 것처럼 뱃살+갈비뼈 다 드러나게 스타킹마냥 들러붙는 골지 아니에요
그런 느낌 절대 안 들고 몸에 맞춰 여유롭게 늘어나는 탄탄한 골지!

[총평]
이번에 블랙 추가구매할 정도로 너무 맘에 들었어요
가디건, 셔츠, 자켓에 이너로 활용하기 너무 좋구요
진즉에 살 걸 그랬다 싶을 정도로 만족스러워요

겨울 빼고 다 손 갈법한 기본 이너라 추천해요!",Free
hyew******,상위 5%,24.09.05,소라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,158,50,55,"색감이 여쿨라한테 아주아주 착붙이에요 🩵
색이 너무 마음에 드는데 나시라서 계속 고민하다 구매 했는데 잘한거 같아요 ㅎㅎ
가격도 싸고 나시 쫀쫀하고 재질도 좋은 편이에요!
흰색 하의랑 입으면 더더 찰떡이고 그냥 여름 그자체 입미당 놀러갈 때도 입고 여행갈 때도 입고 내년 여름에도 많이 입을 것 같아요 🫧🩵🫧",Free
희공,상위 5%,24.08.31,소라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,162,43,44,"상콤한 밀키소다색 ! 특별한 소라색이라서 더 좋아요 :)
휴가룩으로 찜해놨다가 바다 갈 때 입었는데 찰떡쿵 🫶🏻
쫀쫀하고 가격대비 퀄리티가 너무 좋아서 기본템이다 생각하고 색깔별로 쟁인 제품인데 , 소라색상은 또 요렇게 포인트템이 되네요 ㅎㅎ 마른 체형도 핏 되게 잡아주는 점 참고하고 믿고 구매하셔도 됩니다 !! 가을에는 긴팔티에 레이어드해서 포인트 줄 수 있을 것 같아요 ☺️",Free
팩트요뎡,상위 10%,24.08.24,아이보리,FREE,정사이즈예요,보통이에요,화면과 비슷해요,154,50,,"부유방커버되고 몸에딱붙는타이트한나시찾는분께추천!

다른리뷰처럼 엄청딱!붙는핏입니다
옷을 잘올려입으면 부유방까지 잘감싸줄수잇어용
근데 뱃살이슈로 당분간못입을거같아요^^
그리고바스트 크신분들은 약간답답항거같아요
노브라로입어봣는데도 
등살부자라서 가슴쪽이좀타이트하더라구용
이너로입기엔깔끔해서ㄱㅊ은거같아요
가성비가잇눈 제품인지는 잘모르갯습니당..",Free
팩트요뎡,상위 10%,24.08.24,블랙,FREE,정사이즈예요,보통이에요,화면과 비슷해요,154,50,,"부유방커버되고 몸에딱붙는타이트한나시찾는분께추천!

다른리뷰처럼 엄청딱!붙는핏입니다
옷을 잘올려입으면 부유방까지 잘감싸줄수잇어용
근데 뱃살이슈로 당분간못입을거같아요^^
그리고바스트 크신분들은 약간답답항거같아요
노브라로입어봣는데도 
등살부자라서 가슴쪽이좀타이트하더라구용
이너로입기엔깔끔해서ㄱㅊ은거같아요
가성비가잇눈 제품인지는 잘모르갯습니당..",Free
쑤퍼노바,상위 5%,24.08.11,아이보리,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,161,51,55,"쫀쫀합니다 근데 편해요..
가격이 쫌만 쌋으면 깔별로 몇장이고 쟁여놓고 싶을정도ㅜㅠ
흰색 나시가 많이 있긴한데
너무 이너!! 속옷!! 느낌이라 나이들고 입으려니 좀 그래서 구매해봣는데
너무 만족합니다
몸무게에 비해 부유방이 많은 새가슴인데
그나마 커버도 되는 편인거 같고 맘에 들어용!!!
사실 이거 후기 쓰고 마일리지 받아서 다른 색 살려고 대기중임요…",Free
