아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
지아아아안,상위 1%,24.12.20,[크롭ver] 찰랑 베이직(S사이즈_하프6장세트),,작아요,아주 만족해요,화면과 비슷해요,165,46,44,"평상시 크롭 나시 즐겨입음~
슬슬 교체해야될때가 되서 찾다 요기가 가성비 좋아보여서 구매함!!
사이즈보고 s 이 맞을거 같았는뎅..😶
엄청 불편하진않치만 약간 따악 맞는..??
그래도 입다보면 늘어나겠지...😭
처음 입으면 겨드랑이 부분이 가깝에 올라와 있어서 좀 불편함...😣
재질은 진짜 부들부들하고 까슬거리거 없이 아주 괜찮음
이 가격에 6장👍🏼 완전 가성비 짱임!!!
단 마감은 기대하지말길😭😅",
yKdnKdvN,상위 10%,24.12.04,찰랑 베이직(M사이즈_화이트6장세트),,정사이즈예요,아주 만족해요,화면과 비슷해요,154,38,33 이하,"제가 입은 건 아니고 언니가 필요하다고 해서 대신 주문해줬어용

소재가 면같은 느낌은 아니고 언니왈 약간 실크같은 매끄러운 소재라고 하는데 만져보니까 부드럽고 좋더라구요
신축성도 좋고 길이감도 괜찮았어요",
ZrYxpoHM,상위 5%,22.06.30,블랙3장화이트3장,free,정사이즈예요,아주 만족해요,화면과 비슷해요,159,55,55,"급하게 주문했는데 배송도 빠르고 퀄리티 아주 만족해요
70E-F로 가슴이 큰편이라 무조건 가슴둘레 보고 사는데
스판도 있고 가슴부분 캥글리지만 입을만해요!
부유방은 어쩔수 없는거고 흰색은 비침 있어요!
베이지색 입어도 비침 있더라구여
어차피 안에 이너처럼 입을거라 별 상관은 업지용",Free
AnEqYH42,상위 10%,24.09.09,찰랑 베이직(S사이즈_하프6장세트),,정사이즈예요,보통이에요,화면과 비슷해요,161,51,55,"가성비 짱장템 ..!!
검은색 흰색 반반 시켰는데 마감은 좀 아쉽지만 이 가격이라면 그냥 잘라내고 입어도 괜찮다고 느껴져요 그리고 무엇보다 활용도 좋고 촉감도 만족하고 엄청 편해서 추천 드립니다 ! 
세탁하고 건조기 돌렸는데 아주 ~ 멀쩡해요 !!!!
화이트가 생각보다 많이 비치진 않지만그래도 예민하신 분들은 검정색 추천드려용 저는 막 입고 재구매 의사 있어요",
gjbwWbrU,,24.08.01,찰랑 베이직(S사이즈_하프6장세트),,정사이즈예요,아주 만족해요,화면과 비슷해요,167,48,44,아니 생각보다 면도 보들거리고 퀄리티도 진짜 엄청 좋은데요?? 쫀쫀한데 끼는 느낌없이 편한 나시입니다!!! 진짜 이 가격이면 진짜 득템한 것 같아요! 파인 옷 입을 때 같이 입기 너무 좋은 템👍🏻👍🏻,
flqh*****,상위 5%,24.07.25,찰랑 베이직(S사이즈_블랙6장세트),,정사이즈예요,아주 만족해요,화면과 비슷해요,160,45,44,"땀흡수가 막 잘되는 재질은 아니지만 되게 얇고 핏도 적당한 슬림핏이라 막 붙지않아 편하게 입기 좋아요
퀄리티 기대안하고샀는데도 이정도면 훌륭하네요
가격 진짜 최고에요
센스있게 파우치에 담겨온것도 너무좋아요
파우치덕분에 보관하기 쉽고 나중에 다른용도로도 다양히 요긴하게 쓸수있구요
기장은 골반라인까지 넉넉히 내려와요
파임정도도 과하지않아 데일리로 유교걸들도 이너로 입기 좋은정도입니다",
bron*****,,24.04.18,찰랑 베이직(M사이즈_하프6장세트),,정사이즈예요,아주 만족해요,화면과 비슷해요,173,58,66,"부들부들한 재질이고 여름에 입기 정말 좋을 것 같아요! 많이 차이나진 않지만 흰색 나시보다 검정나시가 죄금 더 큰 느낌이 듭니다! 하지만 별차이 없구요! 
나시가 완전 드러워져서 필요했었는데 너무 맘에듭니다◡̈♥ 이가격에 6장이면 말해뭐하~👍👍💖",
dbrr**,,24.06.22,찰랑 베이직(M사이즈_하프6장세트),,정사이즈예요,아주 만족해요,화면과 비슷해요,162,51,44,"1. 핏: 이너로 입어도 좋고 단독으로 입어도 좋은 핏이에요. 상체에 착 달라붙는 핏이에요.
2. 재질: 맨질맨질 부드러운 재질이에요. 입었을 때 너무 기분 좋아요.
3. 퀄리티: 가격이 워낙 싸서 퀄리티 기대를 안 했는데 너무 퀄리티 좋아요. 가격 저렴한 거 고려 안 해도 마감 같은 측면에서도 추천해요.
4. 세탁: 세탁망에 넣고 돌리면 세탁기랑 건조기 둘다 문제 없어요.",
요기조기내맘대로,상위 20%,24.06.20,찰랑 베이직(S사이즈_화이트6장세트),,정사이즈예요,아주 만족해요,화면과 비슷해요,159,47,55,배송도 빨랐고 일단 6개에 이 가격이라니...가성비 너무 좋아요!!! 여름에도 꼭 이너나시 입는 편인데 이 나시는 얇아서 더 좋네요~ 마감도 깔끔하고 깊이도 너무 파이지 않아 비치는 셔츠나 니트 안에 입기 좋을 것 같아요. 매년 여름 살 것 같습니다~~!!,
GG8syKTd,,24.06.13,[크롭ver] 찰랑 베이직(S사이즈_하프6장세트),,정사이즈예요,보통이에요,화면과 비슷해요,160,44,44,"이가격에 6장인게 말도 안됨
크롭 기장도 괜찮고 너무 안파이고 적당히 올라오는 것도 좋아요
검정은 괜찮은데 흰색은 생각한 것보다 훨씬 얇고 잘비침.. 가디건 안에 이너로 입는 정도도 힘들듯",
