아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
yoo_**,,24.03.26,화이트,,정사이즈예요,보통이에요,화면과 비슷해요,160,46,44,"흔하디 흔한 A-B컵입니다. (평소65b - 70a 입오요)
모델언니나 리뷰언니들은 다들 가슴이 크셔서..^^*
저와 같은 a.b컵 언냐들을 위해 리뷰 씁니다.
일부로 검정 브라 입었어용~ 
비침이나 볼륨 저정도다 보시면 될 거 같아요~
그냥 딱 가격만큼 한다고 해야하나요?
그냥 여름에 휘뚜루마뚜루 잘 입을 거 같구 입으면
마지막 사진처럼 뒷태 핫걸 쌉가능이유",Free
길석일기,상위 15%,24.02.22,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,167,49,55,"딱 기본템 홀터넥으로 좋아요! 브라는 생각 안해놔서 누브라를 사야되긴하지만 ㅎㅎ 어디든 매치하기 좋고 목부분도 편하고 좋아요! 신축성도 좋아서 괜찮은듯해요
크롭 기장이긴한데 부담스럽지 않고 딱 바지 윗단 라인이랑 딱 맞아요 맘에 들어요",Free
SOCRATES,,25.01.09,화이트,,정사이즈예요,보통이에요,화면보다 밝아요,148,40,44,"입었을 때 길이가 크롭보다는 일반 나시길이가 되었어요.. 아랫배만 살짝보이는 정도인데 하이웨스트 입으면 가려줘요 ㅋㅋ 목부분 쭈글쭈글 해서 걱정했지만 입으니까 하나도 안 울고 자연스럽습니다 :) 
새옷 냄새가 조금 나지만 한 번 빨면 없어질 정도에요",Free
L7U4UxH3,,23.08.28,화이트,FREE,정사이즈예요,보통이에요,화면과 비슷해요,168,53,55,"키가 큰 편이라 많이 짧지는 않을까 걱정했었는데 하이웨스트 입으면 부담스럽지 않은 기장 정도였어요
가격도 저렴한 편이라고 생각하는데 가격에 비해 퀄리티도 괜찮아보였고요! 흰색 검정색 둘 다 샀는데 후회 전혀 없습니다! 이너로 입든 단독으로 입든 다 예뻐요 하나쯤 장만해두시는 것도 좋을 것 같습니다!!",Free
Oi4LMQmC,,23.05.19,블랙,FREE,정사이즈예요,보통이에요,화면과 비슷해요,165,50,55,"저렴하니까 입을만해요 어차피 이너로 입을거라 싼거 샀는데 목부분이 좀 울고 구리긴한데 대충입죠뭐
저한텐 흉통 하나도 안 조이고 편한정도? 쫀쫀하게 붙지않아요 상체 살 없음
근데 뒤태는 겁나 섹시해지네요ㅋㅋㅋㅋ 이렇게만 입고 다닐 순 없겠지만..",Free
EZndaMNs,상위 10%,23.05.06,화이트,FREE,정사이즈예요,보통이에요,화면과 비슷해요,171,65,66,사이즈때매 진짜 고민하다가 시켰는데 꽉끼는 느낌이 없어요! 옷감 자체가 잘 늘어나는 소재라 꽉끼는 느낌 없고 그냥 한없이 늘어날듯한…하지만 저한테도 맞으니 좋습니다.옆에서 보는 핏이 예뻐요! 저와 같은 분들께 도움이 되고싶어서 적나라한 사진을 올려봅니다..길이는 그냥 크롭기장인데 움직이면 자꾸 올라가네용ㅜㅜ 제가 어깨가 진짜 넓은편이라 부유방은 못가려줍니당 레이어드하면 이쁠거 같고 솔직히 홀터넥 입어보고 싶으시면 한번 도전해보시는거 추천드려요~! 만원도 안하는데 직진배송…최고야최고 근데 흰색 약간 부해보임 있어거 그레이 살껄 후회중…,Free
PtkLmwL6,,23.03.28,블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,165,55,55,배쪽 기장을 안 보고 샀는데 크롭이더라구요(?) 근데 너무 딱 맘에 드는 기장!!! 실밥 마감같은 거 완벽했구요. 다만 흉곽통이 탄탄하게 잡아주는 게 아니라 등이 삶작 살짝 밑으로 흘러내려요. 제가 몸통이 얇은 건 아닐..걸요?..,Free
jbD4c288,,22.07.01,블랙,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,166,66,66,"배송은 2일 정도 걸렸던 것 같구, 비가 많이 왔어서 지연됐던 것 같아용 
입어봤는데 66입는 저한텐 좀 낑기긴 했는데 예뻐요 조금이라도 부해보이지 않으려고 검정으로 샀는데 다른 색도 사고싶네여ㅜㅜ 월급 받으면 또 사려구용 최고",Free
Short,상위 10%,24.09.10,블랙,,정사이즈예요,아주 만족해요,화면과 비슷해요,167,57,55,"여름에 해외여행 다녀오면서 입었는데 리뷰를 늦게 올리네용! 크롭기장에 등 시원하게 파져서 좋구
목 뒤 불편할 줄 알았는데 생각보다 이물감도 없어용
목 이음새 부분 신경쓰인다는 리뷰 봤는데 그것도 저는 그다지 신경 안 쓰였어용 추천!",Free
Itlx1lP8,,24.08.03,Black,,정사이즈예요,보통이에요,화면과 비슷해요,157,50,55,굿. 가격이 싸다보니 딱 그 가격함! 적당히 입기 좋아여~~ 그치먼 당연히 고급져보이지는 않음! 그래도 저는 휘뚜루마뚜루 잘 입습니당!! 아메리칸핫걸 쌉가능~ 브라자 걍 입어듀 후크 안 보입니당 왜냐면 옷이 훨씬 위에 있어오~~ 목이 많이 늘어나서 주의하셔야함 입고 벗을 때! 글고 입었을 때도 목 늘어난 거 좀 티나긴 해여(제가 한 거 아니고 걍 상품 자체가 목이 늘어나있음) 그치만 가격으러 본다면 낫배드~,Free
