아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
jjm2***,탑리뷰어,24.11.20,블랙,선택안함,정사이즈예요,아주 만족해요,화면과 비슷해요,161,58,66,"레이어드용으로 샀는데 생각보다 야해여
저는 단독착용은 못할것 같습니당
레이어드해서 레이스 윗부분이 살짝 보이는 것도 매우 위험해?보여서 저는 레이스 가리고 입을 것 같아용;; 
검정색이 더 야해보이는듯ㅠㅠ

가슴 80d 66사이즈인데 잘 맞았지만 가슴선이 좀 올라간 느낌이 있어용 
디테일 이쁘고 소재 좋아서 추천합니다 ♡",Free
3A7RQUYT,,24.05.21,아이보리(i),선택안함,정사이즈예요,아주 만족해요,화면과 비슷해요,160,48,55,"예뻐요 .. 🙂
상체 통(?)이 작은 편인데도 꽉 낍니닷
색은 역시 아이보리가 제일 화사하고 예븐 것 같아요
끈 조절도 가능해서 저처럼 노출 안 좋아하시는 분들은
좀 위로 올려입을 수도 있어요 쵝오",Free
BYdfCbBZ,,24.05.20,아이보리(i),선택안함,정사이즈예요,아주 만족해요,화면과 비슷해요,163,56,55,"가슴이 저는 좀 큰 편이라 여리여리 핏은 안나오지만 기여워용 근데 가슴 크신분들은 저처럼 쩌 가슴 삼각형이 한참 위로 올라가고 브라렛 입은 정도로 노출됩니당 저는 노출 크게 신경 안써서 괜찮았어용 근데 조금 가슴 눌리긴 함,, 이게 딱 잡아줘서 그런듯?? 재질 되게 좋고 한철 입고 버릴 재질이 아니라 오래오래 입을 수 있을 거 같아서 되게 좋아요 레이스 넘 귀여웡~~",Free
5wwWuK1d,,24.03.20,아이보리,선택안함,작아요,아주 만족해요,화면과 비슷해요,160,48,55,"사실 이너로 입을거라 퀄리티는 크게 기대안했는데 레이스도 촘촘하니 예쁘고 무엇보다 어깨 조절이 돼서 너무 좋습니다!

바스트가 조금 있는편이라 몸에 딱 맞는걸보니 통통하신 분들은 불편하실수도 있을 것같아요..!ㅂ",Free
D2FyD9WK,상위 1%,24.02.22,아이보리,선택안함,정사이즈예요,아주 만족해요,화면과 비슷해요,155,46,44,"잠옷에 입어서 더 잠옷같아 보이긴 하지만 
외출복에 입으면 은근 포인트 되구 예뻐요 
밑에 셔링 포인트도 너무 사랑스럽고 가디건 이너용으로 입어주면 부담스럽지 않아서 잘 입을 것 같아요! 
늘어남은 아직 잘 모르겠구 끈 조절이 되어서 넘 좋네용 ㅎㅎ 다른 컬러도 구매하려구요",Free
JTbm3kWv,,24.02.13,아이보리,선택안함,작아요,아주 만족해요,화면과 비슷해요,164,57,66,"여행가려고 산 옷인데 산 옷 중에 제일 맘에 들었오여 제 몸에는 완전 딱 맞긴 했는데 오히려 꽉 잡아줘서 저는 좋았어용 〰
입고 다닐 때는 몰랐는데 사진으로 찍힌거 보니까 좀 파이긴 했도라구요 그래도 전 딱 저정도 파임 좋아해서 만족합니당ㅎㅎ",Free
46pDReIp,상위 5%,24.12.15,아이보리,선택 안함,정사이즈예요,아주 만족해요,화면과 비슷해요,164,56,55,그냥 속옷 안비치게 이너로 입을만한 나시를 찾으시는거면 비싸다고 생각하실 수도 있겠지만 이 정도 퀄리티면 가격이 적당하다고 생각해요 옷이 몸에 딱 달라붙을정도로 정사이즈 라기엔 작다고 할 수 있지만 스판이 있어서 입어도 불편하지 않고 소재가 짱짱해서 몸매를 오히려 조금 잡아줘서 좋아요 그리고 어깨 끈 길이조절도 돼요 짱,Free
jjm2***,탑리뷰어,24.11.20,아이보리,선택 안함,정사이즈예요,아주 만족해요,화면과 비슷해요,161,58,66,"세트로 입으려고 샀는데
퀄리티 괜찮고 디자인이 이뻐여
근데 생각보다 너무 야해서 단독으로 입기는 어려울 것 같네요!
핫걸분들은 가능하실듯 ㅎㅎ

끈조절도 되고 소재도 탄탄하니 좋구여
레이스 디테일이 아주 이쁨!
끝단도 날날이로 처리되어 있고 길이도 적당해서 레이어드용으로 좋슴당",Free
D2FyD9WK,상위 1%,24.11.18,그레이,선택안함,정사이즈예요,아주 만족해요,화면과 비슷해요,155,46,44,"화이트 블랙 입어보고 봄 여름 내내 잘 입어서 
그레이도 구매했어용 
이 나시는 저처럼 가슴이 작은.. 사람들에게 너무 좋아요 
다른 나시는 아무리 짱짱하다 해도 
몇 번 입으면 가슴 부분이 
헤벌레~ 늘어나서 숙일 때 정말정말 불편한데
이 나시는 진짜 10번을 입어도 짱짱해서 
불편함 없이 쭉 잘 입었어요! 
레이스 디테일도 너무 귀엽구 
끈 조절 할 수 있는게 넘넘 좋아요 
근데 그레이는 원단이랑 디테일이 살짝씩 다르네요!?
(다른 컬러 입었던거라 글을 안 읽고 구매해서 몰랐네용)
밑 셔링 디테일이 사라진 건 아쉽지만 ㅠㅠ
다른 컬러처럼 짱짱해서 늘어남은 걱정 안 됩니다 
또 원단도 가을 겨울에 맞게 더 도톰한 느낌이라 좋아요
가디건이나 니트 안에 입어줘도 예뻐서 
가을 겨울에도 쟁여두기 좋아여!",Free
수수하게,상위 1%,24.11.16,아이보리,선택 안함,정사이즈예요,아주 만족해요,화면과 비슷해요,162,49,55,"흰색 가디건 안에 레이어드로 입으려고 구입했는데 완전 만족 합니다..💕💕

핏도 딱 맞고 은은하게 보이는 레이스가 진짜 예뻐요!
여행 가서 잘 입었는데, 평소에도 잘 입을 거 같아요.",Free
