아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
쥬냥이캔따개,,24.08.09,블랙,one size,생각보다 커요,아주 만족해요,화면과 비슷해요,164.0,49,55,활용도 좋은 딱 기본 나시인데 몸에 붙지 않고 낙낙한 핏이라 활동하기 편하고 마음에 들었어요 그냥 툭 입어도 힙하고 예쁘고요 속옷 안에 끼워넣어서 크롭티처럼 만들어 입어도 엄청 예쁘네요,Free
밥알탱,상위 5%,24.08.08,카키,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,160.0,48,44,"이 보다 부유방을 가려주는 나시를 못봤어요..🥹 
부유방, 팔뚤살 부자라 나시는 꿈도 못꿨는데, 이런 나시라면 나시 입고 밖에 나가도 괜찮을 거 같아여.. 

색상은 첫번째 사진과 가장 유사합니다!! 
어떤 각도에서든 부유방을 잘 가려줍니다🤍
팔뚝살은 가려주지 못하지만.. 부유방만이라도 가려주는 것만으로도 만족..ㅎㅎ 

가을웜에게 잘어울릴 거 같은 색상이에요!
다른 색상도 나왔으면 좋겠어요.. 팔뚝살 열심히 빼고 색깔별로 쟁이려고요..! 
무조건 사세여",Free
초코솔이,,24.08.08,블랙,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,171.0,63,55,"팔뚝 때문에.... 30년인생 나시입고 다녀본 적 없는 사람입니다 사진은 좀 비교적 제 눈에 팔이 덜 부담스럽게 잘나온것들이지만 실제 팔뚝둘레가 30센티입니다•••허리는 바지는27입지만 둘레는 공복에 29인치되구용^^

그래서 대만가서도 나시는 스스로 부담되서 아주 얇은 흰 겉옷 걸치고 있었지만 없이도 입고있었는데 그때도 꽤나 괜찮았어요! 옷 대질 되게 쫀쫀한데 배는 꽉 안쫑기고 헐렁?함이 있어서 더 날씬해보이고 부유방도 잘잡아주고! 물론 막 움직이면 부유방이 뿅 삐져나올땐 있지만 그건 어쩔수없구용 ㅎ.ㅎ 

그래도 여행가기전에 사길 너무너무 잘한나시! 엄청 파이지도 않아서 유교걸들 딱입니다 ㅎㅎ 썬구리 중앙에 걸어놔도 옷이 쫀쫀하니 막 안내려가서 좋고... 무튼 왕왕 만족한 나시입니다! 강츄",Free
DSz6gDlK,상위 10%,24.07.21,카키,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,171.0,62,66,"오 이거 진짜 예뻐요... 파워 유교걸이라 단독으로 입고 나갈 자신은 없지만 그래도 예뻐요ㅋㅋㅋ
부유방 가려주고 허리 라인도 잡아주는데 편해요...
어깨 끈 부분이 두꺼워서 속옷도 안 보이고 너무 좋아요!
나시 잘 구매하지 않는데 입자마자 다른 색도 사고 싶어졌을 정도로 마음에 들어요😍",Free
kmk1****,상위 5%,24.12.06,소라,one size,생각보다 커요,아주 만족해요,화면과 비슷해요,163.0,54,55,"부유방을 감싸면서 가려준다는 느낌보다는 부유방위치에 와서 가려준다? 
질은 무척 좋구요
생각했던것보다 커요! 핏되는 것을 원하시는 분들은 별로 안좋아할것같아요
핏되는걸 좋아하지만 살짝의 넉넉함을 원했어서 딱 좋숩니다
휴양지 여행때 입을려고 샀어용~
길이도 크롭도 아니고 너무 길지도 않아서 좋구요~
다른 색상도 사구 싶네여",Free
가용띠,상위 15%,24.12.23,카키,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,166.0,58,55,"저 어깨만 40센치인데 잘 맞네요 ㅎㅎ
옷도 작지않고 현실적인(?) 사이즈고, 어깨부분이 넓어서 온갖 튀어나온 살도 잘 가려줍니다
기장도 너무 짧지않아서 활동하기 아주 편합니다!
유교걸이라면 추천",Free
nsoonni,상위 10%,24.10.04,소라,one size,정사이즈예요,아주 만족해요,화면보다 어두워요,159.0,50,55,"소라색 색감이 생각했던 것과 달리 좀 더 탁하고 짙어서 놀랐지만 막상 입어보니 예뻐서 겟했어요
여기저기 특히 흰 색상의 옷과 잘 매치되는 아이템이에요
나시 부분도 두껍고 팔통도 넓지 않아 노출 부담이 적고, 기장도 롱으로 주문했더니 편하게 입기 딱 좋습니다
기장감 159 기준 마지막 사진 참고해 주세요",Free
오징어짬뽕,상위 15%,24.09.24,아이보리,one size,정사이즈예요,아주 만족해요,화면보다 밝아요,162.0,60,66,"일단 배송이 빨랐고 꼼꼼히 와서 좋았습니당!
색상은 화면보다 밝은 새하얀 색이었어용 
키 162/61~62 기준 저런 핏이 나옵니다!! 
부유방은 확실히 가려주고 기장감도 딱좋아요!!! 넥 파임 정도도 딱 적당합니다!!
이제 날씨도 쌀쌀해져서 가디건 안에 휘뚤마뚤 입을 수 있을 것 같아용😍
다만 한가지 아쉬운점은 생각보다 너무 잘비춰서 안에 속옷라인이 잘 보이네요ㅜㅜ 속옷을 잘 갖춰입고 입어야할것같아여",Free
초초초,상위 30%,24.09.17,블랙,one size,생각보다 커요,보통이에요,화면과 비슷해요,162.0,54,55,"여름에 입을 까만 나시 필요해서 하나 샀어요
건조기 돌려도 생존 잘 함~
넥라인 높은 건 너무 덥고 갑갑했는데
유넥 입으니까 살 거 같네요
속옷도 안 보여요
여름에 훌렁훌렁 청바지나 추리닝에 입고다니기 딱 좋은 무난민소매",Free
뇽2,상위 5%,24.09.16,카키,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,163.0,53,55,"배송👍, 소재👍, 노출x, 이너노출x, 체형커버O
순서대로 정면/부유방,어깨라인/옆라인/뒷면/전체 샷입니다
✔️우선 직진배송으로 빨리 도착했고 여행갈때 맞춰서 잘 입고 갈 수 있었어요ㅎㅎ 오자마자 한번 입어보고 넘 만족스러워서 택 바로 제거!ㅎ
✔️실물색상은 두번째 사진과 가장 비슷하고 그냥 딱 정석 카키색입니다 가을에 딱이에요!
✔️길이는 크롭 아니고 163기준 배꼽 1cm밑까지 오네요 그리고 아우터 걸치면 그냥 U넥 티 입은거같아서 편하게 입을 수 있는 노출이 진짜 없는 나시에요(마지막사진참고) 유교걸에게 딱입니당👍
그리고 가장 중요한 속옷 노출이 없어서 진짜 편하게 입고 다닐것 같아요!! 지금도 꽤 끈이 두꺼운 걸 입고 찍었는데도 밖에서 하나도 안 보이네요 아무거나 입고 다녀도 돼서 굿굿
✔️스타일도 좋고 이렇게 부유방 잘 가려주는 나시는 처음봤어요!! 전체적인 라인 이쁘게 잡아주고 부유방도 잘 가려주고.. 최고에요👍
✔️소재는 면이고 골지무늬가 있어서 포인트됩니당
가을이라 얇으면 살짝 추울수도 있는데 얜 적당히 도톰해서 좋고 추울땐 위에 아우터 하나만 걸쳐주면 딱입니당 소재가 얇지 않아도 나시라서 이것만 입으면 절대 덥진 않아요(한여름빼고!)
✔️도톰해서 그런지 체형커버 잘 되는것 같아요 모델분이 엄청 마르신거같아서 걱정했는데 전 마른편도 아니고 뱃살 좀 있고 통통직전인데 밥먹고 배 나와도 티 하나도 안나요

온라인쇼핑에서 만족한거 별로 없는데 이건 대만족이에요🤩 지금까지중에 탑3안에 드는것같아요
가격 다른곳 더 저렴한데도 있는데 역시 리뷰 많고 높은곳에서 사길 잘했네요! 이정도면 비싼편도 아니라서 나시 살까 고민하는 분들한테 진짜 강추합니다👍 전 깔별로 쟁일려구요! 다들 고민하지 마시라고 자세하게 남깁니다~",Free
콩수제비,상위 15%,24.09.14,카키,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,161.0,48,55,"부유방 커버 확실하게 잘 되고 적당히 붙는 핏이라 편하고 예뻐요.
길이가 조금만 더 짧았어도 예쁠 것 같긴 한데, 긴 것도 다른 느낌으로 예뻐서 만족입니다ㅎㅎ
세탁기 돌렸는데 변형 및 보풀 없어요!",Free
f2az6U8w,상위 20%,24.09.09,아이보리,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,158.0,51,55,이 나시... 난닝구같이 생겨서 난닝구가 아니고 너무 붙지도 그렇다고 너무 여유 있지도 않은 적당한 핏에 소재 탄탄해서 저 가을까지 자켓 이너로도 입고... 다른 색도 사려구요.. 후기 좋은 건 이유가 있었어요 너므 예쁘고 편해요!!,Free
조콩이,상위 10%,24.09.09,카키,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,156.0,44,44,인생나시 하나 찾았습니다 진짜 사이즈 색상 어느하나 빠지는것없이 이쁘네요 나시같으거 사면 항상 실패해서 사실 망설였는데 이가격에 이퀄리티면 뭐하나 빠지는게 없네요 부유방도 잘 가려줘서 얇아보이는거까지 완벽해요,Free
HYBrEdTT,상위 10%,24.09.08,소라,one size,정사이즈예요,보통이에요,화면과 비슷해요,160.0,50,55,핏이 예쁜 나시예요 특히 부유방이 가려지는 디자인이면서 탄탄한 소재가 마음에 드네요 이너로 활용하기 딱 좋을 거 같아요 그런데 색이 제 피부색에는 조금 아쉬워서 카키로 했으면 더 좋았을 거 같아요 하지만 좋은 제품이라 추천합니다,Free
Yujeen,,24.09.07,블랙,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,163.0,56,,"진짜 이정도로 맘에 드는 나시는 첨이에요,, 여름엔 진짜 나시밖에 못입는 나시 처돌이라 여기저기에서 많이 구매해서 입어봤는데,, 여기 나시가 젤 맘에 들어요! 목부분도 적당히 파여있고,, 겨드랑이 부분도 너무 좁지 않아서 여름에 정말 너무너무 편하게 잘입었어요,, 재질도 탄탄한 골지라서 보풀도 안생길 것 같아요,, 정말 깔별로 쟁이겠습니다 최고!",Free
kxneicj,상위 5%,24.08.29,카키,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,158.0,48,44,"생각보다 탄탄해서 받아보고 놀랐어요!!! 퀄리티가 좋아서 정말 잘 입을 것 같아요
베이지 카고바지랑 매치하니까 잘 어울리고 색깔도 너무 예뻐요 ㅎㅎ
여행가서 입으려고 산 건데 잘 입을게용",Free
zPYbeE1p,상위 5%,24.08.28,카키,one size,정사이즈예요,보통이에요,화면과 비슷해요,162.0,44,55,"원단은 적당히 탄탄해여 너무 두껍지도 않고
암홀이 너무 깊에 파여 있거나 뒤어깨가 너무 파이지 않아서 
편안히 입을수 있어여
기장감이 너무 길지 않아서 좋고..
블랙컬러 사고 어정쩡한 핏 때문에 걱정했는데
카키는 괜찮네요",Free
zPYbeE1p,상위 5%,24.08.28,블랙,one size,정사이즈예요,보통이에요,화면과 비슷해요,162.0,44,55,"저렴한 가격에 후기높아서 구매했어요
암홀부분이 많이 파이진 않아서 좋은데
핏이 뭔가 어정쩡한 느낌이에여
카키도 구매했는데 카키에 비해 몸판이 묘하게 넓어보여서 
확인해 봤더니 좌우찐빠네요 ㅠㅠ
입을때 좀 매만져야 할듯해요",Free
vr,상위 1%,24.08.28,블랙,one size,정사이즈예요,보통이에요,화면과 비슷해요,167.0,54,55,"배송도 빨라서 원하는 날짜에 잘입어서 좋았어요!

167에 기장은 너무길지도 짧지도않은 골반정도?라서 편하고 핏도 예쁘게 입었습니다!

확실히 부유방 가려줘서 걸친옷이 내려가도 안심이었어요!
신축성도 좋고,소재도 시원하고 좋아서 다른 색도 사고싶어요!

파임도 과하지 않아서 가족이랑 같이 있을때에도 괜찮았습니다! 추천!!",Free
GutclkNq,,24.08.22,카키,one size,정사이즈예요,아주 만족해요,화면과 비슷해요,162.0,53,44,진짜 농담이 아니고 제 인생 나시 됐어요 ㅠㅠㅠㅠ 핏 너무너무 예쁘고 여름에 또 막 유교걸이신분들에게 딱인게 파인것도 아니구 가릴데 가려주고 시원함!!! 깔별 소장할겁니다 정말로 ㅠㅠㅠㅠ 부산가서 잘 입고 다녔고 평소에도 잘 입고다녀요 ㅠㅠㅠ 지금도 출근룩으로 입고옴ㅋㅋㅋ💚💚💚,Free
