아이디,리뷰어 등급,작성 날짜,옵션1,옵션2,상품 사이즈,퀄리티,색감,키,몸무게,사이즈,리뷰내용,제품_사이즈
나애옷장,상위 1%,25.01.09,[TT037] 보들쫀쫀 끈나시_화이트(골지),FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,155,46,,"☁️ 믿고 사는 데일리템, 조이조이 보들쫀쫀 골지 나시

☁️ 2024. 12. 10 구매 / 2024. 12. 12 배송 완료

흰색을 구매했는데, 벌써 3번째 구매일 정도로 정말 만족하며 사용 중이에요! 이번에 흰색 2개, 검정 2개까지 구매했는데, 쫀쫀하고 부드러운 소재 덕분에 착용감이 너무 좋아서 데일리 나시는 이 제품만 사용하고 있어요. 기본 디자인이라 다양한 옷에 매치하기도 편하고, 꼭 추천드리고 싶은 아이템이에요.

마지막 사진에 실밥이 살짝 붙어 있긴 했지만, 전혀 신경 쓰이지 않을 정도로 편안하고 만족도가 높았어요.

✨ 장점
1. 컬러
: 흰색과 검정의 기본 색상이 어떤 코디에도 잘 어울리고, 여러 번 구매해도 질리지 않는 매력을 가졌어요.
2. 소재
: 쫀쫀하고 부드러운 골지 니트 소재로 몸에 편안하게 밀착되어 착용감이 탁월하며, 여러 번 세탁해도 변형이 적어 오래 사용 가능했어요.
3. 디자인
: 심플한 기본 디자인이지만 세련되고 깔끔해 데일리 아이템으로 활용도가 높고, 다양한 룩에 매치하기 좋아 필수템으로 손색없어요.

❗ 단점
- 일부 실밥이 발견될 수 있음",Free
무민민무,상위 5%,24.07.09,[TT037] 보들쫀쫀 끈나시_단가라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,165,53,55,생각보다 도톰했어요~! 그리고 안에 이너 사야한다는걸 깜빡해서 고냥 끈 풀고 입었는데 괜찮더라구요? 그리고 나시 하나만 입었을때 올려입으면 부유방 잘 가려주는데 신경쓰긴 해야할거같아요! 전 원래 셔츠나 가디건 안에 휘뚜루마뚜루 입으려고 산거라 만족해요! 나시 처음 사보는데 나름 잘 산거같고 조금 도톰한 느낌도 있어서 생각보다 더울수도 있을거같아요 그리고 옷 촉감 되게 예민한편인데 까슬거리지도 않고 그렇다고 엄청 부드러운 느낌도 아닌 딱 적당에서 아주 사알짝 까슬한 느낌이었어요!,Free
5145**,,24.06.24,[TT037] 보들쫀쫀 끈나시_화이트(골지),FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,160,54,66,"스파오에서 골지 나시를 사서 입어보고 빳빳한 골지에 반해서 더 사려고 했는데 품절이더군요.
그래서 비슷한 디자인, 비슷한 골지 간격을 가진 이 나시를 사봤습니다.
시장에서 볼 수 있는 헐렁한 골지를 극혐하는 사람으로서 평하자면,
시장형 헐렁 골지보단 빳빳하지만
스파오보단 헐렁했어요. (회색이 스파오, 흰색이 조이조이 나시입니다.)
어깨끈도 스파오는 오버로크로 딴딴한데
이 골지 나시는 얇게 쳐서 지금 당장에는 올이 안 풀리겠지만 계속 입다보면 풀릴 것 같습니다.
일반 시장 나시랑 비교하면
만족스럽지만, 이 나시만 본다면 아무래도 골지 원단, 어깨끈 박음질 부분이 아쉬움이 남네요ㅠ",Free
k7RVT5WW,,24.06.09,[TT037] 보들쫀쫀 끈나시_단가라,FREE,작아요,아주 만족해요,화면과 비슷해요,158,75,77,길다는 후기를보고 샀는디..가슴있으신 분들은 더 짧아집니다...생각보다 쫀쫀하고 거칠거칠해요 피부예민하신 타입이라면 좀 따갑다고 느껴질지도? 그래도 무난하게 어디든 매치가능해서 좋습니다~,Free
돈은없지만옷은사고파,상위 5%,24.11.27,[TT037] 보들쫀쫀 끈나시_단가라(★롱기장),FREE,작아요,아주 만족해요,화면과 비슷해요,165,55,55,"상체 발달형에다가 상체가 짧아서 허리선을 가리면 너무 뚱뚱해보이고 부해보이고 너무 짧은 상의는 짧은 상체+통허리 부각이 심해서 긴 티를 활용해서 레이어드해서 입는 스타일이 저랑 잘 어울리길래 구매했어요
결론적으로는 너무 마음에 들고 완전 생각보다 옷 질도 좋습니다👍
다만 엉덩이까지 완전 내렸을 때 골반쪽이 좀 끼어요!(하체가 약간 있는편)",Free
김씨네막내,상위 1%,24.10.21,[TT037] 보들쫀쫀 끈나시_화이트(골지),FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,165,60,66,"키165cm 몸무게58kg 
민자 골지 디자인 덕분에 기본템으로 입기 좋고, 핏도 딱 맞아서 몸매를 예쁘게 잡아줘요. 아토피가 있어서 몸에 닿는소재를 중요하게 생각하는데
소재도 부드럽고 편해서 하루 종일 입어도 불편하지 않아요. 셔츠나 자켓 안에 레이어드해서 입으면 스타일리시하고, 단독으로 입어도 깔끔해 보여요. 가격도 너무 저렴해서 가성비가 정말 좋습니다. 바스트가 큰편인데 잘 늘어나고 부유방도 가려줍니다.",Free
YkjV31QE,상위 25%,24.01.24,[TT037] 보들쫀쫀 끈나시_단가라,FREE,정사이즈예요,아주 만족해요,화면과 비슷해요,159,39,44,"제 키는 159 저는 기장 추가 없눈 버전을 샀어요. 다른 사람들 후기에 많이 크롭이라고 해서 걱정했는데 전혀 아니네요. 가슴도 c컵이지만 올라가는 부분 없고 기장추가도 안 해도 딱 맞았어요. 부유방까지 가려주지는 않습니다.
겨드랑이쪽 파임이 심하지도 않구요.
저는 너무 만족합니다",Free
5NAB7vww,,23.09.05,핑크(민자),Free,정사이즈예요,아주 만족해요,화면과 비슷해요,163,52,44,핑크색 나시로 레이어드하기에 활용도가 높을 것 같아서 구매해봤는데 흰색 검정색 회색 등 무채색이랑 입었을 때 밋밋함을 덜 수 있어서 좋았어용ㅇ 밝은색이고 얇아서 비침은 있지만 기장감도 적당하고 색감도 예벘습니당,Free
5jGndsTt,,23.08.26,블랙(민자),Free,정사이즈예요,아주 만족해요,화면과 비슷해요,161,63,66,골 노출하고 싶지 않아서 넥라인 높은 나시 찾고 있었습니다! 체격이랑 가슴 큰편인데 잘 맞네요! 혹 가슴 크신분들 기장 너무 짧다 생각하시면 기장추가 해서 구매하시면 될것같아요^^ 화이트 골지 스킨색 속옷입었을때 비침참고하세용,Free
yl7iBu7s,,23.08.25,단가라,Free,정사이즈예요,아주 만족해요,화면과 비슷해요,157,65,66,아주아주 만족합니다!!! 싱가폴 여행에서 입으려고 샀는데 진짜.! 매일 입었어요 너무 편하고 좋아요 ! 대신 땀이 좀 찬다는 점!! 하지만 어떤 색이랑도 다 매치 가능해서 좋아요😆😆,Free
